N	2gram	Bakhtin_Fr	Otkroven
1	о человеке	2	29
2	у него	2	22
3	и в	105	19
4	и не	34	13
5	но и	20	13
6	в этом	22	12
7	человека в	1	11
8	а не	1	11
9	не только	24	11
10	не в	4	11
11	может быть	11	11
12	человека и	4	10
13	и все	7	10
14	в нем	16	10
15	к человеку	1	9
16	потому что	6	9
17	в человеке	1	9
18	прежде всего	26	9
19	не было	3	9
20	в самой	5	9
21	никогда не	11	9
22	и он	3	8
23	он был	3	8
24	нет ничего	3	7
25	от него	2	7
26	ни с	3	7
27	в его	24	7
28	он всегда	2	7
29	он не	3	7
30	но он	5	7
31	лишь в	4	7
32	до конца	4	7
33	человеческой души	1	6
34	все это	16	6
35	как и	15	6
36	в самом	7	5
37	в творчестве	2	5
38	в том	17	5
39	для него	12	5
40	в этой	11	5
41	а в	4	5
42	отношение к	9	5
43	о его	1	5
44	то что	7	5
45	человеку и	1	5
46	что в	4	4
47	только и	1	4
48	того чтобы	3	4
49	не может	9	4
50	человеческих отношений	2	4
51	всегда есть	1	4
52	что не	3	4
53	в самую	1	4
54	все эти	15	4
55	на земле	3	4
56	курсив мой	1	4
57	и его	24	4
58	с его	9	4
59	и от	3	3
60	все что	2	3
61	чем на	1	3
62	самой глубине	1	3
63	и вот	5	3
64	хотя бы	2	3
65	это не	4	3
66	для того	2	3
67	с ним	6	3
68	мысли и	4	3
69	в этих	6	3
70	не могут	4	3
71	природы но	1	3
72	в своих	8	3
73	как бы	33	3
74	было бы	4	3
75	могут быть	4	3
76	в себе	7	3
77	человек был	1	3
78	что он	5	3
79	никто не	1	3
80	это было	2	3
81	нем нет	1	3
82	и ее	1	3
83	о том	5	3
84	того что	3	3
85	к нему	5	3
86	еще не	8	3
87	свобода и	1	2
88	всего в	1	2
89	и к	7	2
90	как к	3	2
91	природы в	1	2
92	и потому	14	2
93	так и	16	2
94	что они	2	2
95	тогда уже	1	2
96	самое главное	1	2
97	все же	10	2
98	был еще	3	2
99	не могли	1	2
100	так как	11	2
101	и очень	2	2
102	даже и	5	2
103	к ней	2	2
104	для всякого	1	2
105	и ни	4	2
106	уже в	5	2
107	ничто не	1	2
108	любовь к	1	2
109	в другом	2	2
110	так что	1	2
111	в своем	11	2
112	в этот	1	2
113	с тем	1	2
114	с которой	1	2
115	в которой	1	2
116	ее в	2	2
117	о которой	1	2
118	и этим	2	2
119	одно из	7	2
120	что и	2	2
121	которую он	1	2
122	разных сторон	1	2
123	в уста	1	2
124	можно ли	1	2
125	в истории	5	2
126	в единстве	2	2
127	его в	7	2
128	свободы и	1	2
129	должен был	2	2
130	ко всем	1	2
131	этого мира	1	2
132	и с	8	2
133	он в	2	2
134	было для	1	2
135	и о	4	2
136	сказать что	12	2
137	что для	3	2
138	тем что	5	2
139	него не	1	2
140	и на	25	2
141	в других	3	2
142	учение о	2	2
143	что все	1	2
144	ничего не	3	2
145	хотя и	4	2
146	не есть	1	2
147	в своей	8	2
148	момент в	1	2
149	в глубь	1	2
150	жизни в	8	2
151	по себе	1	2
152	него всегда	1	2
153	к этому	2	2
154	же это	1	2
155	том что	9	2
156	и для	3	2
157	в ее	5	2
158	подойти к	2	2
159	но в	16	2
160	что было	1	1
161	и мир	1	1
162	ближе к	1	1
163	во всем	5	1
164	человеку но	1	1
165	богатого и	1	1
166	и весь	1	1
167	во всяком	2	1
168	связан с	5	1
169	бросается в	1	1
170	ко всему	2	1
171	ни к	2	1
172	его и	1	1
173	с образом	1	1
174	одном месте	1	1
175	во внешнем	1	1
176	совершенно не	5	1
177	смерть и	1	1
178	все и	1	1
179	а потому	1	1
180	нужно отметить	3	1
181	в бытовом	1	1
182	лишь к	2	1
183	темам и	1	1
184	но оно	1	1
185	еще одну	1	1
186	это конечно	1	1
187	не существует	1	1
188	в центре	1	1
189	всего высокого	1	1
190	все его	1	1
191	самой жизни	4	1
192	и человека	2	1
193	и других	6	1
194	и положительное	1	1
195	один из	5	1
196	начало в	5	1
197	в котором	1	1
198	и здесь	4	1
199	та же	2	1
200	огромная и	1	1
201	гуманизм и	2	1
202	характер его	1	1
203	самой природе	1	1
204	тому кто	1	1
205	мир в	3	1
206	обычном смысле	1	1
207	они и	1	1
208	же и	1	1
209	христа в	1	1
210	я имею	1	1
211	и вечно	1	1
212	откровение о	1	1
213	он выступает	1	1
214	в правду	1	1
215	в пределе	1	1
216	того как	1	1
217	эта не	1	1
218	одну особенность	1	1
219	и пр	5	1
220	одно но	1	1
221	выводит за	1	1
222	она не	2	1
223	должна быть	1	1
224	мы не	1	1
225	но еще	1	1
226	притом не	1	1
227	один только	1	1
228	жила в	1	1
229	связана с	8	1
230	и остаются	1	1
231	есть без	1	1
232	его было	2	1
233	другой его	1	1
234	всего мира	3	1
235	еще больше	1	1
236	еще более	6	1
237	также и	3	1
238	но не	7	1
239	отношениях к	1	1
