N	3gram	Bakhtin_Pr	Otkroven
1	у него в	1	5
2	записок из подполья	4	5
3	из подполья и	2	3
4	для того чтобы	3	3
5	преступлении и наказании	2	3
6	в нем нет	1	3
7	в преступлении и	2	3
8	в романах достоевского	11	3
9	достоевский прежде всего	4	2
10	не могут быть	1	2
11	он прежде всего	1	2
12	не может быть	8	2
13	что же это	1	2
14	в дневнике писателя	1	2
15	у него не	1	2
16	же это за	1	2
17	и ивана карамазова	1	2
18	и никогда не	1	2
19	и в этом	8	2
20	что у него	1	2
21	в самом начале	3	1
22	в самой жизни	1	1
23	внутренней жизни человека	1	1
24	есть у достоевского	1	1
25	к нему как	2	1
26	всего творчества достоевского	1	1
27	хотя и не	1	1
28	самом начале романа	1	1
29	так и не	1	1
30	самой жизни а	1	1
31	но есть у	1	1
32	в одном месте	1	1
33	он ни был	2	1
34	раскольникова и ивана	1	1
35	о том что	5	1
36	прежде всего художник	1	1
37	в том что	10	1
38	не так как	1	1
39	в обычном смысле	2	1
40	не в том	1	1
41	друг с другом	4	1
42	у достоевского не	3	1
43	в одно время	1	1
44	в бесах нет	1	1
45	и заключается в	1	1
46	произведений достоевского в	1	1
47	жизни а не	1	1
48	остается и в	1	1
49	в своих романах	1	1
50	что говорит достоевский	1	1
51	и то что	1	1
52	в этот период	1	1
53	нему как к	1	1
54	никогда не оставляет	2	1
55	одно из самых	1	1
56	преступление и наказание	2	1
57	и мыслей в	1	1
58	в этих словах	1	1
59	у достоевского всегда	1	1
60	жизни не есть	1	1
61	еще одну особенность	1	1
62	бы он ни	2	1
63	к творчеству достоевского	1	1
64	и в ее	1	1
65	может быть назван	1	1
66	достоевский как художник	1	1
67	то что в	1	1
68	о человеке в	1	1
69	в самом деле	5	1
70	а вовсе не	1	1
71	как будто бы	1	1
72	смысле этого слова	2	1
73	потому что у	3	1
74	во всяком случае	3	1
75	у самого достоевского	3	1
76	из романов достоевского	1	1
77	в противоречии с	1	1
78	в каждом из	2	1
79	в братьях карамазовых	3	1
80	достоевский и не	1	1
81	освобождения человека от	1	1
82	и в самом	1	1
83	достоевского нельзя найти	1	1
84	из всего что	1	1
85	в другом месте	1	1
86	что для достоевского	1	1
87	достоевского не было	1	1
88	как бы в	3	1
89	и в его	3	1
90	обычном смысле слова	1	1
91	она и не	1	1
92	у достоевского есть	1	1
93	достоевский может быть	1	1
94	достоевского и в	1	1
95	само по себе	4	1
96	в этом отношении	7	1
97	и больше всего	1	1
98	месте и в	1	1
99	с ним вот	2	1
100	и есть та	1	1
101	по сравнению с	2	1
102	а не только	2	1
103	да ведь это	2	1
104	или лучше сказать	1	1
105	одном месте и	1	1
106	по природе своей	2	1
107	своего творчества достоевский	1	1
108	в этих романах	1	1
109	в публицистических статьях	1	1
110	он не только	2	1
111	прежде всего в	1	1
112	у достоевского человек	1	1
113	преступления и наказания	2	1
114	из подполья но	1	1
115	но и ее	1	1
116	этого мира в	2	1
117	и в том	2	1
118	у достоевского нельзя	1	1
119	нужно отметить что	1	1
120	каждом из них	2	1
121	он и не	3	1
122	дмитрия и ивана	1	1
123	и в одно	1	1
124	и не может	3	1
125	и ни с	1	1
126	друг к другу	4	1
127	как бы и	1	1
