N	2gram	Vygotskiy_	VeschiIm
1	не есть	4	79
2	и не	19	57
3	не только	24	48
4	то что	69	48
5	не может	15	46
6	и в	55	45
7	и есть	7	40
8	и т	12	39
9	может быть	34	39
10	т д	6	38
11	а не	16	37
12	это значит	2	30
13	потому что	48	25
14	не просто	6	24
15	было бы	15	24
16	только в	12	23
17	по себе	13	23
18	что она	10	23
19	в себе	13	23
20	сказать что	14	22
21	в смысле	1	22
22	и что	45	22
23	как бы	33	20
24	что такое	2	20
25	и следовательно	3	20
26	что это	15	19
27	что же	1	19
28	но и	16	19
29	и ее	1	19
30	в этом	30	18
31	все же	11	18
32	есть только	3	18
33	так как	20	17
34	что мы	12	17
35	прежде всего	6	17
36	и это	13	17
37	есть не	7	17
38	таким образом	35	16
39	оно есть	2	16
40	того что	12	16
41	как раз	19	16
42	как и	9	15
43	уже не	1	15
44	в том	50	15
45	в ней	5	15
46	но это	2	14
47	и то	12	14
48	не в	12	14
49	в самом	18	13
50	не будет	3	13
51	том что	46	13
52	и для	13	13
53	это и	7	13
54	в себя	2	13
55	то ни	1	13
56	что в	43	12
57	и с	3	12
58	бы то	1	12
59	то же	16	12
60	и даже	4	12
61	есть нечто	3	12
62	есть то	2	12
63	о том	24	12
64	еще не	6	12
65	не что	2	12
66	если мы	24	12
67	точки зрения	15	12
68	но если	3	12
69	она есть	2	12
70	ничего не	4	12
71	что они	11	12
72	что иное	2	12
73	ни было	1	12
74	совершенно не	11	12
75	что и	11	12
76	между собою	1	12
77	и как	10	12
78	иное как	2	12
79	и их	3	11
80	не менее	1	11
81	себя в	4	11
82	д и	1	11
83	еще и	1	11
84	ни в	5	11
85	что не	5	11
86	вовсе не	8	11
87	также и	1	11
88	в то	6	11
89	и только	5	11
90	по крайней	1	10
91	в чем	1	10
92	крайней мере	1	10
93	что оно	12	10
94	ясно что	10	10
95	с ее	1	10
96	с ним	4	9
97	в результате	6	9
98	со стороны	3	9
99	бы и	1	9
100	то и	1	9
101	хотя бы	5	9
102	нисколько не	3	9
103	как вещь	2	9
104	говорить о	1	9
