N	2gram	Bakhtin_Pr	Hudozhes
1	в качестве	1	31
2	то есть	64	26
3	в мире	10	24
4	и в	59	23
5	не только	26	20
6	в том	17	20
7	при этом	5	19
8	может быть	38	19
9	в частности	2	18
10	и не	66	16
11	тогда как	1	15
12	но и	22	14
13	а не	30	13
14	в рамках	2	13
15	но не	13	13
16	а в	9	13
17	я в	1	13
18	в себе	9	13
19	в этом	40	12
20	то же	15	12
21	такого рода	1	12
22	так и	13	12
23	и его	21	12
24	как бы	40	11
25	точки зрения	36	11
26	в его	44	11
27	по отношению	17	10
28	но в	7	10
29	отношению к	17	10
30	своего рода	1	9
31	в душе	1	9
32	или иной	3	9
33	том что	15	9
34	с другой	3	9
35	в искусстве	2	9
36	не в	10	9
37	не может	31	9
38	себя в	5	8
39	в области	3	8
40	в то	15	8
41	что в	14	7
42	в самом	19	7
43	только в	15	7
44	в своей	17	7
45	в основе	6	7
46	и т.п	8	7
47	же время	10	7
48	в отличие	3	7
49	отличие от	3	7
50	я и	2	7
51	не столько	3	7
52	как это	2	7
53	по своей	1	7
54	лишь в	4	7
55	отношение к	4	7
56	другой стороны	3	6
57	более или	1	6
58	приводит к	4	6
59	уже не	14	6
60	можно сказать	3	6
61	с ее	5	6
62	художественного творчества	3	6
63	с его	14	6
64	мы имеем	2	6
65	в ее	4	6
66	или менее	1	6
67	в нем	38	6
68	ни в	5	5
69	в виду	2	5
70	не на	6	5
71	не предполагает	1	5
72	что он	16	5
73	в художественном	5	5
74	не менее	3	5
75	не является	2	5
76	того чтобы	5	5
77	для того	3	5
78	со стороны	6	5
79	как к	3	5
80	для него	23	5
81	того что	4	5
82	прежде всего	17	5
83	с другими	11	5
84	в их	5	5
85	а на	1	5
86	между ними	4	5
87	той или	3	5
88	героя и	11	5
89	и одновременно	5	5
90	самим собой	1	5
91	тем самым	3	5
92	то что	21	5
93	могут быть	5	5
94	место в	2	5
95	во втором	1	4
96	порядка в	3	4
97	для себя	5	4
98	не следует	1	4
99	например в	5	4
100	отношения к	4	4
101	в слове	1	4
102	из которого	2	4
103	еще не	11	4
104	художественного восприятия	1	4
105	в данном	3	4
106	входит в	11	4
107	в другом	1	4
108	сознания в	2	4
109	говорить о	3	4
110	и т.д	2	4
111	сказать что	9	4
112	жизни как	1	4
113	к которому	1	4
114	в своем	12	4
115	к тому	1	4
116	во времени	4	4
117	или иным	1	4
118	на почве	5	4
119	и то	1	4
120	это не	13	4
121	в отношении	3	4
122	его в	6	4
123	не знает	5	4
124	и как	10	4
125	в этих	5	4
126	так в	1	4
127	в себя	3	4
128	а только	3	4
129	того или	1	4
130	личности в	7	4
131	между тем	5	4
132	он не	11	4
133	и тем	2	4
134	и что	2	4
135	в форме	8	4
136	далеко не	3	4
137	со своей	1	4
138	и о	5	4
139	однако в	2	4
140	художественного произведения	1	4
141	или иного	1	4
142	хотя и	1	4
143	в той	9	3
144	и к	5	3
145	человеческой жизни	4	3
146	и на	15	3
147	в момент	4	3
148	с этой	1	3
149	даже в	7	3
150	была бы	5	3
151	подобно тому	5	3
152	если бы	12	3
153	оказывается в	1	3
154	и сам	5	3
155	есть в	10	3
156	а именно	4	3
157	одно слово	1	3
158	в романе	12	3
159	в жизни	7	3
160	как и	21	3
161	к его	1	3
162	их в	8	3
163	художественного мышления	2	3
164	себя и	4	3
165	в иной	1	3
166	тем не	1	3
167	но их	1	3
168	и того	1	3
169	для автора	6	3
170	в противоположность	3	3
171	к нему	13	3
172	потому что	20	3
173	искусства и	1	3
174	как совокупность	1	3
175	отношении к	3	3
176	литературных произведений	1	3
177	в одном	14	3
178	не обязательно	1	3
179	имеем в	2	3
180	известной степени	1	3
181	как правило	1	3
182	за пределами	2	3
183	во всей	2	3
184	от себя	2	3
185	и внешней	1	3
186	в структуре	1	3
187	из этих	2	3
188	и для	5	3
189	к содержанию	1	3
190	он должен	1	3
191	таким образом	22	3
192	на языке	2	3
193	по преимуществу	3	3
194	с одной	1	3
195	том числе	1	3
196	в произведении	4	3
197	авторской позиции	8	3
198	в художественной	4	3
199	с точки	21	3
200	как раз	9	3
201	внешнего мира	3	3
202	и притом	3	3
203	связи с	1	3
204	но он	3	3
205	и позволяет	1	3
206	в таком	2	3
207	в контексте	2	3
208	или даже	2	3
209	во всех	8	3
210	в русской	3	3
211	как уже	1	3
212	тому как	5	3
213	личности и	1	3
214	в рассказе	3	3
215	принадлежит к	1	3
216	в свою	1	3
217	в которой	6	3
218	не будет	1	3
219	одно и	1	3
220	к области	1	3
221	автора и	7	3
222	в пределах	13	3
223	этом смысле	12	3
224	того же	1	3
225	человека с	1	3
226	одного сознания	10	3
227	одного и	2	3
228	слова в	4	3
229	и прежде	2	3
230	в точке	5	3
231	герой не	2	3
232	в целом	8	3
233	и ее	5	3
234	ведет к	1	2
235	мире и	1	2
236	и другие	4	2
237	обращены к	1	2
238	образом и	1	2
239	однако с	1	2
240	один из	4	2
241	русской литературе	2	2
242	жизни а	2	2
243	о жизни	1	2
244	оказывается уже	1	2
245	с ним	13	2
246	строго говоря	1	2
247	жить и	1	2
248	из которых	3	2
249	не как	15	2
250	окружающей его	1	2
251	в году	1	2
252	одно из	2	2
253	внутреннюю свободу	1	2
254	но чтобы	1	2
255	том и	2	2
256	по себе	13	2
257	в них	5	2
258	оно не	2	2
259	этой точки	3	2
260	самом деле	9	2
261	может выступать	1	2
262	героя как	2	2
263	на мир	10	2
264	заключается в	3	2
265	на свою	1	2
266	все эти	12	2
267	к более	2	2
268	именно в	8	2
269	во множестве	1	2
270	значительной степени	1	2
271	из тех	3	2
272	с ними	3	2
273	позиция автора	5	2
274	в одно	1	2
275	в творческом	1	2
276	как в	10	2
277	сознания при	1	2
278	роль в	2	2
279	бы не	3	2
280	жизни в	3	2
281	отличается от	3	2
282	собою в	2	2
283	вследствие этого	2	2
284	в известном	1	2
285	которая не	2	2
286	в каком	2	2
287	жизни на	1	2
288	к другому	2	2
289	своей жизни	2	2
290	о том	5	2
291	в аспекте	1	2
292	не входит	3	2
293	при всей	1	2
294	это и	10	2
295	как художественное	1	2
296	при условии	1	2
297	не могли	3	2
298	совершенно иной	1	2
299	чужого я	1	2
300	совпадает с	3	2
301	высказывания и	1	2
302	во мне	2	2
303	но во	1	2
304	времени в	2	2
305	слова и	2	2
306	и больше	1	2
307	для меня	2	2
308	не могло	1	2
309	или иных	1	2
310	весь целиком	1	2
311	вступает в	5	2
312	может служить	1	2
313	художественной литературы	1	2
314	вслед за	1	2
315	и это	5	2
316	превращается в	4	2
317	времени и	1	2
318	так же	10	2
319	автора с	1	2
320	об этом	4	2
321	должен быть	1	2
322	с самим	3	2
323	видим в	1	2
324	если мы	1	2
325	что отличает	1	2
326	в нашем	3	2
327	для понимания	5	2
328	который в	2	2
329	одна из	4	2
330	этого слова	3	2
331	до известной	1	2
332	здесь не	2	2
333	не все	2	2
334	в противном	1	2
335	на котором	3	2
336	он и	9	2
337	видения мира	1	2
338	в самой	10	2
339	чем это	1	2
340	никогда не	19	2
341	и по	4	2
342	этого термина	1	2
343	повесть о	1	2
344	мир все	1	2
345	бы то	3	2
346	то в	1	2
347	но на	2	2
348	к герою	6	2
349	одной из	1	2
350	искусстве слова	1	2
351	несмотря на	7	2
352	ни было	4	2
353	которого он	1	2
354	в литературе	7	2
355	что такое	1	2
356	ее в	2	2
357	все это	12	2
358	что и	10	2
359	что каждый	1	2
360	с их	9	2
361	слова не	1	2
362	у него	9	2
363	даже самая	1	2
364	от всех	1	2
365	или в	2	2
366	и более	2	2
367	не от	2	2
368	одним из	11	2
369	что она	6	2
370	каждая из	1	2
371	сама по	3	2
372	тому что	3	2
373	случае не	1	2
