N	2gram	Vygotskiy_	Otkroven
1	у него	3	22
2	и в	38	19
3	и не	16	13
4	но и	9	13
5	в этом	35	12
6	а не	7	11
7	не только	16	11
8	не в	10	11
9	может быть	25	11
10	вопрос о	2	10
11	человека и	6	10
12	и все	5	10
13	в нем	4	10
14	потому что	14	9
15	прежде всего	6	9
16	в самой	1	9
17	никогда не	11	9
18	и он	1	8
19	он был	1	8
20	от него	1	7
21	в его	22	7
22	он не	6	7
23	но он	1	7
24	до конца	2	7
25	все это	8	6
26	как и	20	6
27	в самом	8	5
28	в том	59	5
29	для него	6	5
30	него в	1	5
31	в этой	7	5
32	а в	7	5
33	до самого	1	5
34	отношение к	1	5
35	то что	27	5
36	что в	31	4
37	только и	2	4
38	того чтобы	15	4
39	не может	11	4
40	что не	1	4
41	все эти	9	4
42	и его	5	4
43	его мысли	1	4
44	с его	3	4
45	только одно	1	3
46	и от	5	3
47	все что	4	3
48	чем на	1	3
49	хотя бы	2	3
50	это не	5	3
51	для того	14	3
52	с ним	4	3
53	когда он	5	3
54	быть может	2	3
55	в этих	4	3
56	не могут	5	3
57	в своих	3	3
58	о природе	1	3
59	как бы	17	3
60	было бы	15	3
61	могут быть	9	3
62	в себе	9	3
63	что он	13	3
64	никто не	1	3
65	различие между	2	3
66	и ее	1	3
67	о том	6	3
68	того что	17	3
69	к нему	1	3
70	еще не	6	3
71	человека к	1	2
72	и к	9	2
73	и потому	2	2
74	так и	11	2
75	что они	23	2
76	и то	9	2
77	заложенных в	1	2
78	но никогда	1	2
79	все же	11	2
80	что у	3	2
81	не могли	3	2
82	так как	19	2
83	и очень	1	2
84	должно быть	3	2
85	даже и	1	2
86	к ней	2	2
87	уже в	10	2
88	ничто не	1	2
89	в человеческом	2	2
90	в другом	3	2
91	совсем не	1	2
92	личности и	1	2
93	с чего	1	2
94	так что	3	2
95	в своем	9	2
96	на периферии	1	2
97	в этот	1	2
98	с тем	18	2
99	и из	1	2
100	этом он	1	2
101	в которой	4	2
102	ее в	2	2
103	о которой	1	2
104	не все	1	2
105	одно из	2	2
106	что и	14	2
107	для человека	2	2
108	которую он	2	2
109	можно ли	2	2
110	в истории	9	2
111	его в	8	2
112	должен был	2	2
113	чем в	4	2
114	их не	1	2
115	ко всем	2	2
116	и с	5	2
117	что же	1	2
118	то к	1	2
119	и там	1	2
120	он в	1	2
121	сказать что	10	2
122	настолько же	1	2
123	что для	1	2
124	тем что	12	2
125	и много	1	2
126	и на	9	2
127	много раз	2	2
