N	3gram	Propp_Isto	Formalny
1	с точки зрения	1	40
2	не может быть	4	29
3	на самом деле	1	21
4	и т д	30	19
5	в связи с	5	16
6	во всяком случае	2	16
7	по отношению к	2	12
8	в зависимости от	1	10
9	в большинстве случаев	2	9
10	с другой стороны	10	9
11	и не может	1	9
12	до сих пор	7	8
13	вместе с тем	1	8
14	как мы видели	7	8
15	с одной стороны	2	8
16	сами по себе	1	7
17	в свою очередь	1	7
18	в том что	8	6
19	с тем что	1	6
20	в данном случае	6	6
21	не только не	2	6
22	смысле этого слова	3	6
23	может быть и	1	6
24	к тому что	1	5
25	связи с этим	1	5
26	мы не можем	1	5
27	тем не менее	6	4
28	но все же	5	4
29	но и в	2	4
30	подобно тому как	3	4
31	с самого начала	1	4
32	т е как	1	4
33	мы уже знаем	3	3
34	и пр но	1	3
35	обстоит дело с	1	3
36	в том числе	1	3
37	так или иначе	1	3
38	друг с другом	2	3
39	не только на	1	3
40	уже знаем что	1	3
41	то же самое	1	3
42	самом же деле	1	3
43	только то что	1	3
44	на самом же	1	3
45	т е к	2	3
46	равно как и	1	3
47	иначе обстоит дело	1	3
48	в том смысле	1	3
49	мы увидим что	2	3
50	главным образом на	1	3
51	в своей работе	1	3
52	как мы увидим	2	3
53	т е в	2	3
54	а в связи	1	2
55	и столь же	1	2
56	и социальной жизни	1	2
57	они должны были	1	2
58	с этой точки	1	2
59	в жизни и	1	2
60	что в данном	2	2
61	друг от друга	1	2
62	она не может	1	2
63	так и с	1	2
64	друг друга в	1	2
65	в такой же	1	2
66	иметь в виду	1	2
67	и прежде всего	1	2
68	и в других	3	2
69	что они находятся	1	2
70	как если бы	1	2
71	но в этом	1	2
72	в таком случае	1	2
73	только в связи	2	2
74	из того что	1	2
75	так же и	1	2
76	и входит в	1	2
77	и в том	1	2
78	мы видели что	6	2
79	и не всегда	1	2
80	связаны между собой	1	2
81	этой точки зрения	1	2
82	один из моментов	1	2
83	как и в	2	2
84	ничего общего с	1	2
85	на этот вопрос	1	2
86	и с помощью	1	2
87	т е с	1	2
88	при известных условиях	1	2
89	они находятся в	1	2
90	вовсе не есть	1	2
91	так как они	1	2
92	не только в	3	2
93	так же как	7	2
94	мы имеем в	4	2
95	в этом случае	8	2
96	же как мы	1	2
97	что в нем	1	2
98	дело не в	1	2
99	в следующей главе	1	2
100	что и в	3	2
101	она до сих	1	1
102	что он не	1	1
103	еще одну особенность	1	1
104	имеет еще одну	1	1
105	к которому отнесены	1	1
106	каждого из них	1	1
107	отношении что они	1	1
108	речи и т	1	1
109	но вместе с	1	1
110	огромном большинстве случаев	1	1
111	и в этих	1	1
112	с помощью своего	1	1
113	то что он	1	1
114	на задний план	1	1
115	увидим что в	1	1
116	же это за	1	1
117	том отношении что	1	1
118	того что они	1	1
119	по сравнению с	2	1
120	мы здесь не	2	1
121	не в этом	1	1
122	она находит в	1	1
123	у нас в	1	1
124	нашей точки зрения	1	1
125	т е он	1	1
126	часто встречается в	1	1
127	и так или	1	1
128	но в таком	1	1
129	от того кто	1	1
130	что мы знаем	1	1
131	идет не от	1	1
132	т д нам	1	1
133	то что они	1	1
134	это происходит в	1	1
135	но они не	1	1
136	можно будет установить	1	1
137	ничего не говорят	2	1
138	так что она	2	1
139	уже потому что	1	1
140	мы знаем что	8	1
141	с этой стороны	2	1
142	можно указать на	1	1
143	прежде всего мы	1	1
144	сам он становится	1	1
145	увидим дальше что	1	1
146	и вместе с	1	1
147	для нас это	1	1
148	что в этом	1	1
149	но если бы	1	1
150	есть не что	2	1
151	что же это	1	1
152	что как бы	1	1
153	то же происходит	2	1
154	состоит в том	2	1
155	нужно прибавить что	1	1
156	в целом и	1	1
157	как это происходит	1	1
158	не только с	1	1
159	по этому поводу	1	1
160	это даже не	1	1
161	то мы можем	1	1
162	и в его	1	1
163	и пр это	1	1
164	в нем происходит	1	1
165	для нас важно	1	1
166	в качестве мотивировки	1	1
167	или сам становится	1	1
168	внимание еще на	1	1
169	прежде всего то	1	1
170	но эти случаи	1	1
171	мы видим что	6	1
172	данном случае с	1	1
173	с нашей точки	1	1
174	то что было	2	1
175	в своем исследовании	1	1
176	в этих случаях	13	1
177	таким образом мы	2	1
178	друг друга и	1	1
179	в пределах данного	1	1
180	нам важно установить	3	1
181	со всем что	1	1
182	еще на одну	1	1
183	за то что	1	1
184	и сталкивается с	1	1
185	т е не	1	1
186	но он не	1	1
187	это может быть	1	1
188	и к ней	1	1
189	к нему является	1	1
190	на своем пути	1	1
191	мы увидим дальше	1	1
192	мы видим не	1	1
193	не удается но	1	1
194	что в американских	1	1
195	но и здесь	1	1
196	на то что	4	1
197	он должен быть	1	1
198	и может быть	1	1
199	можно утверждать что	2	1
200	и пр то	1	1
201	каждый из этих	1	1
202	в чем же	1	1
203	при помощи этого	1	1
204	важен как фактор	1	1
205	как это делается	1	1
206	он уже не	1	1
207	о том что	3	1
208	но там где	1	1
209	друг друга не	1	1
210	мы и здесь	1	1
211	но и не	1	1
212	т е что	1	1
213	можно сказать что	2	1
214	и той же	2	1
215	одной из них	1	1
216	а в его	1	1
217	нет есть только	1	1
218	в то время	2	1
219	друг другу и	1	1
220	явлений связанных с	2	1
221	становится особенно ясным	1	1
222	все же не	1	1
223	хотя и не	1	1
224	с этим же	1	1
225	но для нас	1	1
226	в узком смысле	1	1
227	и должно было	1	1
228	у различных народов	1	1
229	не что иное	6	1
230	что иное как	6	1
231	т д отсюда	1	1
232	тому как в	1	1
233	т е во	1	1
234	все эти вопросы	1	1
235	у нас все	1	1
236	языка не может	1	1
237	не в ином	1	1
238	что дело здесь	1	1
239	очень близки к	1	1
240	подчеркивают что они	1	1
241	одной и той	2	1
242	явно не имеют	1	1
243	заключается в том	1	1
244	служил главным образом	1	1
245	между собой и	1	1
246	что там где	1	1
247	во всех этих	1	1
248	говорит об этом	1	1
