N	2gram	Losev_Prob	SlovoVZh
1	не может	6	16
2	может быть	11	14
3	точки зрения	17	14
4	как бы	10	13
5	и его	11	13
6	таким образом	20	12
7	и в	48	12
8	отношению к	2	11
9	по отношению	2	11
10	в нашем	5	11
11	и не	29	10
12	так как	10	9
13	если бы	2	9
14	прежде всего	15	8
15	для нас	14	7
16	сказать что	13	7
17	художественного произведения	1	7
18	все время	5	6
19	в ней	4	6
20	слова и	1	6
21	с помощью	2	6
22	в том	25	6
23	только в	21	6
24	в нем	8	6
25	при этом	6	6
26	к содержанию	1	6
27	и др	1	5
28	можно сказать	10	5
29	что мы	4	5
30	героя и	1	5
31	хотя бы	11	5
32	то же	6	5
33	а не	7	5
34	в виду	3	5
35	то что	26	5
36	в жизни	4	5
37	как и	10	5
38	как в	3	5
39	отнюдь не	14	5
40	том что	29	5
41	и следовательно	1	5
42	но в	17	5
43	никогда не	7	5
44	в самом	7	4
45	и к	9	4
46	в литературе	5	4
47	и на	9	4
48	не только	28	4
49	ни было	2	4
50	и является	6	4
51	на самом	2	4
52	за пределы	1	4
53	от того	1	4
54	его в	9	4
55	литературы и	1	4
56	мы все	1	4
57	с другой	8	4
58	не в	16	4
59	дело в	4	4
60	отношение к	3	4
61	что не	3	4
62	так и	15	4
63	уже не	12	4
64	жизни и	7	4
65	в этом	31	4
66	все же	12	4
67	к нему	3	4
68	бы то	4	3
69	и с	10	3
70	до сих	3	3
71	и более	3	3
72	в котором	5	3
73	и по	2	3
74	в поэзии	1	3
75	мы не	7	3
76	то ни	4	3
77	между тем	2	3
78	для него	2	3
79	отношении к	1	3
80	с ним	4	3
81	того что	8	3
82	быть и	1	3
83	и уже	2	3
84	когда он	3	3
85	тем не	8	3
86	все это	8	3
87	он должен	2	3
88	ни в	17	3
89	конечно не	2	3
90	по себе	5	3
91	так же	7	3
92	в них	5	3
93	в каком	1	3
94	этой точки	2	3
95	самом деле	3	3
96	только на	2	3
97	но для	2	3
98	в себе	7	3
99	ясно что	11	3
100	все эти	12	3
101	о том	17	3
102	в своей	29	3
103	и герой	1	3
104	здесь не	12	3
105	не менее	8	3
106	из этого	6	3
107	в художественном	2	3
108	художественного творчества	10	3
109	в такой	3	3
110	нуждается в	2	3
111	да и	5	3
112	но и	21	3
113	бы мы	1	3
114	ведь и	1	3
115	и для	11	3
116	и ее	2	3
117	и наконец	4	3
118	сих пор	3	3
119	и вообще	11	3
120	не к	3	3
121	еще не	4	3
122	в особенности	1	2
123	что в	12	2
124	нет ничего	3	2
125	но это	7	2
126	не так	4	2
127	и потому	4	2
128	вместе со	2	2
129	и другие	4	2
130	ни на	2	2
131	какой степени	1	2
132	и то	6	2
133	мы можем	5	2
134	и самое	2	2
135	в данном	6	2
136	в душе	1	2
137	в то	6	2
138	находит в	4	2
139	по природе	1	2
140	слово это	1	2
141	данном случае	5	2
142	нас и	4	2
143	зависит от	1	2
144	с одной	5	2
145	уже в	4	2
146	там где	1	2
147	в его	19	2
148	с этой	4	2
149	она не	1	2
150	это не	8	2
151	одной стороны	5	2
152	дело с	1	2
153	с точки	13	2
154	мы имеем	3	2
155	и дает	1	2
156	была бы	3	2
157	искусства и	1	2
158	эти и	2	2
159	весны и	1	2
160	на него	3	2
161	тем как	2	2
162	кроме того	5	2
163	тогда когда	4	2
164	но тем	2	2
165	как это	5	2
166	те же	1	2
167	но все	6	2
168	но зато	1	2
169	мы в	1	2
170	содержания и	1	2
171	из него	1	2
172	и что	9	2
173	что и	8	2
174	в отношении	8	2
175	в форме	1	2
176	же самое	2	2
177	почти исключительно	1	2
178	другой стороны	8	2
179	этой стороны	1	2
180	и вполне	7	2
181	что поэт	2	2
182	и те	1	2
183	в этих	3	2
184	есть уже	1	2
185	можно найти	6	2
186	тому же	5	2
187	бы даже	4	2
188	а к	1	2
189	и притом	8	2
190	на это	2	2
191	имеем в	1	2
192	к ним	3	2
193	и здесь	1	2
194	как на	1	2
195	слова но	2	2
196	эти моменты	1	2
197	человеческого общества	1	2
198	и все	12	2
199	но не	12	2
200	общего с	2	2
201	форму и	2	2
202	быть только	6	2
203	его как	2	2
204	не есть	3	2
205	могут быть	2	2
206	героев и	1	2
207	с другими	1	2
208	до конца	4	2
209	в своем	16	2
210	за его	2	2
211	в корне	2	2
212	в какой	5	2
213	вместе с	15	2
214	к его	5	2
215	настоящее время	7	2
216	такой же	1	2
217	в атмосфере	2	2
218	и так	3	2
219	подобные им	1	2
220	с его	3	2
221	себя и	1	2
222	на все	1	2
223	его к	2	2
224	является для	3	2
225	к этому	2	2
226	бы не	4	2
227	подчеркнуть что	1	2
228	слушателя и	1	2
229	он не	4	2
230	эта последняя	2	2
231	что слово	1	2
232	в чем	3	2
233	в настоящее	7	2
234	и совершенно	2	2
235	и подобные	1	2
236	как только	1	2
237	едва ли	13	2
238	содержанию и	1	2
239	ничего не	3	2
240	умирает в	1	1
241	все в	3	1
242	все стороны	1	1
243	в русской	4	1
244	поэта с	1	1
245	уже во	1	1
246	жизнь и	6	1
247	себе в	2	1
248	то в	4	1
249	можно в	1	1
250	одним и	1	1
251	во всяком	7	1
252	от него	1	1
253	это и	4	1
254	что они	4	1
255	видели в	1	1
256	является в	1	1
257	не назван	1	1
258	знают что	1	1
259	то он	2	1
260	в искусстве	2	1
261	во всех	2	1
262	вошли в	1	1
263	не зная	1	1
264	которого и	2	1
265	до степени	1	1
266	не является	2	1
267	развитие по	1	1
268	а с	4	1
269	поэтому не	1	1
270	только к	1	1
271	всякого художественного	1	1
272	что оно	2	1
273	и он	5	1
274	к другу	1	1
275	коем случае	3	1
276	мы могли	1	1
277	по преимуществу	2	1
278	виду не	1	1
279	с самого	3	1
280	образом мы	1	1
281	же то	1	1
282	в обществе	1	1
283	друг к	1	1
284	каких бы	1	1
285	отражение в	1	1
286	на этом	1	1
287	является и	2	1
288	в коем	3	1
289	данного писателя	1	1
290	само собой	3	1
291	не ради	1	1
292	то есть	38	1
293	также только	1	1
294	дана в	1	1
295	нельзя было	1	1
296	как одно	1	1
297	и сейчас	2	1
298	должно быть	1	1
299	мы уже	2	1
300	этих моментов	1	1
301	ли он	2	1
302	нас не	3	1
303	значение и	2	1
304	форме так	1	1
305	и уж	1	1
306	к художественному	1	1
307	мы увидим	1	1
308	и который	4	1
309	даже и	11	1
310	третьем лице	2	1
311	как единство	1	1
312	и вот	1	1
313	от нее	2	1
314	не знают	1	1
315	она в	2	1
316	и стиль	1	1
317	художественным произведением	2	1
318	дать только	1	1
319	в свою	4	1
320	в значительной	3	1
321	нашей работы	1	1
322	входит в	1	1
323	только и	9	1
324	только как	1	1
325	и почти	1	1
326	того чтобы	3	1
327	не должен	1	1
328	он как	2	1
329	и их	7	1
330	часто в	1	1
331	еще более	4	1
332	богатым и	1	1
333	на основе	1	1
334	в другом	6	1
335	несмотря на	7	1
336	но эти	2	1
337	это только	1	1
338	конца дело	1	1
339	и должна	1	1
340	степени не	1	1
341	большим трудом	1	1
342	для всего	2	1
343	что это	4	1
344	хотя и	10	1
345	здесь вовсе	2	1
346	характерны для	1	1
347	оно является	1	1
348	и тогда	4	1
349	этом отношении	4	1
350	близка к	1	1
351	это уже	4	1
352	в новой	3	1
353	явления в	1	1
354	о чем	2	1
355	мы должны	1	1
356	в согласии	1	1
357	на другое	1	1
358	в ее	6	1
359	это человек	1	1
360	и тем	4	1
361	остается только	1	1
362	сам по	3	1
363	всех представителей	1	1
364	не требует	1	1
365	все основные	1	1
366	такое понимание	1	1
367	бы только	1	1
368	в частности	5	1
369	говорит о	9	1
370	для нее	1	1
371	и больше	1	1
372	как судьи	1	1
373	не как	3	1
374	аналогии с	1	1
375	со всей	2	1
376	длинный ряд	1	1
377	окружающей его	1	1
378	и вся	1	1
379	подобно этому	3	1
380	самая структура	1	1
381	в качестве	9	1
382	и некоторые	1	1
383	или иных	2	1
384	всей жизни	1	1
385	выступает здесь	1	1
386	вступает в	1	1
387	всех других	1	1
388	политическим и	1	1
389	то мы	1	1
390	в науке	2	1
391	не обходится	2	1
392	в одном	6	1
393	в области	3	1
394	одно из	2	1
395	лет и	1	1
396	у нас	17	1
397	с жизнью	1	1
398	можно было	4	1
399	поэта как	1	1
400	для их	2	1
401	и делает	2	1
402	однако он	1	1
403	же не	4	1
404	в результате	11	1
405	единственным предметом	1	1
406	и это	3	1
407	здесь конечно	3	1
408	здесь таким	1	1
409	искусства этот	1	1
410	ни были	1	1
411	сводится к	1	1
412	нечего делать	2	1
413	для них	3	1
414	созерцании и	1	1
415	и создает	1	1
416	более и	1	1
417	этом смысле	4	1
418	с ней	3	1
419	участие в	2	1
420	во времени	1	1
421	далеко не	6	1
422	слова не	1	1
423	и которые	3	1
424	в идиоте	2	1
425	уже и	4	1
426	не вполне	2	1
427	у него	13	1
428	так не	1	1
429	чем не	2	1
430	не на	1	1
431	движение и	2	1
432	в истории	1	1
433	не могут	3	1
434	все равно	1	1
435	к кому	1	1
436	по мнению	3	1
437	же время	1	1
438	и ясность	1	1
439	при помощи	12	1
440	в виде	25	1
441	свое значение	1	1
442	она становится	1	1
443	там же	2	1
444	в обоих	2	1
445	совершенно ясно	2	1
446	и общества	1	1
447	самого начала	3	1
448	в большинстве	1	1
449	не нужным	1	1
450	свою очередь	2	1
451	всей его	1	1
452	стиль и	1	1
453	для иллюстрации	1	1
454	мы здесь	2	1
455	знает их	1	1
456	кто является	1	1
457	не было	4	1
458	когда мы	1	1
459	идет речь	2	1
460	не уверен	1	1
461	связи с	11	1
462	им в	1	1
463	ему но	1	1
464	более или	1	1
465	найти только	1	1
466	или наконец	1	1
467	каковы бы	1	1
468	что является	1	1
469	и остается	1	1
470	здесь мы	2	1
471	с ее	1	1
472	время как	4	1
473	того кто	1	1
474	мы понимаем	1	1
475	бы подводит	1	1
476	было бы	12	1
477	к тому	7	1
478	нем и	2	1
479	из двух	1	1
480	в свои	2	1
481	является поэтому	1	1
482	и можно	6	1
483	только художественное	1	1
484	себя однако	1	1
485	что здесь	8	1
486	равно как	2	1
487	ведь это	1	1
488	и глубоко	1	1
489	ним в	2	1
490	двух других	1	1
491	и мы	1	1
492	произведении в	1	1
493	только об	1	1
494	для историка	1	1
495	сомневается в	1	1
496	как мы	5	1
497	это мы	2	1
498	с такою	2	1
499	что нам	1	1
500	что она	2	1
501	по аналогии	1	1
502	бытия и	1	1
503	и о	9	1
504	на который	1	1
505	намека на	1	1
506	как его	1	1
507	что для	2	1
508	если мы	2	1
509	на одну	2	1
510	тем же	4	1
511	него не	2	1
512	от всего	1	1
513	найти в	1	1
514	наряду с	2	1
515	и во	2	1
516	именно в	11	1
517	и таким	1	1
518	для слушателя	1	1
519	только одна	1	1
520	в краткой	1	1
521	уже на	2	1
522	и всего	4	1
523	они должны	1	1
524	то время	4	1
525	но эта	2	1
526	которое было	1	1
527	с большим	1	1
528	в таком	4	1
529	оно стало	1	1
530	формы в	1	1
531	например в	1	1
532	сама по	2	1
533	что я	1	1
534	только там	1	1
535	тот же	6	1
536	имеем дело	1	1
537	человек и	2	1
538	с которой	1	1
539	творчества которое	2	1
540	и без	5	1
541	случае нельзя	1	1
542	себе с	1	1
543	фр шлегель	5	1
544	что все	1	1
545	какая бы	1	1
546	как о	6	1
547	то она	1	1
548	и отнюдь	1	1
549	с искусством	1	1
550	ее внутренней	1	1
551	анализа в	1	1
552	столь же	1	1
553	том же	2	1
554	самом себе	1	1
555	и она	1	1
556	в общем	1	1
557	при более	1	1
558	есть в	6	1
559	или даже	4	1
560	если ее	1	1
561	в порядке	1	1
562	из его	1	1
563	момент в	1	1
564	то из	1	1
565	и прежде	2	1
566	даже тогда	1	1
567	как будто	9	1
568	весь этот	3	1
569	жизни в	7	1
570	что именно	2	1
571	есть только	4	1
572	и всякого	1	1
573	они не	3	1
574	является просто	1	1
575	ли кто-нибудь	2	1
576	некрасов и	1	1
577	человека для	1	1
578	на себя	2	1
579	обходится без	1	1
580	тех или	2	1
581	все более	1	1
582	и являются	1	1
583	и только	4	1
584	уже является	1	1
585	речи с	1	1
586	так называемая	2	1
587	поэтической формы	1	1
588	автора к	1	1
589	по своей	3	1
590	поэт и	1	1
591	на этих	1	1
592	в двух	1	1
593	и художественного	1	1
594	или иного	2	1
595	и оно	1	1
596	нем по	1	1
597	здесь же	1	1
598	друг друга	1	1
599	но самый	1	1
600	в эти	1	1
601	но уже	3	1
602	является уже	1	1
603	для этого	2	1
604	проблемы так	1	1
605	если она	1	1
606	искусства в	2	1
607	в смысле	8	1
608	не всегда	5	1
609	чтобы не	1	1
610	метафора ни	1	1
611	не нужно	1	1
612	из этой	1	1
613	но особенно	1	1
614	в одной	2	1
615	единство и	1	1
616	ничего общего	6	1
617	художественное творчество	5	1
618	крайней мере	8	1
619	и из	1	1
620	или менее	1	1
621	в который	2	1
622	взятый в	1	1
623	вовсе не	18	1
624	сливаются в	2	1
625	русской литературе	3	1
626	не то	4	1
627	я и	1	1
628	гораздо больше	2	1
629	на эту	2	1
630	тем более	2	1
631	по крайней	8	1
632	мы видели	2	1
633	перед нами	14	1
634	и самый	1	1
635	и будучи	1	1
636	бы это	1	1
637	более подробно	1	1
638	же мы	1	1
639	не имеющих	1	1
640	который и	2	1
641	всяком случае	6	1
642	которые в	3	1
643	только для	5	1
644	на них	1	1
645	можно только	1	1
646	произведение является	1	1
