N	2gram	Vygotskiy_	TeoriaLi
1	в качестве	12	33
2	не только	29	24
3	и в	37	24
4	в частности	8	23
5	состоит в	4	22
6	может быть	19	22
7	при этом	6	20
8	в том	47	20
9	и не	15	17
10	а в	4	15
11	но и	23	14
12	а не	5	14
13	так и	12	14
14	в себе	8	14
15	представляет собой	13	13
16	такого рода	1	13
17	внутренней речи	14	13
18	но не	6	13
19	в этом	32	12
20	сводится к	1	12
21	но в	9	12
22	в его	16	12
23	то же	12	12
24	том что	42	11
25	точки зрения	49	11
26	и его	10	11
27	что в	25	10
28	по отношению	12	10
29	как это	6	10
30	лишь в	9	10
31	отношению к	11	10
32	только в	8	9
33	в данном	5	9
34	с другой	16	9
35	не в	9	9
36	в то	7	9
37	в своей	7	8
38	же время	2	8
39	как бы	16	8
40	по своей	9	8
41	не может	16	8
42	в самом	16	7
43	в принципе	1	7
44	не столько	4	7
45	или иной	3	7
46	и т.п	5	7
47	в отличие	3	7
48	в своем	10	7
49	мы имеем	2	7
50	а также	1	7
51	отличие от	3	7
52	во второй	1	7
53	однако в	1	7
54	место в	1	7
55	в области	4	7
56	в нем	2	7
57	другой стороны	10	6
58	конечном счете	4	6
59	как и	20	6
60	не менее	1	6
61	приводит к	8	6
62	еще не	1	6
63	в основе	9	6
64	то что	32	6
65	со стороны	4	6
66	уже не	2	6
67	с его	7	6
68	в ее	3	6
69	с другими	5	6
70	в конечном	4	6
71	между ними	2	6
72	того или	1	6
73	тем самым	8	6
74	в первой	3	6
75	ни в	6	5
76	в виду	5	5
77	мыслится как	1	5
78	как в	7	5
79	роли в	2	5
80	можно сказать	6	5
81	не является	16	5
82	того чтобы	23	5
83	для того	19	5
84	я с	1	5
85	жизни как	1	5
86	иначе говоря	4	5
87	как к	1	5
88	данном случае	5	5
89	для него	5	5
90	а и	1	5
91	того что	28	5
92	в себя	2	5
93	между тем	10	5
94	он не	11	5
95	и тем	8	5
96	в пределах	1	5
97	по сути	1	5
98	и о	1	5
99	в ходе	9	5
100	могут быть	5	5
101	без исключения	1	4
102	в отношении	14	4
103	не на	1	4
104	по пути	2	4
105	не следует	1	4
106	и сам	2	4
107	в этих	3	4
108	значении этого	1	4
109	отношения к	3	4
110	что он	16	4
111	в слове	2	4
112	для читателя	1	4
113	совпадает с	1	4
114	входит в	1	4
115	в другом	7	4
116	говорить о	4	4
117	отношении к	1	4
118	и т.д	15	4
119	сказать что	16	4
120	в нашем	3	4
121	к тому	10	4
122	этого слова	7	4
123	никогда не	8	4
124	это не	5	4
125	хотя и	2	4
126	слова в	2	4
127	говоря словами	5	4
128	в их	5	4
129	не знает	1	4
130	или даже	2	4
131	мира и	2	4
132	по своему	1	4
133	со своей	1	4
134	в воображении	1	4
135	личности в	1	4
136	личности и	1	4
137	речи и	41	4
138	в свою	4	4
139	и что	11	4
140	самим собой	1	4
141	в форме	1	4
142	того же	1	4
143	силу своей	1	4
144	в силу	8	4
145	с ее	3	4
146	в целом	29	4
147	и ее	9	4
148	и к	9	3
149	к действительности	13	3
150	и составляет	3	3
151	в таком	1	3
152	в момент	1	3
153	для себя	7	3
154	с этой	7	3
155	даже в	4	3
156	говорит и	1	3
157	о чем	2	3
158	только не	2	3
159	подобно тому	2	3
160	если бы	10	3
161	оказывается в	2	3
162	между которыми	3	3
163	все эти	6	3
164	а именно	2	3
165	именно в	8	3
166	по мысли	1	3
167	например в	1	3
168	в жизни	2	3
169	сути дела	1	3
170	к его	3	3
171	в соответствии	1	3
172	их в	6	3
173	в итоге	1	3
174	из которого	2	3
175	тем не	1	3
176	перед нами	7	3
177	но их	1	3
178	свою очередь	3	3
179	между собой	5	3
180	своей природе	3	3
181	в противоположность	3	3
182	потому что	11	3
183	одной стороны	15	3
184	между двумя	2	3
185	направленной на	2	3
186	в одном	5	3
187	вслед за	3	3
188	имеем в	1	3
189	на две	3	3
190	это отношение	1	3
191	во всей	8	3
192	и внешней	1	3
193	понятие о	2	3
194	из этих	6	3
195	и для	3	3
196	о ней	1	3
197	таким образом	39	3
198	и то	3	3
199	человека к	4	3
200	мышления и	50	3
201	в единое	2	3
202	с одной	14	3
203	и вот	3	3
204	том числе	3	3
205	и потому	3	3
206	с точки	34	3
207	ни к	1	3
208	к которому	4	3
209	как раз	8	3
210	прежде всего	12	3
211	все прочие	2	3
212	связи с	7	3
213	или в	2	3
214	одним из	1	3
215	в контексте	1	3
216	в равной	2	3
217	как говорит	2	3
218	в связи	3	3
219	и как	7	3
220	в сторону	1	3
221	вовсе не	5	3
222	той или	3	3
223	во всех	4	3
224	а с	8	3
225	тот или	1	3
226	тому как	3	3
227	принадлежит к	2	3
228	в которой	6	3
229	он должен	4	3
230	не с	2	3
231	к области	1	3
232	говоря о	1	3
233	этом смысле	3	3
234	человека с	3	3
235	в этой	13	3
236	что можно	4	3
237	и др	5	3
238	в узком	1	3
239	столь же	8	3
240	и по	3	3
241	слова как	3	3
242	отнюдь не	2	3
243	в той	1	2
244	ведет к	1	2
245	и другие	1	2
246	на деле	5	2
247	образом и	4	2
248	для всех	8	2
249	один из	3	2
250	и здесь	1	2
251	и мира	1	2
252	речевой деятельности	1	2
253	и на	8	2
254	жизни а	1	2
255	которая в	2	2
256	и который	4	2
257	быть названо	1	2
258	на второй	1	2
259	строго говоря	2	2
260	на этом	3	2
261	из которых	6	2
262	а затем	5	2
263	окружающей его	1	2
264	но чтобы	1	2
265	по себе	9	2
266	не могут	1	2
