N	2gram	Vinokur_Ku	Myshleni
1	в том	47	195
2	в этом	31	167
3	то что	14	166
4	и в	44	162
5	том что	30	161
6	в развитии	1	151
7	таким образом	17	147
8	точки зрения	25	143
9	с помощью	12	131
10	что в	25	119
11	не только	29	116
12	того что	11	109
13	в процессе	1	101
14	так же	8	100
15	речи и	8	99
16	потому что	40	95
17	того чтобы	25	91
18	может быть	25	89
19	с точки	16	89
20	что он	7	86
21	не может	13	81
22	как и	3	79
23	для того	23	78
24	так как	16	78
25	и не	23	78
26	только в	15	75
27	в целом	5	74
28	как мы	2	72
29	речи в	7	70
30	но и	13	70
31	заключается в	3	67
32	в его	16	67
33	сказать что	5	65
34	мы могли	2	65
35	как бы	11	64
36	вместе с	8	62
37	и что	11	60
38	было бы	28	60
39	письменной речи	10	60
40	в качестве	12	60
41	то же	12	58
42	устной речи	2	58
43	в отношении	2	55
44	могли бы	4	54
45	в силу	16	53
46	что мы	6	53
47	в самом	20	52
48	по сравнению	3	51
49	в сущности	11	51
50	мы должны	2	50
51	к тому	8	49
52	что они	5	48
53	тем что	9	48
54	мы можем	2	48
55	понятий и	1	47
56	тогда когда	7	47
57	на основе	2	47
58	мы не	1	47
59	внутренняя речь	1	47
60	сравнению с	1	46
61	если бы	21	46
62	по отношению	9	45
63	но не	11	45
64	с другой	14	45
65	с тем	5	43
66	понятий в	1	43
67	же как	3	43
68	тем самым	5	43
69	тому что	3	42
70	как это	6	42
71	отношению к	9	42
72	в ходе	1	41
73	не является	2	41
74	о том	10	40
75	одной стороны	2	40
76	никогда не	2	39
77	говорит он	1	39
78	с одной	3	39
79	так и	10	39
80	мы видели	3	38
81	в области	15	38
82	и к	1	37
83	вопрос о	11	37
84	если мы	5	37
85	не в	18	37
86	в этой	8	37
87	значение слова	3	37
88	в своем	4	36
89	речи как	1	36
90	все эти	17	36
91	как в	6	36
92	а не	17	36
93	и его	8	36
94	того же	6	35
95	можно было	14	35
96	в себе	4	35
97	в которой	7	35
98	в понятиях	1	35
99	он не	4	35
100	для себя	1	35
101	связи с	8	34
102	и как	3	34
103	приводит к	3	34
104	прежде всего	14	33
105	при этом	6	33
106	по себе	10	33
107	именно в	7	32
108	и на	8	32
109	той же	5	32
110	что оно	6	32
111	по своему	1	32
112	что и	5	32
113	и тем	7	32
114	но в	11	32
115	слова и	8	32
116	развития и	1	31
117	все же	17	31
118	из того	1	31
119	и то	7	31
120	мысли и	1	30
121	на то	6	30
122	этом отношении	8	30
123	в устной	1	30
124	этого слова	8	29
125	между тем	11	29
126	родного языка	1	29
127	могут быть	5	29
128	показывает что	1	29
129	от того	5	29
130	с этим	6	28
131	что с	2	28
132	самом деле	17	28
133	переход от	4	28
134	к слову	2	28
135	только что	2	27
136	с этой	4	27
137	процесс образования	1	27
138	в результате	8	27
139	другой стороны	12	27
140	этом случае	4	27
141	в то	4	27
142	и с	11	27
143	в своей	4	27
144	связь между	1	27
145	что все	6	27
146	речи но	2	27
147	перед нами	4	27
148	в их	3	26
149	в собственном	2	26
150	собственном смысле	1	26
151	что это	11	26
152	для него	2	26
153	мысли в	1	26
154	в частности	6	26
155	в чем	2	25
156	что она	5	25
157	еще не	10	25
158	уже в	5	25
159	все это	10	25
160	можно сказать	6	25
161	по мере	3	25
162	своего развития	1	25
163	только не	1	25
164	мы уже	1	25
165	это не	13	25
166	в смысле	2	24
167	мы знаем	3	24
168	тот же	7	24
169	понятия и	1	24
170	процесса образования	1	24
171	зависимости от	9	24
172	целый ряд	8	24
173	в сфере	3	24
174	на этот	4	24
175	того как	6	24
176	в какой	7	24
177	так что	5	24
178	что эта	1	24
179	в нем	7	24
180	в слове	3	24
181	этот вопрос	7	23
182	состоит в	4	23
183	речи к	2	23
184	речи с	2	23
185	бы в	8	23
186	отношение между	1	23
187	ни в	3	23
188	как он	1	23
189	связи между	1	23
190	слова в	7	23
191	во всяком	8	22
192	не могут	5	22
193	смысле этого	5	22
194	столь же	2	22
195	в известном	2	22
196	в зависимости	7	22
197	и развитие	1	22
198	в школе	1	22
199	между ними	2	21
200	человеческой речи	1	21
201	к этому	4	21
202	как говорит	1	21
203	и следовательно	2	21
204	с таким	1	21
205	представление о	3	21
206	в нашем	8	21
207	его в	1	21
208	все время	1	21
209	в свете	1	21
210	показать что	2	21
211	там где	7	21
212	и все	4	21
213	не имеет	6	21
214	в истории	3	21
215	в сознании	1	21
216	ее в	2	21
217	и более	3	21
218	отношение к	2	21
219	в виду	7	20
220	не менее	12	20
221	в котором	4	20
222	в другом	2	20
223	к которому	3	20
224	из них	4	20
225	речь и	1	20
226	из этих	5	20
227	в такой	2	20
228	и других	1	20
229	а в	7	20
230	говорит что	1	20
231	едва ли	1	20
232	как раз	10	20
233	на этом	4	20
234	в наших	1	20
235	должно быть	6	20
236	речи не	3	20
237	по существу	9	20
238	их развития	1	20
239	и их	2	20
240	в речи	5	19
241	в связи	4	19
242	во всех	1	19
243	а с	3	19
244	и по	4	19
245	один из	8	19
246	но если	2	19
247	независимо от	1	19
248	в данном	8	19
249	в той	6	19
250	мы и	1	19
251	об отношении	1	19
252	как на	4	19
253	с ним	5	19
254	в себя	2	19
255	из которых	3	19
256	речь в	7	19
257	во всем	1	18
258	одного и	2	18
259	но это	4	18
260	в отличие	3	18
261	от речи	2	18
262	отличие от	3	18
263	приходит к	1	18
264	этом смысле	8	18
265	слов и	2	18
266	всяком случае	8	18
267	чем в	3	18
268	от мысли	1	18
269	в этих	5	17
270	в своих	2	17
271	к другим	1	17
272	их в	1	17
273	казалось бы	5	17
274	в одном	4	17
275	я не	5	17
276	не есть	4	17
277	сих пор	5	17
278	и той	1	17
279	на деле	2	17
280	до сих	5	17
281	о природе	1	17
282	это положение	2	17
283	в свою	4	17
284	в совершенно	2	17
285	тем же	2	17
286	до конца	3	17
287	и для	3	17
288	для этого	6	17
289	все что	1	17
290	нами в	1	17
291	иначе как	2	17
292	и того	2	17
293	у него	3	17
294	этой точки	4	17
295	ту же	6	17
296	и речь	1	17
297	и от	2	17
298	и есть	3	17
299	то и	4	17
300	совпадает с	1	17
301	обе эти	4	17
302	мы находим	2	17
303	и только	2	17
304	и другие	1	16
305	одной и	1	16
306	речи является	1	16
307	в которых	8	16
308	языка и	16	16
309	бы сказать	3	16
310	значение в	1	16
311	мы имеем	11	16
312	вовсе не	18	16
313	к одному	2	16
314	такой же	1	16
315	которые не	1	16
316	и даже	5	16
317	на этой	4	16
318	между отдельными	1	16
319	по поводу	2	16
320	для нас	6	16
321	которые в	2	16
322	которую мы	1	16
323	таким же	1	16
324	в них	10	15
325	вопрос об	1	15
326	является то	1	15
327	от этого	4	15
328	и это	3	15
329	и является	4	15
330	этого процесса	2	15
331	что если	4	15
332	данном случае	2	15
333	на все	3	15
334	тем более	2	15
335	хотя бы	19	15
336	в начале	1	15
337	те же	1	15
338	к осознанию	1	15
339	отличается от	2	15
340	в письменной	1	15
341	к мысли	1	15
342	но как	2	15
343	которое мы	1	15
344	значит что	1	15
345	представить себе	1	15
346	том же	3	15
347	ничего не	6	15
348	вообще не	2	15
349	как она	1	15
350	является не	1	15
351	который мы	2	15
352	когда он	4	15
353	это значит	1	14
354	но что	3	14
355	свою очередь	4	14
356	одно и	1	14
357	что у	3	14
358	его мысли	1	14
359	очевидно что	4	14
360	что для	3	14
361	точку зрения	2	14
362	первую очередь	3	14
363	и здесь	8	14
364	связанные с	3	14
365	только тогда	4	14
366	со всей	1	14
367	одним из	2	14
368	одной из	1	14
369	он должен	2	14
370	учения о	1	14
371	от слова	3	14
372	научных и	1	14
373	от друга	1	14
374	о чем	2	14
375	в первую	5	14
376	который в	1	14
377	это есть	2	14
378	сущности говоря	1	14
379	когда мы	3	14
380	друг от	1	14
381	значение для	1	14
382	и во	1	14
383	с его	4	14
384	к которым	1	14
385	последнее время	3	14
386	об этом	4	14
387	что эти	4	14
388	в теории	1	14
389	в действительности	2	13
390	мышление в	1	13
391	его к	5	13
392	если в	2	13
393	в основном	1	13
394	смысле слова	3	13
395	к его	1	13
396	они не	4	13
397	мы имели	1	13
398	но на	1	13
399	в виде	1	13
400	значения и	1	13
401	на его	3	13
402	отнюдь не	5	13
403	она не	1	13
404	точно так	4	13
405	как они	2	13
406	но все	5	13
407	этой проблемы	1	13
408	что между	2	13
409	слова как	5	13
410	связана с	1	13
411	в состоянии	2	13
412	лишь в	6	13
413	речи так	1	13
414	все более	2	13
415	совершается в	1	13
416	с которыми	1	12
417	к другу	1	12
418	даже в	4	12
419	на первый	1	12
420	только на	1	12
421	том чтобы	9	12
422	но он	2	12
423	ясно что	7	12
424	что слово	6	12
425	полагает что	1	12
426	должны были	1	12
427	тем и	1	12
428	с их	3	12
429	в одной	1	12
430	и потому	6	12
431	свое выражение	2	12
432	в самых	1	12
433	и составляет	1	12
434	еще более	1	12
435	в первом	3	12
436	к нему	1	12
437	несмотря на	6	12
438	в ее	2	12
439	тем не	10	12
440	тому же	2	12
441	это мы	1	12
442	выражение в	4	12
443	но только	5	12
444	были бы	2	12
445	которых мы	2	12
446	никак не	5	12
447	мог бы	1	12
448	это и	6	12
449	только к	2	12
450	в ней	6	12
451	они являются	1	11
452	в последнее	1	11
453	не столько	2	11
454	на примере	3	11
455	в других	1	11
456	находится в	2	11
457	иначе говоря	2	11
458	на том	4	11
459	по типу	1	11
460	отношения к	2	11
461	обстоятельство что	15	11
462	мы будем	1	11
463	речи что	1	11
464	и при	3	11
465	в каком	6	11
466	развития речи	1	11
467	моментов в	1	11
468	друг другу	1	11
469	это речь	1	11
470	ответ на	2	11
471	на самом	3	11
472	есть в	6	11
473	идет о	3	11
474	эта проблема	1	11
475	что на	2	11
476	нас в	1	11
477	одно из	3	11
478	например в	5	11
479	что этот	2	11
480	мы увидим	3	11
481	вот почему	1	11
482	наряду с	2	11
483	на пороге	1	11
484	речи если	1	11
485	гораздо более	6	11
486	не знает	4	11
487	в конце	5	11
488	а только	10	11
489	то обстоятельство	15	11
490	ничего общего	2	11
491	действия и	2	11
492	слово в	2	11
493	лежит в	1	11
494	или менее	3	11
495	в пределах	8	11
496	нуждается в	5	11
497	есть не	2	11
498	вслед за	1	10
499	каким образом	1	10
500	является для	1	10
501	тенденцию к	1	10
502	что именно	2	10
503	внимание на	5	10
504	бы что	1	10
505	в следующем	2	10
506	всякий раз	1	10
507	и отношения	1	10
508	но для	4	10
509	о которых	2	10
510	что как	1	10
511	что такое	8	10
512	в случае	2	10
513	одного из	1	10
514	этот процесс	1	10
515	мы называем	1	10
516	у нас	19	10
517	и может	3	10
518	или иной	3	10
519	указывает на	2	10
520	в структуру	1	10
521	из всех	1	10
522	за собой	2	10
523	привести к	1	10
524	речь идет	4	10
525	и значение	2	10
526	к жизни	2	10
527	что его	2	10
528	учение о	4	10
529	и у	3	10
530	вопроса о	7	10
531	мысль и	2	10
532	вместо того	1	10
533	здесь мы	2	10
534	процесса в	1	10
535	во второй	1	10
536	как с	2	10
537	речь как	1	10
538	если не	4	10
539	в конечном	3	10
540	относится к	3	10
541	не могло	1	10
542	и слово	1	10
543	к сокращению	1	10
544	чем он	1	10
545	с той	2	10
546	потребность в	3	10
547	в нашей	4	10
548	по пути	2	9
549	конечном счете	2	9
550	связано с	3	9
551	понятно что	1	9
552	в центр	1	9
553	теории и	1	9
554	под влиянием	3	9
555	той или	1	9
556	более или	3	9
557	должны быть	4	9
558	в тех	4	9
559	целом и	2	9
560	приводят к	1	9
561	та же	1	9
562	этого понятия	1	9
563	оно не	5	9
564	зависит от	1	9
565	не представляет	1	9
566	что же	11	9
567	этого вопроса	3	9
568	также и	7	9
569	а по	1	9
570	не с	4	9
571	этот факт	1	9
572	что можно	4	9
573	частный случай	1	9
574	место в	1	9
575	к этой	3	9
576	только для	3	9
577	как только	2	9
578	говорить о	5	9
579	то как	1	9
580	в системе	3	9
581	не то	1	9
582	и он	4	9
583	и притом	1	9
584	находит свое	1	9
585	помощью которого	1	9
586	одном и	1	9
587	мы в	3	9
588	мы говорим	4	9
589	совершенно не	4	9
590	такого рода	1	9
591	он может	1	9
592	хотя и	7	9
593	свою силу	1	9
594	силу того	2	9
595	в самой	6	9
596	но с	2	9
597	или в	5	9
598	речи ее	1	9
599	речи это	1	9
600	должен быть	8	9
601	само по	6	9
602	не как	2	8
603	стоит в	5	8
604	о котором	4	8
605	которая не	1	8
606	увидим что	2	8
607	и те	1	8
608	уже и	3	8
609	не умеет	1	8
610	нет никаких	1	8
611	речи а	3	8
612	этих процессов	1	8
613	в деле	1	8
614	один раз	1	8
615	почти всегда	3	8
616	главным образом	3	8
617	что только	2	8
618	от нее	1	8
619	сам по	1	8
620	поэтому в	1	8
621	отношении к	1	8
622	еще один	3	8
623	мысли с	1	8
624	наших глазах	1	8
625	все равно	4	8
626	образом в	3	8
627	силу этого	1	8
628	только и	3	8
629	и тому	1	8
630	мы наблюдаем	2	8
631	дело с	2	8
632	действительности и	1	8
633	связь с	1	8
634	что слова	1	8
635	известно что	1	8
636	к другой	1	8
637	рассматриваться как	1	8
638	к проблеме	1	8
639	убедиться в	1	8
640	отношений и	1	8
641	как правило	2	8
642	не мог	2	8
643	собой и	1	8
644	во внимание	1	8
645	себе и	3	8
646	в современной	3	8
647	и др	1	8
648	факта что	1	8
649	в действии	1	8
650	не на	4	8
651	должен был	1	8
652	том как	3	8
653	со стороны	8	8
654	это понятие	1	8
655	и тогда	4	8
656	более и	1	8
657	что я	4	8
658	который по	2	8
659	связан с	2	8
660	поэтому что	2	8
661	в более	2	8
662	этой области	3	8
663	различие между	2	8
664	тому чтобы	2	8
665	нисколько не	6	8
666	устной и	1	8
667	только то	2	8
668	что не	10	8
669	в известной	1	8
670	в таком	3	7
671	в разных	2	7
672	и сам	1	7
673	слова с	2	7
674	знаем что	3	7
675	этой речи	1	7
676	в живом	2	7
677	наблюдается в	1	7
678	со словом	3	7
679	от внутренней	1	7
680	оно имеет	1	7
681	в общем	4	7
682	всех этих	4	7
683	и делает	1	7
684	его и	1	7
685	на которые	1	7
686	того факта	1	7
687	у них	1	7
688	и том	1	7
689	находятся в	1	7
690	ничего кроме	1	7
691	для всего	1	7
692	том виде	1	7
693	в ряде	2	7
694	мере в	7	7
695	с первого	2	7
696	на место	1	7
697	к вопросу	4	7
698	позволяет нам	1	7
699	все больше	1	7
700	же в	5	7
701	это в	1	7
702	случае в	1	7
703	которая в	1	7
704	каждого отдельного	1	7
705	но тем	1	7
706	с более	1	7
707	родной язык	1	7
708	в жизни	1	7
709	которые являются	1	7
710	развития с	1	7
711	но они	1	7
712	что речь	1	7
713	до того	2	7
714	следующим образом	1	7
715	слово не	1	7
716	первом случае	1	7
717	и вместе	1	7
718	самый процесс	1	7
719	значений в	1	7
720	общего с	2	7
721	во втором	2	7
722	должна быть	6	7
723	он что	1	7
724	с внешней	1	7
725	основной и	1	7
726	отличаются от	1	7
727	с ними	6	7
728	из области	4	7
729	не имеют	3	7
730	без всякого	2	7
731	значении слова	1	7
732	ничем не	1	7
733	здесь в	1	7
734	сознания и	1	7
735	слова не	2	7
736	это слово	7	7
737	и непосредственно	1	7
738	а также	3	7
739	он говорит	1	7
740	в ход	1	7
741	с понятием	1	7
742	признать что	1	7
743	этом и	1	7
744	лучшем случае	1	7
745	он приходит	1	6
746	вопросу о	4	6
747	убеждает нас	1	6
748	в природе	1	6
749	уже не	13	6
750	есть речь	1	6
751	как например	3	6
752	раз и	1	6
753	это же	1	6
754	для данного	2	6
755	себе в	3	6
756	что их	2	6
757	в научном	1	6
758	но так	2	6
759	всего в	2	6
760	и мы	2	6
761	процесса как	1	6
762	и связи	1	6
763	в двух	1	6
764	в каждом	3	6
765	в лучшем	1	6
766	значение и	2	6
767	во внутреннем	1	6
768	как к	2	6
769	фактов и	2	6
770	том и	3	6
771	смысле что	2	6
772	том смысле	2	6
773	в словах	1	6
774	слов которые	1	6
775	ни на	1	6
776	бы и	6	6
777	значение этого	1	6
778	и больше	1	6
779	и там	2	6
780	нет и	1	6
781	только потому	13	6
782	а это	5	6
783	можно считать	2	6
784	или даже	2	6
785	словом как	1	6
786	отрицательный ответ	1	6
787	в условиях	1	6
788	и таким	1	6
789	и вообще	1	6
790	и эти	3	6
791	смысл слова	1	6
792	по законам	1	6
793	в разговоре	1	6
794	что было	2	6
795	момента в	1	6
796	же мысль	1	6
797	говорит о	1	6
798	этот закон	1	6
799	ответить на	1	6
800	в различных	1	6
801	не что	2	6
802	является как	1	6
803	перед ним	1	6
804	одна из	1	6
805	что иное	2	6
806	сейчас в	1	6
807	на язык	4	6
808	слов в	5	6
809	исследования не	1	6
810	к чему	1	6
811	как его	1	6
812	от одной	1	6
813	могло бы	1	6
814	в живой	1	6
815	очень часто	2	6
816	в связь	1	6
817	с которым	1	6
818	которого мы	1	6
819	как таковой	2	6
820	которую можно	2	6
821	сравнению со	2	6
822	с и	1	6
823	слова мы	1	6
824	может стать	1	6
825	именно поэтому	2	6
826	знает что	1	6
827	нас интересует	1	6
828	еще и	7	6
829	тех же	2	6
830	роль в	6	6
831	потому и	1	6
832	что здесь	1	6
833	и обобщения	1	6
834	увидим ниже	1	6
835	к началу	1	6
836	дело в	2	6
837	раз навсегда	1	6
838	и понимания	1	6
839	ли не	4	6
840	это было	2	6
841	предположить что	2	6
842	может возникнуть	1	6
843	нужно было	3	6
844	мы встречаемся	1	6
845	и о	3	6
846	для обозначения	2	6
847	как увидим	1	6
848	чем к	1	6
849	для образования	1	6
850	иное как	3	6
851	связанных между	1	5
852	формы в	2	5
853	кроме того	2	5
854	в большей	2	5
855	которое является	1	5
856	мысль от	1	5
857	только как	3	5
858	может служить	4	5
859	втором случае	2	5
860	к ним	2	5
861	в контексте	2	5
862	слово как	1	5
863	к решению	1	5
864	новые и	1	5
865	той мере	6	5
866	все его	1	5
867	как такового	2	5
868	совершенно ясно	2	5
869	слово есть	1	5
870	принять во	1	5
871	эти слова	1	5
872	не дает	1	5
873	в него	1	5
874	ведет к	1	5
875	речи здесь	1	5
876	мы приходим	2	5
877	с такой	1	5
878	для них	2	5
879	от более	1	5
880	под этим	2	5
881	роли в	3	5
882	так называемая	2	5
883	на их	1	5
884	сейчас же	1	5
885	помощью этого	1	5
886	своей собственной	3	5
887	он является	1	5
888	каждой из	1	5
889	в значении	2	5
890	учит нас	1	5
891	его значением	1	5
892	в данной	1	5
893	только с	1	5
894	в свое	4	5
895	что ему	1	5
896	когда они	1	5
897	то мы	4	5
898	содержат в	1	5
899	однако не	9	5
900	все они	1	5
901	сами по	2	5
902	менее всего	1	5
903	в стороне	2	5
904	в предисловии	1	5
905	из ряда	1	5
906	язык и	1	5
907	же что	1	5
908	оказывается что	1	5
909	утверждает что	1	5
910	рассматривать как	1	5
911	ни один	1	5
912	есть все	1	5
913	самого себя	1	5
914	свою мысль	1	5
915	отношений в	3	5
916	этой последней	1	5
917	когда в	4	5
918	гораздо больше	1	5
919	не выполняет	1	5
920	в новом	1	5
921	но даже	3	5
922	что еще	1	5
923	вообще и	2	5
924	говорит об	1	5
925	тех случаях	2	5
926	первостепенное значение	1	5
927	для дальнейшего	1	5
928	быть в	2	5
929	это так	2	5
930	есть только	1	5
931	речи все	1	5
932	а следовательно	2	5
933	не просто	7	5
934	себя в	1	5
935	целого ряда	1	5
936	является необходимым	1	5
937	научного мышления	1	5
938	на протяжении	1	5
939	после того	3	5
940	принципиально нового	1	5
941	по мнению	1	5
942	аналогии с	3	5
943	может иметь	3	5
944	в представлении	1	5
945	бы к	1	5
946	это как	2	5
947	содержания и	2	5
948	все те	3	5
949	в форме	3	5
950	какой мере	1	5
951	и возникает	1	5
952	основанное на	1	5
953	значение как	1	5
954	не для	2	5
955	а потому	6	5
956	был бы	4	5
957	в область	2	5
958	есть нечто	2	5
959	если это	1	5
960	речи из	1	5
961	самое существенное	1	5
962	не потому	6	5
963	на первых	1	5
964	из одной	1	5
965	о языке	8	5
966	на более	3	5
967	заметить что	1	5
