N	4gram	Vygotskiy_	Problema
1	то же самое время	1	16
2	в то же самое	1	16
3	не что иное как	2	14
4	в то время как	4	12
5	есть не что иное	2	11
6	не говоря уже о	1	7
7	заключается в том что	10	6
8	бы то ни было	1	6
9	в том виде как	1	5
10	не имеют ничего общего	2	5
11	в том смысле что	1	5
12	а с другой стороны	2	4
13	в собственном смысле слова	1	4
14	одно и то же	1	4
15	только в связи с	1	4
16	в том числе и	2	4
17	в связи с этим	1	4
18	так же как и	2	4
19	уже по одному тому	2	3
20	в тех случаях когда	1	3
21	одного и того же	8	3
22	и вместе с тем	1	3
23	это не значит что	1	3
24	не имеющих ничего общего	1	3
25	несмотря на то что	2	3
26	по одному тому что	2	3
27	с этой точки зрения	7	3
28	когда мы говорим что	2	3
29	с одной стороны и	2	3
30	отличаются друг от друга	1	3
31	в том что он	3	3
32	прежде чем перейти к	2	3
33	все более и более	3	2
34	в том что в	2	2
35	одной и той же	3	2
36	в области гуманитарных наук	1	2
37	один и тот же	5	2
38	является одним из самых	1	2
39	мы имеем в виду	1	2
40	заключается в том чтобы	2	2
41	внимание на то что	1	2
42	одного предмета на другой	1	2
43	только в том что	2	2
44	если принять во внимание	2	2
45	уже по одному этому	3	2
46	мы до сих пор	1	2
47	это можно было бы	1	2
48	имеют ничего общего с	2	2
49	как и во всяком	1	2
50	того или иного предмета	1	2
51	прибавим к этому что	1	1
52	мы можем говорить о	2	1
53	в том и в	1	1
54	том и в другом	1	1
55	мы имели в виду	1	1
56	о котором мы говорили	1	1
57	между тем и другим	1	1
58	уже сама по себе	1	1
59	таким образом как бы	1	1
60	не может не быть	1	1
61	что в настоящее время	1	1
62	отнюдь не означает того	1	1
63	он состоит в том	1	1
64	в такой же мере	3	1
65	по самой своей природе	2	1
66	то время как в	1	1
67	в данном случае мы	1	1
68	вопрос о том что	1	1
69	не будут иметь ничего	1	1
70	не только не исключает	1	1
71	в этом отношении является	1	1
72	мыслью о том что	1	1
73	том виде как его	1	1
74	в еще большей степени	1	1
75	все дело заключается в	1	1
76	в том что мы	1	1
77	ответ на этот вопрос	2	1
78	и даже сливаться с	1	1
79	состоит в том что	7	1
80	видит в том что	1	1
81	первом же прикосновении к	1	1
82	но для того чтобы	1	1
83	и в конце концов	1	1
84	о чем мы говорили	1	1
85	не значит что он	1	1
86	на то что в	1	1
87	с одной стороны как	1	1
88	является то обстоятельство что	1	1
89	критические замечания по поводу	1	1
90	и в другом случае	2	1
91	связаны между собой и	1	1
92	вопрос о том как	1	1
93	приходит к выводу что	1	1
94	только то что она	1	1
95	можно прямо сказать что	1	1
96	как показывает исследование не	1	1
97	при первом же прикосновении	1	1
98	не имеет никакого значения	1	1
99	мы имеем дело в	1	1
100	мы уже указывали выше	1	1
101	будут иметь ничего общего	1	1
102	указанием на то что	1	1
103	представление о том что	1	1
104	с тем что мы	2	1
105	это значит что он	2	1
106	на первый план в	2	1
107	можно было бы сказать	1	1
108	имеющих ничего общего между	1	1
109	не подлежит никакому сомнению	1	1
110	в этом последнем случае	1	1
111	хотя бы в некоторой	1	1
112	же прикосновении к нему	1	1
113	той и другой стороны	1	1
114	можно только то что	1	1
115	мы имеем дело с	1	1
116	дело заключается в том	1	1
117	для того чтобы понять	1	1
118	в самом деле если	2	1
119	остается только сказать что	1	1
120	само собой разумеется что	1	1
