N	3gram	Losev_Vlad	Dialekti
1	и т д	3	75
2	по крайней мере	1	26
3	в том что	13	25
4	ни в каком	1	18
5	не может быть	4	18
6	не что иное	2	18
7	что иное как	2	18
8	тем не менее	8	16
9	сам по себе	1	16
10	само по себе	1	16
11	то же время	7	15
12	в то же	7	14
13	и то же	1	12
14	с другой стороны	3	12
15	о том что	9	12
16	одно и то	1	12
17	есть не что	1	11
18	на то что	6	11
19	в самом деле	1	10
20	по себе не	1	9
21	и в этом	1	9
22	содержит в себе	1	9
23	вовсе не есть	1	9
24	это и есть	1	9
25	не только не	1	8
26	только то что	1	8
27	в то время	6	8
28	то время как	2	8
29	в этом смысле	4	8
30	можно сказать что	3	7
31	говоря уже о	3	7
32	не в том	3	7
33	так или иначе	3	7
34	в каком случае	1	7
35	но что такое	1	7
36	точно так же	2	7
37	в связи с	7	7
38	не потому что	1	7
39	того что он	1	7
40	не говоря уже	3	7
41	и в частности	3	7
42	веры и знания	1	6
43	для того чтобы	3	6
44	более или менее	5	6
45	и в то	3	6
46	не имеет никакого	2	6
47	в сравнении с	2	6
48	во всяком случае	8	6
49	с одной стороны	1	6
50	может быть и	1	6
51	и больше ничего	1	5
52	потому что она	1	5
53	ничего общего с	1	5
54	в конце концов	6	5
55	и тем не	1	5
56	к тому что	1	5
57	на первый план	4	5
58	одной и той	1	5
59	и можно сказать	2	5
60	что в нем	1	5
61	и той же	1	5
62	мы уже знаем	1	4
63	ни в чем	1	4
64	то в чем	1	4
65	имеет никакого отношения	1	4
66	но даже и	3	4
67	к тому же	3	4
68	не может не	1	4
69	как раз и	2	4
70	но это не	2	4
71	равно как и	1	4
72	и ни в	1	4
73	да и то	1	4
74	по одному тому	1	4
75	никакого отношения к	3	4
76	субъект и объект	1	4
77	в этом отношении	2	4
78	и как бы	1	3
79	самом же деле	1	3
80	каком случае не	1	3
81	он не может	1	3
82	и что она	1	3
83	т д в	1	3
84	это конечно не	2	3
85	где же тут	1	3
86	если бы мы	1	3
87	даже больше того	2	3
88	но все же	1	3
89	на самом же	1	3
90	бы то ни	2	3
91	уже о том	1	3
92	и не может	1	3
93	то что я	1	3
94	хотя и не	2	3
95	не было бы	1	3
96	с этой стороны	1	3
97	не было ни	1	3
98	но в то	2	3
99	не только в	3	3
100	было бы и	1	3
101	так что в	2	3
102	и с этой	1	3
103	и в нем	1	3
104	я никогда не	1	3
105	что он не	3	2
106	выходя за пределы	1	2
107	и почти не	1	2
108	как и вообще	1	2
109	том что в	3	2
110	не содержит в	1	2
111	ни в каких	2	2
112	дело не в	1	2
113	в жизни и	1	2
114	что отнюдь не	1	2
115	во что бы	1	2
116	в подлинном смысле	1	2
117	я говорю о	1	2
118	как это мы	4	2
119	у вас в	1	2
120	это нисколько не	2	2
121	и вместе с	1	2
122	та же самая	1	2
123	в чем не	1	2
124	не было и	1	2
125	но и все	1	2
126	в ней не	1	2
127	так как это	1	2
128	мы должны сказать	1	2
129	в последнее время	2	2
130	в них нет	1	2
131	из всего этого	1	2
132	что все в	1	2
133	очень и очень	1	2
134	заключается не в	1	2
135	так как он	2	2
136	мы будем говорить	2	2
137	в себе черты	1	2
138	в свою очередь	2	2
139	к чему не	1	2
140	вместе с ним	1	2
141	все то же	1	2
142	точки зрения можно	1	2
143	и в особенности	1	2
144	в это время	5	2
145	мы уже сказали	2	2
146	и не в	1	2
147	как это было	1	2
148	к выводу что	1	2
149	потому что его	1	2
150	это не только	1	2
151	сказать что в	1	2
152	бы она ни	1	2
153	должны сказать что	1	2
154	но все это	1	2
155	несмотря на свою	1	2
156	и даже вообще	1	2
157	что бы то	1	2
158	же время и	1	2
159	дело в том	7	2
160	не выходя за	1	2
161	по себе как	1	2
162	кроме того и	2	2
163	в себе не	1	2
164	и то что	7	2
165	и в том	2	2
166	то что с	1	2
167	ни к чему	1	2
168	вы не знаете	1	2
169	к нему с	1	2
170	не может осуществиться	1	2
171	мы имеем дело	1	2
172	что и в	2	2
173	в течение всего	1	2
174	то ни стало	1	2
175	на весь свой	1	1
176	в этот момент	1	1
177	все больше и	1	1
178	и не очень	1	1
179	тех пор пока	2	1
180	в частности к	1	1
181	так же нужно	1	1
182	и нетрудно догадаться	1	1
183	как поэзия и	1	1
184	я вовсе не	1	1
185	точка зрения с	1	1
186	что же это	1	1
187	никогда не был	1	1
188	он никак не	1	1
189	до известной степени	1	1
190	то что он	6	1
191	больше и больше	1	1
192	мы и не	1	1
193	из этих последних	1	1
194	в том как	1	1
195	что она всегда	1	1
196	иной раз даже	4	1
197	не в этом	1	1
198	все той же	1	1
199	на том же	1	1
200	ту же тему	1	1
201	об этом не	1	1
202	до последних дней	1	1
203	и что можно	2	1
204	а то что	1	1
205	чем он сам	1	1
206	также и то	3	1
207	все равно не	1	1
208	и что в	1	1
209	с ним в	2	1
210	и все это	1	1
211	не нуждаясь ни	1	1
212	потому что в	2	1
213	у него и	1	1
214	тот же самый	1	1
215	на всю жизнь	1	1
216	тогда когда мы	1	1
217	и иной раз	1	1
218	до некоторой степени	2	1
219	а кроме того	1	1
220	что не только	1	1
221	мысли если только	1	1
222	что у него	2	1
223	случае не может	1	1
224	на меня и	1	1
225	он дает в	1	1
226	время может быть	1	1
227	сам говорит что	1	1
228	другими словами здесь	1	1
229	может быть также	1	1
230	то что можно	1	1
231	всем известно что	1	1
232	но как это	1	1
233	в особенности же	1	1
234	большой интерес представляет	1	1
235	нуждаясь ни в	1	1
236	крайней мере до	1	1
237	как тот же	1	1
238	мне кажется что	1	1
239	а это и	1	1
240	именно так как	1	1
241	но только в	1	1
242	и кроме того	1	1
243	не мешало ему	1	1
244	мы пока не	1	1
245	до конца то	1	1
246	и никогда не	1	1
247	он не в	1	1
248	так и из	1	1
249	а в том	3	1
250	от отца и	1	1
251	может быть названа	1	1
252	математика и физика	1	1
253	то ни было	1	1
254	чтобы в нас	1	1
255	времена и сроки	1	1
256	всей его жизни	2	1
257	как мы уже	3	1
258	нужно сказать что	1	1
