N	2gram	Voloshinov	VerxiiNi
1	и в	12	26
2	таким образом	12	22
3	в этом	4	15
4	вместе с	2	15
5	точки зрения	14	13
6	как бы	13	12
7	в том	6	11
8	не только	4	10
9	и с	3	10
10	может быть	14	10
11	что в	2	9
12	так как	9	9
13	связи с	1	9
14	но и	3	9
15	в области	1	9
16	в общем	1	8
17	и не	10	8
18	как на	2	8
19	с другой	4	8
20	но не	2	8
21	с одной	2	7
22	но все	2	7
23	том что	5	7
24	одной стороны	2	7
25	а с	1	7
26	то что	5	7
27	но в	5	7
28	к нему	4	7
29	так и	4	6
30	несмотря на	1	6
31	все это	3	6
32	что и	2	6
33	в отношении	2	6
34	все эти	3	6
35	все же	4	6
36	к тому	1	6
37	о том	3	6
38	во всяком	1	6
39	и потому	2	6
40	всяком случае	1	6
41	мы должны	1	6
42	с точки	2	6
43	в себе	3	6
44	и к	4	5
45	до сих	3	5
46	в его	2	5
47	тому же	2	5
48	более или	1	5
49	или менее	1	5
50	сих пор	3	5
51	по крайней	1	5
52	того чтобы	1	5
53	так же	3	5
54	отношение к	4	5
55	а не	5	5
56	и для	3	5
57	крайней мере	1	5
58	никогда не	5	5
59	в самом	4	4
60	что оно	1	4
61	то есть	1	4
62	и по	3	4
63	то же	5	4
64	только в	6	4
65	в этих	2	4
66	с другими	2	4
67	в смысле	1	4
68	в котором	3	4
69	и тогда	1	4
70	он не	2	4
71	и что	2	4
72	далеко не	1	4
73	не может	16	4
74	что все	1	4
75	в виде	1	4
76	в то	2	4
77	и только	1	4
78	в нем	6	4
79	в так	1	4
80	и другие	2	3
81	с этой	2	3
82	при этом	6	3
83	для него	3	3
84	что это	1	3
85	тем не	3	3
86	в качестве	1	3
87	в результате	1	3
88	если бы	9	3
89	с ней	1	3
90	с самого	1	3
91	в таком	1	3
92	ясно что	3	3
93	как о	1	3
94	же как	1	3
95	не менее	3	3
96	и таким	1	3
97	можно сказать	5	3
98	хотя бы	5	3
99	в значительной	1	3
100	так называемые	1	3
101	когда он	3	3
102	в одном	1	3
103	и те	2	3
104	не вполне	1	3
105	к ним	2	3
106	и о	1	3
107	отношению к	11	3
108	в своем	2	3
109	уже не	4	3
110	к этому	2	3
111	того что	3	3
112	бы то	3	2
113	этой задачи	1	2
114	и здесь	2	2
115	и на	4	2
116	связанных с	1	2
117	и сейчас	1	2
118	к одной	1	2
119	уже в	2	2
120	тогда когда	2	2
121	мы имеем	2	2
122	ни было	4	2
123	этом отношении	1	2
124	те же	2	2
125	не как	1	2
126	прежде всего	8	2
127	одно из	1	2
128	не могут	1	2
129	в них	3	2
130	связь с	2	2
131	так называемую	1	2
132	из него	2	2
133	не было	1	2
134	к его	2	2
135	этой точки	3	2
136	не в	4	2
137	в виду	5	2
138	творца и	7	2
139	именно в	1	2
140	героев и	2	2
141	в процессе	6	2
142	творец и	1	2
143	положение в	1	2
144	к другу	1	2
145	при таком	1	2
146	на все	2	2
147	только для	1	2
148	ничего общего	1	2
149	еще не	3	2
150	во всех	1	2
151	и мир	1	2
152	перестает быть	2	2
153	мы можем	2	2
154	что мы	5	2
155	так называемой	3	2
156	но при	1	2
157	то ни	3	2
158	между тем	3	2
159	в свою	1	2
160	не всегда	1	2
161	быть и	3	2
162	и больше	1	2
163	всех других	1	2
164	и является	4	2
165	и это	1	2
166	конечно не	3	2
167	по своей	1	2
168	же время	1	2
169	самого начала	1	2
170	признать что	1	2
171	нами и	1	2
172	же самое	2	2
173	общего с	2	2
174	сказать что	7	2
175	когда человек	1	2
176	которые в	1	2
177	к которому	1	2
178	относится к	2	2
179	жизни и	4	2
180	но если	1	2
181	оно является	1	2
182	и проч	3	2
183	что именно	1	2
184	из этого	3	2
185	с его	2	2
186	и все	2	2
187	для этого	1	2
188	и из	1	2
189	тот же	1	2
190	и наконец	3	2
191	нее не	1	2
192	мы видели	1	2
193	не к	3	2
194	из этой	1	2
195	можно только	1	2
196	или иным	1	1
197	все в	1	1
198	они являются	1	1
199	то в	1	1
200	не так	2	1
201	к общему	1	1
202	нему в	1	1
203	случае мы	1	1
204	социальной жизни	2	1
205	в душе	2	1
206	та же	1	1
207	свою очередь	1	1
208	друг к	1	1
209	природы это	1	1
210	они не	1	1
211	данном случае	2	1
212	них в	1	1
213	в момент	2	1
214	не нужен	1	1
215	должно быть	1	1
216	т.е к	1	1
217	зависит от	2	1
218	как к	3	1
219	от нее	1	1
220	это не	2	1
221	он как	1	1
222	дело с	2	1
223	особенно важное	1	1
224	и менее	1	1
225	с ним	3	1
226	это уже	1	1
227	на этих	1	1
228	кроме того	2	1
229	о чем	1	1
230	в ее	1	1
231	становятся все	1	1
232	но тем	2	1
233	нельзя все	1	1
234	от этой	2	1
235	ее нет	1	1
236	у нас	1	1
237	на которой	1	1
238	это и	1	1
239	ни в	3	1
240	и делает	1	1
241	себе не	1	1
242	здесь таким	1	1
243	другой стороны	2	1
244	этом направлении	1	1
245	психологического и	1	1
246	как нечто	1	1
247	не является	1	1
248	по мере	1	1
249	участие в	1	1
250	у него	1	1
251	в данном	2	1
252	его в	4	1
253	совершенно ясно	1	1
254	отделилась от	1	1
255	сами по	1	1
256	самом деле	3	1
257	оставаясь в	1	1
258	живет и	1	1
259	и некоторые	1	1
260	тесную связь	2	1
261	но эта	1	1
262	это мы	1	1
263	человека для	1	1
264	на нечто	1	1
265	же для	1	1
266	значения и	2	1
267	и содержанием	1	1
268	в жизни	5	1
269	в корне	2	1
270	бы удалось	1	1
271	ценностей и	1	1
272	как и	5	1
273	как не	2	1
274	время как	1	1
275	если нам	1	1
276	не есть	2	1
277	только то	1	1
278	в своей	3	1
279	в слове	1	1
280	и так	2	1
281	выйти из	1	1
282	на эту	1	1
283	на этом	1	1
284	как в	5	1
285	личного врага	1	1
286	является для	2	1
287	в такой	3	1
288	один и	1	1
289	так называемая	1	1
290	и следовательно	5	1
291	важное значение	1	1
292	в себя	2	1
293	из одного	1	1
294	в чем	2	1
295	в каком	3	1
296	культуры в	1	1
297	как только	2	1
298	в какое-то	1	1
299	в одной	1	1
300	тем более	1	1
301	что они	1	1
302	с первого	1	1
303	на них	1	1
304	вошли в	1	1
305	все они	2	1
306	нет ничего	2	1
307	и того	1	1
308	ни на	2	1
309	все более	1	1
310	там где	2	1
311	находит свое	3	1
312	не существует	1	1
313	и более	3	1
314	близости к	1	1
315	да и	3	1
316	и пр	3	1
317	между собой	2	1
318	жизни он	1	1
319	было в	1	1
320	и закономерностью	2	1
321	мы уже	1	1
322	это как	3	1
323	так для	1	1
324	поскольку они	2	1
325	что этому	1	1
326	совпадает с	2	1
327	входит в	1	1
328	не должно	1	1
329	мы не	3	1
330	социальной группе	1	1
331	в ней	6	1
332	обстоит дело	1	1
333	но это	2	1
334	характерны для	1	1
335	товарищ и	1	1
336	это по	1	1
337	с помощью	6	1
338	только как	1	1
339	но зато	2	1
340	что уже	1	1
341	только на	3	1
342	и их	1	1
343	пор не	1	1
344	к одному	1	1
345	нас остается	1	1
346	формой и	2	1
347	кто же	1	1
348	из двух	1	1
349	а между	1	1
350	по отношению	11	1
351	слова с	1	1
352	найти его	1	1
353	характерной чертой	1	1
354	более и	1	1
355	при помощи	1	1
356	из общего	3	1
357	себе в	1	1
358	когда мы	1	1
359	идет речь	1	1
360	не совпадает	1	1
361	бы по	1	1
362	соприкасается с	2	1
363	и остается	1	1
364	на это	2	1
365	было бы	1	1
366	имеем в	2	1
367	на одну	1	1
368	в следующий	1	1
369	что здесь	1	1
370	и глубоко	1	1
371	между формой	1	1
372	которой можно	1	1
373	настоящее время	2	1
374	или о	1	1
375	тем же	1	1
376	найти в	1	1
377	по себе	3	1
378	могут быть	2	1
379	такою же	1	1
380	не можем	1	1
381	душевное состояние	1	1
382	формы в	1	1
383	в нашем	11	1
384	место в	2	1
385	не связанные	1	1
386	т.е как	1	1
387	том же	1	1
388	что она	1	1
389	бытия и	1	1
390	такой же	2	1
391	и прежде	1	1
