N	3gram	Bakhtin_Pr	Istorich
1	и т д	4	142
2	в этих случаях	2	47
3	с другой стороны	6	46
4	до сих пор	9	30
5	в этом случае	1	29
6	с одной стороны	1	28
7	так же как	1	27
8	в том что	6	25
9	не может быть	8	24
10	но все же	3	23
11	тем не менее	2	23
12	точно так же	1	22
13	о том что	2	22
14	мы имеем в	1	19
15	не только в	2	19
16	в связи с	1	17
17	в данном случае	2	15
18	после того как	1	15
19	по отношению к	12	14
20	на то что	2	14
21	в то время	2	13
22	мы увидим что	1	13
23	то время как	2	13
24	но и в	1	12
25	как мы видели	1	12
26	т е в	3	11
27	как и в	3	10
28	можно было бы	3	10
29	что и в	1	10
30	друг с другом	3	9
31	как мы увидим	3	9
32	более или менее	4	9
33	же как и	2	9
34	то же самое	1	8
35	таким образом и	2	8
36	на этот вопрос	2	8
37	мере того как	1	8
38	по мере того	1	8
39	подобно тому как	3	8
40	в зависимости от	5	8
41	в большинстве случаев	10	7
42	смысле этого слова	1	7
43	то что в	1	7
44	во всяком случае	4	7
45	что он не	1	7
46	потому что он	1	7
47	на первый взгляд	1	7
48	и в других	2	6
49	к тому же	2	6
50	но это не	2	6
51	так как в	1	6
52	этой точки зрения	2	6
53	в своей работе	1	6
54	все же не	3	6
55	мы видим и	1	6
56	то и здесь	1	6
57	но тем не	1	6
58	с самого начала	1	6
59	то что он	1	5
60	между героем и	1	5
61	для того чтобы	1	5
62	для наших целей	1	5
63	в отличие от	4	5
64	в нем и	1	5
65	в том числе	1	5
66	другой стороны и	3	5
67	в другом месте	1	5
68	так и в	2	5
69	на самом деле	4	5
70	мы здесь не	1	4
71	так или иначе	1	4
72	он живет в	1	4
73	только то что	2	4
74	с точки зрения	21	4
75	независимо от того	1	4
76	тем что он	1	4
77	оно может быть	2	4
78	сюда же относится	1	4
79	мы должны были	1	4
80	он не может	1	4
81	друг на друга	2	4
82	то же что	3	4
83	иметь в виду	1	4
84	по себе не	1	4
85	нам кажется что	3	4
86	сами по себе	4	4
87	можно сказать что	2	4
88	это и есть	1	4
89	одной стороны и	1	3
90	все то что	3	3
91	как будто бы	1	3
92	как один из	2	3
93	не только не	2	3
94	может быть разрешен	1	3
95	к тому что	1	3
96	в одном из	2	3
97	даже там где	2	3
98	но в отличие	1	3
99	это не так	1	3
100	то мы не	1	3
101	дело в том	1	3
102	что мы видим	1	3
103	она может быть	1	3
104	а так как	1	3
105	потому что у	1	3
106	мы уже говорили	3	3
107	в другом случае	1	3
108	ответ на вопрос	1	3
109	у него есть	1	3
110	а не на	1	3
111	по сравнению с	1	3
112	но и на	2	3
113	не в том	1	3
114	само по себе	4	3
115	то ни было	2	3
116	мы увидим дальше	2	3
117	бы то ни	3	3
118	говорит об этом	1	3
119	он все же	1	3
120	сих пор не	1	3
121	но он не	1	3
122	таким образом в	1	3
123	что в нем	1	3
124	увидим дальше что	1	3
125	а может быть	1	2
126	это не значит	3	2
127	может быть назван	1	2
128	по себе но	1	2
129	по себе а	1	2
130	и т п	10	2
131	они и не	1	2
132	в самом деле	6	2
133	но в таком	1	2
134	быть не может	1	2
135	друг от друга	1	2
136	она не может	1	2
137	в таком случае	1	2
138	но для наших	1	2
139	сам по себе	2	2
140	другой стороны эта	1	2
141	чтобы она не	1	2
142	уже после того	1	2
143	том числе и	1	2
144	между этими двумя	1	2
145	а в том	1	2
146	как если бы	3	2
147	то и другое	1	2
148	что это не	1	2
149	сама по себе	5	2
150	все это не	1	2
151	а не только	1	2
152	и входит в	2	2
153	но даже в	1	2
154	уже не может	1	2
155	в одном месте	1	2
156	т е для	1	2
157	в одно время	1	2
158	т е если	1	2
159	такой же как	1	2
160	они друг друга	1	2
161	в виду что	1	2
162	вместо того чтобы	1	2
163	у него нет	1	2
164	и не могут	1	2
165	не могут быть	1	2
166	т е что	1	2
167	и в нем	2	2
168	не только как	1	2
169	может быть и	2	2
170	может быть это	1	2
171	но все эти	1	2
172	видеть в нем	1	2
173	почти никогда не	1	2
174	они еще не	1	2
175	здесь перед нами	1	2
176	же относится и	1	2
177	все новые и	1	2
178	может быть только	1	2
179	как мы видим	1	2
180	что они не	1	2
181	нет мы увидим	1	2
182	и в том	1	2
183	берет на себя	1	2
184	и не может	6	2
185	я знаю что	1	2
186	то что было	4	2
187	в свою очередь	1	2
188	кроме того он	1	2
189	т е не	2	2
190	большей или меньшей	2	2
191	тем что в	1	2
192	мы видим не	1	2
193	он не только	2	2
194	мы не знаем	1	2
195	и не потому	1	2
196	дело конечно не	1	2
197	не потому что	1	2
198	за ним и	1	2
199	эти две стороны	1	2
200	хотя и не	3	2
201	том что он	5	2
202	иначе обстоит дело	1	2
203	новые и новые	1	2
204	но для чего	1	1
205	герой выходя из	1	1
206	а в этом	1	1
207	что она не	3	1
208	на друга и	2	1
209	объясняется не только	1	1
210	в себя как	2	1
211	от того в	1	1
212	своего индивидуального облика	1	1
213	и в этих	1	1
214	таким образом между	1	1
215	же это за	1	1
216	о нем думают	1	1
217	ни одной из	1	1
218	а не как	5	1
219	и в другом	1	1
220	и выходит из	1	1
221	этого он не	1	1
222	то что обычно	1	1
223	и так или	1	1
224	из этих трех	3	1
225	исследования но в	1	1
226	то что есть	1	1
227	она и не	1	1
228	а что он	1	1
229	у него в	2	1
230	как мы уже	2	1
231	природы но есть	1	1
232	непременно должна быть	1	1
233	и все что	1	1
234	но при этом	2	1
235	его отношения к	1	1
236	каждый из них	1	1
237	если бы это	1	1
238	в этом не	1	1
239	на ней и	1	1
240	т д наконец	1	1
241	здесь не в	1	1
242	друг за другом	2	1
243	так как его	1	1
244	героя кто он	1	1
245	не согласиться с	2	1
246	так далеко что	1	1
247	что все эти	1	1
248	по данному вопросу	1	1
249	и каждый из	1	1
250	но в этом	1	1
251	в этой форме	2	1
252	не входит в	4	1
253	не менее в	1	1
254	она все еще	1	1
255	форме в форме	1	1
256	и делают его	1	1
257	и потому не	1	1
258	того что он	1	1
259	ним как за	1	1
260	с ним не	1	1
261	и не хочет	1	1
262	лишь тогда когда	1	1
263	и могут быть	1	1
264	говорит он что	1	1
265	в узком смысле	2	1
266	не в его	1	1
267	по существу своему	1	1
268	и нисколько не	1	1
269	героя с его	1	1
270	в целом его	1	1
271	как мы знаем	1	1
272	может быть дана	1	1
273	есть и др	1	1
274	может быть даже	1	1
275	из возможных форм	1	1
276	но он уже	1	1
277	вот он и	1	1
278	он и говорит	1	1
279	в себе и	2	1
280	типа может быть	1	1
281	т д как	1	1
282	в этом смысле	12	1
283	но и не	2	1
284	и относится к	1	1
285	другой стороны мы	1	1
286	на него в	1	1
287	он что в	1	1
288	всем этим явлениям	1	1
289	я ничего не	1	1
290	все те же	1	1
291	тому как в	1	1
292	он может быть	2	1
293	вследствие чего она	1	1
294	и в частности	1	1
295	в которых может	2	1
296	как и все	4	1
297	все эти вопросы	1	1
298	даже тон рассказа	1	1
299	как и его	1	1
300	может выйти за	1	1
301	он знает что	1	1
302	так и к	1	1
303	и это не	3	1
304	героя а именно	1	1
305	до него и	1	1
306	в пределах одного	6	1
307	что оно есть	1	1
308	его функции в	1	1
309	и в каких	1	1
310	и что в	1	1
311	с ним и	2	1
312	и соответствующие им	1	1
313	в нем мы	1	1
314	не менее и	1	1
315	не мог бы	1	1
316	никогда не может	2	1
317	что может быть	3	1
318	и на его	1	1
319	мы увидим в	1	1
320	как бы в	6	1
321	все это в	1	1
322	в случае если	1	1
323	вы говорите что	1	1
324	также и в	1	1
325	прежде всего в	1	1
326	и в большинстве	2	1
327	точки зрения нашего	1	1
328	если бы он	1	1
329	если бы не	1	1
330	в большей или	2	1
331	все это он	1	1
332	в воздухе в	1	1
333	от того кто	1	1
334	и пр каждый	1	1
335	и функций в	1	1
336	с полным правом	1	1
337	о нем в	2	1
338	что же это	1	1
339	в себе в	1	1
340	и даже не	1	1
341	до известной степени	1	1
342	а как он	1	1
343	в различных направлениях	1	1
344	здесь не только	1	1
345	следует за ней	1	1
346	перейти в другое	1	1
347	т е представляет	1	1
348	поэтому она и	1	1
349	есть у меня	1	1
350	так что в	1	1
351	отношении друг к	1	1
352	не знаем о	1	1
353	не отличается от	1	1
354	героя а его	1	1
355	как он их	1	1
356	они не могут	1	1
357	перед нами в	2	1
358	или может быть	1	1
359	до некоторой степени	1	1
360	он вскрывает в	1	1
361	и есть то	1	1
362	так как не	2	1
363	слились в одно	1	1
364	в этом отношении	3	1
365	именно потому что	2	1
366	не может поэтому	1	1
367	но прежде всего	1	1
368	тем или иным	1	1
369	в этом мире	1	1
370	тех или иных	1	1
371	как мы это	1	1
372	если и нет	1	1
373	и в форме	1	1
374	и так сказать	1	1
375	в пределах одной	1	1
376	как бы он	1	1
377	по ту сторону	2	1
378	нами до сих	1	1
379	в этом он	1	1
380	герой ничего не	1	1
381	то что не	1	1
382	как нам кажется	3	1
383	и в пределах	1	1
384	в своей жизни	1	1
385	в высшей степени	1	1
386	но и он	1	1
387	и наконец к	1	1
388	почву на которой	1	1
389	друг друга но	1	1
390	если мы не	1	1
391	это вовсе не	2	1
392	но уже не	1	1
393	в своей книге	1	1
394	правильнее будет сказать	1	1
395	то же время	13	1
396	в значительной степени	1	1
397	он видел и	1	1
398	этому как будто	1	1
399	а в нем	1	1
400	и в этом	5	1
401	там где он	1	1
402	один из возможных	1	1
403	духа т е	1	1
404	не знает что	1	1
405	тому что в	1	1
406	к нему и	2	1
407	в пределах данного	1	1
408	того или иного	1	1
409	он должен быть	1	1
410	героя и здесь	2	1
411	в различных формах	1	1
412	так как если	1	1
413	он не боится	1	1
414	что он ничего	1	1
415	как таковой и	1	1
416	ощущается как недостаток	1	1
417	никогда не пользуется	1	1
418	знаю что я	3	1
419	в какой бы	1	1
420	но здесь мы	1	1
421	его силы и	1	1
422	какой бы то	1	1
423	и не в	1	1
424	мы будем рассматривать	1	1
425	конечно не в	2	1
426	создается впечатление что	1	1
427	здесь конечно не	2	1
428	не знает не	1	1
429	за ним как	1	1
430	не меняет дела	1	1
431	в то же	13	1
432	все же остается	1	1
433	но и эта	1	1
434	вовсе не входит	1	1
435	на ту же	1	1
436	кажется что в	1	1
437	дело здесь в	1	1
438	заключается в том	1	1
439	в противном случае	1	1
440	в первом случае	1	1
441	в этом рассказе	1	1
442	я не могу	1	1
443	один из его	1	1
444	он прежде всего	1	1
445	как можно больше	2	1
446	но в то	7	1
447	зависимости от того	1	1
448	и к нему	1	1
449	миру подобно тому	1	1
450	уже не только	1	1
451	в их основе	2	1
452	как одна из	1	1
453	это прежде всего	1	1
454	уже не было	1	1
455	приведем два примера	1	1
456	важна не только	1	1
457	он почти никогда	1	1
458	всяком случае не	1	1
459	с ним а	1	1
460	ничем не отличается	1	1
461	художественного творчества они	1	1
462	но не для	1	1
463	другими словами к	1	1
464	не дает никакой	1	1
465	один из этих	1	1
466	как и сам	1	1
467	но с другой	2	1
468	на первом месте	1	1
469	друг к другу	1	1
