N	4gram	Tiupa_Narr	StatiiOP
1	дело в том что	2	9
2	в то же время	7	9
3	в то время как	1	5
4	той мере в какой	1	3
5	в той мере в	1	3
6	обращает на себя внимание	3	3
7	и в самом деле	1	3
8	одним и тем же	1	3
9	состоит в том что	5	2
10	сомневаться в том что	1	2
11	в том числе и	1	2
12	внимание на то что	2	2
13	и в то же	2	2
14	бы то ни было	1	2
15	по тем или иным	1	2
16	в той или иной	1	2
17	у нас нет никаких	1	1
18	мысль о том что	1	1
19	нас нет никаких оснований	1	1
20	до сих пор еще	1	1
21	том виде в каком	1	1
22	что с точки зрения	1	1
23	том смысле как мы	1	1
24	в том смысле как	1	1
25	в той же мере	1	1
26	это вовсе еще не	1	1
27	с этой точки зрения	1	1
28	в связи с этим	1	1
29	нам до сих пор	1	1
30	в том что именно	1	1
31	в самом деле не	1	1
32	вплоть до второй половины	1	1
33	ответ на этот вопрос	1	1
34	дело не только в	2	1
35	одно и то же	2	1
36	по его собственному признанию	1	1
37	он не может быть	1	1
38	в том виде в	1	1
39	мы имеем дело с	4	1
40	по мере того как	1	1
41	точно так же как	1	1
