N	3gram	Vygotskiy_	VerxiiNi
1	вместе с тем	4	8
2	с одной стороны	15	7
3	с точки зрения	5	6
4	во всяком случае	1	6
5	друг с другом	6	5
6	по крайней мере	1	5
7	а с другой	5	5
8	до сих пор	9	5
9	для того чтобы	41	5
10	более или менее	1	5
11	о том что	15	4
12	к тому же	1	4
13	в том что	30	3
14	в конце концов	6	3
15	и таким образом	3	3
16	так же как	3	3
17	главным образом в	1	3
18	и для того	1	2
19	ничего общего с	1	2
20	должны признать что	2	2
21	те и другие	1	2
22	той или иной	2	2
23	в значительной мере	1	2
24	с тем и	1	2
25	то что он	5	2
26	на то что	25	2
27	таким образом в	2	2
28	с самого начала	5	2
29	то или иное	1	2
30	но вместе с	1	2
31	то ни было	1	2
32	есть как бы	2	2
33	этой точки зрения	3	2
34	заключает в себе	6	2
35	мы должны признать	2	2
36	то же самое	8	2
37	по сравнению с	4	2
38	можно сказать что	3	2
39	бы то ни	1	2
40	в этом отношении	3	2
41	потому что и	1	2
42	то же время	1	2
43	в том виде	1	2
44	в то же	1	2
45	влечет за собой	1	2
46	с этой точки	3	2
47	и в этом	2	2
48	может быть и	2	2
49	мы видели что	1	1
50	но совершенно ясно	1	1
51	сами по себе	2	1
52	в своем целом	1	1
53	у него в	1	1
54	сих пор не	1	1
55	точки зрения того	1	1
56	совершенно ясно что	7	1
57	потому что в	4	1
58	именно потому что	3	1
59	в очень редких	1	1
60	сказать что в	2	1
61	в свою очередь	1	1
62	и тот же	2	1
63	а между тем	1	1
64	не только не	4	1
65	чуть ли не	1	1
66	иметь в виду	3	1
67	смысле этого слова	1	1
68	на них как	1	1
69	что это есть	2	1
70	ложному пути и	1	1
71	речь идет о	1	1
72	борющихся друг с	1	1
73	он как бы	1	1
74	в этой области	1	1
75	мы видим что	5	1
76	до известной степени	1	1
77	и только в	1	1
78	не может быть	4	1
79	по отношению к	2	1
80	потому что сама	1	1
81	и в то	1	1
82	одной из этих	1	1
83	в данном случае	3	1
84	мы имеем в	1	1
85	в том или	1	1
86	и все же	1	1
87	песен в том	1	1
88	в отличие от	3	1
89	и никогда не	1	1
90	что в этой	3	1
91	однако несмотря на	1	1
92	а в том	1	1
93	приводит к их	1	1
94	а не как	1	1
95	и заставляет его	1	1
96	после того как	1	1
97	и в результате	3	1
98	только в одном	1	1
99	них как на	1	1
100	но все они	1	1
101	и своего отца	1	1
102	что в этом	6	1
103	и того же	2	1
104	же самое происходит	1	1
105	один и тот	1	1
106	на задний план	1	1
107	с тем что	3	1
108	и есть то	1	1
109	том или ином	1	1
110	мы знаем о	1	1
111	которые могли бы	1	1
112	и в сущности	1	1
113	психологической точки зрения	2	1
114	может быть в	1	1
115	в самом деле	8	1
116	но далеко не	1	1
117	к этому что	1	1
118	тот факт что	6	1
119	указывает на то	3	1
120	состоит в том	2	1
121	и что он	2	1
122	только то что	1	1
123	во всех других	1	1
124	как бы в	3	1
125	и в этой	4	1
126	с другой стороны	8	1
127	с психологической точки	2	1
128	с ними в	1	1
129	все это было	2	1
130	даже там где	1	1
131	то что эти	1	1
132	о том как	1	1
133	не в том	1	1
134	по тому же	1	1
135	в то время	4	1
136	по ложному пути	1	1
137	самом деле если	2	1
138	из которых каждый	1	1
139	это и есть	1	1
140	что и в	1	1
141	из этих трех	1	1
142	одного и того	2	1
143	в которых он	1	1
144	совпадает с тем	1	1
145	друг к другу	5	1
