N	3gram	Voloshinov	Narrotol
1	в том что	4	18
2	в данном случае	2	17
3	по отношению к	11	11
4	к тому же	1	9
5	о том что	1	9
6	не может быть	7	8
7	тем не менее	3	8
8	то же время	1	8
9	в то же	1	8
10	в этом отношении	1	8
11	мы имеем дело	1	6
12	можно сказать что	5	6
13	с одной стороны	2	6
14	в свою очередь	1	5
15	но и в	1	5
16	на самом деле	2	5
17	подобно тому как	1	5
18	имеем дело с	1	5
19	в конечном счете	1	4
20	во всяком случае	1	4
21	в самом деле	1	3
22	и не может	3	3
23	до сих пор	3	3
24	в зависимости от	2	3
25	то же самое	2	3
26	с точки зрения	2	3
27	дело в том	4	3
28	и не в	3	2
29	далеко не всегда	1	2
30	более или менее	1	2
31	и то же	2	2
32	в частности в	1	2
33	сами по себе	1	2
34	а между тем	1	2
35	как если бы	4	2
36	на второй план	1	2
37	но все же	1	2
38	между тем это	1	2
39	все же не	1	2
40	одно и то	2	2
41	можно было бы	1	2
42	так же как	1	2
43	отношению к ним	1	2
44	в русской литературе	1	2
45	но то же	1	1
46	одной стороны и	2	1
47	читателя и того	1	1
48	и тот же	1	1
49	за ее пределы	1	1
50	в этом направлении	1	1
51	таким образом для	1	1
52	на себя роль	1	1
53	отнюдь не является	1	1
54	до известной степени	2	1
55	позицию по отношению	1	1
56	в этом смысле	1	1
57	самом деле в	1	1
58	продукт социального взаимодействия	1	1
59	трех говорящего автора	1	1
60	бы не было	1	1
61	он думает и	1	1
62	мы это уже	1	1
63	сам по себе	1	1
64	с этой стороны	2	1
65	здесь имеет место	1	1
66	но в своем	1	1
67	или о чем	1	1
68	по аналогии с	1	1
69	социального взаимодействия трех	1	1
70	о чем говорят	1	1
71	в чем не	1	1
72	могут быть только	1	1
73	том что в	1	1
74	сохраняет при этом	1	1
75	выражение и продукт	1	1
76	то ни было	3	1
77	какой бы то	1	1
78	и того о	1	1
79	только то что	1	1
80	с другой стороны	2	1
81	не сливаются в	1	1
82	бы то ни	3	1
83	в виду и	1	1
84	в значительной степени	1	1
85	слово есть выражение	1	1
86	или хотя бы	1	1
87	и потому не	1	1
88	одним и тем	1	1
89	может быть только	1	1
90	в нашем случае	1	1
91	они захватывают и	1	1
92	взаимодействия трех говорящего	1	1
93	того о ком	1	1
94	никогда не бывает	1	1
95	и тем же	1	1
96	приходится признать что	1	1
97	к нему в	1	1
98	и точек зрения	1	1
99	в противном случае	1	1
100	по крайней мере	1	1
101	чем говорят героя	1	1
102	и с героем	1	1
103	есть выражение и	1	1
104	один и тот	1	1
105	случае мы имеем	1	1
106	этой точки зрения	3	1
107	что не только	1	1
108	как и в	1	1
109	она в самом	1	1
110	отношению к которому	1	1
111	в то время	1	1
112	всей жизни в	1	1
113	принимают участие в	1	1
114	как в жизни	1	1
115	о ком или	1	1
116	и та же	1	1
117	и здесь мы	1	1
118	отношения между людьми	1	1
119	и продукт социального	1	1
120	но отнюдь не	2	1
121	то время как	1	1
122	с самого начала	1	1
123	же как и	1	1
124	одна и та	1	1
125	ком или о	1	1
126	форме так и	1	1
127	как это делает	1	1
128	то что я	1	1
129	то что мы	1	1
130	в основе своей	1	1
131	точки зрения как	1	1
132	прежде всего тем	1	1
133	как на самом	1	1
134	это прежде всего	1	1
135	ни в чем	1	1
136	если бы не	1	1
137	может быть и	3	1
