N	3gram	Ircho_Kome	Stilisti
1	в то же	11	9
2	для того чтобы	8	7
3	в зависимости от	1	7
4	то же время	11	7
5	с тем у	1	5
6	с точки зрения	6	5
7	в свою очередь	10	4
8	с самого начала	5	4
9	то же самое	3	4
10	но и в	1	3
11	в конце концов	3	3
12	как мы видели	1	3
13	не только в	1	3
14	и тем самым	1	3
15	в этом случае	2	3
16	не забудем что	1	3
17	но все же	3	3
18	как бы в	1	3
19	в той же	1	3
20	само собой разумеется	3	2
21	в самом деле	13	2
22	чуть ли не	2	2
23	вместе с тем	5	2
24	не может быть	1	2
25	по отношению к	4	2
26	о том что	7	2
27	отношения к нему	1	2
28	мы увидим что	1	2
29	но об этом	1	2
30	можно сказать что	1	2
31	в голову не	1	2
32	не было бы	1	2
33	но при этом	1	2
34	зависимости от того	1	2
35	и в то	2	2
36	равно как и	3	2
37	тех случаях когда	1	2
38	в связи с	3	2
39	к тому что	1	2
40	в этом отношении	2	2
41	в тех случаях	1	2
42	в том что	15	1
43	до того как	1	1
44	к мысли что	2	1
45	собственном смысле слова	1	1
46	себе не может	1	1
47	себе в этом	1	1
48	что мы не	1	1
49	друг друга и	2	1
50	приходит к мысли	2	1
51	но вместе с	1	1
52	как нет и	1	1
53	в конечном счете	2	1
54	вообще бы не	1	1
55	к одному и	1	1
56	того чтобы не	1	1
57	по крайней мере	1	1
58	в ней также	1	1
59	одних и тех	1	1
60	и тому же	1	1
61	не сомневаться что	1	1
62	как можно более	1	1
63	и в отношении	1	1
64	в собственном смысле	1	1
65	во время своего	1	1
66	тем не менее	3	1
67	только в том	1	1
68	и тем более	2	1
69	в оживленной беседе	1	1
70	в ней как	1	1
71	если он говорит	1	1
72	и тех же	1	1
73	более или менее	2	1
74	по сравнению с	3	1
75	независимо от того	1	1
76	таким образом в	1	1
77	на этот вопрос	1	1
78	можем не сомневаться	1	1
79	ближе к тому	1	1
80	одного и того	1	1
81	и к тому	2	1
82	не говоря уже	2	1
83	в которой мы	1	1
84	для того времени	1	1
85	до сих пор	12	1
86	именно потому что	2	1
87	в разговоре с	1	1
88	и чаще всего	1	1
89	здесь нет и	3	1
90	я и в	1	1
91	сошли с ума	1	1
92	но при всем	1	1
93	как и всякий	2	1
94	то хотя бы	1	1
95	ответа на вопрос	2	1
96	и в голову	1	1
97	не иначе как	2	1
98	мы будем называть	1	1
99	мы имеем в	2	1
100	одному и тому	1	1
101	но если бы	1	1
102	и никогда не	1	1
103	по себе не	1	1
104	брата и сестры	2	1
105	пока он не	1	1
106	и того же	1	1
107	не менее и	1	1
108	в высшей степени	2	1
109	тем что он	1	1
110	либо в конце	1	1
111	и все же	2	1
112	одной из сторон	1	1
113	в каком направлении	1	1
114	вовсе не является	1	1
115	не нуждается в	1	1
116	в нем и	1	1
117	с другой стороны	2	1
118	вопрос о том	1	1
119	как только он	1	1
120	с каждым новым	1	1
121	должен был бы	1	1
122	если не будет	1	1
123	по самой своей	1	1
124	в виду что	1	1
125	можно было бы	1	1
126	мы не можем	1	1
127	и не может	1	1
128	и в этом	1	1
129	отнюдь не является	1	1
