N	3gram	Potebnia_M	Formalny
1	с точки зрения	2	40
2	не может быть	7	29
3	на самом деле	4	21
4	то же время	8	20
5	в то же	8	20
6	и т д	5	19
7	и т п	7	18
8	во всяком случае	3	16
9	в настоящее время	1	13
10	по отношению к	10	12
11	в самом деле	1	11
12	так и в	2	11
13	в этом отношении	2	11
14	бы то ни	1	10
15	в большинстве случаев	2	9
16	с другой стороны	4	9
17	и не может	1	9
18	для того чтобы	5	8
19	до сих пор	4	8
20	вместе с тем	5	8
21	как мы видели	1	8
22	с одной стороны	4	8
23	более или менее	6	7
24	сами по себе	3	7
25	то ни было	1	7
26	в свою очередь	6	7
27	и в этом	1	7
28	в самом языке	1	7
29	в том что	22	6
30	с тем что	1	6
31	сам по себе	9	6
32	в данном случае	3	6
33	не только не	4	6
34	в художественном произведении	1	6
35	смысле этого слова	9	6
36	может быть и	1	6
37	одной стороны и	1	5
38	к тому чтобы	1	5
39	в этом смысле	2	5
40	к тому что	3	5
41	между звуком и	1	5
42	как бы ни	4	5
43	мы не можем	5	5
44	и не в	1	4
45	тем не менее	7	4
46	не в том	6	4
47	все более и	1	4
48	более и более	1	4
49	до настоящего времени	1	4
50	не могут быть	3	4
51	а не в	1	4
52	но и в	4	4
53	она ни была	1	4
54	бы она ни	1	4
55	подобно тому как	3	4
56	нет и не	1	4
57	сама по себе	3	4
58	сводится к тому	1	4
59	из виду что	2	3
60	и тот же	2	3
61	звуком и значением	1	3
62	так или иначе	1	3
63	друг с другом	1	3
64	то же что	5	3
65	то же самое	3	3
66	только то что	1	3
67	равно как и	2	3
68	с тем и	3	3
69	в том смысле	6	3
70	в том чтобы	4	3
71	а не как	2	3
72	потому что он	3	3
73	один и тот	2	3
74	то и другое	3	3
75	в противном случае	1	3
76	и не менее	1	3
77	именно в том	3	3
78	и то и	2	3
79	что же касается	1	3
80	нам кажется что	3	3
81	именно того что	1	2
82	и столь же	1	2
83	все то что	2	2
84	по себе а	4	2
85	том смысле что	2	2
86	не была бы	1	2
87	одного к другому	2	2
88	форма и содержание	1	2
89	в собственном смысле	2	2
90	и со стороны	1	2
91	хотя бы и	1	2
92	говоря уже о	1	2
93	вовсе не в	1	2
94	в слове не	1	2
95	друг от друга	2	2
96	в строгом смысле	1	2
97	но и с	1	2
98	в том случае	2	2
99	не потому что	1	2
100	именно потому что	1	2
101	между тем как	4	2
102	могло бы быть	1	2
103	и тем самым	1	2
104	и в общем	1	2
105	и в других	1	2
106	же касается до	1	2
107	в таком случае	2	2
108	из того что	1	2
109	так же и	1	2
110	от одного к	2	2
111	и в том	3	2
112	слова и его	1	2
113	может быть только	4	2
114	мы видели что	1	2
115	может и не	1	2
116	лишь тогда когда	4	2
117	и тем же	4	2
118	там где она	1	2
119	в это время	1	2
120	и в поэтическом	1	2
121	в процессе его	1	2
122	один из моментов	1	2
123	как и в	3	2
124	как один из	1	2
125	и художественное произведение	1	2
126	от того что	7	2
127	ничего общего с	1	2
128	но что же	1	2
129	не может стать	2	2
130	не говоря уже	1	2
131	со всех сторон	3	2
132	да и не	1	2
133	художественного произведения и	1	2
134	одним и тем	4	2
135	же время и	1	2
136	дело в том	1	2
137	в поэтическом произведении	1	2
138	не только в	4	2
139	в этом случае	2	2
140	что в нем	1	2
141	и в каждом	1	2
142	так как и	1	2
143	тем что оно	1	2
144	формы и содержания	1	2
145	и поэтическое произведение	1	2
146	что и в	4	2
147	он был бы	1	2
148	как в языке	1	1
149	что он не	3	1
150	место в системе	2	1
151	определенное место в	1	1
152	он может и	1	1
153	самих по себе	2	1
154	каждого из них	1	1
155	и здесь основная	1	1
156	и как бы	2	1
157	заключается именно в	1	1
158	этого слова в	2	1
159	том что это	1	1
160	но вместе с	2	1
161	лишь в том	1	1
162	отношения между ними	1	1
163	можем сказать что	1	1
164	лишь один из	1	1
165	что слово есть	1	1
166	что в ней	2	1
167	так сказать от	1	1
168	в том как	3	1
169	и многие другие	2	1
170	чтобы понять что	1	1
171	одним из первых	1	1
172	но он может	1	1
173	и тогда когда	1	1
174	которые могут быть	1	1
175	здесь может быть	1	1
176	же что и	1	1
177	не видеть что	1	1
178	если бы например	2	1
179	что оно не	2	1
180	самом деле в	1	1
181	у нас в	1	1
182	в поэзии то	1	1
183	она так сказать	1	1
184	еще не было	1	1
185	ее так и	1	1
186	в смысле совокупности	1	1
187	не можем не	1	1
188	в том же	2	1
189	одним словом не	1	1
190	мы замечаем что	1	1
191	и в такой	1	1
