N	3gram	Tiupa_Narr	Problema
1	тем не менее	6	56
2	о том что	3	39
3	в том что	11	37
4	и т д	1	33
5	то же самое	3	30
6	в связи с	3	29
7	в данном случае	12	28
8	той или иной	6	26
9	по крайней мере	1	26
10	во всяком случае	2	25
11	с другой стороны	1	25
12	с точки зрения	2	25
13	в таком случае	1	23
14	содержит в себе	1	23
15	сам по себе	1	21
16	и то что	1	20
17	на то что	2	19
18	в этом смысле	1	19
19	как раз и	1	18
20	для того чтобы	4	17
21	то есть в	1	17
22	в то же	7	17
23	точно так же	2	16
24	то что мы	1	15
25	до сих пор	3	14
26	что иное как	1	14
27	сами по себе	2	13
28	того или иного	3	13
29	на самом деле	1	13
30	можно было бы	1	13
31	не может быть	6	12
32	так или иначе	1	12
33	той или другой	1	12
34	можно сказать что	5	12
35	в то время	1	12
36	то время как	1	12
37	дело в том	2	11
38	бы то ни	1	11
39	с одной стороны	5	11
40	в той или	1	10
41	и тем самым	6	10
42	не только не	2	10
43	более или менее	2	10
44	только то что	1	10
45	не только в	12	10
46	может быть и	1	9
47	никак не может	1	8
48	может быть только	1	8
49	к тому же	8	7
50	чем иным как	2	7
51	но и в	4	7
52	иметь в виду	1	7
53	в том или	1	7
54	хотя и не	2	7
55	только потому что	1	7
56	и как бы	1	6
57	по себе но	1	6
58	в самом деле	3	6
59	и то же	2	6
60	так и в	1	6
61	это то что	1	6
62	и в других	1	6
63	то ни было	1	6
64	в том смысле	1	6
65	здесь не в	1	6
66	на первый взгляд	1	6
67	в этом отношении	5	6
68	само по себе	1	6
69	по себе а	1	5
70	вовсе еще не	1	5
71	в чем не	1	5
72	на этот раз	1	5
73	пока еще не	1	5
74	а также и	1	5
75	так же как	1	5
76	в том виде	1	5
77	в том числе	1	5
78	сказать и о	1	5
79	в зависимости от	3	5
80	с той или	2	5
81	том или ином	1	5
82	одно и то	2	5
83	же как и	1	5
84	ни в чем	1	5
85	на том что	1	4
86	что это за	2	4
87	друг от друга	1	4
88	связи с этим	1	4
89	том числе и	1	4
90	но все же	1	4
91	мы имеем дело	4	4
92	и потому что	1	4
93	и тем же	1	4
94	этой точки зрения	1	4
95	дело здесь не	1	4
96	это уже не	1	4
97	еще и потому	1	4
98	здесь не только	2	4
99	в смысловом отношении	2	4
100	а с другой	2	4
101	сказать что он	1	4
102	в этих случаях	1	4
103	именно то что	1	4
104	одним и тем	1	4
105	как мы видели	1	4
106	подобно тому как	4	4
107	на эту тему	1	4
108	одной стороны и	1	3
109	то что не	1	3
110	бы не было	1	3
111	таким образом что	1	3
112	в отличие от	6	3
113	и того же	2	3
114	к тому что	4	3
115	не то что	1	3
116	имея в виду	1	3
117	ни о каких	1	3
118	если бы не	1	3
119	что не только	1	3
120	как и в	1	3
121	здесь мы имеем	1	3
122	в результате чего	1	3
123	именно в этом	1	3
124	не может обойтись	1	3
125	как мы увидим	1	3
126	себе но как	1	3
127	с этой точки	1	3
128	тем более не	1	3
129	по сравнению с	1	3
130	одного и того	2	3
131	бросается в глаза	1	3
132	и в то	2	3
133	ничего не знает	1	3
134	в виду и	1	3
135	в известном смысле	4	3
136	жизни а в	1	3
137	в русской литературе	1	3
138	мы не знаем	1	3
139	далеко не всегда	1	3
140	в сущности говоря	1	3
141	по отношению к	5	2
142	войне и мире	2	2
143	и т п	2	2
144	ничего не говорит	1	2
145	который ничего не	1	2
146	то что обычно	1	2
147	он вовсе не	1	2
148	у нас о	1	2
149	а в том	2	2
150	в частности в	2	2
151	не может существовать	1	2
152	точки зрения в	1	2
153	однако тут же	1	2
154	связи с этой	1	2
155	является не только	1	2
156	мысль о том	1	2
157	и особенно в	1	2
158	что вся эта	1	2
159	в последние десятилетия	1	2
160	один и тот	1	2
161	но и не	2	2
162	того и другого	1	2
163	и не объективна	1	2
164	и для нас	1	2
165	мы не можем	1	2
166	ни одна из	1	2
167	в войне и	2	2
168	как и у	1	2
169	и что в	1	2
170	и все же	4	2
171	не могли бы	1	2
172	с другими людьми	1	2
173	и тот же	1	2
174	до нас в	1	2
175	не отличается от	1	2
176	однако и здесь	1	2
177	содержащий в себе	1	2
178	друг на друга	2	2
179	что не имеет	1	2
180	что все эти	1	2
181	к тому или	1	2
182	не было и	2	2
183	в нем не	2	2
184	из них не	1	2
185	не может не	1	2
186	относится и к	1	2
187	а не в	1	2
188	в начале или	1	2
189	но уже не	1	2
190	перед нами не	2	2
191	себя не только	1	2
192	в свою очередь	2	2
193	или хотя бы	1	2
194	и не может	3	2
195	тому или иному	1	2
196	внимание на то	2	2
197	а то и	1	2
198	связаны между собой	1	2
199	в эстетике и	1	2
200	в том случае	1	2
201	то есть от	1	2
202	но в конце	1	2
203	и здесь мы	1	2
204	как раз в	3	2
205	у меня в	1	2
206	не мог быть	1	2
207	весьма характерное для	1	2
208	и в самом	1	2
209	времени и пространстве	6	2
210	ее в качестве	1	2
211	и не только	1	2
212	в основе своей	1	2
213	но с другой	1	2
214	определенный момент времени	1	1
215	по разным причинам	1	1
216	о котором уже	1	1
217	одна из этих	1	1
218	и нет никакого	1	1
219	и после его	1	1
220	что в ней	1	1
221	в том как	2	1
222	в большинстве случаев	1	1
223	одной из этих	1	1
224	и в другом	1	1
225	ее внутренняя жизнь	1	1
226	указывает не на	1	1
227	при этом что	1	1
228	мере в какой	1	1
229	не представляется возможным	1	1
230	об этом не	1	1
231	не говоря о	1	1
232	и представляет собой	2	1
233	уже никто не	1	1
234	не верили в	1	1
235	входит в состав	1	1
236	начала и конца	4	1
237	в самом общем	1	1
238	в определенный момент	1	1
239	но при этом	3	1
240	начало и конец	3	1
241	не только на	2	1
242	в разговоре с	1	1
243	всяком случае он	1	1
244	теперь уже не	1	1
245	с этой стороны	1	1
246	и о его	1	1
247	в далекое прошлое	1	1
248	речь идет о	3	1
249	по аналогии с	1	1
250	означает то что	1	1
251	еще в году	1	1
252	человеческого я в	2	1
253	быть не только	1	1
254	который в данном	1	1
255	не сами по	1	1
256	на этот вопрос	1	1
257	в ней не	1	1
258	того о чем	1	1
259	что именно в	1	1
260	так как это	1	1
261	настоящего и будущего	1	1
262	в первой главе	1	1
263	преступление и наказание	1	1
264	не входит в	1	1
265	как в жизни	1	1
266	в той же	1	1
267	тип в том	1	1
268	в нашем случае	1	1
269	у нас будут	1	1
270	в евгении онегине	1	1
271	они могут быть	1	1
272	не в его	1	1
273	может быть несколько	1	1
274	дело не с	1	1
275	том что ни	1	1
276	в xix в	1	1
277	каждого из нас	1	1
278	которая не в	1	1
279	как это было	1	1
280	я никак не	1	1
281	к новой жизни	1	1
282	он сам без	1	1
283	в себе но	1	1
284	это пока еще	1	1
285	как один из	1	1
286	не все что	1	1
287	как символ бессмертия	1	1
288	этого термина в	1	1
289	или иной области	1	1
290	может претендовать на	1	1
291	состоит в том	5	1
292	оно взывает к	1	1
293	из того что	1	1
294	говорит о своей	1	1
295	да и не	1	1
296	из них мы	1	1
297	но еще не	1	1
298	как и все	1	1
299	и не субъективна	1	1
300	и все его	1	1
301	тем же самым	1	1
302	построена так что	1	1
303	что человек есть	1	1
304	так и его	1	1
305	в новое и	1	1
306	у него нет	1	1
307	тем или иным	2	1
308	но и самого	1	1
309	но в зависимости	1	1
310	том случае если	1	1
311	том смысле как	1	1
312	мы не должны	1	1
313	и он не	1	1
314	а во время	1	1
315	это прежде всего	1	1
316	является в данном	1	1
317	не говорится но	1	1
318	в самом начале	1	1
319	у него есть	1	1
320	то и в	1	1
321	в художественной литературе	1	1
322	заходящего солнца и	1	1
323	быть и не	1	1
324	до известной степени	1	1
325	настаивать на том	1	1
326	от солнца и	1	1
327	ничего подобного не	1	1
328	собой но что	1	1
329	и со стороны	1	1
330	он не может	1	1
331	роль не только	1	1
332	ни у кого	1	1
333	было и не	1	1
334	в этом втором	1	1
335	не в том	1	1
336	увидел у себя	1	1
337	мы встречаемся в	1	1
338	во втором случае	1	1
339	то в его	1	1
340	но для того	1	1
341	что только в	1	1
342	что для него	1	1
343	в результате которого	1	1
344	но на этот	1	1
345	в себе самом	2	1
346	может быть не	2	1
347	не для того	1	1
348	в первом случае	3	1
349	ни о чем	2	1
350	человеческой жизни а	2	1
351	как и всякий	1	1
352	но и с	1	1
353	рода но и	1	1
354	смысла то есть	1	1
355	по сути дела	2	1
356	об этом свидетельствует	1	1
357	на то чтобы	2	1
358	образом зависит от	1	1
359	как бы желая	2	1
360	но и к	1	1
361	выражается в слове	1	1
362	точки зрения на	1	1
363	то же время	7	1
364	это могло бы	1	1
365	что у него	2	1
366	которое отнюдь не	1	1
367	из поля зрения	1	1
368	объективна и не	1	1
369	в этом последнем	2	1
370	языка как системы	1	1
371	жизни то есть	1	1
372	том как он	1	1
373	другим потому что	2	1
374	можно представить себе	1	1
375	к такого рода	1	1
376	не объективна и	1	1
377	при встрече с	3	1
378	значимость только в	1	1
