N	2gram	Voloshinov	Myshleni
1	в том	6	195
2	внутренней речи	3	191
3	в этом	4	167
4	то что	5	166
5	и в	12	162
6	том что	5	161
7	таким образом	12	147
8	точки зрения	14	143
9	с помощью	6	131
10	что в	2	119
11	не только	4	116
12	того что	3	109
13	в процессе	6	101
14	так же	3	100
15	того чтобы	1	91
16	может быть	14	89
17	с точки	2	89
18	не может	16	81
19	как и	5	79
20	так как	9	78
21	и не	10	78
22	только в	6	75
23	в целом	1	74
24	как мы	1	72
25	речи в	2	70
26	но и	3	70
27	в его	2	67
28	сказать что	7	65
29	мы могли	1	65
30	как бы	13	64
31	вместе с	2	62
32	и что	2	60
33	было бы	1	60
34	в качестве	1	60
35	то же	5	58
36	в основе	1	58
37	в отношении	2	55
38	между собой	2	53
39	что мы	5	53
40	в самом	4	52
41	мы должны	1	50
42	к тому	1	49
43	что они	1	48
44	мы можем	2	48
45	тогда когда	2	47
46	на основе	1	47
47	мы не	3	47
48	если бы	9	46
49	по отношению	11	45
50	но не	2	45
51	с другой	4	45
52	внешней речи	1	43
53	же как	1	43
54	как это	2	42
55	отношению к	11	42
56	не является	1	41
57	о том	3	40
58	по своей	1	40
59	одной стороны	2	40
60	никогда не	5	39
61	с одной	2	39
62	так и	4	39
63	мы видели	1	38
64	в области	1	38
65	и к	4	37
66	если мы	1	37
67	не в	4	37
68	с самого	1	36
69	в своем	2	36
70	все эти	3	36
71	самого начала	1	36
72	как в	5	36
73	а не	5	36
74	и его	13	36
75	можно было	1	35
76	в себе	3	35
77	он не	2	35
78	связи с	1	34
79	во внутренней	1	34
80	прежде всего	8	33
81	при этом	6	33
82	по себе	3	33
83	именно в	1	32
84	и на	4	32
85	что оно	1	32
86	же самое	2	32
87	что и	2	32
88	и тем	1	32
89	но в	5	32
90	слова и	6	32
91	все же	4	31
92	и то	2	31
93	этом отношении	1	30
94	между тем	3	29
95	могут быть	2	29
96	от того	4	29
97	самом деле	3	28
98	к слову	2	28
99	с этой	2	27
100	в результате	1	27
101	другой стороны	2	27
102	в то	2	27
103	и с	3	27
104	в своей	3	27
105	что все	1	27
106	перед нами	1	27
107	что это	1	26
108	для него	3	26
109	в частности	1	26
110	в чем	2	25
111	что она	1	25
112	еще не	3	25
113	уже в	2	25
114	все это	3	25
115	можно сказать	5	25
116	по мере	1	25
117	мы уже	1	25
118	это не	2	25
119	в смысле	1	24
120	тот же	1	24
121	зависимости от	4	24
122	в какой	2	24
123	в нем	6	24
124	в слове	1	24
125	как уже	2	24
126	в высшей	1	24
127	друг друга	1	23
128	речи с	1	23
129	ни в	3	23
130	во всяком	1	22
131	уже сказано	1	22
132	не могут	1	22
133	то время	1	22
134	столь же	1	22
135	в зависимости	2	22
136	отношения между	1	22
137	высшей степени	1	22
138	между ними	2	21
139	к этому	2	21
140	и следовательно	5	21
141	и ее	3	21
142	с таким	1	21
143	в нашем	11	21
144	его в	4	21
145	все время	6	21
146	показать что	1	21
147	там где	2	21
148	и все	2	21
149	в истории	1	21
150	и более	3	21
151	отношение к	4	21
152	в виду	5	20
153	не менее	3	20
154	в котором	3	20
155	в другом	1	20
156	к которому	1	20
157	время как	1	20
158	речь и	1	20
159	в такой	3	20
160	едва ли	2	20
161	на этом	1	20
162	должно быть	1	20
163	и их	1	20
164	но мы	2	19
165	во всех	1	19
166	а с	1	19
167	и по	3	19
168	но если	1	19
169	независимо от	2	19
170	в данном	2	19
171	для других	2	19
172	словом и	2	19
173	как на	2	19
174	с ним	3	19
175	в себя	2	19
176	но это	2	18
177	этом смысле	1	18
178	слов и	1	18
179	всяком случае	1	18
180	в этих	2	17
181	к другим	1	17
182	в одном	1	17
183	не есть	2	17
184	сих пор	3	17
185	до сих	3	17
186	в свою	1	17
187	тем же	1	17
188	до конца	2	17
189	и для	3	17
190	для этого	1	17
191	и того	1	17
192	у него	1	17
193	не совпадают	1	17
194	этой точки	3	17
195	ту же	1	17
196	совпадает с	2	17
197	и только	1	17
198	и другие	2	16
199	мы имеем	2	16
200	вовсе не	1	16
201	к одному	1	16
202	такой же	2	16
203	то в	1	16
204	для нас	7	16
205	которые в	1	16
206	тому как	1	16
207	является в	1	15
208	в них	3	15
209	является то	1	15
210	и это	1	15
211	и является	4	15
212	подобно тому	1	15
213	внутренней речью	1	15
214	данном случае	2	15
215	на все	2	15
216	тем более	1	15
217	хотя бы	5	15
218	те же	2	15
219	том же	1	15
220	ничего не	2	15
221	когда он	3	15
222	но что	2	14
223	свою очередь	1	14
224	одно и	2	14
225	точка зрения	3	14
226	что для	1	14
227	точку зрения	2	14
228	из этого	3	14
229	и здесь	2	14
230	со всей	1	14
231	он должен	3	14
232	один и	1	14
233	этих двух	2	14
234	не можем	1	14
235	о чем	1	14
236	когда мы	1	14
237	и во	1	14
238	с его	2	14
239	в теории	1	14
240	имеет место	2	13
241	с другими	2	13
242	и тот	1	13
243	его к	2	13
244	в основном	2	13
245	к его	2	13
246	они не	1	13
247	в виде	1	13
248	значения и	2	13
249	отнюдь не	5	13
250	она не	2	13
251	но все	2	13
252	слова как	1	13
253	с ней	1	13
254	речи так	1	13
255	стороны и	2	13
256	все более	1	13
257	к другу	1	12
258	только на	3	12
259	нашей работы	1	12
260	ясно что	3	12
261	что слово	2	12
262	возникает из	1	12
263	за пределы	4	12
264	в одной	1	12
265	и потому	2	12
266	свое выражение	4	12
267	и обратно	1	12
268	еще более	1	12
269	ко всем	2	12
270	которые мы	2	12
271	к нему	4	12
272	от его	1	12
273	несмотря на	1	12
274	в ее	1	12
275	тем не	3	12
276	тому же	2	12
277	это мы	1	12
278	выражение в	2	12
279	все основные	1	12
280	это и	1	12
281	только к	1	12
282	в ней	6	12
283	входит в	1	12
284	они являются	1	11
285	на примере	2	11
286	обратимся к	1	11
287	с ее	1	11
288	в каком	3	11
289	моментов в	1	11
290	на самом	4	11
291	есть в	1	11
292	больше того	1	11
293	одно из	1	11
294	например в	1	11
295	мы увидим	1	11
296	наряду с	1	11
297	не знает	1	11
298	что нам	1	11
299	ничего общего	1	11
300	действия и	2	11
301	слово в	3	11
302	или менее	1	11
303	в пределах	3	11
304	к пониманию	1	11
305	нуждается в	3	11
306	и наконец	3	11
307	является для	2	10
308	что именно	1	10
309	но для	3	10
310	этого положения	2	10
311	опирается на	1	10
312	не совпадает	1	10
313	у нас	1	10
314	что является	1	10
315	в структуру	1	10
316	и которые	1	10
317	нами выше	1	10
318	и т.п	1	10
319	и значение	2	10
320	но этот	2	10
321	здесь мы	1	10
322	в конечном	1	10
323	относится к	2	10
324	и слово	2	10
325	конечном счете	1	9
326	что уже	1	9
327	более или	1	9
328	должны быть	1	9
329	та же	1	9
330	друг к	1	9
331	оно не	2	9
332	зависит от	2	9
333	оно является	1	9
334	в новой	1	9
335	к предмету	5	9
336	но эта	1	9
337	сама по	1	9
338	что можно	1	9
339	место в	2	9
340	в момент	2	9
341	он имеет	1	9
342	только для	1	9
343	как только	2	9
344	не то	1	9
345	и он	1	9
346	и притом	2	9
347	находит свое	3	9
348	мы в	2	9
349	хотя и	1	9
350	включает в	1	9
351	и во-вторых	1	9
352	не как	1	8
353	из двух	1	8
354	увидим что	1	8
355	и те	2	8
356	уже и	1	8
357	речи а	1	8
358	одному и	1	8
359	эти три	1	8
360	все остальные	1	8
361	от нее	1	8
362	обоих этих	1	8
363	сам по	1	8
364	отношении к	3	8
365	еще один	1	8
366	тенденция к	1	8
367	все равно	1	8
368	чем мы	1	8
369	только и	1	8
370	относятся к	1	8
371	и тому	1	8
372	дело с	2	8
373	связь с	2	8
374	где они	1	8
375	убедиться в	1	8
376	какой степени	2	8
377	себе и	1	8
378	остается в	1	8
379	в современной	1	8
380	и др	5	8
381	и из	1	8
382	не на	1	8
383	одним и	1	8
384	и тогда	1	8
385	более и	1	8
386	что я	1	8
387	на которой	1	8
388	только то	1	8
389	самой своей	1	8
390	что не	4	8
391	в таком	1	7
392	слова с	1	7
393	ситуации в	1	7
394	на него	2	7
395	со словом	2	7
396	в общем	1	7
397	и делает	1	7
398	его и	1	7
399	в значительной	1	7
400	для всего	1	7
401	восприятия и	1	7
402	с первого	1	7
403	к вопросу	1	7
404	на один	2	7
405	мы обратимся	1	7
406	но тем	2	7
407	из нее	1	7
408	в жизни	5	7
409	не существует	1	7
410	которой он	1	7
411	имеет в	3	7
412	следующим образом	1	7
413	слово не	1	7
414	к общему	1	7
415	общего с	2	7
416	к целому	1	7
417	должна быть	5	7
418	не имеют	1	7
419	при помощи	1	7
420	остается еще	1	7
421	слова не	1	7
422	в обоих	1	7
423	признать что	1	7
