N	2gram	Losev_Prob	Russkaja
1	не может	18	22
2	и не	63	19
3	в этом	30	17
4	в том	19	17
5	и в	64	14
6	то что	72	13
7	таким образом	9	11
8	то же	10	11
9	точки зрения	5	11
10	но и	23	10
11	в то	7	10
12	не только	37	9
13	с точки	3	9
14	том что	26	9
15	во всяком	18	9
16	может быть	29	9
17	в себе	16	9
18	прежде всего	17	8
19	того чтобы	10	8
20	как на	3	8
21	не будет	11	7
22	ни к	1	7
23	самом деле	10	7
24	к тому	5	7
25	о том	25	7
26	самого себя	2	7
27	в данном	16	7
28	и если	9	7
29	мы должны	5	7
30	и с	12	7
31	отнюдь не	15	7
32	и к	2	6
33	для всех	3	6
34	если в	2	6
35	и при	4	6
36	для него	2	6
37	признать что	1	6
38	все это	11	6
39	на самом	9	6
40	в своих	3	6
41	если бы	8	6
42	и для	10	6
43	в россии	1	6
44	с тем	6	6
45	что он	11	6
46	для того	10	6
47	к которой	1	6
48	в своем	7	6
49	всяком случае	11	6
50	а потому	2	5
51	до сих	6	5
52	и на	11	5
53	из которых	2	5
54	только в	19	5
55	или иной	8	5
56	по существу	2	5
57	в своей	8	5
58	в последние	3	5
59	во имя	1	5
60	себя и	1	5
61	между собой	5	5
62	во всех	9	5
63	сих пор	6	5
64	и только	7	5
65	вопрос о	4	5
66	хотя бы	15	5
67	потому что	24	5
68	в нем	14	5
69	между тем	3	5
70	он не	5	5
71	а между	1	5
72	конечно не	3	5
73	а в	7	5
74	при этом	8	5
75	было бы	16	5
76	на то	12	5
77	он должен	2	5
78	никогда не	8	5
79	что в	21	4
80	бы то	2	4
81	и то	15	4
82	все что	2	4
83	когда они	1	4
84	так как	16	4
85	смотреть на	1	4
86	к этой	2	4
87	тогда когда	4	4
88	в его	12	4
89	тому чтобы	2	4
90	не могут	6	4
91	его в	9	4
92	более или	7	4
93	отказаться от	2	4
94	не в	6	4
95	он будет	2	4
96	в корне	2	4
97	вместе с	4	4
98	как и	7	4
99	что такой	1	4
100	все же	7	4
101	в их	7	4
102	со стороны	2	4
103	себе и	2	4
104	ли это	2	4
105	или менее	7	4
106	том случае	2	4
107	которой он	4	4
108	то ни	3	4
109	можно было	8	4
110	что же	18	4
111	в совершенно	1	4
112	от того	2	4
113	идет речь	2	4
114	как бы	18	4
115	в этой	14	4
116	себя в	1	4
117	жизни и	1	4
118	но не	13	4
119	в другое	2	4
120	в самом	10	3
121	то в	6	3
122	что они	5	3
123	этом случае	6	3
124	был и	1	3
125	что оно	4	3
126	собой и	3	3
127	и этот	4	3
128	самих себя	1	3
129	может не	1	3
130	данном случае	10	3
131	должно быть	3	3
132	несмотря на	6	3
133	что это	4	3
134	ни стало	2	3
135	в качестве	3	3
136	для них	5	3
137	что и	2	3
138	сводится к	3	3
139	что может	4	3
140	в виде	20	3
141	не было	7	3
142	связи с	8	3
143	или в	5	3
144	ни одна	2	3
145	во что	2	3
146	и будут	1	3
147	тем что	10	3
148	именно в	5	3
149	в конце	13	3
150	и как	10	3
151	и т	13	3
152	да и	11	3
153	о которых	6	3
154	о котором	4	3
155	не есть	49	3
156	но если	6	3
157	но мы	3	3
