N	2gram	Berdyaev_V	Psycholo
1	то что	9	193
2	и в	16	190
3	в том	3	163
4	что в	3	123
5	потому что	4	114
6	том что	2	113
7	и что	3	108
8	может быть	1	107
9	в этом	4	100
10	то есть	1	97
11	в самом	1	82
12	как бы	5	80
13	для того	1	78
14	того чтобы	2	78
15	что он	4	76
16	не только	2	75
17	и не	20	73
18	и т	2	69
19	так же	1	63
20	так как	9	63
21	то же	1	54
22	и мы	3	54
23	как и	4	51
24	что и	3	50
25	а не	7	50
26	что это	1	49
27	только в	2	46
28	говорит что	1	45
29	к тому	3	45
30	в искусстве	1	45
31	не в	3	45
32	в этой	1	43
33	никогда не	3	42
34	и все	4	42
35	вместе с	1	41
36	как это	1	40
37	но и	5	40
38	того что	5	39
39	и это	2	37
40	мы видим	1	37
41	с тем	2	35
42	вовсе не	1	34
43	и если	1	34
44	тому что	3	33
45	все же	1	33
46	что все	4	33
47	все это	5	32
48	мы не	2	31
49	в его	4	31
50	для нас	2	31
51	в ней	4	31
52	мы увидим	1	30
53	как в	1	30
54	и для	3	29
55	в нем	4	29
56	что они	7	28
57	и то	2	28
58	что мы	4	28
59	в своих	1	27
60	и на	1	27
61	а в	2	27
62	с другой	1	27
63	жизни и	3	25
64	тем что	2	24
65	в целом	1	24
66	в своем	1	23
67	один из	2	23
68	что оно	1	23
69	могут быть	2	23
70	между тем	2	22
71	т д	2	22
72	как она	1	22
73	в котором	4	21
74	в двух	1	21
75	в которых	1	21
76	в своей	3	21
77	ни в	3	21
78	в конце	3	21
79	как мы	1	21
80	и вот	1	21
81	другой стороны	1	20
82	тот же	3	20
83	она не	1	20
84	на этом	1	20
85	это не	2	20
86	все эти	3	20
87	в одном	1	19
88	в ее	1	19
89	у него	1	19
90	он говорит	1	19
91	с этой	1	18
92	в которой	1	18
93	можно было	2	18
94	но в	3	18
95	зависимости от	1	18
96	вслед за	2	18
97	но не	2	18
98	и есть	4	18
99	видим что	1	18
100	есть не	1	18
101	в виду	1	17
102	во всяком	2	17
103	мы все	1	17
104	но это	3	17
105	одна из	2	17
106	у нас	1	17
107	к этому	1	16
108	говорит о	1	16
109	то это	3	16
110	и тем	1	16
111	не имеет	3	16
112	так и	4	16
113	в результате	1	15
114	в них	3	15
115	во всех	3	15
116	могли бы	1	15
117	не могут	2	15
118	и так	1	15
119	и потому	7	15
120	не просто	1	15
121	еще не	8	15
122	для него	2	15
123	хотя бы	3	14
124	это только	1	14
125	того как	1	14
126	прежде всего	2	14
127	что на	1	14
128	в жизни	3	14
129	бы в	1	14
130	должна быть	3	14
131	с ним	2	14
132	не могли	2	13
133	а с	2	13
134	с такой	1	13
135	речь идет	1	13
136	и другие	1	12
137	в этих	3	12
138	их в	3	12
139	я не	1	12
140	и уже	1	12
141	и другое	1	12
142	это в	1	12
143	конце концов	1	12
144	и очень	1	12
145	и с	1	12
146	что не	4	12
147	и до	1	12
148	ничего не	1	12
149	конечно не	2	11
150	не было	3	11
151	не будет	2	11
152	сравнению с	1	11
153	по сравнению	1	11
154	но мы	2	11
155	уже в	1	11
156	этого слова	1	11
157	с его	3	11
158	во всем	1	10
159	не так	2	10
160	в их	1	10
161	от него	2	10
162	должно быть	3	10
163	в состоянии	1	10
164	но как	1	10
165	и от	1	10
166	мы в	1	10
167	ее в	2	10
168	на нас	2	9
169	но что	1	9
170	не есть	6	9
171	вопрос о	1	9
172	на него	1	9
173	и говорит	1	9
174	в чем	3	9
175	мы будем	1	9
176	его и	2	9
177	в виде	1	9
178	и по	1	9
179	и ее	1	9
180	которые не	2	9
181	о чем	1	9
182	но все	1	9
183	роль в	1	9
184	к чему	3	9
185	и именно	1	9
186	мы хотим	4	9
187	по этому	3	9
188	не к	2	9
189	это значит	1	8
190	себе и	1	8
191	жизни с	1	8
192	в сознании	1	8
193	будто бы	1	8
194	и вообще	1	8
195	и эта	1	8
196	к нему	1	8
197	в процессе	1	8
198	и во	2	8
199	бы и	3	8
200	в трех	1	8
201	на которых	1	7
202	от этого	3	7
203	на том	2	7
204	для чего	1	7
205	они не	1	7
206	который он	1	7
207	это имеет	1	7
208	к ним	1	7
209	не существует	1	7
210	все что	4	7
211	когда в	2	7
212	от этой	1	7
213	к жизни	1	7
214	с которым	1	7
215	за ним	3	7
216	себя и	1	7
217	отказаться от	1	7
218	вот что	1	6
219	каким образом	1	6
220	он был	1	6
221	людей и	2	6
222	первый раз	3	6
223	что есть	5	6
224	оно не	3	6
225	да и	2	6
226	ее на	1	6
227	в русском	1	6
228	на нее	1	6
229	те которые	2	6
230	и которые	1	6
231	говорить о	4	6
232	это мы	2	6
233	и вместе	1	6
234	в себя	2	6
235	уже не	2	6
236	а потому	1	6
237	его с	1	6
238	как не	3	6
239	тот кто	2	6
240	то и	1	6
241	что я	3	6
242	жизни но	1	6
243	ничем не	1	6
244	в первый	3	6
245	отношение к	1	6
246	и сам	2	5
247	и опять	1	5
248	им в	1	5
249	нас и	3	5
250	можно ли	1	5
251	бы то	1	5
252	ее от	1	5
253	над ним	1	5
254	его к	2	5
255	и чем	1	5
256	если в	1	5
257	нет никакого	1	5
258	вместо того	2	5
259	в словах	1	5
260	это все	2	5
261	и теперь	2	5
262	не понимает	1	5
263	нет и	2	5
264	у них	1	5
265	и всегда	1	5
266	все равно	2	5
267	бы это	1	5
268	что всякий	1	5
269	но она	1	5
270	человека и	6	5
271	связь с	1	5
272	что тот	1	5
273	и было	1	5
274	указать на	1	5
275	хотя и	5	5
276	и за	2	5
277	она и	1	5
278	в известном	1	5
279	я говорю	2	5
280	еще и	1	5
281	не имеют	1	5
282	и тогда	2	5
283	это очень	1	5
284	человека в	1	5
285	его не	2	5
286	конечно в	1	5
287	мы станем	1	5
288	с которыми	1	4
289	является в	2	4
290	из всего	1	4
291	и смерти	1	4
292	человека не	1	4
293	в противоположность	1	4
294	а между	2	4
295	находится в	1	4
296	пути и	1	4
297	человек и	1	4
298	если оно	1	4
299	и хотя	1	4
300	природы и	1	4
301	любви и	1	4
302	из нас	1	4
303	на два	1	4
304	говорят что	1	4
305	в глазах	1	4
306	значение в	1	4
307	основана на	1	4
308	это еще	4	4
309	чтобы сделать	2	4
310	не по	1	4
311	не с	2	4
312	может и	1	4
313	от этих	2	4
314	в день	1	4
315	вот почему	2	4
316	заключается что	1	4
317	я думаю	2	4
318	ней и	1	4
319	с именем	1	4
320	своей сущности	1	4
321	ее и	2	4
322	после того	1	4
323	в мире	5	4
324	но к	1	4
325	материалом для	2	4
326	и нам	1	4
327	и никогда	2	4
328	никогда еще	2	4
329	если не	3	4
330	с ними	1	4
331	ли он	1	4
332	хотел бы	1	4
333	утверждают что	1	4
334	в истории	8	4
335	сделать это	1	4
336	не для	1	4
337	по смыслу	1	4
338	что от	2	4
339	за то	3	4
340	в понимании	1	4
341	же и	1	3
342	чтобы заставить	1	3
343	образа в	1	3
344	него в	1	3
345	а есть	2	3
346	жизнь в	1	3
347	людей а	1	3
348	меня в	1	3
349	людей с	1	3
350	в сердце	1	3
351	уже и	1	3
352	по которым	2	3
353	в разных	1	3
354	на котором	1	3
355	все в	1	3
356	как можно	1	3
357	есть еще	1	3
358	в последних	1	3
359	их от	3	3
360	на земле	7	3
361	человеке и	1	3
362	этих трех	3	3
363	потребность в	1	3
364	тогда мы	1	3
365	и самое	1	3
366	под этим	2	3
367	в форме	2	3
368	что нет	1	3
369	нет ничего	3	3
370	только мы	1	3
371	не быть	1	3
372	в которую	1	3
373	мы дадим	1	3
374	и тут	1	3
375	и я	4	3
376	со своей	1	3
377	бы ни	1	3
378	отвращение к	3	3
379	против того	1	3
380	не хотел	2	3
381	мы и	2	3
382	что человек	1	3
383	которое может	1	3
384	быть может	1	3
385	ко всем	1	3
386	его на	1	3
387	всегда в	1	3
388	поскольку он	1	3
389	нем нет	2	3
390	и нет	1	3
391	превращается в	3	3
392	и остается	1	3
393	от смысла	1	3
394	и столь	1	3
395	души и	1	3
396	чем у	1	3
397	не была	1	3
398	и можно	1	3
399	что их	2	3
400	когда я	2	3
401	то ни	1	3
402	личности и	3	3
403	их и	1	3
404	нельзя не	1	3
405	найти в	1	3
406	и который	1	3
407	нас как	1	3
408	для себя	1	3
409	о которой	1	3
410	во что	1	3
411	где есть	1	3
412	сознании и	1	3
413	и два	1	3
414	нам и	1	3
415	по словам	1	3
416	но с	1	3
417	места в	1	3
418	а к	2	3
419	в руки	1	3
420	составные части	1	3
421	тем чтобы	1	3
422	мы слышим	2	3
423	никогда и	1	2
424	и самые	1	2
425	о мире	1	2
426	уже на	2	2
427	последних словах	1	2
428	есть то	1	2
429	не хотим	1	2
430	и должна	1	2
431	у самого	1	2
432	и своим	1	2
433	не всегда	1	2
434	но может	1	2
435	на пути	1	2
436	есть продукт	1	2
437	него не	1	2
438	так не	2	2
439	от них	1	2
440	к ее	1	2
441	крайней мере	1	2
442	разные эпохи	1	2
443	всего в	2	2
444	что уже	1	2
445	другое и	1	2
446	это слово	1	2
447	они будут	4	2
448	в будущем	1	2
449	является и	1	2
450	папы а	1	2
451	а потом	1	2
452	мы указывали	1	2
453	под конец	2	2
454	и сказал	1	2
455	человека как	2	2
456	других людей	1	2
457	себя за	1	2
458	так ли	1	2
459	если за	1	2
460	как стадо	1	2
461	для них	2	2
462	жизни в	1	2
463	думают что	1	2
464	более чем	2	2
465	вопросе о	2	2
466	в образах	1	2
467	ни для	1	2
468	так легко	1	2
469	к людям	6	2
470	свободно и	1	2
471	жизни не	1	2
472	я переживаю	1	2
473	д и	1	2
474	и каким	1	2
475	он делает	1	2
476	для всякого	1	2
477	образ и	1	2
478	ничего кроме	1	2
479	со словами	1	2
480	реакция на	1	2
481	быть никогда	1	2
482	и могут	1	2
483	это как	1	2
484	есть одна	1	2
485	же что	1	2
486	люди не	2	2
487	была с	1	2
488	по законам	1	2
489	отнять у	1	2
490	не надо	1	2
491	человеческой природы	1	2
492	что было	2	2
493	роковым образом	1	2
494	это тот	1	2
495	не нужна	3	2
496	между собою	1	2
497	которых этот	1	2
498	которая в	1	2
499	любовь к	3	2
500	над ними	2	2
501	их не	1	2
502	соединение и	1	2
503	так часто	1	2
504	ведет к	1	2
505	давно уже	2	2
506	они и	2	2
507	и свою	1	2
508	в вопросе	3	2
509	победы над	1	2
510	до того	2	2
511	который я	1	2
512	всего что	1	2
513	тех которые	3	2
514	нет что	1	2
515	тайны и	1	2
516	они в	3	2
517	в разные	1	2
518	так много	2	2
519	смысле и	1	2
520	в изображении	1	2
521	в легенде	1	2
522	ли что	1	2
523	не был	1	2
524	вся история	1	2
525	для человека	2	2
526	что бы	1	2
527	значит быть	1	2
528	кто знает	1	2
529	в окончательном	1	2
530	иногда может	1	2
531	живет в	1	2
532	с каким-то	1	2
533	да это	1	2
534	и вновь	1	2
535	такой силой	1	2
536	себя с	1	2
537	какая же	1	2
538	детскую игру	1	2
539	по крайней	1	2
540	художественный образ	1	2
541	сами же	1	2
542	важный для	1	2
543	но под	1	2
544	это случилось	1	2
545	для нашего	1	2
546	переход к	1	2
547	тут не	1	2
548	есть уже	2	2
549	все тот	2	2
550	общественной жизни	1	2
551	идет к	1	2
552	с пути	2	2
553	слово это	1	2
554	и всех	1	2
555	им не	1	2
556	нас это	1	2
557	не сумеет	1	2
558	сделать их	1	2
559	таким же	1	2
560	мы сохраним	1	1
561	человеческой души	1	1
562	и этими	1	1
563	задача которая	1	1
564	людей но	1	1
565	и над	2	1
566	не свое	1	1
567	в нашу	1	1
568	стать в	1	1
569	люди эти	1	1
570	по пути	5	1
571	в духе	2	1
572	и полное	1	1
573	у людей	2	1
574	хаос и	1	1
575	в грядущем	1	1
576	целое и	1	1
577	быть скрыта	1	1
578	с истиной	1	1
579	теперь это	1	1
580	если исключить	1	1
581	мир и	2	1
582	я вижу	1	1
583	формы есть	1	1
584	его по	1	1
585	от своей	2	1
586	которого они	1	1
587	он так	1	1
588	в массе	1	1
589	царства и	1	1
590	будем говорить	1	1
591	важное для	1	1
592	день в	1	1
593	нужна только	1	1
594	хотим решить	1	1
595	не будут	1	1
596	есть один	1	1
597	мы скажем	1	1
598	зачем же	2	1
599	для раскрытия	1	1
600	и мир	1	1
601	только до	1	1
602	еще больше	1	1
603	но от	1	1
604	от всякой	1	1
605	почему в	2	1
606	важное место	1	1
607	тот последний	1	1
608	бытия и	1	1
609	часто он	1	1
610	на себя	5	1
611	во главе	2	1
612	эту истину	1	1
613	и частей	1	1
614	средство для	1	1
615	стало возможно	1	1
616	людей в	3	1
617	ним или	1	1
618	людского племени	1	1
619	я в	1	1
620	должно иметь	1	1
621	свое место	1	1
622	ценным содержанием	1	1
623	бы весь	1	1
624	сострадания к	1	1
625	глубокий кризис	1	1
626	на новый	1	1
627	не были	1	1
628	миру и	1	1
629	вот в	1	1
630	смерть но	1	1
631	истории и	2	1
632	им по	1	1
633	знать только	1	1
634	что во	3	1
635	но прежде	1	1
636	был в	1	1
637	человека когда	1	1
638	который был	1	1
639	но путь	1	1
640	мире и	1	1
641	в последнем	2	1
642	с тремя	1	1
643	но часто	1	1
644	как детскую	1	1
645	всякого смысла	1	1
646	его во	3	1
647	с тобой	2	1
648	формах в	1	1
649	самого ощущения	1	1
650	только несколько	1	1
651	и начало	1	1
652	и будет	3	1
653	и пусть	1	1
654	значения и	2	1
655	спасают человечество	1	1
656	и они	3	1
657	чего хочет	1	1
658	этом нет	1	1
659	себя только	1	1
660	которого не	1	1
661	это самое	1	1
662	и объявили	1	1
663	это дело	2	1
664	далее и	1	1
665	о духе	1	1
666	на что-нибудь	1	1
667	и хлеб	1	1
668	своей целью	1	1
669	человечество и	1	1
670	в роли	1	1
671	во мне	4	1
672	в мир	1	1
673	тогда как	1	1
674	наука не	1	1
675	будет уже	2	1
676	словах и	1	1
677	человечества в	2	1
678	человек был	1	1
679	о смысле	4	1
680	в недостаточной	1	1
681	же тот	1	1
682	не имел	2	1
683	сама она	1	1
684	к полному	1	1
685	небесного и	1	1
686	человеческую жизнь	1	1
687	гораздо большая	2	1
688	же за	1	1
689	от труда	1	1
690	не осуществляет	1	1
691	богом и	1	1
692	себе оправдание	1	1
693	раз о	2	1
694	ее к	1	1
695	природы человека	1	1
696	и трагический	1	1
697	спасение это	1	1
698	и права	1	1
699	менее всего	1	1
700	за которым	1	1
701	истины и	1	1
702	или даже	1	1
703	нет у	4	1
704	и высшее	1	1
705	этой новой	1	1
706	его воли	1	1
707	не создает	2	1
708	действии и	1	1
709	людям и	1	1
710	ничего нельзя	1	1
711	всего ярче	1	1
712	третье и	2	1
713	а его	1	1
714	главах мы	1	1
715	есть и	1	1
716	карамазова и	1	1
717	сбудется и	1	1
718	людей все	1	1
719	была гораздо	1	1
720	но я	1	1
721	их на	1	1
722	себя но	1	1
723	человеческой жизни	1	1
724	религии и	1	1
725	приведены к	1	1
726	в заслугу	1	1
727	самого себя	2	1
728	есть прежде	1	1
729	он всегда	1	1
730	есть знак	1	1
731	это лишь	1	1
732	силы на	1	1
733	не мистический	1	1
734	ни стало	1	1
735	их было	1	1
736	которой они	2	1
737	почему мы	1	1
738	и слабые	1	1
739	святого и	1	1
740	есть что-то	1	1
741	человечества на	2	1
742	а того	1	1
743	на слишком	1	1
744	стороны в	1	1
745	равно не	1	1
746	нам уже	1	1
747	о судьбе	1	1
748	что бог	1	1
749	в одно	1	1
750	мы так	1	1
751	всего можно	1	1
752	по достоинству	1	1
753	было написано	1	1
754	было не	1	1
755	отказавшись от	1	1
756	от исторической	1	1
757	и вечно	2	1
758	так для	2	1
759	превратившись в	1	1
760	что люди	1	1
761	своему назначению	1	1
762	природу человека	1	1
763	жил и	1	1
764	этого мира	3	1
765	могут и	1	1
766	так ужасно	1	1
767	духа и	2	1
768	в мировом	1	1
769	жизнь без	1	1
770	дело во	1	1
771	искусстве но	1	1
772	уже упрек	1	1
773	который окончательно	1	1
774	тебя и	1	1
775	от любви	1	1
776	к человеку	1	1
777	превращает в	1	1
778	не хорошо	1	1
779	от природы	1	1
780	с любовью	1	1
781	в исторических	1	1
782	на этих	2	1
783	образ в	1	1
784	тогда уже	2	1
785	любит и	1	1
786	его нужно	1	1
787	в тот	1	1
788	от людей	1	1
789	за эти	1	1
790	но идет	2	1
791	словах как	1	1
792	хлеба и	1	1
793	нашу эпоху	1	1
794	на разных	1	1
795	и своего	1	1
796	у таких	1	1
797	себя мы	1	1
798	в другие	1	1
799	и царство	1	1
800	на составные	1	1
801	я был	1	1
802	слабые люди	1	1
803	и которую	1	1
804	свою и	2	1
805	ушел от	1	1
806	и реакция	1	1
807	человека ведет	1	1
808	и третье	1	1
809	не погибнет	2	1
810	что ты	3	1
811	основанное на	1	1
812	жизнь как	1	1
813	известном смысле	1	1
814	их к	1	1
815	но нет	1	1
816	любви в	1	1
817	и развитием	1	1
818	если они	1	1
819	для людей	2	1
820	которым это	1	1
821	психологическую сущность	1	1
822	но вот	1	1
823	ко всякому	1	1
824	бесконечного содержания	1	1
825	свое особое	1	1
826	застывшее в	1	1
827	же часто	1	1
828	много говорить	1	1
829	современной культуры	1	1
830	конечно ни	1	1
831	значительны и	1	1
832	что сделал	1	1
833	быть бесконечно	1	1
834	нашего времени	1	1
835	соединенная с	1	1
836	только способ	1	1
837	все старые	1	1
838	быть этот	1	1
839	присутствует в	1	1
840	существует и	1	1
841	мир от	2	1
842	претендующего быть	1	1
843	нас если	1	1
844	слова для	1	1
845	будет с	1	1
846	с самыми	1	1
847	что теперь	2	1
848	теперь его	1	1
849	все чего	1	1
850	людей как	1	1
851	свою роль	1	1
852	о своем	1	1
853	образом по	1	1
854	словах его	1	1
855	только это	1	1
856	в человека	2	1
857	способ выражения	1	1
858	неба и	1	1
859	к миру	1	1
860	какие бы	1	1
861	наш мир	1	1
862	хотели бы	1	1
863	любви а	1	1
864	не ведая	1	1
865	смысле на	1	1
866	людей не	2	1
867	близок к	1	1
868	людей от	1	1
869	жизни от	1	1
870	и сделалась	1	1
871	ненависть к	1	1
872	только вы	1	1
873	как сама	1	1
874	и высшего	1	1
875	остается непонятным	1	1
876	эта попытка	1	1
877	наших дней	1	1
878	можно вывести	1	1
879	существует как	1	1
880	теперь еще	1	1
881	за них	1	1
882	тогда это	1	1
883	бы передать	1	1
884	жизнь так	1	1
885	мира и	1	1
886	в новом	1	1
887	даже что	1	1
888	конечно это	1	1
889	гораздо шире	1	1
890	искать в	1	1
891	сходятся и	1	1
892	церкви и	1	1
893	можно хорошо	1	1
894	для таких	1	1
895	ли это?	1	1
896	отказ от	1	1
897	который тоже	2	1
898	земли и	2	1
899	в пустыне	8	1
900	одного многих	1	1
901	всякого содержания	1	1
902	не любят	2	1
903	дел и	1	1
904	и новые	2	1
905	в лице	1	1
906	времени по	1	1
