N	3gram	Bakhtin_Fr	KFilosof
1	по отношению к	3	22
2	с точки зрения	4	10
3	в его целом	2	10
4	в нем как	1	4
5	в этом смысле	1	3
6	это не есть	1	3
7	на самом деле	1	3
8	в нем и	1	3
9	и в этом	1	3
10	и не быть	1	2
11	в том что	4	2
12	все эти моменты	1	2
13	той или иной	1	2
14	если ты хочешь	1	2
15	и может быть	1	2
16	имеем в виду	2	2
17	прошлое и будущее	1	2
18	в то же	12	2
19	на первом плане	1	2
20	во всех этих	1	2
21	то же время	12	2
22	не имеет определенного	1	1
23	ничего не остается	1	1
24	даль и близость	1	1
25	было и в	1	1
26	т.п но и	1	1
27	не должно быть	2	1
28	в свою очередь	3	1
29	в себе в	1	1
30	во всяком случае	1	1
31	человека и человеческого	1	1
32	и всех других	1	1
33	он должен быть	1	1
34	в большинстве случаев	9	1
35	пространственный и временной	1	1
36	первая часть нашего	1	1
37	в средние века	9	1
38	не в этом	1	1
39	день и час	1	1
40	и землю и	1	1
41	то же самое	1	1
42	и час и	1	1
43	во всех его	3	1
44	оно ни было	2	1
45	конечно не в	2	1
46	точки зрения формальной	1	1
47	мы будем говорить	1	1
48	и не в	1	1
49	мира со всеми	1	1
50	в том же	1	1
51	мире нет места	1	1
52	а следовательно и	2	1
53	между жизнью и	1	1
54	в себя момент	1	1
55	и должна быть	1	1
56	ней то же	1	1
57	с ним в	1	1
58	рождение и смерть	1	1
59	в настоящее время	1	1
60	не совпадает с	1	1
61	одного и того	1	1
62	него и в	1	1
63	со всех сторон	2	1
64	оба этих момента	1	1
65	и оба этих	1	1
66	и по отношению	2	1
67	имеет определенного и	1	1
68	как это было	1	1
69	и связанных с	1	1
70	не мог стать	1	1
71	до сих пор	3	1
72	не потому что	1	1
73	по самому своему	1	1
74	которого является и	1	1
75	а только в	1	1
76	пространство и время	1	1
77	в первом случае	1	1
78	дело в том	2	1
79	смысле этого слова	1	1
80	его в себе	1	1
81	но в то	3	1
82	его целом не	1	1
83	здесь не в	1	1
84	жизни и смерти	3	1
85	необходимый момент в	1	1
86	вместо того чтобы	2	1
87	не подлежит сомнению	1	1
88	многообразия мира в	1	1
89	в этом мире	1	1
90	и тем самым	1	1
91	пространства и времени	1	1
92	этот акт в	1	1
93	акт в его	1	1
94	но конечно этот	1	1
95	к которой он	1	1
96	и то что	1	1
97	места и все	1	1
98	и рядом с	1	1
99	не может иметь	1	1
100	и того же	1	1
101	до того что	1	1
102	во второй половине	1	1
103	будем говорить в	1	1
104	но все это	2	1
105	и т.п но	2	1
106	притом не только	1	1
107	а именно в	1	1
108	в нем для	1	1
109	и в его	2	1
110	все это в	2	1
111	все эти бесконечные	1	1
112	бы оно ни	2	1
113	никогда не было	1	1
114	образом и в	1	1
115	это и есть	1	1
116	в значительной степени	3	1
117	что и в	1	1
118	ведь это не	1	1
119	связанных с ними	1	1
120	в другом случае	1	1
121	в основе своей	1	1
122	себе в своем	1	1
123	нет места для	1	1
