N	4gram	Vygotskiy_	Vladivir
1	дело в том что	1	11
2	в то же время	2	9
3	в том что в	1	5
4	в то время как	6	5
5	не что иное как	2	4
6	только в том случае	2	3
7	во что бы то	1	3
8	а с другой стороны	1	3
9	о том что он	1	3
10	что бы то ни	1	3
11	в том что он	1	3
12	заключается в том что	7	3
13	бы то ни стало	1	3
14	само собой разумеется что	1	3
15	том и заключается что	1	2
16	и в том что	1	2
17	с его точки зрения	1	2
18	совершенно так же как	1	2
19	все дело в том	1	2
20	до тех пор пока	2	2
21	один и тот же	2	2
22	с одной стороны и	1	2
23	точно так же и	1	2
24	в том и заключается	2	2
25	он не только не	2	2
26	одно и то же	1	2
27	в связи с этим	1	2
28	бы то ни было	1	2
29	но вместе с тем	1	2
30	в том случае если	2	2
31	и тем не менее	2	2
32	есть не что иное	1	2
33	само по себе не	1	1
34	в том случае когда	1	1
35	а в том как	1	1
36	с этой точки зрения	5	1
37	к той же самой	1	1
38	состоит в том что	1	1
39	в том что она	4	1
40	указать на то что	1	1
41	вместе с тем и	1	1
42	указывает на то что	4	1
43	тем не менее с	1	1
44	в одной плоскости с	1	1
45	но мы его не	1	1
46	что в этом отношении	2	1
47	те же самые три	1	1
48	потому не может быть	2	1
49	одной и той же	5	1
50	в собственном смысле слова	2	1
51	заключается не в том	2	1
52	еще до сих пор	1	1
53	в такой же мере	1	1
54	и потому не может	1	1
55	приходит к выводу что	2	1
56	что имеет дело с	1	1
57	по крайней мере в	1	1
58	все больше и больше	2	1
59	есть вместе с тем	1	1
60	можно не соглашаться с	1	1
61	о том что и	1	1
62	указанием на то что	1	1
63	что такая точка зрения	1	1
64	включает в себя и	1	1
65	в последнее время к	1	1
66	не в том чтобы	2	1
67	в конце концов только	1	1
68	что у него есть	1	1
69	заключается в том чтобы	4	1
70	и в конце концов	1	1
71	хотя и не всегда	1	1
72	так же как и	2	1
73	привело к тому что	1	1
74	ни на минуту не	1	1
75	то что у него	3	1
76	и не может быть	1	1
77	ему казалось что в	1	1
78	не в том что	1	1
