1	в то же время	6	11
2	и в самом деле	10	7
3	один и тот же	2	3
4	в то время как	1	3
5	обращает на себя внимание	2	3
6	бы то ни было	1	3
7	только для того чтобы	3	2
8	не говоря уже о	5	2
9	мы имеем в виду	1	2
10	и в то же	2	2
11	если тем не менее	2	1
12	до тех пор пока	7	1
13	для того чтобы не	1	1
14	даже в тех случаях	1	1
15	только в том что	1	1
16	в самом деле можно	1	1
17	и несмотря на то	1	1
18	в голову не приходит	1	1
19	в собственном смысле слова	2	1
20	к ним как к	1	1
21	или иначе связанные с	1	1
22	и в голову не	1	1
23	состоит в том что	4	1
24	не с точки зрения	1	1
25	не следует думать что	1	1
26	о том что он	1	1
27	сих пор еще не	2	1
28	несколько слов о том	1	1
29	мы имеем право говорить	1	1
30	в том что она	1	1
31	было до сих пор	1	1
32	в тех случаях когда	3	1
33	и в силу этого	1	1
34	что и в этом	1	1
35	для того чтобы в	1	1
36	до сих пор еще	4	1
37	на то обстоятельство что	2	1
38	и с этой точки	2	1
39	и в том что	1	1
40	одних и тех же	2	1
41	потому что он не	1	1
42	одного и того же	4	1
43	для того чтобы дать	2	1
44	меньше всего похожи на	1	1
45	и в этом случае	1	1
46	однако в том что	2	1
47	в зависимости от того	4	1
48	сама по себе не	1	1
49	так или иначе связанные	1	1
50	то же самое что	1	1
51	той мере в какой	7	1
52	в той мере в	7	1
53	с точки зрения ее	1	1
54	в самом деле не	2	1
55	и т п не	1	1
56	не нуждается в дальнейших	1	1
57	речь идет о его	1	1
58	с этой точки зрения	5	1
59	только после того как	2	1
60	несмотря на то что	1	1
