N	3gram	Propp_Isto	VeschiIm
1	и т д	30	38
2	не может быть	4	24
3	не что иное	6	12
4	что иное как	6	12
5	тем не менее	6	11
6	содержит в себе	2	11
7	в том что	8	9
8	есть не что	2	8
9	на то что	4	7
10	по сравнению с	2	7
11	т е в	2	7
12	с точки зрения	1	6
13	вовсе не есть	1	6
14	и не только	1	6
15	так или иначе	1	6
16	в свою очередь	1	5
17	в чем же	1	5
18	и то что	4	5
19	подобно тому как	3	5
20	не только в	3	5
21	т е не	1	5
22	равно как и	1	4
23	то время как	2	4
24	этой точки зрения	1	4
25	с этой точки	1	4
26	в то время	2	4
27	не только не	2	4
28	о том что	3	4
29	это и есть	2	4
30	мы видели что	6	3
31	вместе с тем	1	3
32	и даже не	1	3
33	указывает на то	1	3
34	заключается в том	1	3
35	не только это	1	3
36	можно сказать что	2	3
37	все же не	1	3
38	из того что	1	3
39	сами по себе	1	3
40	она не может	1	3
41	мы не можем	1	3
42	можно было бы	2	3
43	только то что	1	3
44	с одной стороны	2	3
45	с другой стороны	10	3
46	не есть ли	1	3
47	так же как	7	2
48	потому что я	1	2
49	в определенном направлении	1	2
50	то что он	1	2
51	а так как	1	2
52	мы видим что	6	2
53	в данном случае	6	2
54	это так то	1	2
55	так как мы	1	2
56	у нас в	1	2
57	главным образом на	1	2
58	и относится к	1	2
59	руки и ноги	1	2
60	но в чем	1	2
61	друг с другом	2	2
62	он ничего не	2	2
63	нельзя сказать что	1	2
64	если это так	1	2
65	т д до	1	2
66	в связи с	5	2
67	к тому что	1	2
68	но все же	5	2
69	во всяком случае	2	2
70	мы имеем дело	1	2
71	что он не	1	1
72	итак мы имеем	1	1
73	и эта сторона	1	1
74	и у нас	1	1
75	и наличие в	1	1
76	а не просто	1	1
77	он должен быть	1	1
78	т д все	1	1
79	это может быть	1	1
80	не только то	1	1
81	т е к	2	1
82	и прежде всего	1	1
83	есть один из	1	1
84	но и здесь	1	1
85	и может быть	1	1
86	но и в	2	1
87	того что они	1	1
88	в том смысле	1	1
89	не есть нечто	1	1
90	то что как	1	1
91	не в этом	1	1
92	эти две стороны	1	1
93	но и то	1	1
94	имеется в виду	1	1
95	здесь не только	1	1
96	не в состоянии	1	1
97	т д в	1	1
98	той же причине	1	1
99	что у данного	1	1
100	один из моментов	1	1
101	может быть окончательным	1	1
102	дело не в	1	1
103	что на нем	1	1
104	еще не вполне	2	1
105	совершенно ясно и	1	1
106	по той же	1	1
107	я не знаю	3	1
108	все еще не	1	1
109	и пр но	1	1
110	отличает его от	1	1
111	и по смыслу	1	1
112	что и в	3	1
113	независимо от того	2	1
114	между прочим и	2	1
115	но это только	1	1
116	который уже не	1	1
117	до сих пор	7	1
118	они находятся в	1	1
119	когда он говорит	1	1
120	на связь между	1	1
121	и здесь мы	2	1
122	таким образом и	2	1
123	мы можем установить	1	1
124	тому как в	1	1
125	с этой стороны	2	1
126	смысле этого слова	3	1
127	у нас все	1	1
128	и в котором	1	1
129	со стороны ее	1	1
130	то что есть	1	1
131	т е как	1	1
132	и ничего не	1	1
133	и вместе с	1	1
134	не могла бы	1	1
135	с полной ясностью	1	1
136	в этом случае	8	1
137	она не могла	1	1
138	как таковой совершенно	1	1
139	что они находятся	1	1
140	может исходить и	1	1
141	они превратились в	1	1
142	что как бы	1	1
143	в зависимости от	1	1
144	и почему это	1	1
145	этот вопрос не	1	1
146	с тем что	1	1
147	том что и	1	1
148	вот у меня	1	1
149	то же самое	1	1
150	со всем что	1	1
151	только указать на	2	1
152	с тех пор	1	1
153	потому что у	1	1
154	самом же деле	1	1
155	то обстоятельство что	1	1
156	а в свете	1	1
157	на самом же	1	1
158	но в этом	1	1
159	он находится в	1	1
160	и пр это	1	1
161	т д но	1	1
162	в этой связи	1	1
163	в одном случае	5	1
164	с ними в	1	1
165	все к чему	1	1
166	не то что	1	1
167	он все же	3	1
168	продавал и покупал	1	1
169	и не может	1	1
170	есть выражение его	1	1
171	может быть и	1	1
