N	4gram	Vygotskiy_	StatiiOP
1	дело в том что	1	9
2	в то же время	2	9
3	заключается в том что	7	6
4	и т п в	2	5
5	в то время как	6	5
6	в том что в	1	4
7	о том что он	1	4
8	той мере в какой	1	3
9	в том смысле что	1	3
10	в той мере в	1	3
11	в одном из писем	1	3
12	и в самом деле	3	3
13	если принять во внимание	1	3
14	в том что он	1	3
15	и тем не менее	2	3
16	одним и тем же	1	3
17	состоит в том что	1	2
18	в том что она	4	2
19	совершенно так же как	1	2
20	до тех пор пока	2	2
21	и т п но	1	2
22	на вопрос о том	1	2
23	в том числе и	1	2
24	с точки зрения их	1	2
25	и т д и	1	2
26	виде в каком он	1	2
27	бы то ни было	1	2
28	но вместе с тем	1	2
29	дело не в том	1	2
30	во всяком случае в	2	2
31	и в конце концов	1	2
32	не в том что	1	2
33	и в том что	1	1
34	в целом ряде его	1	1
35	что в этой области	1	1
36	мы на самом деле	1	1
37	одни и те же	3	1
38	во что бы то	1	1
39	что с точки зрения	1	1
40	так же как в	2	1
41	само по себе не	1	1
42	задача состоит в том	1	1
43	а с другой стороны	1	1
44	поскольку речь идет о	1	1
45	они сами по себе	1	1
46	и т п поэтому	1	1
47	точно так же и	1	1
48	в отличие от других	1	1
49	что у него есть	1	1
50	только в том случае	2	1
51	рыцарь моцарт и сальери	1	1
52	надо сказать что в	2	1
53	с этой точки зрения	5	1
54	все это говорит о	1	1
55	что бы то ни	1	1
56	в том чтобы показать	3	1
57	в связи с этим	1	1
58	само собой разумеется что	1	1
59	состоит в том чтобы	2	1
60	сказать что в области	1	1
61	одной и той же	5	1
62	т д и т	1	1
63	который заключается в том	1	1
64	которые тем не менее	1	1
65	он не только не	2	1
66	значение в этом отношении	1	1
67	вопрос о том что	1	1
68	и тот и другой	1	1
69	одно и то же	1	1
70	не в том чтобы	2	1
71	оставляет камня на камне	1	1
72	то же самое и	2	1
73	с другой стороны и	2	1
74	такое же значение как	1	1
75	бы то ни стало	1	1
76	приводит к тому что	1	1
77	который в конце концов	1	1
78	одному и тому же	1	1
79	и т д все	1	1
80	преувеличения можно сказать что	1	1
81	т д все это	1	1
82	так же как и	2	1
83	не оставляет камня на	1	1
84	скупой рыцарь моцарт и	1	1
85	ни на минуту не	1	1
86	точно так же как	3	1
87	д и т д	1	1
