N	2gram	Voloshinov	Formalny
1	и в	13	95
2	и не	8	78
3	поэтического языка	2	67
4	может быть	8	66
5	в этом	2	61
6	не может	8	57
7	и пр	7	53
8	вовсе не	2	53
9	таким образом	6	52
10	и его	12	51
11	так и	3	50
12	точки зрения	7	47
13	в нем	2	42
14	в его	7	42
15	прежде всего	9	41
16	с точки	5	40
17	как и	3	39
18	художественного произведения	5	36
19	в самом	2	35
20	не в	3	35
21	а не	2	34
22	формального метода	1	34
23	в процессе	5	34
24	но и	3	33
25	то же	4	32
26	самом деле	3	32
27	истории литературы	2	31
28	не только	6	30
29	в пределах	3	28
30	идеологического кругозора	1	27
31	в том	2	26
32	отнюдь не	1	26
33	если бы	2	26
34	то что	6	25
35	при этом	2	24
36	в своей	4	24
37	лишь в	4	24
38	на самом	1	24
39	с помощью	2	23
40	было бы	4	23
41	связи с	1	23
42	в ней	2	23
43	в то	1	22
44	и ее	2	22
45	что в	3	21
46	в истории	1	21
47	как бы	6	21
48	не менее	2	20
49	входит в	2	20
50	формальный метод	2	20
51	же время	1	20
52	в их	3	20
53	по себе	1	19
54	художественное произведение	2	19
55	хотя бы	5	19
56	социальная оценка	5	19
57	социального общения	6	19
58	все это	4	19
59	все же	5	18
60	в связи	2	18
61	только в	6	18
62	и все	3	18
63	с его	1	18
64	все эти	2	18
65	и их	7	18
66	как в	2	17
67	более того	2	17
68	с другой	2	16
69	так же	2	16
70	в искусстве	3	16
71	потому что	1	16
72	все время	1	15
73	должно быть	1	15
74	его в	1	15
75	бы в	2	15
76	так как	3	15
77	но в	4	15
78	в поэзии	5	15
79	только на	1	14
80	в своем	1	14
81	в ее	3	14
82	в этой	1	14
83	что он	1	14
84	вместе с	1	14
85	еще не	1	14
86	языка и	5	14
87	произведения и	1	14
88	литературное произведение	2	14
89	в целом	2	14
90	тем что	2	13
91	языка как	3	13
92	могут быть	2	13
93	для них	1	13
94	сводится к	1	13
95	что же	3	13
96	до конца	1	13
97	а в	2	13
98	поэтического произведения	3	12
99	история литературы	1	12
100	там где	2	12
101	к тому	2	12
102	в действительности	2	12
103	по отношению	3	12
104	социальной оценки	2	12
105	как это	1	12
106	и здесь	1	12
107	того чтобы	1	12
108	и для	3	12
109	лишь как	1	12
110	отношению к	3	12
111	никогда не	3	11
112	что они	2	11
113	между тем	2	11
114	литературного произведения	2	11
115	зависимости от	2	11
116	литературы в	1	11
117	они не	1	11
118	произведения как	4	11
119	это и	1	11
120	для него	2	11
121	этом отношении	1	11
122	в основе	1	11
123	в общем	2	11
124	но не	1	11
125	произведение как	1	11
126	слова и	2	11
127	не как	3	10
128	другой стороны	2	10
129	в своих	2	10
130	в дальнейшем	1	10
131	конечно не	1	10
132	о литературе	1	10
133	в зависимости	2	10
134	каждый элемент	2	10
135	метод в	1	10
136	не было	1	10
137	здесь и	1	10
138	материала в	4	10
139	с ее	1	10
140	как о	1	10
141	не является	4	10
142	формы и	1	10
143	и др	2	10
144	мы не	4	10
145	материала и	3	10
146	и как	1	10
147	на фоне	4	10
148	языка в	1	9
149	говорить о	3	9
150	для понимания	1	9
151	но ведь	5	9
152	в каждом	4	9
153	совсем не	1	9
154	или иного	2	9
155	в языке	2	9
156	метода в	5	9
157	и до	1	9
158	но это	1	9
159	от всех	2	9
160	менее всего	1	9
161	является лишь	1	9
162	быть и	1	9
163	и может	2	9
164	и к	2	8
165	в них	2	8
166	в данном	2	8
167	в шкловского	2	8
168	одной стороны	2	8
169	с одной	2	8
170	же как	1	8
171	поэтическое произведение	1	8
172	и речи	1	8
173	и является	2	8
174	и должно	2	8
175	с этим	3	8
176	роль в	2	8
177	на основе	1	8
178	в поэтическом	1	8
179	не должна	1	8
180	для того	1	8
181	в области	2	8
182	для этого	1	8
183	можно говорить	1	7
184	более или	1	7
185	идеологический материал	1	7
186	является для	1	7
187	даже и	1	7
188	сказать что	1	7
189	к этому	1	7
190	время в	1	7
191	от этого	2	7
192	в себе	3	7
193	столь же	1	7
194	бы быть	1	7
195	искусства в	1	7
196	в особенности	1	7
197	литературы как	1	7
198	не на	2	7
199	данной социальной	1	7
200	том что	2	7
201	не входит	1	7
202	чем же	2	7
203	а вовсе	1	7
204	форм и	2	7
205	он и	1	7
206	и более	1	7
207	и всякое	1	7
208	только и	4	7
209	или менее	1	7
210	в одной	1	7
211	того или	2	7
212	с позитивизмом	1	7
213	как их	1	7
214	в понимании	1	7
215	как к	1	7
216	и наконец	5	7
217	своей статье	1	6
218	те же	2	6
219	в живом	1	6
220	если он	1	6
221	например в	1	6
222	их в	1	6
223	при таком	1	6
224	и отчасти	2	6
225	произведения но	2	6
226	общения и	2	6
227	мы полагаем	1	6
228	материал в	2	6
229	и других	1	6
230	в которой	3	6
231	но для	3	6
232	в конце	1	6
233	учение о	2	6
234	социальной группы	4	6
235	и это	1	6
236	на этом	1	6
237	и тем	2	6
238	должны быть	1	6
239	за пределы	3	6
240	в статье	1	6
241	один из	1	6
242	ее и	1	6
243	его и	1	6
244	в произведении	2	6
245	художественных произведений	2	6
246	нет и	1	6
247	этого слова	1	6
248	не из	1	6
249	данном случае	2	6
250	уже в	2	6
