N	4gram	Voloshinov	Formalny
1	в то же время	1	20
2	и не может быть	1	7
3	не может быть и	1	4
4	нет и не может	1	4
5	один и тот же	1	3
6	но в то же	1	3
7	может быть и речи	1	3
8	с этой точки зрения	1	2
9	в своей статье о	1	2
10	иметь в виду что	1	2
11	только в связи с	1	2
12	там где она есть	1	2
13	но тем не менее	1	1
14	материала в зависимости от	1	1
15	лишь с точки зрения	1	1
16	становится чуть ли не	1	1
17	не что иное как	2	1
18	совсем не обязательна но	1	1
19	является не чем иным	1	1
20	в зависимости от этого	2	1
21	чем иным как попыткой	1	1
22	она отчетливее всего дает	1	1
23	одно и то же	2	1
24	устойчивой синтаксической интонации экспрессивная	1	1
25	отражает историческую неповторимость его	1	1
26	мы полагаем что такое	1	1
27	каждое слово высказывания отражает	1	1
28	высказывания отражает историческую неповторимость	1	1
29	понятие о социальной оценке	1	1
30	от более устойчивой синтаксической	1	1
31	поставить вопрос отвечают ли	1	1
32	всего дает понятие о	1	1
33	более устойчивой синтаксической интонации	1	1
34	одного материала в другой	1	1
35	не обязательна но там	1	1
36	интонация окрашивающая каждое слово	1	1
37	мы не касаемся здесь	1	1
38	по себе а лишь	1	1
39	отчетливее всего дает понятие	1	1
40	врывается на место старшей	1	1
41	в которой только и	1	1
42	она есть она отчетливее	1	1
43	интонации экспрессивная интонация окрашивающая	1	1
44	есть она отчетливее всего	1	1
45	экспрессивная интонация окрашивающая каждое	1	1
46	в собственном смысле слова	1	1
47	отметить еще одну особенность	1	1
48	к тому что он	1	1
49	слово высказывания отражает историческую	1	1
50	то же время в	1	1
51	конечно экспрессивная интонация совсем	1	1
52	не чем иным как	2	1
53	интонация совсем не обязательна	1	1
54	но там где она	1	1
55	перевести его на язык	1	1
56	одна из существеннейших проблем	1	1
57	обязательна но там где	1	1
58	в связи со всей	1	1
59	где она есть она	1	1
60	окрашивающая каждое слово высказывания	1	1
61	дает понятие о социальной	1	1
62	сколько-нибудь ясное и отчетливое	1	1
63	синтаксической интонации экспрессивная интонация	1	1
64	отличие от более устойчивой	1	1
65	экспрессивная интонация совсем не	1	1
66	лишь в процессе взаимодействия	1	1
67	и превращения его в	1	1
68	из одного материала в	1	1
69	в отличие от более	1	1
70	через известный промежуток времени	1	1
71	на место старшей и	1	1
72	есть не что иное	2	1
