N	2gram	Vygotskiy_	Sotsiolo
1	все это	5	7
2	в том	38	5
3	в этом	47	5
4	не только	36	3
5	как же	1	3
6	не в	7	3
7	и в	47	3
8	и только	7	3
9	но ведь	1	3
10	в его	7	3
11	для нас	4	3
12	что в	23	2
13	ведь это	2	2
14	заключается что	1	2
15	то что	40	2
16	таким образом	38	2
17	том что	28	2
18	дело не	1	2
19	как бы	13	2
20	в результате	3	2
21	было бы	12	2
22	как будто	1	2
23	в смысле	9	2
24	очевидно что	6	2
25	в частности	4	2
26	и мы	1	2
27	по природе	2	2
28	нужно было	4	2
29	но и	19	2
30	конце концов	1	2
31	может быть	20	2
32	идей и	1	2
33	по существу	2	2
34	она может	2	2
35	главным образом	1	2
36	и что	14	2
37	это и	7	2
38	за пределы	2	2
39	по отношению	10	2
40	и заключается	3	2
41	в конце	5	2
42	как только	1	2
43	отношению к	9	2
44	исторического развития	3	2
45	далеко не	1	2
46	тем более	1	2
47	только в	24	2
48	к которому	3	2
49	только как	2	2
50	то же	16	2
51	еще не	5	2
52	как то	1	1
53	а в	3	1
54	что он	13	1
55	и границы	1	1
56	какие же	2	1
57	образом в	5	1
58	в конечном	2	1
59	столь же	2	1
60	зависимость и	1	1
61	даже в	2	1
62	быть не	1	1
63	в целом	7	1
64	в силу	21	1
65	и самые	2	1
66	на этот	2	1
67	это значит	1	1
68	что эти	3	1
69	все эти	7	1
70	не было	1	1
71	представить себе	5	1
72	сказать и	1	1
73	когда мы	2	1
74	остается в	2	1
75	развития и	4	1
76	связи с	4	1
77	кто не	1	1
78	не мешает	1	1
79	в своей	4	1
80	во всяком	2	1
81	и потому	3	1
82	дает нам	1	1
83	все же	7	1
84	понимания природы	2	1
85	научного исследования	1	1
86	что это	7	1
87	и самым	2	1
88	еще и	1	1
89	от друга	3	1
90	на ней	2	1
91	можно будет	1	1
92	с другой	7	1
93	мы должны	7	1
94	это как	1	1
95	это же	2	1
96	с ним	5	1
97	различает два	1	1
98	между тем	2	1
99	исследование и	1	1
100	собой не	1	1
101	и более	2	1
102	но как	3	1
103	в этой	7	1
104	вопросов в	1	1
105	время в	3	1
106	и его	14	1
107	перейти к	6	1
108	ли не	3	1
109	развития развитие	1	1
110	нашей работы	3	1
111	никак не	5	1
112	в данном	7	1
113	на все	1	1
114	только для	1	1
115	этих вопросов	1	1
116	в области	5	1
117	и по	6	1
118	самому существу	1	1
119	есть процесс	1	1
120	их на	1	1
121	подвести итоги	1	1
122	первый план	1	1
123	с помощью	18	1
124	же самое	12	1
125	один из	3	1
126	так и	8	1
127	только тогда	1	1
128	в то	10	1
129	полагает что	2	1
130	он различает	1	1
131	бы они	1	1
132	понимать что	1	1
133	может не	1	1
134	слова но	3	1
135	ни одно	1	1
136	в котором	6	1
137	внутреннего единства	1	1
138	те же	1	1
139	свойств и	1	1
140	образования понятий	3	1
141	между собой	15	1
142	него и	1	1
143	должно было	2	1
144	отнюдь не	2	1
145	и не	27	1
146	со своими	1	1
147	развития по	1	1
148	но она	1	1
149	всяком случае	1	1
150	эти два	1	1
151	иначе говоря	3	1
152	же по	1	1
153	он ни	1	1
154	по самому	2	1
155	хотелось бы	1	1
156	благодаря тому	2	1
157	том как	2	1
158	настоящее время	1	1
159	и о	4	1
160	к изучению	4	1
161	но не	13	1
162	это неизбежно	1	1
163	они не	2	1
164	обобщения как	1	1
165	лучшем случае	3	1
166	благодаря этому	3	1
167	она должна	2	1
168	этой области	2	1
169	для этого	4	1
170	от общих	1	1
171	прежде всего	9	1
172	не пошел	1	1
173	тем что	14	1
174	что она	8	1
175	тем же	8	1
176	в систему	1	1
177	в каждом	3	1
178	часть нашей	1	1
179	связь между	10	1
180	друг от	3	1
181	в чем	5	1
182	не из	2	1
183	на основании	2	1
184	а с	3	1
185	происходит не	1	1
186	обобщения могут	2	1
187	но только	5	1
188	и будет	1	1
189	значении слова	2	1
190	в лучшем	3	1
191	мы думаем	1	1
192	в сущности	16	1
193	конечном счете	2	1
194	он говорит	1	1
195	факта что	1	1
196	его в	7	1
197	в наше	1	1
198	зависит от	3	1
199	представляется нам	3	1
200	тотчас же	1	1
201	в процессе	12	1
202	новое и	1	1
203	вовсе не	3	1
204	основной вопрос	1	1
205	может означать	1	1
206	его построения	1	1
207	против этого	1	1
208	этот основной	1	1
209	с одной	7	1
210	больше того	1	1
211	образом недостаточная	1	1
212	и наконец	4	1
213	конечно не	2	1
214	являются те	1	1
215	о том	5	1
216	мы не	10	1
217	тому что	14	1
218	в заключение	2	1
219	но именно	3	1
220	мысли в	12	1
221	том и	3	1
222	и затем	1	1
223	эти вопросы	1	1
224	в этих	2	1
225	означает только	1	1
226	сама по	1	1
227	у него	2	1
228	своих мыслей	1	1
229	его работах	1	1
230	по себе	5	1
231	обобщения которые	1	1
232	на отдельные	1	1
233	на первый	1	1
234	перед нами	3	1
235	из тех	2	1
236	бы он	1	1
237	в любой	2	1
238	всего не	1	1
239	и никак	1	1
240	все то	1	1
241	же время	1	1
242	наконец в	3	1
243	что на	5	1
244	это не	6	1
245	одной стороны	7	1
246	в связи	1	1
247	бы в	7	1
248	и должно	1	1
249	конечно только	1	1
250	в виде	2	1
251	в настоящее	1	1
252	именно в	9	1
253	никогда не	7	1
254	и есть	4	1
255	не может	23	1
256	между ними	8	1
257	и как	7	1
258	что все	6	1
259	место в	1	1
260	как и	19	1
261	ничего не	2	1
262	в них	3	1
