N	3gram	Vygotskiy_	Marksizm
1	с точки зрения	34	46
2	не может быть	8	25
3	в самом деле	5	19
4	по отношению к	11	15
5	то же время	2	15
6	в то же	2	15
7	в том что	30	14
8	в связи с	3	14
9	и не может	1	12
10	то ни было	1	12
11	в высшей степени	7	12
12	бы то ни	1	12
13	для того чтобы	19	11
14	до сих пор	4	11
15	в отличие от	3	10
16	с самого начала	9	10
17	как если бы	3	9
18	в направлении к	1	8
19	то же самое	4	8
20	смысле этого слова	6	7
21	с другой стороны	10	7
22	в свою очередь	3	7
23	как мы уже	4	6
24	и пр и	1	6
25	на то что	9	6
26	является не только	1	6
27	на самом деле	3	6
28	во всяком случае	5	6
29	если бы он	3	6
30	с одной стороны	14	6
31	и как бы	1	5
32	к тому что	3	5
33	самом же деле	1	5
34	на самом же	1	5
35	пр и пр	1	5
36	отсюда следует что	1	5
37	той или иной	2	5
38	речи и в	1	5
39	внутренней речи и	5	5
40	как мы видели	1	5
41	в этом отношении	6	5
42	мы уже знаем	1	4
43	в зависимости от	8	4
44	и пр в	1	4
45	но все же	1	4
46	так как если	1	4
47	о том что	10	4
48	можно сказать что	5	4
49	представители второго направления	1	4
50	том что он	2	4
51	в той или	1	3
52	и тот же	1	3
53	свое выражение в	1	3
54	не только в	1	3
55	в применении к	1	3
56	тем не менее	1	3
57	одной стороны и	3	3
58	хотя бы и	1	3
59	в том числе	3	3
60	и то же	2	3
61	друг с другом	6	3
62	все более и	3	3
63	в конце концов	1	3
64	мы не будем	1	3
65	том числе и	3	3
66	между этими двумя	2	3
67	и т.п в	1	3
68	не могут быть	1	3
69	в значительной степени	2	3
70	или хотя бы	1	3
71	и в этом	1	3
72	в этом последнем	1	3
73	то что делает	1	3
74	но и в	1	3
75	в данный момент	1	3
76	один и тот	1	3
77	в ту или	1	3
78	на первый план	3	3
79	и той же	2	3
80	более и более	3	3
81	на этот вопрос	5	3
82	одно и то	2	3
83	нашей работы мы	1	3
84	ни в какой	2	3
85	все без исключения	1	3
86	можно было бы	6	3
87	одной и той	2	3
88	сводится к тому	1	3
89	лежит в основе	1	3
90	что он не	2	2
91	рано или поздно	1	2
92	является как бы	1	2
93	в этом смысле	3	2
94	в собственном смысле	8	2
95	упускается из виду	1	2
96	в коем случае	1	2
97	друг от друга	4	2
98	что же является	1	2
99	мы видели что	4	2
100	дело идет о	1	2
101	само по себе	3	2
102	в данном случае	5	2
103	речь и ее	1	2
104	к тому же	1	2
105	в последнее время	3	2
106	в этом вопросе	3	2
107	в этой форме	1	2
108	сама по себе	3	2
109	собственном смысле слова	4	2
110	лишь в процессе	1	2
111	от того что	2	2
112	какого бы то	1	2
113	по крайней мере	1	2
114	является для него	1	2
115	и тогда когда	1	2
116	ту или иную	1	2
117	как и в	2	2
118	а следовательно и	1	2
119	совершенно независимо от	1	2
120	в чем же	1	2
121	несмотря на то	1	2
122	во всех своих	1	2
123	независимо от того	2	2
124	части нашей работы	1	2
125	находит свое выражение	1	2
126	ни в коем	1	2
127	как и все	2	2
128	но что он	1	2
129	в социальной среде	1	2
130	зрения функциональной психологии	1	2
131	так же как	6	2
132	есть прежде всего	2	2
133	хотя бы в	1	2
134	же как и	4	2
135	с тем что	1	2
136	как мы увидим	1	2
137	что было бы	1	2
138	и в самом	2	2
139	вопрос о том	2	2
140	должен был бы	1	2
141	прежде всего в	2	2
142	тот или иной	1	2
143	тех областях где	1	1
144	выходящее за пределы	1	1
145	но ведь это	1	1
146	звуковой стороны слова	2	1
147	если мы примем	1	1
148	благодаря тому что	3	1
149	как и во	1	1
150	бы и не	1	1
