N	2gram	Propp_Isto	Literetu
1	а не	9	50
2	и не	12	47
3	не только	30	46
4	и в	41	44
5	может быть	19	43
6	при этом	7	41
7	но и	20	41
8	тогда как	4	40
9	в том	14	39
10	в этом	19	38
11	своего рода	7	37
12	том что	18	32
13	в частности	3	30
14	то что	12	29
15	в качестве	5	27
16	то же	12	26
17	состоит в	1	26
18	как и	8	23
19	в то	6	23
20	не в	12	22
21	того что	7	22
22	так и	8	22
23	не может	19	22
24	в себе	3	20
25	я в	1	19
26	прежде всего	6	19
27	как бы	8	18
28	с другой	20	17
29	точки зрения	4	17
30	то есть	1	17
31	в его	4	17
32	в жизни	2	16
33	в этой	2	16
34	не менее	5	15
35	я не	1	15
36	в русской	8	15
37	только в	10	15
38	со стороны	3	15
39	тем самым	3	15
40	в целом	2	15
41	и даже	3	14
42	по отношению	3	14
43	однако в	2	14
44	что он	29	14
45	уже не	8	13
46	в своем	3	13
47	с одной	12	13
48	как это	6	13
49	но не	8	13
50	и его	11	13
51	в своей	4	12
52	о том	15	12
53	в данном	8	12
54	одной стороны	12	12
55	пути в	1	12
56	к себе	4	12
57	одним из	1	12
58	еще не	13	12
59	отношению к	3	12
60	а также	2	12
61	не столько	4	11
62	в другом	2	11
63	никогда не	16	11
64	и сам	3	11
65	еще в	3	11
66	вместе с	17	11
67	как в	17	11
68	в основе	2	11
69	с его	4	11
70	данном случае	7	11
71	это не	14	11
72	отличие от	1	11
73	или иначе	2	11
74	а в	12	11
75	даже в	2	10
76	из них	2	10
77	в ее	3	10
78	не случайно	3	10
79	что в	21	10
80	и на	12	10
81	для себя	1	10
82	так или	2	10
83	потому что	13	10
84	жизни и	3	10
85	в области	3	10
86	с этой	7	9
87	на смену	2	9
88	к тому	4	9
89	представляет собой	8	9
90	связи с	3	9
91	один из	7	9
92	что я	2	9
93	в начале	2	9
94	же в	1	9
95	тем что	11	8
96	все же	14	8
97	одна из	7	8
98	того же	3	8
99	с точки	1	8
100	на себя	3	8
101	что не	3	8
102	в конце	4	8
103	и ты	1	8
104	а именно	12	8
105	соответствии с	1	8
106	но в	7	8
107	уже в	4	8
108	xix века	1	8
109	по существу	5	8
110	и как	3	8
111	вплоть до	2	8
112	в самом	2	7
113	в одном	2	7
114	другой стороны	17	7
115	на свою	1	7
116	именно в	2	7
117	для этого	1	7
118	в противоположность	1	7
119	не как	1	7
120	тому же	1	7
121	он не	8	7
122	и тем	4	7
123	и с	4	7
124	в нем	12	7
125	с тобой	1	7
126	по своей	1	7
127	наконец в	1	7
128	друг друга	2	7
129	он и	3	7
130	у нас	4	7
131	в их	4	7
132	так в	10	7
133	человека в	1	7
134	и других	2	7
135	это как	2	7
136	а затем	1	6
137	например в	6	6
138	казалось бы	1	6
139	при всей	1	6
140	обращаясь к	1	6
141	как на	3	6
142	и он	8	6
143	в ситуации	1	6
144	в третьем	1	6
145	у него	16	6
146	его в	7	6
147	не было	3	6
148	во всех	8	6
149	в каждом	1	6
150	было бы	4	6
151	с ее	1	6
152	то в	1	6
153	самом деле	1	6
154	как о	1	6
155	то и	6	6
156	тем же	1	6
157	и др	4	6
158	и то	3	6
159	в ней	4	6
160	далеко не	3	6
161	при всем	1	6
162	как будто	4	6
163	право на	5	6
164	и только	4	6
165	и наконец	6	6
166	и к	1	5
167	самого себя	2	5
168	к этой	2	5
169	в связи	3	5
170	с собой	7	5
171	мы с	1	5
172	хотя бы	1	5
173	как я	1	5
174	от себя	1	5
175	всего в	1	5
176	том чтобы	3	5
177	должно быть	1	5
178	ни было	1	5
