N	2gram	Savitsky_E	Tvorches
1	и в	37	56
2	как бы	6	41
3	в его	2	37
4	в то	16	30
5	то же	15	25
6	не только	18	24
7	же время	14	24
8	но в	14	24
9	как и	7	23
10	то есть	6	23
11	и не	14	23
12	а в	2	23
13	и его	1	23
14	в этом	12	22
15	и т	1	22
16	что в	21	21
17	в том	11	21
18	он не	2	19
19	том что	6	19
20	может быть	6	19
21	потому что	3	19
22	то что	6	18
23	таким образом	2	17
24	и на	6	17
25	т д	1	17
26	при этом	1	16
27	но и	14	16
28	никогда не	3	16
29	как в	3	16
30	прежде всего	9	16
31	не может	9	16
32	и с	2	15
33	в мире	2	15
34	но это	1	15
35	в этой	2	15
36	с его	1	15
37	и даже	6	14
38	о том	3	13
39	времени в	1	13
40	а не	2	13
41	в котором	2	12
42	тем самым	5	12
43	в своей	8	11
44	все же	1	11
45	отнюдь не	9	11
46	для него	1	11
47	в самом	4	10
48	представление о	2	10
49	нашему мнению	2	10
50	он сам	2	10
51	не в	5	10
52	только в	9	10
53	когда он	3	10
54	уже в	1	10
55	так и	10	10
56	но не	5	10
57	как будто	2	10
58	по нашему	3	10
59	в своих	2	9
60	наряду с	2	9
61	по природе	1	9
62	а затем	1	9
63	и от	3	9
64	один из	1	9
65	жизни в	3	9
66	в свою	3	9
67	в нем	1	9
68	во многом	2	9
69	даже в	4	8
70	именно в	4	8
71	в соответствии	1	8
72	не менее	1	8
73	так же	9	8
74	хотя и	2	8
75	вместе с	2	8
76	тогда как	1	8
77	соответствии с	1	8
78	одной из	5	8
79	в себе	9	8
80	так как	7	8
81	в их	11	8
82	на его	1	8
83	об этом	1	8
84	вовсе не	6	8
85	в этих	2	7
86	и сам	1	7
87	например в	1	7
88	уже не	1	7
89	казалось бы	1	7
90	влияние на	2	7
91	еще более	2	6
92	в принципе	1	6
93	и как	2	6
94	хотя бы	15	6
95	одна из	1	6
96	и ее	1	6
97	и далее	1	6
98	с ним	1	6
99	если бы	2	6
100	и все	2	6
101	все эти	1	6
102	ли не	1	6
103	xx века	1	6
104	место в	3	6
105	и другие	1	5
106	из всех	3	5
107	быть может	1	5
108	в них	3	5
109	русской жизни	1	5
110	с другой	7	5
111	приходит к	1	5
112	по отношению	1	5
113	отметить что	3	5
114	в своем	14	5
115	в одной	1	5
116	во всей	2	5
117	из них	3	5
118	в ее	8	5
119	что и	3	5
120	не было	1	5
121	что не	1	5
122	в таком	3	5
123	и это	1	5
124	что это	2	5
125	если не	1	5
126	между тем	8	5
127	с большой	2	5
128	значит что	1	5
129	та же	1	5
130	с этим	2	5
131	в россии	5	5
132	в современном	1	5
133	в истории	2	5
134	начиная с	2	5
135	том же	1	5
136	но если	5	5
137	тот же	1	5
138	мы не	4	5
139	в виде	5	5
140	но с	2	5
141	в ту	1	5
142	и по	5	5
143	но его	1	5
144	и других	2	5
145	в известной	3	5
146	с этой	6	4
147	а у	1	4
148	говорит о	3	4
149	с собой	1	4
150	на земле	1	4
151	тем что	3	4
152	и отчасти	2	4
153	представляет собой	3	4
154	по самой	1	4
155	говорить о	1	4
156	и когда	1	4
157	что все	2	4
158	точки зрения	23	4
159	это значит	2	4
160	к нему	2	4
161	мы видим	2	4
162	и мы	3	4
163	по преимуществу	2	4
164	и потому	5	4
165	с точки	17	4
166	что его	1	4
167	который в	1	4
168	же как	5	4
169	в такой	1	4
170	не означает	2	4
171	как это	4	4
172	этот вопрос	2	4
173	ту же	1	4
174	как известно	1	4
175	могут быть	2	4
176	с ними	1	4
177	в которых	3	4
178	нет ничего	1	4
179	в основе	1	4
180	и более	2	4
181	связана с	1	4
182	при помощи	2	4
183	в отличие	1	4
184	той же	1	4
185	и будущего	1	4
186	того что	7	4
187	чуть ли	1	4
188	зависит от	1	4
189	и тут	2	4
190	отказаться от	1	4
191	дело в	3	4
192	к жизни	1	4
193	отличие от	1	4
194	в частности	5	4
195	еще в	1	4
196	далеко не	2	4
197	считает что	1	4
198	такой же	2	4
199	и наконец	2	4
200	что на	2	4
201	и к	3	3
202	кроме того	1	3
203	другой стороны	2	3
204	по себе	4	3
205	связь с	1	3
206	к осознанию	1	3
207	мысль о	1	3
208	в жизни	1	3
209	но когда	1	3
210	к тому	8	3
211	во всяком	3	3
212	можно сказать	4	3
213	больше чем	1	3
214	в этот	1	3
215	в одном	2	3
216	и еще	2	3
217	сказать что	4	3
218	то в	4	3
219	время в	3	3
220	мы знаем	1	3
221	несмотря на	4	3
222	сильнее чем	1	3
223	к которому	1	3
224	иными словами	4	3
225	тому же	1	3
226	как по	1	3
227	для того	6	3
228	на себя	3	3
229	себя как	1	3
230	не есть	2	3
231	на этом	1	3
232	всяком случае	3	3
233	и тем	3	3
234	должны быть	1	3
235	и что	2	3
236	даже не	1	3
237	в направлении	4	3
238	что для	1	3
239	более всего	1	3
240	любви к	1	3
241	его к	1	3
242	там где	3	3
243	гораздо более	1	3
244	вплоть до	1	3
245	во второй	3	3
246	если в	2	3
247	на западе	1	3
248	переходит в	1	3
249	был бы	1	3
250	для себя	1	3
251	ее и	1	3
252	сводится к	1	3
253	себе не	3	3
254	человеческой культуры	2	3
255	заключается в	2	3
256	в процессе	4	3
257	может не	1	3
258	о котором	1	3
259	со стороны	5	3
260	на берегу	1	3
261	ни на	3	3
262	не является	3	3
263	и если	2	3
264	в которую	1	3
265	и до	1	3
266	среды и	1	3
267	как мы	5	3
268	на этот	2	3
269	жизни но	1	3
270	но на	3	3
271	что оно	1	3
272	что с	1	3
273	ее в	3	3
274	у нас	1	3
275	в русском	1	3
276	мы находим	1	3
277	или в	2	3
278	в будущее	2	3
279	в ней	4	3
280	по этому	1	3
281	и их	1	3
282	с ее	1	3
283	в начале	1	3
284	лишь в	1	3
285	к ней	4	3
286	одного из	1	3
287	во многих	4	3
288	жизни и	2	3
289	в области	11	3
290	и только	3	3
291	это в	1	3
292	более того	1	3
293	сказывается в	2	2
294	является в	1	2
295	все что	1	2
296	человеческой истории	1	2
297	которая в	1	2
298	и имеет	2	2
299	эта идея	1	2
300	и рядом	2	2
301	время не	1	2
302	в результате	3	2
303	отметим что	1	2
304	как было	3	2
305	роль но	1	2
306	вслед за	6	2
307	в построении	1	2
308	с тем	3	2
309	одном из	2	2
310	когда в	1	2
311	связанного с	1	2
312	связано с	3	2
313	нам представляется	1	2
314	и того	2	2
315	во все	3	2
316	в данном	3	2
317	то это	1	2
318	или вернее	2	2
319	следовало бы	2	2
320	духовной жизни	2	2
321	входит в	1	2
322	имеет в	2	2
323	но даже	4	2
324	из себя	1	2
325	свою очередь	2	2
326	но этот	1	2
327	как на	3	2
328	точка зрения	2	2
329	того же	3	2
330	раз на	1	2
331	во всех	6	2
332	и среди	1	2
333	с одной	8	2
334	внимание на	1	2
335	в качестве	14	2
336	с другими	2	2
337	страх перед	1	2
338	мы все	1	2
339	и притом	4	2
340	связи с	1	2
341	современного человека	1	2
342	как его	1	2
343	затем как	1	2
344	тому что	1	2
345	в связи	1	2
346	между прочим	7	2
347	рядом с	1	2
348	между собой	2	2
349	в свой	1	2
350	в двух	1	2
351	xix век	1	2
352	был не	1	2
353	не нужно	2	2
354	в эту	2	2
355	что как	1	2
356	но как	2	2
357	не сводится	1	2
358	ли это	3	2
359	не дает	3	2
360	кажется что	2	2
361	не будет	3	2
362	ii с	1	2
363	ибо в	1	2
364	и та	2	2
365	при такой	1	2
366	в тех	1	2
367	к человечеству	1	2
368	по своей	2	2
369	было бы	8	2
370	нем и	1	2
371	культуры и	2	2
372	что во	1	2
373	сам в	1	2
374	этой концепции	1	2
375	не значит	1	2
376	с которым	1	2
377	в силу	2	2
378	бы ни	3	2
379	его можно	1	2
380	означает что	1	2
381	говорит об	1	2
382	нет ли	1	2
383	но за	1	2
384	с такой	1	2
385	большую роль	1	2
386	этот принцип	1	2
387	для них	2	2
388	в отношении	32	2
389	не могут	2	2
390	ли с	1	2
391	заключает в	3	2
392	находим у	1	2
393	этот факт	3	2
394	одновременно с	1	2
395	столь же	5	2
396	и будет	1	2
397	известном смысле	3	2
398	не имеет	4	2
399	ли он	1	2
400	несколько ниже	1	2
401	в известном	3	2
402	будущее в	1	2
403	которую не	1	2
404	как некий	1	2
405	в идеи	1	2
406	не дают	2	2
407	того чтобы	6	2
408	и поэтому	2	2
409	будущего в	1	2
410	а через	1	2
411	и теперь	2	2
412	что если	2	2
413	отношении к	15	2
414	от других	1	2
415	числе и	1	2
416	что же	2	2
417	он в	1	2
418	в сфере	3	2
419	мог бы	2	2
420	к античной	1	2
421	не из	3	2
422	значение в	1	2
423	мир в	1	2
424	данном случае	2	2
425	этот призыв	1	2
426	том числе	1	2
427	в формах	1	2
428	со своим	1	2
429	с их	1	2
430	некоторые из	1	2
431	и где	1	2
432	в силах	1	2
433	в глубине	1	2
434	в сферу	2	2
435	не сразу	1	2
436	в ряде	1	2
437	в стороне	3	2
438	эти наблюдения	1	2
439	при таком	1	2
440	и со	3	2
441	сознает что	1	2
442	и вообще	1	2
443	людей в	1	2
444	ко всему	2	2
445	перед тем	1	2
446	а к	1	2
447	действительности но	1	2
448	каких бы	2	2
449	она не	2	2
450	всех этих	1	2
451	отношений между	2	2
452	пространства и	1	2
453	и о	1	2
454	… но	1	2
455	же в	2	2
456	включает в	1	2
457	их на	1	2
458	все более	9	2
459	эти два	1	2
460	есть не	2	2
461	мира в	4	2
462	не к	2	2
463	они являются	1	1
464	нельзя признать	1	1
465	и останется	1	1
466	идеи его	1	1
467	по-разному в	1	1
468	для всех	1	1
469	тем меньше	2	1
470	и видимо	1	1
471	религии и	1	1
472	о будущем	1	1
473	которые не	1	1
474	к этой	1	1
475	его построения	1	1
476	он считает	1	1
477	в применении	3	1
478	своем развитии	1	1
479	тем как	1	1
480	более к	2	1
481	но тем	1	1
482	общего плана	1	1
483	личности именно	1	1
484	нас в	1	1
485	не являются	1	1
486	одно из	1	1
487	и другими	1	1
488	исторического процесса	1	1
489	нами в	1	1
490	для удовлетворения	4	1
491	чтобы на	1	1
492	в глубь	1	1
493	науки с	1	1
494	мыслится как	1	1
495	на которых	1	1
496	стороне от	1	1
497	но все	1	1
498	именно и	1	1
499	человечества на	1	1
500	для осуществления	1	1
501	на существование	1	1
502	она является	1	1
503	или на	1	1
504	из всего	1	1
505	считать что	1	1
506	имеет место	2	1
507	человечества ибо	1	1
508	что по	1	1
509	одни в	1	1
510	поскольку он	2	1
511	в точном	1	1
512	речь идет	1	1
513	в обстановке	1	1
514	относиться к	1	1
515	время с	1	1
516	же следует	1	1
517	можно считать	3	1
518	вопрос о	4	1
519	является более	1	1
520	до состояния	1	1
521	применении к	3	1
522	сам и	1	1
523	всего этого	1	1
524	одной стороны	8	1
525	уже о	1	1
526	сказанное относится	1	1
527	если так	1	1
528	невозможно не	1	1
529	но они	1	1
530	русской действительности	1	1
531	связь между	1	1
532	ценности и	1	1
533	с в	2	1
534	в смысле	9	1
535	и те	1	1
536	можно ли	3	1
537	на практике	1	1
538	даже с	1	1
539	себе в	3	1
540	человечество с	1	1
541	всегда и	1	1
542	в не	2	1
543	всего человечества	2	1
544	в прошлом	3	1
545	новый мир	2	1
546	этого мира	1	1
547	то такой	1	1
548	то чтобы	1	1
549	выше мы	1	1
550	к ним	3	1
551	оставляя открытым	1	1
552	таким как	1	1
553	дает нам	1	1
554	него не	1	1
555	иные и	1	1
556	такая же	1	1
557	быть в	1	1
558	в нашем	1	1
559	новый принцип	2	1
560	всемирно-историческое значение	1	1
561	есть только	1	1
562	исходит из	1	1
563	характерно стремление	1	1
564	от них	3	1
565	для всего	1	1
566	что само	1	1
567	чем это	1	1
568	свое собственное	1	1
569	своего развития	1	1
570	время для	1	1
571	бы то	4	1
572	с традиционной	1	1
573	поскольку в	1	1
574	и всей	1	1
575	уже существует	1	1
576	в психологии	3	1
577	разницы в	1	1
578	ни было	4	1
579	т е	9	1
580	или иную	3	1
581	в европейской	2	1
582	отцов и	1	1
583	чем в	4	1
584	в будущем	3	1
585	входящие в	1	1
586	как же	2	1
587	снится что	1	1
588	о возможности	1	1
589	воспринимается как	1	1
590	живет и	1	1
591	и некоторые	3	1
592	что за	1	1
593	это мы	1	1
594	всех и	1	1
595	в среде	1	1
596	лишь на	1	1
597	между ними	2	1
598	время как	1	1
599	большинстве случаев	3	1
600	такие же	1	1
601	своей духовной	1	1
602	свой счет	1	1
603	о которых	1	1
604	в последнем	1	1
605	же касается	1	1
606	на себе	1	1
607	в других	2	1
608	совершенно прав	2	1
609	той или	4	1
610	же направлении	1	1
611	мы же	1	1
612	мы можем	3	1
613	весь мир	1	1
614	от себя	1	1
615	может жить	1	1
616	того в	1	1
617	для развития	1	1
618	ведь в	1	1
619	иногда на	1	1
620	собой это	1	1
621	имеют дело	1	1
622	рассматривает как	1	1
623	не повторяет	1	1
624	с традициями	1	1
625	именно потому	2	1
626	всей силой	1	1
627	всего лишь	3	1
628	то ни	4	1
629	многих случаях	1	1
630	параллели между	1	1
631	оснований для	1	1
632	или же	1	1
633	в случае	2	1
634	в развитии	2	1
635	мы обнаруживаем	1	1
636	от которых	1	1
637	в идеологическом	2	1
638	что эта	1	1
639	вспомним что	1	1
640	можно было	3	1
641	потребность в	3	1
642	мы но	1	1
643	перед лицом	1	1
644	также и	7	1
645	литературы и	1	1
646	или иное	1	1
647	этот период	1	1
648	а тем	2	1
649	и несколько	1	1
650	привели в	1	1
651	сведена к	1	1
652	что создание	1	1
653	главным образом	2	1
654	то исключительно	1	1
655	грубо говоря	1	1
656	что может	1	1
657	и xix	2	1
658	ней в	1	1
659	речи о	1	1
660	или иного	4	1
661	чтобы не	1	1
662	каждого из	1	1
663	чем обычно	1	1
664	оставались в	1	1
665	одного и	1	1
666	промежутке времени	1	1
667	на месте	2	1
668	и ту	2	1
669	к сожалению	1	1
670	сплошь и	2	1
671	не делает	1	1
672	мире и	1	1
673	то время	1	1
674	том смысле	1	1
675	и этот	2	1
676	приближается к	3	1
677	смотреть на	1	1
678	протекать в	1	1
679	с и	10	1
680	во власти	2	1
681	можно назвать	1	1
682	мы получаем	1	1
683	пребывает в	1	1
684	не находим	1	1
685	и философии	1	1
686	связанное с	1	1
687	он на	1	1
688	если нельзя	1	1
689	будущем и	1	1
690	истории в	1	1
691	поэтому в	1	1
692	к выводу	1	1
693	к сознанию	1	1
694	европейской культуры	3	1
695	когда его	1	1
696	подходит к	2	1
697	это есть	1	1
698	не на	4	1
699	иначе если	1	1
700	из новой	3	1
701	положения он	1	1
702	оно не	1	1
703	одну и	2	1
704	психологии и	1	1
705	открытым вопрос	1	1
706	с некоторыми	1	1
707	с ней	1	1
708	его собственная	2	1
709	так называемый	1	1
710	из составных	1	1
711	это состояние	1	1
712	с г	1	1
713	но само	1	1
714	в идеологической	1	1
715	какой сфере	1	1
716	представляются нам	1	1
717	как не	2	1
718	ошибках и	1	1
719	и другая	2	1
720	определяющую роль	1	1
721	себя с	1	1
722	который не	1	1
723	если можно	1	1
724	именно поэтому	1	1
725	все другие	2	1
