N	4gram	Medvedev_V	KulturaY
1	в то же время	5	6
2	с этой точки зрения	1	5
3	не говоря уже о	1	5
4	и т п все	1	5
5	в том случае если	1	3
6	большей или меньшей степени	2	3
7	говоря уже о том	1	3
8	в большей или меньшей	2	3
9	только в том случае	1	3
10	уже о том что	1	3
11	и вместе с тем	1	3
12	ни в какой мере	1	3
13	но с другой стороны	1	3
14	не в том что	2	3
15	в том смысле что	1	2
16	что в зависимости от	1	2
17	в той или иной	1	2
18	а в том что	1	2
19	примеров можно было бы	1	2
20	и т п для	1	2
21	и в то же	3	2
22	в какой мере не	1	2
23	т п все это	1	2
24	в том что оно	1	2
25	никогда не может быть	1	1
26	о том как возник	1	1
27	в зависимости от них	1	1
28	что на известной ступени	1	1
29	но все же и	1	1
30	с более или менее	2	1
31	и в зависимости от	1	1
32	пушкина хотя бы в	1	1
33	то это вовсе не	1	1
34	одно и то же	1	1
35	прежде всего следует отметить	1	1
36	уже по одному тому	2	1
37	и не может быть	2	1
38	бы сами по себе	1	1
39	занимает по отношению к	1	1
40	в том отношении что	2	1
41	иметь в виду что	1	1
42	как бы сами по	1	1
43	с другой стороны в	1	1
44	которое не было бы	1	1
45	в то время как	1	1
46	что для того чтобы	1	1
47	для того чтобы строить	1	1
48	т е не в	1	1
49	одним из моментов в	1	1
50	только в том что	1	1
51	в плоть и кровь	1	1
52	хотя бы и не	2	1
53	одном и том же	2	1
54	хотя бы и в	1	1
55	этой точки зрения на	1	1
56	в том или ином	1	1
57	в одном и том	1	1
58	основанием для того чтобы	1	1
59	дело не в том	1	1
60	ответ на этот вопрос	1	1
61	всего следует отметить что	1	1
62	по одному тому что	2	1
63	приводит к тому что	2	1
64	имеем в виду не	1	1
65	и т д но	1	1
66	для того чтобы понять	1	1
