N	3gram	Bakhtin_Fr	Mirosoze
1	не может быть	5	28
2	в том что	6	9
3	но он не	1	9
4	для того чтобы	2	7
5	и в нем	1	6
6	о том что	3	6
7	в самой глубине	1	5
8	до сих пор	7	5
9	в отношении к	1	5
10	но и в	5	5
11	к человеку и	1	5
12	прежде всего в	1	5
13	по отношению к	2	4
14	потому что в	1	4
15	в конце концов	1	4
16	в нем нет	1	4
17	на то что	1	4
18	потому что он	1	4
19	она никогда не	1	3
20	для него не	1	3
21	том что он	1	3
22	но это не	1	3
23	одна и та	1	3
24	так как он	1	3
25	по сравнению с	2	3
26	и той же	1	3
27	и та же	1	3
28	одной и той	1	3
29	и ничего не	1	3
30	xix века в	1	3
31	в значительной степени	4	3
32	выходит за пределы	4	3
33	во всяком случае	2	3
34	на протяжении всего	5	3
35	также и в	1	3
36	как и в	1	3
37	не только в	5	2
38	но это и	1	2
39	века в эпоху	1	2
40	лежит в основе	1	2
41	все это уже	1	2
42	все более и	1	2
43	именно потому что	1	2
44	бросается в глаза	1	2
45	но также и	1	2
46	это означает что	1	2
47	к нему все	1	2
48	в наше время	1	2
49	ни к какому	2	2
50	в своей книге	3	2
51	и не может	2	2
52	мы еще вернемся	1	2
53	так и не	3	2
54	в себе и	2	2
55	к тому чтобы	1	2
56	более и более	1	2
57	и в самой	1	2
58	одно из самых	1	2
59	он не знает	1	2
60	в xx веке	1	2
61	что в нем	1	2
62	подобно тому как	2	2
63	не могут быть	2	2
64	никогда не может	1	2
65	по своей природе	1	2
66	как бы в	1	2
67	в этом отношении	5	2
68	и не знает	1	2
69	он знает только	1	1
70	в вопросе о	1	1
71	в самом начале	1	1
72	друг друга нет	1	1
73	природы человека то	1	1
74	в самых глубинах	1	1
75	для нас в	1	1
76	человека в его	1	1
77	в средство для	1	1
78	он перестает быть	1	1
79	во всех его	3	1
80	в xix веке	2	1
81	и у других	2	1
82	узком и точном	1	1
83	может быть наиболее	1	1
84	и он не	1	1
85	в эпоху когда	1	1
86	в самом деле	1	1
87	о мире в	2	1
88	и до нашего	1	1
89	он видит в	1	1
90	не знает и	2	1
91	в прошлое и	2	1
92	в строгом смысле	1	1
93	очень характерно для	2	1
94	во многих отношениях	1	1
95	и связанной с	1	1
96	но не только	2	1
97	друг с другом	2	1
98	в других местах	1	1
99	жизни в этом	1	1
100	не потому что	1	1
101	а между тем	1	1
102	и шекспира он	1	1
103	мира и человека	1	1
104	человек возвращается к	1	1
105	нет всего того	1	1
106	роль в жизни	1	1
107	не могла бы	1	1
108	как и всякая	2	1
109	не только художественная	1	1
110	даже и в	4	1
111	по ту сторону	1	1
112	быть отнесена к	1	1
113	в отличие от	4	1
114	тех случаях когда	1	1
115	и в других	2	1
116	но даже и	2	1
117	до нашего времени	1	1
118	в себе в	1	1
119	человек в мире	1	1
120	резком противоречии с	1	1
121	со свободой духа	1	1
122	с другой стороны	1	1
123	самый характер его	1	1
124	вряд ли можно	1	1
125	его на протяжении	1	1
126	еще до конца	1	1
127	на так называемый	1	1
128	но не было	1	1
129	и в том	2	1
130	к нему нельзя	1	1
131	но не менее	1	1
132	в тех случаях	1	1
133	была для него	1	1
134	он так и	1	1
135	писателей мировой литературы	1	1
136	прежде всего как	1	1
137	нем нет ничего	1	1
138	не проникает в	1	1
139	во франции он	1	1
140	себе выражения в	1	1
141	той или иной	5	1
142	между людьми и	1	1
143	это сама жизнь	1	1
144	в жизни так	1	1
145	большое место в	1	1
146	и вот в	1	1
147	не только от	1	1
148	с точки зрения	6	1
149	в чем же	1	1
150	xix века и	1	1
151	имеем в виду	2	1
152	еще вернемся в	1	1
153	этап в развитии	1	1
154	его отношения к	1	1
155	в этой борьбе	1	1
156	жизни в эпоху	1	1
157	нужно сказать что	7	1
158	в резком противоречии	1	1
159	в то же	5	1
160	всего того что	2	1
161	ни на что	2	1
162	никогда не остается	1	1
163	и повсюду где	1	1
164	мир к человеку	1	1
165	в самой жизни	1	1
166	то же время	5	1
167	но в отношении	1	1
168	на самом деле	2	1
169	но на этом	1	1
170	жизни и смерти	6	1
171	это характерно для	1	1
172	перед тем что	1	1
173	на что не	2	1
174	в мировой литературе	1	1
175	только потому что	1	1
176	то есть во	1	1
177	мы имеем в	1	1
178	во всех этих	2	1
179	это прежде всего	1	1
180	то я не	1	1
181	с самим собой	1	1
182	в обычном смысле	1	1
183	значение но и	1	1
184	возрождение и обновление	2	1
185	между тем в	1	1
186	в нем все	1	1
187	одной стороны он	1	1
188	большую роль играет	1	1
189	особый род его	1	1
190	с одной стороны	2	1
191	в узком и	1	1
192	то есть к	1	1
193	выход за пределы	2	1
194	до конца и	1	1
195	нет и не	1	1
196	может быть названо	1	1
