N	2gram	Losev_Prob	OGranits
1	и в	64	13
2	и его	3	12
3	прежде всего	17	9
4	может быть	29	8
5	и не	63	8
6	не может	18	8
7	и пр	4	7
8	в его	12	7
9	и их	4	7
10	точки зрения	5	7
11	таким образом	9	6
12	не только	37	6
13	мы должны	5	6
14	только в	19	6
15	то что	72	6
16	как бы	18	6
17	языка и	5	5
18	хотя бы	15	5
19	с точки	3	5
20	художественного произведения	1	5
21	в процессе	1	5
22	но ведь	6	5
23	все же	7	5
24	и эта	1	5
25	и наконец	3	5
26	в каждом	1	4
27	мы можем	8	4
28	не является	12	4
29	до тех	4	4
30	только и	5	4
31	вполне понятно	1	4
32	мы не	6	4
33	то же	10	4
34	еще и	9	4
35	было бы	16	4
36	все это	11	4
37	в сознании	5	4
38	слов и	1	4
39	лишь в	4	4
40	в своей	8	4
41	тех пор	4	4
42	но мы	3	4
43	но в	19	4
44	вопроса о	3	4
45	г в	2	3
46	с этим	7	3
47	что в	21	3
48	и то	15	3
49	отвлечения однородных	1	3
50	ни один	1	3
51	в искусстве	3	3
52	и уже	4	3
53	так и	17	3
54	не как	2	3
55	говорить о	14	3
56	одно и	1	3
57	есть прежде	3	3
58	за пределы	6	3
59	превращается в	1	3
60	слово в	2	3
61	поставить вопрос	1	3
62	в пределах	2	3
63	в их	7	3
64	в ее	3	3
65	здесь мы	1	3
66	самом деле	10	3
67	не в	6	3
68	в которой	2	3
69	что же	18	3
70	для целей	1	3
71	и все	9	3
72	общего с	10	3
73	но для	3	3
74	в себе	16	3
75	так как	16	3
76	языка как	2	3
77	да и	11	3
78	но и	23	3
79	к единству	1	3
80	и для	10	3
81	как и	7	3
82	ничего общего	14	3
83	никогда не	8	3
84	как системы	1	3
85	в области	8	2
86	к сожалению	6	2
87	в самом	10	2
88	нет ничего	12	2
89	и к	2	2
90	что они	5	2
91	того или	8	2
92	каждый элемент	1	2
93	может иметь	3	2
94	представим себе	2	2
95	мы видим	2	2
96	иное как	5	2
97	в данном	16	2
98	мы уже	8	2
99	и этот	4	2
100	в своих	3	2
101	в этом	30	2
102	что иное	5	2
103	в общем	5	2
104	в целях	2	2
105	случае и	2	2
106	данном случае	10	2
107	категорий но	1	2
108	на язык	2	2
109	человеческой речи	3	2
110	он только	1	2
111	которое мы	2	2
112	в языке	13	2
113	с одной	4	2
114	мог бы	1	2
115	в течение	1	2
116	которое может	1	2
117	входит в	4	2
118	для себя	9	2
119	не чем	2	2
120	и при	4	2
121	одной стороны	4	2
122	и должно	2	2
123	который мы	2	2
124	роль в	2	2
125	в другом	2	2
126	мы считаем	3	2
127	при этом	8	2
128	несмотря на	6	2
129	между тем	3	2
130	для него	2	2
131	только его	4	2
132	вся область	1	2
133	и тем	16	2
134	и может	2	2
135	смысле слова	11	2
136	связанные с	1	2
137	ее в	2	2
138	в том	19	2
139	с этой	1	2
140	что эта	2	2
141	каждое слово	1	2
142	и является	9	2
143	в тех	2	2
144	в отношении	7	2
145	но такое	2	2
146	чем же	2	2
147	конечно в	2	2
148	ни одно	1	2
149	другой стороны	7	2
150	сознания и	4	2
151	не что	5	2
152	не на	4	2
153	отношений между	2	2
154	от этого	2	2
155	так же	12	2
156	думать что	2	2
157	в них	8	2
158	самого начала	2	2
159	а в	7	2
160	связанных с	1	2
161	если бы	8	2
162	мы понимаем	1	2
163	себе что	4	2
164	от всех	2	2
165	в ряд	2	2
166	о языке	3	2
167	их внутренней	1	2
168	а также	6	2
169	путем отвлечения	2	2
170	еще в	2	2
171	в ней	1	2
172	с самого	3	2
173	тем что	10	2
174	она является	3	2
175	и др	2	2
176	могут быть	2	2
177	вовсе не	60	2
178	в действительности	5	2
179	между собою	9	2
180	его на	1	2
181	чем иным	2	2
182	учение о	5	2
183	в связи	7	2
184	имеет место	1	2
185	в зависимости	2	2
186	во всей	4	2
187	говорить об	2	2
188	может стать	1	2
189	вне всякой	1	2
190	все эти	15	2
191	конечно мы	1	2
192	с другой	8	2
193	как в	5	2
194	иным как	2	2
195	не менее	26	2
196	только ее	2	2
197	явлений и	1	2
198	не имеет	8	2
199	с историей	2	2
200	к предмету	3	2
201	том что	26	2
202	в нем	14	2
203	уже в	6	2
204	и следовательно	6	2
205	или иного	6	2
206	зависимости от	2	2
207	не мог	1	2
208	является уже	1	2
209	а не	21	2
210	всей своей	1	2
211	в чем	3	2
212	в целом	1	2
213	художественное произведение	1	2
214	и ее	9	2
215	тот же	4	2
216	собственно говоря	4	2
217	к тому	5	2
218	есть не	10	2
219	кажется что	2	2
220	слова и	5	2
221	бы в	3	2
222	в лингвистике	1	2
223	в дальнейшем	5	1
224	этого термина	8	1
225	его к	1	1
226	науки о	1	1
227	в некоторых	1	1
228	своей научной	1	1
229	этого и	1	1
230	и наоборот	1	1
231	точное и	1	1
232	такой степени	1	1
233	языка в	3	1
234	который является	2	1
235	но такой	1	1
236	целей а	1	1
237	одного автора	1	1
238	и оба	1	1
239	уже сам	1	1
240	находятся в	2	1
241	на признак	1	1
242	то он	3	1
243	выражение в	1	1
244	не зная	1	1
245	ее и	1	1
246	для всех	3	1
247	в данную	1	1
248	только к	1	1
249	и других	1	1
250	к математической	1	1
251	является для	3	1
252	мышления в	2	1
253	один из	7	1
254	существует но	2	1
255	можно говорить	3	1
256	и здесь	8	1
257	осуществляется в	1	1
258	указанных нами	1	1
259	вообще в	1	1
260	общения в	1	1
261	и столь	1	1
262	знака до	1	1
263	стр а	1	1
264	не обязателен	2	1
265	значение так	1	1
266	что язык	1	1
267	то это	3	1
268	выходит за	1	1
269	она и	1	1
270	вопрос о	4	1
271	как структура	1	1
272	как же	6	1
273	рождается понятие	1	1
274	что мы	23	1
275	неподвижной и	1	1
276	на этом	1	1
277	только некоторые	1	1
278	этим путем	1	1
279	они не	1	1
280	тонких и	1	1
281	которую мы	1	1
282	является наиболее	1	1
283	ведь в	1	1
284	языке и	4	1
285	не имеют	6	1
286	только что	2	1
287	само собой	3	1
288	в последнее	1	1
289	которая как	1	1
290	или иная	1	1
291	даже и	18	1
292	сознания с	2	1
293	встречался с	1	1
294	которые не	5	1
295	глаз и	1	1
296	указать на	1	1
297	должно быть	3	1
298	того как	3	1
299	если он	1	1
300	моменты в	1	1
301	категорий это	1	1
302	и уж	6	1
303	своей статье	1	1
304	которой он	4	1
305	и который	3	1
306	может возникнуть	1	1
307	о значении	4	1
308	необходимо чтобы	4	1
309	говоря и	1	1
310	на том	5	1
311	другими словами	8	1
312	есть одно	1	1
313	теории литературы	3	1
314	такого рода	20	1
315	это все	1	1
316	но при	2	1
317	более или	7	1
318	же является	1	1
319	может идти	1	1
320	внимание на	4	1
321	потому что	24	1
322	в значительной	2	1
323	нам удалось	1	1
324	на первом	1	1
325	должны быть	2	1
326	языка от	2	1
327	он всегда	3	1
328	но даже	3	1
329	того чтобы	10	1
330	и если	9	1
331	бы по	1	1
332	же как	2	1
333	или иных	2	1
334	знаков не	1	1
335	бы мы	5	1
336	ту или	1	1
337	и более	4	1
338	но такая	1	1
339	мы имеем	3	1
340	не должно	1	1
341	языкового знака	9	1
342	также и	22	1
343	ту же	1	1
344	в человеческом	2	1
345	и речи	3	1
346	не говорить	1	1
347	для того	10	1
348	момента в	1	1
349	совсем не	9	1
350	тому как	3	1
351	тому что	6	1
352	с одним	1	1
353	которые и	1	1
354	вошедшие в	1	1
355	есть его	2	1
356	это заставляет	2	1
357	что всякий	7	1
358	он и	8	1
359	кто-нибудь станет	2	1
360	уже к	1	1
361	отбросить все	1	1
362	языке но	1	1
363	словесных знаков	1	1
364	его и	1	1
365	в своем	7	1
366	и тогда	2	1
367	говорить не	1	1
368	этот момент	1	1
369	значительной мере	2	1
370	этом отношении	2	1
371	еще мало	1	1
372	тем как	1	1
373	сознании не	1	1
374	не отражается	1	1
375	ведь этот	1	1
376	что при	2	1
377	века однако	1	1
378	точно и	1	1
379	мысли и	2	1
380	исследования в	2	1
381	тем не	25	1
382	сознании и	4	1
383	но тем	1	1
384	являются отражением	1	1
385	как это	7	1
386	в художественной	1	1
387	те или	3	1
388	в свои	1	1
389	не думает	1	1
390	что такое	23	1
391	что ведь	1	1
392	мы в	4	1
393	мы все	1	1
394	то мы	2	1
395	выражение то	1	1
396	только на	13	1
397	с проблемой	1	1
398	общения с	1	1
399	или иные	1	1
400	об этом	10	1
401	содержания и	2	1
402	вступает в	1	1
403	отношениями между	1	1
404	только потому	4	1
405	имеется еще	1	1
406	нужно сказать	3	1
407	переходит в	2	1
408	остановиться на	1	1
409	это попросту	1	1
410	всего его	1	1
411	не приходится	2	1
412	никто не	2	1
413	в науке	4	1
414	гораздо богаче	1	1
415	и что	21	1
416	на самом	9	1
417	в абстрактное	1	1
418	для них	5	1
419	и тот	2	1
420	можно было	8	1
421	в этой	14	1
422	для данного	1	1
423	людей и	1	1
424	напоминает нам	1	1
425	это слово	1	1
426	фактов но	1	1
427	его чисто	1	1
428	иметь в	5	1
429	в начале	1	1
430	ни одна	2	1
431	во все	1	1
432	в виду	10	1
433	в общее	1	1
434	в нашей	3	1
435	же такое	5	1
436	что к	2	1
437	и один	1	1
438	к другому	1	1
439	и до	3	1
440	в определении	3	1
441	есть акт	1	1
442	сводится к	3	1
443	здесь уже	1	1
444	нет никакого	1	1
445	с их	1	1
446	и есть	7	1
447	для своей	1	1
448	конечно не	3	1
449	подобно тому	2	1
450	момента своего	1	1
451	и вполне	6	1
452	которая уже	1	1
453	уже видели	1	1
454	не хотят	1	1
455	но это	11	1
456	только то	6	1
457	позиции в	1	1
458	есть чисто	2	1
459	разных категорий	1	1
460	не вполне	4	1
461	по себе	20	1
462	совсем иначе	1	1
463	в совершенно	1	1
464	этот вопрос	2	1
465	функции в	4	1
466	в истории	6	1
467	все равно	7	1
468	только одного	2	1
469	существовать если	1	1
470	не обязательна	2	1
471	по своей	1	1
472	поэтому не	1	1
473	лишь как	1	1
474	не вошедшие	1	1
475	что слово	2	1
476	весьма характерное	1	1
477	его в	9	1
478	возразить что	1	1
479	никакого отношения	2	1
480	со всеми	2	1
481	с понятием	3	1
482	то или	3	1
483	на всю	2	1
484	или как	4	1
485	как то	1	1
486	каждый из	3	1
487	а на	1	1
488	быть это	1	1
489	работы и	1	1
490	самый предмет	1	1
491	эти функции	1	1
492	существует только	3	1
493	или иное	2	1
494	мы здесь	4	1
495	и часто	2	1
496	не было	7	1
497	когда мы	10	1
498	связи с	8	1
499	события и	1	1
500	если не	6	1
501	же не	1	1
502	никоим образом	1	1
503	проблемы не	1	1
504	истории мышления	1	1
505	не знает	4	1
506	или в	5	1
507	к полной	1	1
508	трудно разграничить	1	1
509	в основе	4	1
510	мы утверждаем	1	1
511	и отражение	1	1
512	если еще	1	1
513	же только	1	1
514	вне и	2	1
515	и эстетического	1	1
516	собственном смысле	1	1
517	почему же	1	1
518	на то	12	1
519	ни о	8	1
520	то не	2	1
521	же самое	9	1
522	и глубоко	1	1
523	и всякое	2	1
524	будет существовать	1	1
525	из нее	1	1
526	следовательно в	2	1
527	их в	6	1
528	нет и	5	1
529	течение всей	1	1
