N	4gram	Vygotskiy_	Problemy
1	бы то ни было	1	6
2	но на самом деле	1	5
3	в том что он	3	5
4	как мы уже говорили	1	3
5	в то время как	4	3
6	одно и то же	1	3
7	в том и в	1	2
8	том и в другом	1	2
9	уже сама по себе	1	2
10	и по отношению к	1	2
11	сводится к тому чтобы	1	2
12	друг с другом но	1	1
13	по отношению к другому	1	1
14	слова к тому же	1	1
15	можно было бы сказать	1	1
16	бы глубоки они ни	1	1
17	до самого последнего времени	1	1
18	с одной стороны и	2	1
19	в этом смысле можно	1	1
20	друг с другом что	1	1
21	как мы увидим в	1	1
22	все более и более	3	1
23	могли бы сказать так	1	1
24	но и по отношению	1	1
25	таким образом как бы	1	1
26	на вопрос что такое	1	1
27	смысле можно сказать что	2	1
28	не видит того что	1	1
29	друг к другу как	1	1
30	не знает и своего	1	1
31	одного и того же	8	1
32	и вместе с тем	1	1
33	как бы глубоки они	1	1
34	в собственном смысле слова	1	1
35	с другой стороны мы	1	1
36	один и тот же	5	1
37	заключается в том что	10	1
38	можно прямо сказать что	1	1
39	но в этом случае	2	1
40	в том числе и	2	1
41	и в другом случае	2	1
42	то время как в	1	1
43	в той же плоскости	1	1
44	знает и своего собственного	1	1
45	его отношение к другим	2	1
46	мы имеем в виду	1	1
47	этом смысле можно сказать	1	1
48	несмотря на то что	2	1
49	вопрос о том что	1	1
50	взаимно исключающих друг друга	1	1
51	лежащие в основе этого	1	1
52	глубоки они ни были	1	1
53	то что должно быть	1	1
54	не может быть понято	1	1
55	которые сами по себе	1	1
56	свое последнее слово в	1	1
57	относятся друг к другу	2	1
58	так же как и	2	1
59	мы могли бы сказать	3	1
60	подобно тому как в	3	1
61	они на самом деле	1	1
