N	3gram	Tiupa_Hudo	VeschiIm
1	и т д	5	38
2	не может быть	5	24
3	бы то ни	1	12
4	тем не менее	6	11
5	содержит в себе	2	11
6	в том что	15	9
7	в самом деле	5	7
8	на то что	2	7
9	с точки зрения	5	6
10	то и другое	2	6
11	может быть только	1	6
12	так или иначе	3	6
13	в свою очередь	1	5
14	в то же	11	5
15	и то что	1	5
16	не потому что	1	5
17	подобно тому как	4	5
18	не только в	4	5
19	о том как	4	4
20	этой точки зрения	1	4
21	с этой точки	1	4
22	более или менее	1	4
23	что же такое	1	4
24	не только не	3	4
25	дело в том	1	4
26	о том что	14	4
27	то же время	11	4
28	но то что	1	3
29	как она есть	1	3
30	ни с какой	2	3
31	но еще и	2	3
32	заключается в том	1	3
33	ту или иную	2	3
34	уже не может	1	3
35	можно сказать что	1	3
36	все же не	2	3
37	сами по себе	1	3
38	она не может	1	3
39	можно было бы	5	3
40	и в то	2	3
41	не может не	1	3
42	с одной стороны	4	3
43	то что мы	1	3
44	с другой стороны	1	3
45	по имени и	1	3
46	так же как	2	2
47	в данном случае	3	2
48	в свое время	1	2
49	хотя бы и	1	2
50	она могла бы	1	2
51	в этом смысле	1	2
52	с самим собою	1	2
53	только о том	1	2
54	для того чтобы	2	2
55	друг с другом	1	2
56	и в конце	1	2
57	том что он	1	2
58	не было ни	2	2
59	только один из	1	2
60	в первом случае	2	2
61	как раз в	2	2
62	в конце концов	1	2
63	нельзя сказать что	1	2
64	все что угодно	1	2
65	которая была бы	1	2
66	а не в	1	2
67	в связи с	3	2
68	к тому что	8	2
69	но все же	2	2
70	то что я	2	2
71	во всяком случае	1	2
72	в этом отношении	4	2
73	и в этом	3	2
74	что же касается	2	2
75	как раз и	1	2
76	в этом и	2	2
77	мы имеем дело	1	2
78	в жизни в	1	2
79	что он не	3	1
80	у нее нет	1	1
81	в самом начале	1	1
82	одной стороны и	1	1
83	то и в	1	1
84	в сущности в	1	1
85	отождествление с ним	1	1
86	ничего не было	1	1
87	как будто бы	3	1
88	и потому что	1	1
89	что она не	2	1
90	же самое время	1	1
91	по себе а	1	1
92	они предстают перед	1	1
93	прежде всего на	1	1
94	потому что это	1	1
95	в действительности же	2	1
96	как мы знаем	1	1
97	чем и объясняется	1	1
98	в том смысле	1	1
99	едва ли можно	1	1
100	не в этом	1	1
101	не в состоянии	1	1
102	с такими ее	1	1
103	самом деле в	2	1
104	то или иное	1	1
105	не годится в	1	1
106	однако и здесь	1	1
107	и о них	1	1
108	об этом в	1	1
109	и в самом	4	1
110	в себе и	1	1
111	что не только	1	1
112	самом деле не	1	1
113	ни у кого	1	1
114	для себя и	1	1
115	на себе печать	1	1
116	не я сам	1	1
117	только в том	4	1
118	но тут же	1	1
119	не в том	2	1
120	о чем не	1	1
121	не нуждается в	1	1
122	так и ее	1	1
123	но это только	1	1
124	что у него	2	1
125	к реальной жизни	1	1
126	и то и	1	1
127	что бы то	1	1
128	до сих пор	3	1
129	именно потому что	1	1
130	этом и заключается	1	1
131	и быть не	1	1
132	то и его	1	1
133	самим собою в	1	1
134	потому что он	1	1
135	что все эти	1	1
136	ни о чем	3	1
137	речь идет о	2	1
138	по своей природе	2	1
139	мы не знаем	1	1
140	что человек есть	1	1
141	не иметь никакого	1	1
142	только потому что	2	1
143	это уже не	1	1
144	то ни другое	1	1
145	с ее внутренней	1	1
146	не только потому	1	1
147	и вот я	1	1
148	потому что оно	1	1
149	в этом случае	1	1
150	том что я	1	1
151	но в то	3	1
152	в этом он	1	1
153	а в том	1	1
154	к другому человеку	3	1
155	с тем что	1	1
156	ни то ни	1	1
157	личности это не	1	1
158	самим по себе	1	1
159	зачем же я	1	1
160	в ней есть	1	1
161	на то чтобы	2	1
162	то же самое	3	1
163	и все же	1	1
164	не имеют никакого	1	1
165	самом же деле	1	1
166	та или иная	4	1
167	это отнюдь не	1	1
168	что несмотря на	1	1
169	вместо того чтобы	2	1
170	я не могу	1	1
171	и так что	1	1
172	на самом же	1	1
173	но в этом	1	1
174	в этой связи	5	1
175	относится и к	1	1
176	вбирая в себя	1	1
177	ее имя и	1	1
178	предстают перед нами	1	1
179	тот или иной	1	1
180	но и для	2	1
181	это было бы	1	1
182	еще и потому	1	1
183	еще ничего не	1	1
184	говорит только о	1	1
185	а также и	1	1
