N	2gram	Losev_Prob	NovoeSre
1	а не	28	17
2	не может	14	16
3	и в	62	16
4	совсем не	4	12
5	нового времени	1	12
6	и не	56	11
7	и есть	9	10
8	что в	11	9
9	в эпоху	2	9
10	в том	35	8
11	жизни и	7	8
12	он не	10	8
13	в этом	25	7
14	может быть	39	7
15	не будет	3	7
16	это есть	5	7
17	как и	15	7
18	ни в	17	6
19	не знает	1	6
20	не в	21	6
21	лишь в	1	6
22	но это	13	6
23	никогда не	7	6
24	и к	9	5
25	не только	33	5
26	в ней	12	5
27	истории в	2	5
28	все это	9	5
29	xix века	2	5
30	в жизни	1	5
31	в нем	13	5
32	с ее	5	5
33	и общественной	2	5
34	перестает быть	3	4
35	и потому	13	4
36	и мы	1	4
37	по своему	6	4
38	быть может	1	4
39	должно быть	1	4
40	потому что	40	4
41	xix и	2	4
42	это не	10	4
43	прежде всего	13	4
44	в них	6	4
45	то что	42	4
46	не было	6	4
47	новое время	1	4
48	и все	13	4
49	не менее	24	4
50	не имеет	12	4
51	значит что	13	4
52	и для	5	4
53	о том	14	4
54	верить в	1	3
55	во всех	4	3
56	в ночи	2	3
57	вопрос о	2	3
58	не означает	1	3
59	должна быть	1	3
60	она не	3	3
61	тому как	2	3
62	в ее	6	3
63	смысле слова	19	3
64	что такое	4	3
65	за пределы	6	3
66	дня и	1	3
67	стремится к	1	3
68	конечно не	3	3
69	подобно тому	3	3
70	в истории	4	3
71	не существует	6	3
72	в новое	3	3
73	с другой	14	3
74	в основе	3	3
75	сказать что	24	3
76	духа и	1	3
77	с тем	9	3
78	не значит	3	3
79	к преодолению	1	3
80	перейти от	1	3
81	не есть	57	3
82	в своей	8	3
83	как в	10	3
84	революции и	1	3
85	но и	20	3
86	это было	4	3
87	к ее	1	3
88	жизни не	2	3
89	к тому	4	3
90	человека и	1	3
91	еще не	12	3
92	от всякого	3	2
93	с этим	5	2
94	все они	5	2
95	более не	2	2
96	и от	11	2
97	и весь	2	2
98	это и	11	2
99	ни к	3	2
100	и что	9	2
101	не могли	2	2
102	на путях	1	2
103	что она	5	2
104	не имеют	4	2
105	борьба и	1	2
106	духовной жизни	1	2
107	зависит от	1	2
108	и заключается	1	2
109	познания и	1	2
110	с одной	3	2
111	хотя бы	6	2
112	такого рода	14	2
113	мы не	15	2
114	будет уже	2	2
115	русской революции	1	2
116	того чтобы	4	2
117	заключается что	1	2
118	хотя и	9	2
119	которых не	1	2
120	так и	16	2
121	нашего времени	1	2
122	как это	4	2
123	самой жизни	2	2
124	если нет	2	2
125	но она	2	2
126	думать что	1	2
127	одной стороны	2	2
128	для чего	3	2
129	можно было	7	2
130	не ставит	1	2
131	ни одна	2	2
132	другой стороны	11	2
133	времени и	4	2
134	с их	2	2
135	этом смысле	5	2
136	том и	1	2
137	у него	1	2
138	все категории	2	2
139	к самой	1	2
140	и общества	3	2
141	а в	9	2
142	все время	2	2
143	когда мы	24	2
144	и даже	21	2
145	и формы	1	2
146	и с	11	2
147	мы говорим	8	2
148	вернуться к	2	2
149	связана с	1	2
150	по существу	2	2
151	для этого	9	2
152	нет и	1	2
153	и ночи	1	2
154	равно как	2	2
155	и начала	2	2
156	могут быть	2	2
157	в себе	23	2
158	том чтобы	1	2
159	и на	4	2
160	быть в	2	2
161	уже не	12	2
162	я не	1	2
163	что все	2	2
164	время как	6	2
165	все эти	14	2
166	есть в	6	2
167	же как	5	2
168	вместе с	3	2
169	но я	1	2
170	который в	2	2
171	как будто	11	2
172	в природе	2	2
173	в категориях	1	2
174	но не	6	2
175	в то	18	2
176	том что	25	2
177	не будут	2	2
178	ведь и	1	2
179	так же	11	2
180	и это	11	2
181	можно назвать	1	2
182	в смысле	2	2
183	но для	3	2
184	в одну	1	2
185	себя в	4	2
186	но в	17	2
187	мысли в	1	2
188	мысли и	1	2
189	формы и	3	2
190	не к	2	2
191	связаны с	1	2
192	в той	8	1
193	зачем же	1	1
194	все в	4	1
195	всех своих	1	1
196	она сама	1	1
197	своего рода	1	1
198	красота и	1	1
199	войне и	1	1
200	в самом	4	1
201	во всем	2	1
202	к одному	1	1
203	уже во	2	1
204	нет ничего	6	1
205	они являются	2	1
206	получает свое	1	1
207	еще при	1	1
208	ее на	2	1
209	и того	1	1
210	от нее	2	1
211	но тут	2	1
212	сами не	1	1
213	но можно	1	1
214	может иметь	4	1
215	можно сказать	10	1
216	то он	3	1
217	все что	1	1
218	во все	3	1
219	но оно	3	1
220	для всех	3	1
221	в философском	1	1
222	в более	1	1
223	это конечно	1	1
224	себе если	1	1
225	до сих	4	1
226	а к	2	1
227	бы к	3	1
228	и более	6	1
229	бы он	2	1
230	и этот	3	1
231	он требует	1	1
232	в котором	3	1
233	по преимуществу	1	1
234	жизни для	1	1
235	значение в	3	1
236	символы знаки	1	1
237	и всех	1	1
238	тоже не	8	1
239	то это	13	1
240	выходит за	2	1
241	ничем не	2	1
242	ночь как	1	1
243	как другие	1	1
244	что этот	1	1
245	отличие от	3	1
246	что будет	1	1
247	и всеми	1	1
248	же и	7	1
249	конечно есть	1	1
250	нельзя сказать	3	1
251	они не	1	1
252	из них	4	1
253	к ней	2	1
254	и красота	1	1
255	на нем	3	1
256	и прогрессивных	1	1
257	свидетельствует о	2	1
258	мы уже	4	1
259	нас и	2	1
260	жизни а	4	1
261	бог и	1	1
262	действует но	1	1
263	которая в	1	1
264	переходит в	2	1
265	своей природе	1	1
266	уже давно	3	1
267	пустоте и	1	1
268	говорим что	1	1
269	уже в	5	1
270	эти слова	2	1
271	на ее	2	1
272	в значительной	2	1
273	есть прежде	3	1
274	и имеет	1	1
275	для себя	6	1
276	из этих	1	1
277	во всяком	14	1
278	том числе	1	1
279	земли и	1	1
280	не должно	1	1
281	символична в	1	1
282	в человеческом	2	1
283	но также	2	1
284	для того	5	1
285	будет употреблять	1	1
286	в каких	1	1
287	вопросу о	1	1
288	быть не	1	1
289	этой системе	1	1
290	на всех	1	1
291	только так	2	1
292	вступление в	1	1
293	это значит	12	1
294	не всегда	1	1
295	ночи у	1	1
296	из их	1	1
297	а это	6	1
298	в этот	1	1
299	имея в	1	1
300	это уже	4	1
301	он и	3	1
302	что вся	2	1
303	было бы	14	1
304	мы должны	13	1
305	будет сказать	2	1
306	о самом	2	1
307	который есть	1	1
308	формальной логики	1	1
309	получает все	1	1
310	в его	10	1
311	к такой	1	1
312	когда само	1	1
313	когда она	2	1
314	к тем	1	1
315	человеческом обществе	1	1
316	символики которая	1	1
317	от этой	1	1
318	мы в	6	1
319	но ведь	2	1
320	и вся	2	1
321	и совсем	4	1
322	говорить о	7	1
323	не с	1	1
324	есть и	2	1
325	может остаться	1	1
326	этот переход	1	1
327	и ярче	1	1
328	но сам	1	1
329	у нас	17	1
330	и когда	4	1
331	время когда	1	1
332	для них	4	1
333	с богом	1	1
334	существу своему	1	1
335	к ночи	1	1
336	не столько	2	1
337	освобождение от	1	1
338	с другими	6	1
339	сказать мы	1	1
340	говорит что	1	1
341	они будут	1	1
342	в виду	20	1
343	сами эти	1	1
344	превращается в	1	1
345	и до	3	1
346	слова а	2	1
347	нет никакого	4	1
348	нужно будет	1	1
349	с собой	6	1
350	историческую эпоху	1	1
351	весь мир	2	1
352	сторона есть	1	1
353	чтобы эти	1	1
354	только в	33	1
355	своей основе	1	1
356	не на	2	1
357	не могут	1	1
358	есть уже	4	1
359	под этим	1	1
360	по своей	1	1
361	от того	2	1
362	в нее	2	1
363	он есть	2	1
364	сам этот	2	1
365	и явления	1	1
366	также еще	1	1
367	и противопоставлять	1	1
368	в зависимости	3	1
369	а во	2	1
370	оно не	1	1
371	огромного напряжения	1	1
372	мышления не	1	1
373	и исключительно	1	1
374	основанная на	1	1
375	сами по	8	1
376	особого рода	1	1
377	другой же	1	1
378	всего что	1	1
379	вот этот	1	1
380	говорим о	5	1
381	или не	1	1
382	но он	1	1
383	идеями и	1	1
384	национальные и	1	1
385	значение и	7	1
386	в которой	3	1
387	и а	1	1
388	века не	1	1
389	не хотел	1	1
390	и общего	1	1
391	особого типа	1	1
392	живое и	1	1
393	в этой	10	1
394	а во-вторых	2	1
395	числе и	1	1
396	сторон жизни	2	1
397	человеческой жизни	4	1
398	общество и	2	1
399	а также	6	1
400	и еще	2	1
401	жизнь в	3	1
402	что его	3	1
403	как на	2	1
404	существе своем	1	1
405	человеческого общества	1	1
406	в отличие	2	1
407	он в	3	1
408	будто бы	7	1
409	на нее	1	1
410	общества мы	1	1
411	оно есть	2	1
412	нам суждено	2	1
413	всегда есть	6	1
414	сам собой	1	1
415	нем не	1	1
416	из всех	1	1
417	быть только	1	1
418	что не	4	1
419	но все	5	1
420	возможно было	1	1
421	в глубине	1	1
422	тем что	8	1
423	россии и	1	1
424	и во	5	1
425	не хочет	1	1
426	к этой	2	1
427	то время	6	1
428	и нами	1	1
429	возможны только	2	1
430	с большим	2	1
431	хотя сама	1	1
432	в конце	7	1
433	вообще не	5	1
434	или иная	4	1
435	них не	1	1
436	логики и	1	1
437	так как	14	1
438	смысле и	1	1
439	сказать ни	1	1
440	имеют никакого	2	1
441	эти черты	1	1
442	в образе	1	1
443	в своем	7	1
444	мы конечно	1	1
445	я могу	3	1
446	для сознания	1	1
447	к таким	1	1
448	есть по	1	1
449	человечества и	1	1
450	нас к	2	1
451	сих пор	4	1
452	и вполне	9	1
453	что он	16	1
454	на себя	1	1
455	бы сказать	1	1
456	известном смысле	1	1
457	человека это	2	1
458	и она	2	1
459	их в	2	1
460	и очень	6	1
461	он может	2	1
462	они сами	1	1
463	в атмосфере	1	1
464	мысли но	1	1
465	которые могут	1	1
466	что мы	12	1
467	и которые	1	1
468	нельзя будет	1	1
469	далеко еще	1	1
470	в этих	6	1
471	свободно а	1	1
472	есть такой	1	1
473	том смысле	4	1
474	перед лицом	1	1
475	и отдельных	1	1
476	движения к	1	1
477	но если	12	1
478	перед собой	1	1
479	по себе	36	1
480	и объединения	1	1
481	только для	1	1
482	в области	2	1
483	того и	2	1
484	внутри которого	1	1
485	в такой	1	1
486	все более	1	1
487	нуждается в	1	1
488	все другие	1	1
489	с ним	11	1
490	а возможно	1	1
491	и только	10	1
492	человек не	1	1
493	есть только	5	1
494	ли он	1	1
495	человеческого духа	1	1
496	ней нет	1	1
497	к той	1	1
498	всяком случае	8	1
499	эта символическая	1	1
500	нужно считать	1	1
501	зависимости от	3	1
502	во время	3	1
503	та или	4	1
504	друг друга	5	1
505	только потому	3	1
506	будет в	2	1
507	к вопросу	1	1
508	к своим	1	1
509	в это	1	1
510	того же	2	1
511	в известном	3	1
512	в каком-то	1	1
513	знает что	1	1
514	не ставится	1	1
515	в чем	5	1
516	в каком	9	1
517	нет в	2	1
518	не был	3	1
519	вечности но	1	1
520	дальше и	1	1
521	в какие	1	1
522	моря и	1	1
523	есть своя	2	1
524	и его	12	1
525	и особенно	3	1
526	имеет никакой	1	1
527	в существе	1	1
528	нам предстоит	1	1
529	слова в	1	1
530	и у	2	1
531	мыслить как	1	1
532	одного и	1	1
533	на это	1	1
534	себе и	4	1
535	жизни с	1	1
536	разобраться в	1	1
537	к идее	1	1
538	гораздо больше	2	1
539	и рождается	1	1
540	есть вопрос	1	1
541	от этого	1	1
542	и нет	2	1
543	который и	1	1
544	себя и	1	1
545	есть принцип	3	1
546	к нему	3	1
547	становится в	1	1
548	чтобы понять	1	1
549	средневекового типа	1	1
550	на них	1	1
