N	3gram	Propp_Isto	Hudozhes
1	по отношению к	6	10
2	в том что	6	8
3	в отличие от	3	7
4	с другой стороны	7	6
5	более или менее	5	6
6	для того чтобы	1	5
7	так или иначе	1	4
8	того или иного	1	4
9	не может быть	8	4
10	в силу своей	1	4
11	мы имеем в	4	3
12	в этом смысле	1	3
13	тем не менее	7	3
14	и то же	1	3
15	подобно тому как	3	3
16	в связи с	5	3
17	с одной стороны	7	3
18	бы то ни	2	2
19	но он не	1	2
20	и прежде всего	1	2
21	до известной степени	1	2
22	это своего рода	1	2
23	в противном случае	1	2
24	тех или иных	1	2
25	том что он	1	2
26	тем или иным	1	2
27	то ни было	2	2
28	к тому что	1	2
29	приводит к тому	1	2
30	в значительной степени	1	2
31	может быть названо	1	2
32	мы имеем дело	1	2
33	точно так же	8	1
34	быть не может	1	1
35	что он не	4	1
36	но в отличие	3	1
37	может быть назван	2	1
38	в последней главе	1	1
39	по себе а	2	1
40	еще не есть	1	1
41	в соответствии с	1	1
42	том отношении что	1	1
43	лежат в основе	1	1
44	не содержит в	1	1
45	один из видов	2	1
46	дает ключ к	2	1
47	о том что	5	1
48	в отдельности и	1	1
49	одной стороны и	1	1
50	дело не в	2	1
51	именно такого рода	1	1
52	какой бы то	1	1
53	в реальной действительности	1	1
54	ни к каким	1	1
55	как один из	2	1
56	в таких случаях	4	1
57	нами не как	1	1
58	на котором он	1	1
59	простой и ясный	1	1
60	а для нас	1	1
61	одно из проявлений	1	1
62	в этих случаях	10	1
63	друг от друга	1	1
64	что он должен	1	1
65	в то время	3	1
66	в себя и	1	1
67	том что она	1	1
68	а по своей	1	1
69	имеем дело не	1	1
70	с которыми он	1	1
71	в одной из	1	1
72	в том случае	1	1
73	именно потому что	1	1
74	в иных случаях	1	1
75	не что иное	3	1
76	таким образом и	1	1
77	иметь в виду	2	1
78	но в то	1	1
79	содержит в себе	1	1
80	в зависимости от	3	1
81	так же как	6	1
82	глубже чем это	1	1
83	не было и	1	1
84	в этом случае	3	1
85	это еще одна	1	1
86	можно говорить о	1	1
87	восходит к тому	1	1
88	к тому же	1	1
89	не только на	2	1
90	есть не что	2	1
91	и в пределах	1	1
92	в себе в	1	1
93	не могут быть	1	1
94	которая при этом	1	1
95	на первый взгляд	2	1
96	то же самое	3	1
97	в лес но	1	1
98	при всей своей	1	1
99	что иное как	3	1
100	легко может быть	1	1
101	в том отношении	1	1
102	только то что	1	1
103	едва ли не	1	1
104	на этом пути	1	1
105	в одном случае	1	1
106	может быть признано	1	1
107	а не только	1	1
108	и глубже чем	1	1
109	прежде всего в	1	1
110	в виду что	1	1
111	могли бы быть	2	1
112	шире и глубже	1	1
113	в чистом виде	2	1
114	это было бы	1	1
