N	2gram	Propp_Isto	Mirosoze
1	и в	44	97
2	может быть	31	64
3	не только	17	63
4	в этом	20	55
5	но и	16	54
6	он не	5	53
7	а не	5	53
8	в нем	10	49
9	не может	10	49
10	у него	7	47
11	и не	19	39
12	никогда не	5	38
13	в ней	8	37
14	потому что	18	37
15	не было	2	36
16	не в	11	34
17	и есть	3	33
18	для него	2	31
19	не есть	1	30
20	но он	2	30
21	человека в	5	30
22	как и	12	29
23	прежде всего	7	29
24	и он	9	27
25	в мире	1	27
26	но в	7	27
27	человека и	2	26
28	в своей	3	25
29	он был	2	25
30	и это	5	25
31	переходит в	1	24
32	и все	4	24
33	у нас	1	24
34	в своем	3	23
35	что в	18	23
36	что он	29	22
37	в самом	1	21
38	бога и	1	20
39	в себе	1	20
40	отношение к	3	20
41	как бы	4	19
42	в его	16	18
43	того что	3	17
44	и потому	2	17
45	том что	12	16
46	в том	13	16
47	на земле	1	16
48	то что	16	16
49	было бы	2	16
50	и его	15	16
51	в котором	2	15
52	не был	1	15
53	не знает	1	15
54	в этой	5	15
55	в конце	1	14
56	человек в	2	14
57	она не	7	14
58	нет ничего	1	14
59	те которые	1	14
60	так как	19	14
61	в глубине	1	14
62	в легенде	1	13
63	та же	2	13
64	и на	11	13
65	друг друга	5	13
66	и вот	4	13
67	в русском	1	13
68	в них	3	12
69	он сам	1	12
70	к нему	5	12
71	и у	3	12
72	но не	8	12
73	это не	8	12
74	все это	4	12
75	и к	3	11
76	с тем	9	11
77	уже не	14	11
78	хотя бы	2	11
79	в которой	4	11
80	в русской	8	11
81	был бы	1	11
82	только в	8	11
83	как в	11	11
84	и там	3	11
85	но это	10	11
86	и для	3	11
87	жизни и	4	11
88	то же	9	10
89	так же	14	10
90	один из	6	10
91	должна быть	3	10
92	не могут	2	10
93	не имеет	4	10
94	это и	3	10
95	связана с	1	10
96	есть не	2	10
97	все что	5	9
98	к тому	1	9
99	не мог	3	9
100	что и	11	9
101	xix века	1	9
102	я не	1	9
103	не будет	1	9
104	доходит до	1	9
105	он уже	1	9
106	с ним	9	9
107	вместе с	26	9
108	в свою	3	9
109	и во	1	9
110	есть уже	2	9
111	есть и	3	9
112	а в	9	9
113	лишь в	2	9
114	от него	2	8
115	нужно искать	1	8
