N	3gram	Trubetskoy	StatiiOP
1	в том что	16	47
2	о том что	4	29
3	для того чтобы	7	19
4	до сих пор	15	19
5	с точки зрения	8	14
6	с другой стороны	4	13
7	во всяком случае	2	13
8	то обстоятельство что	1	11
9	не может быть	4	11
10	в самом деле	5	9
11	то же время	2	9
12	вместе с тем	3	9
13	на то что	7	9
14	в то же	2	9
15	дело в том	1	9
16	можно было бы	1	9
17	тем не менее	4	8
18	к тому что	1	8
19	на самом деле	7	8
20	не в том	1	7
21	в конце концов	4	7
22	в этой области	4	7
23	в данном случае	3	7
24	по этому поводу	1	7
25	но все же	2	7
26	заключается в том	3	7
27	в то время	2	7
28	том что он	2	7
29	так же как	3	6
30	по отношению к	11	6
31	не только не	1	6
32	по крайней мере	1	6
33	должна была бы	1	6
34	то время как	1	5
35	в том же	3	5
36	за то что	1	5
37	что же касается	2	5
38	тот факт что	4	5
39	с самого начала	1	5
40	так или иначе	5	4
41	с одной стороны	2	4
42	ничего общего с	2	4
43	в связи с	3	4
44	тем более что	1	4
45	иметь в виду	1	4
46	и в том	2	4
47	говоря уже о	1	3
48	в том числе	1	3
49	совершенно так же	4	3
50	более или менее	8	3
51	таким образом в	3	3
52	а с другой	2	3
53	к тому же	5	3
54	бы то ни	3	3
55	что у него	1	3
56	как и вообще	1	3
57	только в том	1	3
58	состоит в том	1	3
59	не говоря уже	1	3
60	в лучшем случае	1	3
61	во всех этих	2	3
62	в этом случае	4	3
63	принять во внимание	2	3
64	но в целом	1	3
65	из того же	2	2
66	и в другом	1	2
67	но вместе с	2	2
68	в его собственной	1	2
69	этой области не	1	2
70	того что именно	1	2
71	но и с	1	2
72	этот вопрос в	1	2
73	а между тем	8	2
74	о том кто	1	2
75	в зависимости от	1	2
76	между тем как	1	2
77	том числе и	1	2
78	и для самого	1	2
79	точно так же	1	2
80	независимо от того	1	2
81	а потому что	1	2
82	русской истории и	1	2
83	то ни было	3	2
84	не может не	3	2
85	а не в	1	2
86	то же самое	1	2
87	то что у	2	2
88	в один общий	1	2
89	не только с	1	2
90	с тех пор	1	2
91	только тогда когда	1	2
92	на эти темы	1	2
93	уже о том	1	2
94	не только по	1	2
95	ответить на вопрос	2	2
96	а как бы	1	2
97	в свою очередь	2	2
98	что это есть	1	2
99	к тому времени	1	2
100	это не так	1	2
101	и в конце	1	2
102	в одно целое	1	2
103	в целом ряде	3	2
104	он не может	2	2
105	в настоящее время	3	2
106	до тех пор	1	2
107	я не могу	1	2
108	на точку зрения	1	2
109	как мы видели	1	2
110	в равной мере	1	2
111	точку зрения в	1	2
112	или лучше сказать	1	2
113	как бы ни	1	2
114	так что в	1	2
115	и то что	3	2
116	но с другой	1	2
117	как и в	2	2
118	может быть и	4	2
119	по одному и	1	1
120	к концу этого	1	1
121	лишь о том	1	1
122	благодаря тому что	1	1
123	в вопросе о	2	1
124	настолько сильна что	1	1
125	а может быть	1	1
126	что и для	1	1
127	но в сущности	1	1
128	судя по его	1	1
129	нами из этих	1	1
130	в этом направлении	1	1
131	для борьбы с	1	1
132	и в ту	1	1
133	в одну кучу	1	1
134	к одному из	1	1
135	целом ряде случаев	1	1
136	из двух или	1	1
137	в ту же	1	1
138	по сравнению с	5	1
139	этой работы и	1	1
140	в дальнейшем же	1	1
141	том что как	1	1
142	в том и	2	1
143	нельзя не отметить	1	1
144	с этой точки	1	1
145	и это не	1	1
146	все же он	1	1
147	а в том	1	1
148	том и другом	1	1
149	и все это	1	1
150	только с точки	1	1
151	друг от друга	6	1
152	свидетельствует о том	1	1
153	в голову не	1	1
154	и не имеет	1	1
155	и то же	1	1
156	том виде в	1	1
157	трудно видеть что	1	1
158	во многих отношениях	1	1
159	и некоторые другие	1	1
160	и если бы	1	1
161	в том случае	4	1
162	что она исходит	1	1
163	может не быть	1	1
164	что он сам	1	1
165	того что в	1	1
166	может быть не	1	1
167	так что эта	1	1
168	смысле этого слова	1	1
169	то что эти	1	1
170	в начале своей	1	1
171	не трудно видеть	1	1
172	в приложении к	1	1
173	в то что	1	1
174	вместо того чтобы	1	1
175	уже и сейчас	1	1
176	том же духе	1	1
177	все эти вещи	1	1
178	нечего и говорить	3	1
179	и таким образом	1	1
180	на пути к	1	1
181	тогда как у	1	1
182	надо сказать что	1	1
183	также и то	1	1
184	как бы он	1	1
185	что в таком	1	1
186	больше чем у	1	1
187	один общий тон	1	1
188	таким образом этот	1	1
189	что при таких	2	1
190	в народных массах	1	1
191	одно из двух	1	1
192	самого себя и	1	1
193	отсюда как будто	1	1
194	в этом представлении	1	1
195	различия в этом	1	1
196	в высшей степени	2	1
197	и при помощи	1	1
198	том что так	1	1
199	является одним из	1	1
200	во всем мире	1	1
201	и проч все	1	1
202	важную роль в	1	1
203	не имели никакого	1	1
204	только то что	2	1
205	встать на точку	1	1
206	как общее правило	1	1
207	с оружием в	1	1
208	никогда не было	1	1
209	к ней и	1	1
210	не потому чтобы	1	1
211	и в голову	1	1
212	но так как	2	1
213	а лишь о	1	1
214	и не может	1	1
215	которые больше всего	1	1
216	но кто знает	1	1
217	сих пор не	5	1
218	не знает что	1	1
219	между тем в	1	1
220	потому что для	1	1
221	этому требованию и	1	1
222	друг к другу	2	1
223	это может быть	1	1
224	примеры показывают что	1	1
225	надо иметь в	1	1
226	мысль о том	1	1
227	на своем пути	1	1
228	дело только в	1	1
229	а на самом	1	1
230	все что мы	1	1
231	и может быть	2	1
232	и не очень	1	1
233	и тому же	1	1
234	малейшего намека на	1	1
235	лишь те которые	1	1
236	что именно этот	1	1
237	этой точки зрения	1	1
238	этом у нас	1	1
239	как будто должно	1	1
240	в такой форме	2	1
241	а потому не	1	1
242	что все они	1	1
243	и той же	1	1
244	во внимание что	1	1
245	все же будет	1	1
246	в виду следующие	1	1
247	в этом и	1	1
248	и что следовательно	1	1
249	с лица земли	1	1
250	бы может быть	1	1
251	при помощи этой	1	1
252	оружием в руках	1	1
253	что и сам	1	1
254	лишь то что	1	1
255	у него с	2	1
256	одна из этих	1	1
257	в то ее	1	1
258	мы видели выше	1	1
259	прямого отношения к	1	1
260	указание на то	1	1
261	каких бы то	1	1
262	приводит к тому	1	1
263	что одним из	1	1
264	одно и то	1	1
265	одной и той	1	1
266	если бы все	1	1
267	в результате которой	1	1
268	же он не	1	1
269	одному и тому	1	1
270	не менее в	1	1
271	именно в том	1	1
272	и что если	1	1
273	сих пор еще	1	1
274	потому чтобы я	1	1
275	хотя бы в	1	1
276	и без того	4	1
277	но именно в	1	1
278	может быть признана	1	1
279	более что он	1	1
280	то что для	1	1
281	представление о том	1	1
282	самое простое и	1	1
283	у каждого своя	1	1
284	совершенно отказаться от	1	1
285	ясно что и	1	1
286	и все же	1	1
287	говорят что это	1	1
288	и сам он	1	1
289	по его мнению	1	1
290	что несмотря на	2	1
291	но с этим	1	1
292	ко всему этому	2	1
293	за последнее время	1	1
294	в том виде	2	1
295	упускать из виду	1	1
296	при таких условиях	2	1
297	тот или иной	1	1
298	в другом случае	1	1
299	это есть не	1	1
