N	3gram	Tiupa_Anal	TeoriaLi
1	в том что	13	10
2	по отношению к	9	10
3	не сводится к	2	9
4	я в мире	2	8
5	в то же	9	8
6	то же время	7	8
7	присутствия я в	1	7
8	в отличие от	8	7
9	кадров внутреннего зрения	4	7
10	присутствия в мире	3	6
11	того или иного	3	6
12	в конечном счете	5	6
13	с другой стороны	2	6
14	более или менее	2	6
15	состоит в том	6	6
16	не может быть	17	5
17	так и не	5	5
18	для того чтобы	3	5
19	так или иначе	1	5
20	в данном случае	3	5
21	факторов художественного впечатления	8	4
22	в силу своей	3	4
23	одного и того	2	4
24	организации художественного текста	2	4
25	и того же	2	4
26	в свою очередь	1	3
27	той или иной	8	3
28	а всего лишь	1	3
29	с точки зрения	6	3
30	в этом смысле	3	3
31	субъектной организации художественного	2	3
32	имеем в виду	1	3
33	в виду не	1	3
34	порядок в душе	1	3
35	в том числе	3	3
36	тем не менее	3	3
37	можно сказать что	1	3
38	следует смешивать с	1	3
39	в своем составе	1	3
40	подобно тому как	5	3
41	по своей природе	1	3
42	в равной степени	2	3
43	тех или иных	3	3
44	мы имеем в	1	3
45	виду не только	1	3
46	несет в себе	1	3
47	в связи с	2	3
48	значении этого слова	7	3
49	в качестве текста	1	3
50	не следует смешивать	1	3
51	с одной стороны	6	3
52	в нашем случае	3	2
53	как совокупность факторов	2	2
54	в искусстве слова	1	2
55	в сочетании с	7	2
56	в противном случае	1	2
57	креативного и рецептивного	1	2
58	до известной степени	1	2
59	в данном контексте	1	2
60	кто говорит и	1	2
61	в данный момент	2	2
62	человека к действительности	1	2
63	случае не следует	1	2
64	этой точки зрения	2	2
65	и в самом	3	2
66	с этой точки	2	2
67	как и в	2	2
68	в самом деле	3	2
69	организации художественного произведения	1	2
70	в коем случае	2	2
71	во внешнем мире	2	2
72	в стилистическом отношении	1	2
73	в самом начале	3	2
74	времени и в	1	2
75	и то же	2	2
76	в таком случае	5	2
77	ни в коем	2	2
78	внутреннего слуха и	1	2
79	со стороны адресата	1	2
80	лишь в самом	1	2
81	включает в себя	1	2
82	в отношении к	1	2
83	одно и то	2	2
84	но в то	2	2
85	том числе и	1	2
86	или говоря иначе	1	2
87	и тем самым	2	2
88	с легкой руки	2	2
89	в соответствии с	2	2
90	а с другой	1	2
91	вокруг я героя	2	2
92	том что он	2	2
93	не только не	2	2
94	не в самом	1	2
95	мы имеем дело	7	2
96	то ни было	3	2
97	имеет в своем	1	2
98	как и ее	1	2
99	не могут быть	2	2
100	сама по себе	1	2
101	к тому что	2	2
102	это своего рода	1	2
103	однако при этом	1	2
104	бенвенист ритм манифестирован	2	2
105	бы то ни	3	2
106	в известном смысле	2	2
107	коем случае не	2	2
108	приводит к тому	1	2
109	я героя как	2	2
110	художественной культуры в	1	2
111	в значительной степени	1	2
112	как уже говорилось	3	2
113	в основе своей	2	2
114	совокупность факторов художественного	2	2
115	содержание эстетической деятельности	1	1
116	знанию такого рода	1	1
117	текста абзац знаменующий	1	1
118	по шеллингу чем	1	1
119	в каждый малый	1	1
120	с кротким мягким	1	1
121	героя как ценностного	2	1
122	манифестирован ударениями чем	1	1
123	создает эффект распределенности	1	1
124	образом характеризует говорящего	1	1
125	определенным диалогическим углом	1	1
126	слуха и в	1	1
127	а места б	1	1
128	универсально родственно всем	1	1
129	к внутреннему слуху	2	1
130	во времени или	1	1
131	деталей в пределах	1	1
132	осуществление которой определенным	1	1
133	если логический объект	1	1
134	корманом объектную и	1	1
135	в контексте целого	2	1
136	только мы родственные	1	1
137	речи последний получает	1	1
138	впечатления он состоит	1	1
139	правило совпадает с	1	1
140	в художественном произведении	1	1
141	виду что в	1	1
142	показателей а выбор	1	1
143	произведение искусства есть	1	1
144	он состоит в	1	1
145	как правило совпадает	1	1
146	объектом эстетического созерцания	1	1
147	а также употребленных	1	1
148	заслоняется крупным планом	1	1
149	является специфическая целостность	1	1
150	текста делает его	1	1
151	при наличии которой	1	1
152	по этой причине	2	1
153	последовательно вводятся автором	1	1
154	в общеязыковом отношении	1	1
155	кадрового единства фразы	1	1
156	в том под	1	1
157	ему принадлежит только	1	1
158	весьма простых текстовых	1	1
159	никогда не бывает	1	1
160	подводит некий общий	1	1
161	число композиционных субъектов	1	1
162	в той или	3	1
163	концовки клаузулы и	1	1
164	анакрусы и ритмические	1	1
165	мере в какой	2	1
166	наиболее очевидная граница	1	1
167	в осмысленном и	1	1
168	синтаксических и фонологических	1	1
169	к паузам ударения	1	1
170	я есть точка	1	1
171	в этих случаях	1	1
172	по преимуществу внешнюю	1	1
173	в пределах текста	3	1
174	малый отрезок времени	1	1
175	не сами слова	1	1
176	об отсутствии в	1	1
177	его речевой строй	1	1
178	в том и	2	1
179	тексту слой факторов	1	1
180	и сосредоточенное в	1	1
