N	3gram	Vygotskiy_	Analitik
1	в том что	30	25
2	не может быть	8	19
3	по отношению к	11	18
4	в то же	2	16
5	о том что	10	15
6	в данном случае	5	14
7	в отличие от	3	14
8	то же время	2	14
9	той или иной	2	14
10	к тому же	1	13
11	в конечном счете	4	11
12	с другой стороны	10	9
13	в свою очередь	3	9
14	в том чтобы	6	9
15	по крайней мере	1	9
16	подобно тому как	2	9
17	с одной стороны	14	9
18	значении этого слова	1	8
19	состоит в том	4	8
20	с точки зрения	34	8
21	как и в	2	8
22	не только в	1	8
23	в этом отношении	6	8
24	в свое время	1	7
25	во всяком случае	5	7
26	тем не менее	1	6
27	в той или	1	5
28	не только не	2	5
29	но и в	1	5
30	здесь не только	1	4
31	в самом деле	5	4
32	для того чтобы	19	4
33	в силу своей	1	4
34	не в том	1	4
35	и тем самым	4	4
36	в соответствии с	1	4
37	и не может	1	4
38	и в этом	1	4
39	в ответ на	1	4
40	большей или меньшей	1	4
41	в этом смысле	3	4
42	в известном смысле	3	4
43	из того что	7	4
44	в значительной степени	2	4
45	том что он	2	4
46	едва ли не	1	4
47	сама по себе	3	4
48	и тот же	1	3
49	и как бы	1	3
50	и то что	1	3
51	хотя бы и	1	3
52	дело не в	1	3
53	в том числе	3	3
54	сам по себе	3	3
55	именно в этом	3	3
56	бы то ни	1	3
57	речь идет о	4	3
58	в зависимости от	8	3
59	то ни было	1	3
60	следует оговориться что	1	3
61	в связи с	3	3
62	то же самое	4	3
63	в этой связи	1	3
64	как раз и	1	3
65	если говорить о	1	3
66	и в самом	2	3
67	можно сказать что	5	3
68	и той же	2	3
69	может быть сведено	2	3
70	включает в себя	1	3
71	дело в том	2	3
72	содержит в себе	1	3
73	одной и той	2	3
74	не могут быть	1	3
75	по нашему убеждению	1	3
76	в результате чего	1	3
77	между тем в	1	3
78	тот или иной	1	3
79	что он не	2	2
80	на всем протяжении	3	2
81	же самое время	1	2
82	в применении к	1	2
83	такой же мере	3	2
84	в коем случае	1	2
85	этого слова как	1	2
86	и тогда когда	1	2
87	не остается ничего	3	2
88	с этой точки	1	2
89	не только его	1	2
90	во внешнем мире	1	2
91	в частности в	1	2
92	можно было бы	6	2
93	друг с другом	6	2
94	до сих пор	4	2
95	лишь в самом	1	2
96	того что в	3	2
97	в такой же	3	2
98	смысле этого слова	6	2
99	ни в коем	1	2
100	а с другой	6	2
101	и то же	2	2
102	как если бы	3	2
103	к тому что	3	2
104	по этому пути	2	2
105	в тех случаях	1	2
106	коем случае не	1	2
107	в чистом виде	1	2
108	в борьбе с	1	2
109	в том и	1	2
110	вместе с ним	3	2
111	на то что	9	2
112	не столько в	1	2
113	в данный момент	1	2
114	заключается в том	10	2
115	один и тот	1	2
116	этой точки зрения	2	2
117	в единое целое	2	2
118	в таких случаях	1	2
119	не в состоянии	2	2
120	того и другого	1	2
121	и к тому	1	2
122	тем более что	1	2
123	но и его	1	2
124	на этот вопрос	5	2
125	в сущности говоря	3	2
126	одно и то	2	2
127	в отрыве от	1	2
128	при этом он	1	2
129	по своей природе	3	2
130	быть сведено к	2	2
131	в равной мере	2	2
132	с самим собой	1	2
133	тех случаях когда	1	2
134	не последнюю роль	1	2
135	прежде всего в	2	2
136	но и как	1	2
137	если бы он	3	2
138	в целом ряде	1	1
139	отнюдь не оказывается	1	1
140	как и во	1	1
141	в частности к	1	1
142	он не видит	1	1
143	должны были бы	2	1
144	в целом как	1	1
145	как мы это	1	1
146	не было никакой	1	1
147	и на все	1	1
148	о том как	1	1
149	оказывается как раз	1	1
150	как и вообще	1	1
151	только для того	2	1
152	это говоря словами	1	1
153	как одна из	1	1
154	здесь и теперь	2	1
155	человека к действительности	1	1
156	несмотря на то	1	1
157	то что с	1	1
158	рассказывает об этом	1	1
159	однако и здесь	1	1
160	есть не только	1	1
161	та и другая	1	1
162	истинном значении этого	1	1
163	или иной мере	1	1
164	в целом но	1	1
165	же мере как	1	1
166	дело тут не	1	1
167	ни у кого	1	1
168	отношение между ними	1	1
169	в том же	3	1
170	существует независимо от	1	1
171	что мы знаем	3	1
172	что каждая из	1	1
173	таким же образом	1	1
174	который по своей	1	1
175	друг от друга	4	1
176	на вопрос о	4	1
177	что в них	1	1
178	это указание на	1	1
179	на первом месте	2	1
180	не только имеет	1	1
181	что у него	1	1
182	приходит к выводу	4	1
183	именно потому что	1	1
184	на точку зрения	2	1
185	те же самые	1	1
186	и в качестве	1	1
187	по себе в	1	1
188	оно не является	1	1
189	не изменилось бы	1	1
190	том и заключается	1	1
191	он ничего не	1	1
192	о том какое	1	1
193	в конце концов	1	1
194	ибо и в	1	1
195	том что мы	1	1
196	в один ряд	1	1
197	само по себе	3	1
198	в результате такой	1	1
199	к его внутренней	1	1
200	и вместе с	1	1
201	и таким образом	2	1
202	занимает центральное место	1	1
203	возможной не только	1	1
204	речи и к	1	1
205	по ту сторону	2	1
206	связей и отношений	2	1
207	виде в каком	2	1
208	так же точно	9	1
209	том виде в	1	1
210	и та и	1	1
211	что в этом	1	1
212	его мысли и	2	1
213	всех своих частях	1	1
214	по сути дела	1	1
215	мы не станем	6	1
216	на этот раз	1	1
217	это все же	1	1
218	что даже в	2	1
219	только то что	2	1
220	а по своей	1	1
221	на самом же	1	1
222	с другой с	1	1
223	хотя бы с	1	1
224	или во всяком	2	1
225	все без исключения	1	1
226	тут не в	1	1
227	и т.п в	1	1
228	же самое что	1	1
229	не только переходом	1	1
230	с другом в	2	1
231	в этом последнем	1	1
232	рода что и	1	1
233	который в качестве	1	1
234	и эти два	1	1
235	представляет собой не	1	1
236	собственном смысле слова	4	1
237	лишь в тех	1	1
238	в одном из	2	1
239	больше и больше	1	1
240	в самом простом	2	1
241	раз в том	1	1
242	является не только	1	1
243	так как если	1	1
244	я и ты	1	1
245	вместе с тем	5	1
246	могла бы быть	1	1
247	самом же деле	1	1
248	как это ни	2	1
249	также и на	1	1
250	а вместе с	2	1
251	имеем в виду	1	1
252	как и вся	1	1
253	и теперь в	1	1
254	а затем уже	1	1
255	мы обратимся к	1	1
256	отличие от элементов	1	1
257	как мы постараемся	2	1
258	ту или иную	1	1
259	в сущности это	2	1
260	мере как и	1	1
261	тот факт что	1	1
262	точно так же	2	1
263	перед нами как	1	1
264	включающий в себя	1	1
265	между тем это	1	1
266	со всеми остальными	2	1
267	к выводу что	5	1
268	свойств присущих целому	1	1
269	того что мы	1	1
270	же точно и	1	1
271	что и более	1	1
272	в то время	5	1
273	приводит нас к	1	1
274	во всех своих	1	1
275	того чтобы быть	1	1
276	до некоторой степени	1	1
277	то и другое	1	1
278	части нашей работы	1	1
279	на элементы не	1	1
280	его можно было	1	1
281	первую из этих	1	1
282	вопрос о том	2	1
283	свою очередь является	1	1
284	хотя и не	1	1
285	и тем что	1	1
286	уже в первой	1	1
287	приводит к тому	3	1
288	на самом деле	3	1
289	должно быть понято	1	1
290	при этом она	1	1
291	я не могу	2	1
292	и в частности	3	1
293	в основе которого	2	1
294	мышления в частности	1	1
295	ответ на этот	3	1
296	только тогда когда	4	1
297	как раз в	3	1
298	что было бы	1	1
299	тоже могут быть	1	1
300	значение этих слов	1	1
301	мы имеем в	1	1
302	которые могут быть	1	1
303	вне всякого сомнения	1	1
304	содержат в себе	1	1
305	и при этом	1	1
306	в первую очередь	3	1
307	к этому же	1	1
308	же как и	4	1
309	в собственном смысле	8	1
310	с ним и	1	1
311	и не могут	1	1
312	можно с уверенностью	1	1
313	как мы увидим	1	1
314	в связь с	1	1
315	прежде всего своей	1	1
316	или хотя бы	1	1
317	не возникает в	1	1
318	все что мы	3	1
319	то что мы	1	1
320	разложения на элементы	1	1
321	основе которого лежит	2	1
322	мы уже говорили	3	1
323	в том виде	1	1
324	том числе и	3	1
325	следует что для	1	1
326	приводит его к	1	1
327	не только как	1	1
328	которые могли бы	1	1
329	рассматривать в качестве	1	1
330	места и для	1	1
331	после того как	1	1
332	самом деле не	1	1
333	на две части	2	1
