N	4gram	Tiupa_Anal	Hudozhes
1	в то же время	7	7
2	присутствия я в мире	1	5
3	состоит в том что	6	4
4	в виду не только	1	3
5	имеем в виду не	1	3
6	не следует смешивать с	1	3
7	мы имеем в виду	1	3
8	одно и то же	2	3
9	одного и того же	2	3
10	в том числе и	1	2
11	ни в коем случае	2	2
12	и в самом деле	1	2
13	в том что он	2	2
14	бы то ни было	3	2
15	в коем случае не	2	2
16	случае не следует смешивать	1	2
17	как совокупность факторов художественного	2	2
18	совокупность факторов художественного впечатления	2	2
19	в той или иной	3	2
20	коем случае не следует	1	2
21	приводит к тому что	1	2
22	с этой точки зрения	2	2
23	в том и состоит	1	2
24	узкое и сосредоточенное в	1	1
25	личность как внутреннее единство	1	1
26	длиной ритмического ряда и	1	1
27	характера социального поведения в	1	1
28	субъектной кто говорит и	1	1
29	отношение между ними могут	1	1
30	недоступна между тем художественная	1	1
31	ходе последовательного наращивания текста	1	1
32	на ее полные розовые	1	1
33	читателем в ходе чтения	1	1
34	субъектная организация литературного произведения	2	1
35	художественных значимостей являются наиболее	1	1
36	текста так же точно	1	1
37	между несколькими голосами то	1	1
38	встречается таким образом с	1	1
39	количество ударных слогов относительно	1	1
40	ее взаимоналожениях и взаимодействиях	1	1
41	говорящего иначе говоря помимо	1	1
42	творческое волеизъявление автора становится	1	1
43	искусство в том числе	1	1
44	углом они сопоставлены или	1	1
45	субъект и то или	1	1
46	общеязыковом отношении художественному восприятию	1	1
47	место лишь в самом	1	1
48	облечён в молчание бахтин	1	1
49	субъектом речи последний получает	1	1
50	говорит и как говорит	1	1
51	преимуществу внешнюю полноту и	1	1
52	литературного произведения состоит в	1	1
53	дневного ночного мгновенного вечного	1	1
54	прозе ближайшие к паузам	1	1
55	в осмысленном и конкретном	1	1
56	с субъектом речи последний	1	1
57	наиболее очевидная граница между	1	1
58	биографической жизнью человека но	1	1
59	основе весьма простых текстовых	1	1
60	времени в поле зрения	1	1
61	и сочетаться подобно кубикам	1	1
62	этой соотносительности стилистико-речевую определенность	1	1
63	т.п крайними пределами этой	1	1
64	ценностное уплотнение воображаемого мира	1	1
65	никакому логическому познанию тайна	1	1
66	политические входят в состав	1	1
67	текста наиболее значимы при	1	1
68	лишь поименованное в тексте	1	1
69	генерализацию текста поскольку подводит	1	1
70	и жизни однако все	1	1
71	речевыми характеристиками глоссами как	1	1
72	эффект распределенности текста между	1	1
73	мы имеем дело не	1	1
74	между тем объектом эстетического	1	1
75	составе персонажей появление исчезновение	1	1
76	в конечном счете искусство	1	1
77	той мере в какой	2	1
78	изображающей и изображенной речи	1	1
79	к какому-нибудь объекту речи	1	1
80	специфически человеческий способ существования	1	1
81	движется один отдельный кадр	1	1
82	или менее насыщенный деталями	1	1
83	являются неслиянными и нераздельными	1	1
84	измеряемой числом слогов между	1	1
85	слов избранных для обозначения	1	1
86	строфы абзацы и особенно	1	1
87	явлений между тем объектом	1	1
88	глядя на ее полные	1	1
89	объектом только в присутствии	1	1
90	устанавливает задаваемый читателю ракурс	1	1
91	социальные политические входят в	1	1
92	как организация ментального созерцания	1	1
93	всего в композиции произведения	1	1
94	и прозрачнее чем это	1	1
95	прибавить ни убавить ни	1	1
96	слогов между двумя паузами	3	1
97	художественного восприятия все прочие	1	1
98	кубикам то субъект и	1	1
99	люди такие и что	1	1
100	тривиальная в общеязыковом отношении	1	1
101	поле зрения читателя находится	1	1
102	общее всем знакомее и	1	1
103	анакрусы и ритмические концовки	1	1
104	всякое я уникально и	1	1
105	равнопротяженный тексту слой факторов	1	1
106	произведении искусства но факультативные	1	1
107	обнаруживается еще один равнопротяженный	1	1
108	доверенной его романному герою	1	1
109	автора мы находим вне	1	1
110	и ритмические концовки клаузулы	1	1
111	составе столько голосов сколько	1	1
112	при этом особенно если	1	1
113	взаимоналожениях и взаимодействиях с	1	1
114	достоевский описывал себя в	1	1
115	но иностранцы узнают себя	1	1
116	высказыванием действующего лица актанта	1	1
117	трагическое есть рассказ о	1	1
118	его то есть его	1	1
119	некоторая возможность выбора лингвистических	1	1
120	ни прибавить ни убавить	1	1
