N	2gram	Losev_Prob	Problema
1	то есть	63	46
2	в его	10	43
3	и не	56	42
4	и в	62	38
5	познания и	1	30
6	не может	14	27
7	может быть	39	26
8	как бы	11	22
9	в художественном	5	20
10	отнюдь не	16	19
11	и с	11	17
12	и его	12	16
13	в этом	25	15
14	в нем	13	15
15	и т	20	14
16	прежде всего	13	13
17	только в	33	13
18	независимо от	4	13
19	но не	6	12
20	в искусстве	4	12
21	за пределы	6	12
22	ни в	17	11
23	во всех	4	11
24	художественного произведения	14	11
25	и для	5	11
26	в области	2	11
27	таким образом	13	10
28	в их	2	10
29	не входит	1	10
30	отношение к	1	10
31	к нему	3	10
32	не только	33	9
33	его в	4	9
34	имеет дело	1	9
35	не имеет	12	9
36	но и	20	9
37	для нее	2	8
38	произведения как	1	8
39	в том	35	8
40	и др	1	8
41	и как	4	8
42	художественное произведение	9	8
43	входит в	3	8
44	то что	42	8
45	было бы	14	8
46	точки зрения	14	8
47	что в	11	7
48	в самом	4	7
49	как форма	1	7
50	не в	21	7
51	вообще не	5	7
52	как и	15	7
53	в своей	8	7
54	отметить что	1	7
55	совершенно не	7	7
56	но отнюдь	2	7
57	с другой	14	7
58	как мы	12	7
59	слова в	1	7
60	еще не	12	7
61	с точки	9	6
62	содержания и	3	6
63	самом деле	6	6
64	человеческой культуры	1	6
65	отношения к	3	6
66	все же	10	6
67	не есть	57	6
68	произведение в	2	6
69	там где	1	6
70	мы можем	11	6
71	только как	3	6
72	есть чисто	2	6
73	на основе	1	6
74	не всегда	1	6
75	в пределах	3	6
76	дело с	3	6
77	а в	9	6
78	и наконец	2	6
79	ничего не	4	6
80	не к	2	6
81	можно только	3	6
82	так и	16	5
83	все они	5	5
84	должно быть	1	5
85	то же	23	5
86	это не	10	5
87	при этом	9	5
88	в своем	7	5
89	с ним	11	5
90	тем как	1	5
91	не на	2	5
92	в них	6	5
93	в основе	3	5
94	быть только	1	5
95	для познания	1	5
96	художественном произведении	3	5
97	все эти	14	5
98	рядом с	1	5
99	не нужно	2	5
100	может иметь	4	5
101	отличие от	3	5
102	а не	28	5
103	конечно не	3	5
104	далеко не	1	5
105	произведения в	2	5
106	в отличие	2	5
107	могут быть	2	5
108	и о	8	5
109	и прежде	3	5
110	со словом	1	5
111	содержанию в	1	5
112	формы и	3	5
113	никогда не	7	5
114	своим предметом	2	4
115	в предмете	1	4
116	в более	1	4
117	должна быть	1	4
118	которых мы	2	4
119	и потому	13	4
120	форма не	1	4
121	в ее	6	4
122	на самом	13	4
123	в виду	20	4
124	другой стороны	11	4
125	представлять себе	2	4
126	конечно и	2	4
127	произведение как	1	4
128	что не	4	4
129	вне себя	1	4
130	между ними	1	4
131	с ними	2	4
132	как в	10	4
133	себя самого	1	4
134	не менее	24	4
135	данном случае	12	4
136	о том	14	4
137	перестает быть	3	4
138	мы здесь	2	4
139	в данном	14	4
140	хотя бы	6	4
141	относится к	4	4
142	в ней	12	4
143	но они	4	4
144	не с	1	4
145	можно было	7	4
146	тем самым	9	4
147	всех его	1	4
148	сказать что	24	4
149	в себе	23	4
150	только по	1	4
151	в других	2	4
152	в нашем	13	4
153	но в	17	4
154	в то	18	4
155	и только	10	4
156	здесь не	11	4
157	в дальнейшем	1	3
158	бы то	5	3
159	и к	9	3
160	от него	2	3
161	произведении как	1	3
162	произведение и	1	3
163	и содержания	2	3
164	и на	4	3
165	как такового	1	3
166	основе своей	1	3
167	момент художественного	1	3
168	в таком	11	3
169	они не	1	3
170	все что	1	3
171	с одной	3	3
172	не будем	4	3
173	музыкального произведения	1	3
174	об искусстве	1	3
175	несмотря на	4	3
176	ни было	5	3
177	хотя и	9	3
178	кроме того	5	3
179	имеем дело	2	3
180	тем не	23	3
181	в область	1	3
182	мы в	6	3
183	все это	9	3
184	с другими	6	3
185	как нечто	9	3
186	мы будем	3	3
187	со всеми	1	3
188	оно не	1	3
189	но с	2	3
190	и даже	21	3
191	если бы	9	3
192	не знает	1	3
193	слова но	3	3
194	и все	13	3
195	как его	1	3
196	например в	1	3
197	ясно что	11	3
198	может стать	1	3
199	в слове	4	3
200	нуждаться в	1	3
201	себя и	1	3
202	да и	9	3
203	том что	25	3
204	и художественного	1	3
205	с действительностью	1	3
206	действительности и	2	3
207	на них	1	3
208	сказать и	2	3
209	не является	19	3
210	которую мы	1	3
211	имеют дело	1	3
212	но здесь	1	3
213	одной стороны	2	3
214	также и	22	3
215	то ни	7	3
216	искусства и	3	3
217	на ее	2	3
218	он не	10	3
219	слова и	3	3
220	ли мы	1	3
221	говорить о	7	3
222	в тех	3	3
223	и это	11	3
224	этом смысле	5	3
225	или как	4	3
226	произведение не	1	3
227	природы и	3	3
228	и тем	16	3
229	она может	2	3
230	его как	3	3
231	нет и	1	3
232	здесь совершенно	1	3
233	значение имеет	1	3
234	как только	3	3
235	как вещи	1	3
236	на него	3	3
237	и от	11	3
238	входят в	1	3
239	а как	2	3
240	но это	13	3
241	точка зрения	1	3
242	в целом	9	3
243	едва ли	8	3
244	в известной	3	3
245	начало и	1	3
246	положение вещей	1	2
247	во всем	2	2
248	андрея болконского	1	2
249	как к	1	2
250	и весь	2	2
251	дает нам	2	2
252	в частности	4	2
253	что оно	4	2
254	и он	3	2
255	и здесь	8	2
256	области познания	1	2
257	ни с	5	2
258	здесь нет	1	2
259	поэтому в	2	2
260	таком положении	1	2
261	оно было	1	2
262	и при	2	2
263	как отношение	1	2
264	не входя	1	2
265	мы имеем	7	2
266	момента в	1	2
267	узком смысле	2	2
268	была бы	2	2
269	с самим	4	2
270	ряд как	1	2
271	что это	3	2
272	души и	1	2
273	и художественно	1	2
274	из которых	6	2
275	входя в	1	2
276	довлеет себе	1	2
277	других областях	1	2
278	научное значение	1	2
279	не обходится	2	2
280	но как	6	2
281	что и	11	2
282	здесь в	3	2
283	в какой	1	2
284	со словами	1	2
285	другой же	1	2
286	у нас	17	2
287	нами в	2	2
288	себе не	2	2
289	и которые	1	2
290	не могут	1	2
291	в виде	20	2
292	лишь в	1	2
293	чем в	2	2
294	и других	1	2
295	в таких	3	2
296	в своих	2	2
297	не было	6	2
298	связи с	10	2
299	впервые делает	1	2
300	к мрамору	1	2
301	или в	7	2
302	ни одна	2	2
303	относится и	3	2
304	при созерцании	1	2
305	строгом смысле	1	2
306	не нуждается	1	2
307	дело в	6	2
308	по существу	2	2
309	и эта	1	2
310	тем что	8	2
311	я должен	1	2
312	до степени	1	2
313	для науки	2	2
314	не остается	1	2
315	случае не	7	2
316	в связи	9	2
317	я не	1	2
318	что он	16	2
319	к его	1	2
320	и именно	2	2
321	как таковой	2	2
322	и те	1	2
323	которые могут	1	2
324	только единство	1	2
325	в этих	6	2
326	и отдельных	1	2
327	предмета и	1	2
328	чем не	4	2
329	в истории	4	2
330	отличается от	8	2
331	есть только	5	2
332	представляется нам	1	2
333	о которых	3	2
334	о котором	1	2
335	том как	4	2
336	форму я	1	2
337	войти в	1	2
338	познания но	1	2
339	а только	9	2
340	метафора и	2	2
341	в чем	5	2
342	единство и	1	2
343	к своему	1	2
344	и у	2	2
345	вовсе не	62	2
346	на первый	6	2
347	особенно в	2	2
348	и вообще	20	2
349	не все	1	2
350	чтобы его	1	2
351	той или	22	2
352	от них	1	2
353	в рассмотрение	1	2
354	всех своих	1	2
355	без всякой	3	2
356	в каждом	1	2
357	можем говорить	1	2
358	форме и	1	2
359	действительности в	1	2
360	бы не	2	2
361	ни к	3	2
362	того или	8	2
363	но можно	1	2
364	можно сказать	10	2
365	а к	2	2
366	первый план	3	2
367	действительности но	3	2
368	и более	6	2
369	в котором	3	2
370	не могли	2	2
371	на этом	1	2
372	будем называть	1	2
373	в едином	1	2
374	не имеют	4	2
375	раз и	6	2
376	значение но	2	2
377	она не	3	2
378	другими словами	9	2
379	в значительной	2	2
380	его не	2	2
381	того чтобы	4	2
382	не дает	1	2
383	в другом	4	2
384	в каких	1	2
385	есть не	13	2
386	мы должны	13	2
387	смысле слова	19	2
388	как это	4	2
389	случае мы	1	2
390	но зато	1	2
391	и вся	2	2
392	но она	2	2
393	в эстетике	2	2
394	произведения но	1	2
395	и что	9	2
396	и напряжения	1	2
397	и значение	3	2
398	и другие	4	2
399	в начале	3	2
400	в нашей	4	2
401	к этому	2	2
402	не вполне	3	2
403	цели и	1	2
404	является как	1	2
405	то или	5	2
406	или иное	3	2
407	для того	5	2
408	же самое	20	2
409	не его	1	2
410	отношения и	1	2
411	и во	5	2
412	произведения и	2	2
413	анализа и	1	2
414	есть таким	1	2
415	языка как	1	2
416	только при	10	2
417	и есть	9	2
418	что все	2	2
419	столь же	1	2
420	тенденцию к	1	2
421	или иной	20	2
422	он может	2	2
423	что содержание	1	2
424	делает возможным	1	2
425	на то	6	2
426	их пределы	1	2
427	по поводу	3	2
428	нуждается в	1	2
429	она только	1	2
430	здесь мы	5	2
431	о художественном	1	2
432	или иного	5	2
433	связаны с	1	2
434	в него	2	2
435	в самой	4	2
436	какой мере	1	2
437	и искусства	3	2
438	себя в	4	2
439	и ее	7	2
440	не можем	5	2
441	самим собою	2	2
442	за их	1	2
443	и конец	1	2
444	того что	10	2
445	от ее	1	2
446	следовательно не	1	2
447	в той	8	1
448	может обойтись	2	1
449	целому ряду	1	1
450	об его	7	1
451	к целому	1	1
452	оно тоже	1	1
453	слова это	2	1
454	к такому	1	1
455	этого и	1	1
456	не связан	2	1
457	от нее	2	1
458	которые не	1	1
459	связан с	2	1
460	и может	4	1
461	узкое понимание	1	1
462	в смысловом	2	1
463	в свое	1	1
464	или просто	1	1
465	положения и	1	1
466	но я	1	1
467	находятся в	5	1
468	во втором	1	1
469	мы просто	1	1
470	нет здесь	2	1
471	ее и	2	1
472	образом и	2	1
473	для всех	3	1
474	определенное и	1	1
475	до сих	4	1
476	нашего исследования	2	1
477	здесь на	2	1
478	в душе	1	1
479	это можно	2	1
480	что у	3	1
481	и мы	1	1
482	не выходит	2	1
483	значение в	3	1
484	говоря уже	1	1
485	или для	1	1
486	выходит за	2	1
487	смысле что	4	1
488	она и	1	1
489	же рассуждение	1	1
490	своей чистой	1	1
491	что иное	6	1
492	его уже	1	1
493	и которое	1	1
494	в процессе	2	1
495	выводу что	1	1
496	она как	1	1
497	убедительно показать	1	1
498	приходится сказать	1	1
499	хотя в	1	1
500	и всей	2	1
501	если в	1	1
502	языка что	1	1
503	к этой	2	1
504	характерно и	1	1
505	если он	1	1
506	имеют в	1	1
507	о той	1	1
508	себе а	3	1
509	для нас	23	1
510	не происходит	1	1
511	что каждая	2	1
512	и вот	1	1
513	на том	3	1
514	анализа не	2	1
515	был бы	1	1
516	некоторой степени	1	1
517	время в	1	1
518	которых идет	1	1
519	и два	1	1
520	подходом к	1	1
521	самостоятельности и	1	1
522	что уже	1	1
523	ее самой	1	1
524	обе эти	1	1
525	не чем	2	1
526	области где	1	1
527	и закон	3	1
528	искусства это	1	1
529	еще более	3	1
530	в целое	1	1
531	но фактически	1	1
532	целом а	1	1
533	и борьбы	1	1
534	на действительность	3	1
535	понимая под	1	1
536	смысле и	1	1
537	звук в	1	1
538	ведь есть	2	1
539	для него	4	1
540	нас здесь	1	1
541	самим и	1	1
542	из всех	1	1
543	глаза и	1	1
544	которого оно	1	1
545	слов в	1	1
546	формы в	1	1
547	действительность но	2	1
548	из указанных	1	1
549	опираться на	1	1
550	же их	1	1
551	этой действительности	1	1
552	тоже только	2	1
553	подчеркнуть что	1	1
554	близка к	1	1
555	это уже	4	1
556	о чем	4	1
557	с тем	9	1
558	строго говоря	1	1
559	нужно сказать	1	1
560	не нужны	1	1
561	никакому сомнению	1	1
562	мысли и	1	1
563	только чисто	1	1
564	для искусства	1	1
565	что с	1	1
566	в содержании	2	1
567	не как	1	1
568	в принципе	1	1
569	что дело	2	1
570	со своим	2	1
571	глубоко и	4	1
572	и за	2	1
573	что никакой	2	1
574	вещь есть	2	1
575	и всегда	2	1
576	ее нет	1	1
577	нас в	5	1
578	все те	2	1
579	созерцании художественного	1	1
580	в тот	1	1
581	к выводу	1	1
582	в наличии	1	1
583	д мы	1	1
584	и слов	1	1
585	науки и	1	1
586	на которой	1	1
587	совершенно новое	2	1
588	предметом а	1	1
589	политической и	1	1
590	данной художественной	1	1
591	его от	3	1
592	бы и	7	1
593	исторического процесса	1	1
594	в результате	8	1
595	не ставит	1	1
596	с самими	1	1
597	ее предмет	2	1
598	моментов для	1	1
599	смысле этого	1	1
600	быть лишь	1	1
601	для них	4	1
602	этом в	1	1
603	понятий в	2	1
604	деле и	1	1
605	подобно тому	3	1
606	том и	1	1
607	то самое	1	1
608	но что	3	1
609	по себе	36	1
610	понимается как	1	1
611	данности и	1	1
612	все равно	6	1
613	есть уже	4	1
614	под этим	1	1
615	отвлечься от	1	1
616	как о	6	1
617	смысловой ряд	1	1
618	эту проблему	1	1
619	природы или	1	1
620	этот смысл	1	1
621	слова мы	1	1
622	вопросов о	1	1
623	от их	2	1
624	действительностью она	1	1
625	есть перестает	1	1
626	бы только	2	1
627	сами по	8	1
628	нам в	2	1
629	в художественную	2	1
630	во что	1	1
631	в мифе	6	1
632	вместо него	1	1
633	в которой	3	1
634	истории философии	1	1
635	не о	2	1
636	в первом	1	1
637	или другими	2	1
638	ни от	4	1
639	направленность жизни	1	1
640	имеет для	2	1
641	от чего	1	1
642	познание и	1	1
643	или иначе	2	1
644	они слишком	2	1
645	в наших	3	1
646	определения и	1	1
647	равно как	2	1
648	что под	2	1
649	если угодно	3	1
650	и где	1	1
651	обходится без	2	1
652	этого вопроса	1	1
653	вещи но	1	1
654	но эта	4	1
655	на нее	1	1
656	отсутствует и	2	1
657	которое в	3	1
658	есть являются	1	1
659	есть в	6	1
660	как таковое	2	1
661	каждого явления	1	1
662	на себя	1	1
663	зрения на	2	1
664	как впрочем	1	1
665	мы придаем	1	1
666	кроме самого	1	1
667	принципиально нет	1	1
668	потому в	1	1
669	но для	3	1
670	это возможно	1	1
671	философия с	1	1
672	она является	3	1
673	искусстве часто	1	1
674	именно в	4	1
675	и связь	1	1
676	и всего	1	1
677	с произведением	1	1
678	из всего	1	1
679	и действительно	2	1
680	такое же	1	1
681	то время	6	1
682	мы это	1	1
683	предложения периода	1	1
684	или иная	4	1
685	и движется	1	1
686	только оно	1	1
687	к их	2	1
688	тому что	5	1
689	и исторической	1	1
690	стороны в	1	1
691	мы ее	1	1
692	но ведь	2	1
693	и без	9	1
694	от художественного	6	1
695	какие угодно	1	1
696	языка и	4	1
697	то в	4	1
698	анализа в	1	1
699	есть понятие	1	1
700	чего бы	2	1
701	предмет и	2	1
702	есть та	1	1
703	можно даже	2	1
704	или даже	6	1
705	этого предмета	1	1
706	чем иным	2	1
707	целое как	1	1
708	вместе с	3	1
709	слово ни	1	1
710	которое именно	1	1
711	имеется в	7	1
712	в которых	3	1
713	однако это	6	1
714	том смысле	4	1
715	следовательно и	1	1
716	они ни	1	1
717	по своему	6	1
718	закон их	1	1
719	не столь	1	1
720	это суждение	2	1
721	того и	2	1
722	содержание может	1	1
723	тем или	1	1
724	как основного	1	1
725	ли он	1	1
726	на самой	1	1
727	почти все	1	1
728	нисколько не	2	1
729	именно эта	1	1
730	и нисколько	1	1
731	и следовательно	3	1
732	работ в	1	1
733	сравнению с	3	1
734	он является	5	1
735	поэтической метафорой	1	1
736	это было	4	1
737	имеет в	2	1
738	языка то	1	1
739	этом условии	1	1
740	к вопросу	1	1
741	себе все	2	1
742	эта последняя	2	1
743	такое значение	1	1
744	себе и	4	1
745	его значение	1	1
746	в смысле	2	1
747	в каждой	1	1
748	которая не	3	1
749	образ действительности	1	1
750	ощущения представления	1	1
751	нет в	2	1
752	но если	12	1
753	мы вообще	1	1
754	собою и	1	1
755	тем чисто	1	1
756	только что	4	1
757	его же	1	1
758	ней как	1	1
759	в самый	1	1
760	так например	1	1
761	на другие	1	1
762	уже не	12	1
763	поскольку мы	1	1
764	необходимо отвлечься	1	1
765	к тому	4	1
766	сих пор	4	1
767	и понимание	1	1
768	и отдельные	1	1
769	не имели	2	1
770	формулируем так	1	1
771	ли кто-нибудь	1	1
772	и своей	1	1
773	выходит и	1	1
774	что является	2	1
775	бы в	3	1
776	мере в	1	1
777	с первого	3	1
778	есть именно	9	1
779	свое время	1	1
780	для выражения	1	1
781	но оно	3	1
782	этих двух	1	1
783	как слово	1	1
784	произведения с	1	1
785	и могут	2	1
786	на которую	3	1
787	к одному	1	1
788	историки литературы	1	1
789	до того	2	1
790	не говоря	2	1
791	поскольку она	2	1
792	же деле	7	1
793	а наоборот	3	1
794	художественный образ	12	1
795	именно как	1	1
796	это и	11	1
797	очень мало	2	1
798	могли бы	6	1
799	значения для	1	1
800	или только	1	1
801	и материальными	1	1
802	и самого	2	1
803	случае оно	1	1
804	совершенно случайна	1	1
805	искусство но	1	1
806	целое в	1	1
807	и эти	1	1
808	звук который	1	1
809	для его	4	1
810	не существует	6	1
811	если оно	3	1
812	как идею	1	1
813	жизни а	4	1
814	метафоры и	4	1
815	которая в	1	1
816	то он	3	1
817	она же	1	1
818	это содержание	1	1
819	а вовсе	3	1
820	план в	1	1
821	к художественной	1	1
822	действительности то	1	1
823	того эти	1	1
824	только путем	4	1
825	таким например	1	1
826	вопрос о	2	1
827	хотя конечно	1	1
828	что мы	12	1
829	а следовательно	1	1
830	это понятие	3	1
831	этой главы	1	1
832	ведь в	2	1
833	отмеченные нами	1	1
834	это в	2	1
835	не разделяет	1	1
836	как целое	1	1
837	для всякой	1	1
838	мы сделали	1	1
839	или это	2	1
840	мы же	1	1
841	мы уже	4	1
842	это как	1	1
843	и соответствующее	1	1
