N	3gram	Voloshinov	VeschiIm
1	это значит что	1	25
2	не может быть	23	24
3	бы то ни	11	12
4	не что иное	1	12
5	то ни было	11	12
6	что иное как	1	12
7	тем не менее	3	11
8	по крайней мере	1	10
9	в том что	9	9
10	в самом деле	13	7
11	на то что	2	7
12	по сравнению с	1	7
13	сама по себе	2	7
14	с точки зрения	31	6
15	может быть только	1	6
16	так или иначе	2	6
17	в свою очередь	5	5
18	в чем же	2	5
19	в то же	7	5
20	и то же	3	5
21	одно и то	3	5
22	подобно тому как	1	5
23	не только в	2	5
24	равно как и	1	4
25	что это –	1	4
26	от того что	2	4
27	этой точки зрения	1	4
28	с этой точки	1	4
29	есть прежде всего	2	4
30	более или менее	3	4
31	но что такое	1	4
32	что же такое	1	4
33	не только не	1	4
34	дело в том	1	4
35	о том что	2	4
36	это и есть	2	4
37	само по себе	2	4
38	не есть вещь	2	4
39	то же время	7	4
40	мы видели что	1	3
41	как она есть	1	3
42	ту или иную	1	3
43	если мы возьмем	2	3
44	и не в	3	3
45	можно сказать что	4	3
46	все же не	1	3
47	сами по себе	1	3
48	– в смысле	2	3
49	в отрыве от	1	3
50	можно было бы	2	3
51	в собственном смысле	2	3
52	с одной стороны	2	3
53	с другой стороны	6	3
54	так же как	2	2
55	привело бы к	1	2
56	в той или	3	2
57	все это –	1	2
58	а не к	2	2
59	в применении к	1	2
60	какого бы то	2	2
61	внутреннего и внешнего	4	2
62	хотя бы и	1	2
63	она могла бы	1	2
64	в этом смысле	2	2
65	а следовательно и	2	2
66	для того чтобы	7	2
67	это не есть	1	2
68	есть вещь и	1	2
69	по природе своей	1	2
70	но что же	1	2
71	не относится к	1	2
72	друг с другом	2	2
73	том что он	3	2
74	ничего не значит	1	2
75	в первом случае	3	2
76	в отношении к	7	2
77	в конце концов	3	2
78	в нем нет	4	2
79	как бы ни	1	2
80	никакого отношения к	1	2
81	не сможет понять	1	2
82	а не в	3	2
83	в связи с	12	2
84	к тому что	4	2
85	но все же	4	2
86	во всяком случае	4	2
87	в этом отношении	4	2
88	вопрос о том	2	2
89	а не только	1	2
90	что же касается	1	2
91	в этом и	1	2
92	в основе своей	1	2
93	ни о каком	1	2
94	быть не может	1	1
95	ясно также что	1	1
96	мы все же	1	1
97	этим оно и	1	1
98	она так или	1	1
99	как и во	1	1
100	одной стороны и	1	1
101	этих двух сфер	1	1
102	их жизни и	1	1
103	нем нет ничего	1	1
104	и как бы	1	1
105	выражение в свою	1	1
106	нужно прибавить еще	2	1
107	это не значит	1	1
108	сказать что почти	1	1
109	в ней нет	1	1
110	– и это	2	1
111	по философии языка	1	1
112	том что это	1	1
113	именно в смысле	1	1
114	что почти все	1	1
115	точка зрения на	1	1
116	язык есть система	1	1
117	и должно быть	1	1
118	и прежде всего	4	1
119	в действительности и	1	1
120	и во всяком	1	1
121	в той же	1	1
122	прежде всего на	1	1
123	таким образом между	2	1
124	существует только в	1	1
125	слово и не	1	1
126	в смысле полного	1	1
127	какое бы то	1	1
128	но только с	1	1
129	необходимо исходить из	1	1
130	но и в	3	1
131	понимания отнюдь не	1	1
132	одна из основных	1	1
133	как мы знаем	6	1
134	сможет понять и	1	1
135	в данный момент	2	1
136	как мы говорили	1	1
137	слова и не	2	1
138	является не что	1	1
139	важно как оно	1	1
140	и в результате	1	1
141	имеется в виду	1	1
142	для него не	1	1
143	и более или	1	1
144	значит что в	1	1
145	прямо превращается в	1	1
146	то или иное	1	1
147	ни в какой	2	1
148	мы говорили о	2	1
149	один и тот	3	1
150	здесь как и	1	1
151	та и другая	1	1
152	она является как	1	1
153	самый вопрос о	1	1
154	и в самом	1	1
155	если мы скажем	2	1
156	– одна из	3	1
157	в себе и	1	1
158	и все вообще	1	1
159	в ту или	1	1
160	какой бы то	3	1
161	языка как специфической	1	1
162	взятая сама по	1	1
163	для себя и	1	1
164	в коем случае	2	1
165	на то или	1	1
166	в результате мы	1	1
167	и в нем	1	1
168	и не было	1	1
169	есть в сущности	1	1
170	с какой точки	1	1
171	и пр но	2	1
172	она и не	1	1
173	было так то	1	1
174	– не может	2	1
175	вещи и как	1	1
176	и тот же	3	1
177	тот же самый	1	1
178	на почве этого	1	1
179	не нуждается в	1	1
