N	2gram	Vygotskiy_	RusskieA
1	и в	33	79
2	в том	44	64
3	том что	41	59
4	что в	33	57
5	не только	28	41
6	во время	1	38
7	так как	20	34
8	и другие	13	33
9	в этом	43	33
10	состоит в	11	32
11	как бы	11	31
12	но и	14	31
13	в других	2	30
14	как и	13	28
15	и на	11	28
16	может быть	15	28
17	в этот	4	26
18	о том	13	23
19	при этом	9	22
20	это не	8	20
21	а в	5	20
22	как мы	20	20
23	из них	6	19
24	представляют собой	4	18
25	все это	2	18
26	с тем	9	17
27	таким образом	30	17
28	то что	48	17
29	вместе с	9	17
30	об этом	1	17
31	показывает что	9	17
32	потому что	40	17
33	мы не	6	16
34	или на	2	15
35	один из	4	15
36	в них	3	14
37	и с	7	14
38	не менее	4	14
39	тем не	1	14
40	в другие	1	14
41	как это	11	14
42	и что	18	14
43	мы видели	10	14
44	и не	18	14
45	для нас	1	14
46	у нас	4	14
47	к этому	7	13
48	так что	8	13
49	и по	5	13
50	как в	7	13
51	в которых	2	13
52	еще не	11	13
53	не может	31	13
54	тем что	12	12
55	между собой	17	12
56	полагает что	1	12
57	этом случае	5	12
58	мы имеем	4	12
59	в виде	3	12
60	мы увидим	3	11
61	следующим образом	1	11
62	не имеет	7	11
63	но это	4	11
64	а на	1	11
65	что на	2	11
66	все же	5	10
67	это делалось	1	10
68	представляет собой	11	10
69	том чтобы	3	10
70	его в	6	10
71	между тем	5	10
72	что и	11	10
73	в течение	1	10
74	эту теорию	1	10
75	так и	8	10
76	или в	1	10
77	по существу	5	10
78	и других	7	10
79	то же	12	9
80	о чем	3	9
81	что они	8	9
82	к жизни	7	9
83	с ней	3	9
84	и все	2	9
85	данном случае	3	9
86	того как	6	9
87	том же	1	9
88	но в	9	9
89	но не	13	9
90	в этих	7	8
91	представление о	2	8
92	так же	22	8
93	после этого	1	8
94	связи с	9	8
95	во всех	3	8
96	что это	1	8
97	подобно тому	6	8
98	их в	3	8
99	того чтобы	26	8
100	как например	1	8
101	состояла в	2	8
102	того что	34	8
103	ее в	3	8
104	в данном	4	8
105	как уже	5	8
106	тому как	6	8
107	для того	20	8
108	же в	2	8
109	в руках	1	7
110	настоящее время	2	7
111	в своем	11	7
112	к нему	4	7
113	не в	10	7
114	в свете	4	7
115	а с	3	7
116	не совсем	2	7
117	было бы	18	7
118	главным образом	1	7
119	только в	21	7
120	еще в	3	7
121	связанные с	6	7
122	из этих	2	7
123	а не	14	7
124	начиная с	1	7
125	до конца	3	7
126	в настоящее	2	7
127	ничего не	6	7
128	не можем	2	7
129	животных и	2	7
130	и как	7	7
131	предположить что	3	7
132	мы должны	13	7
133	по этому	1	7
134	как будто	2	7
135	для этого	3	7
136	же как	9	6
137	к тому	14	6
138	что этот	1	6
139	выше мы	1	6
140	и другой	2	6
141	только на	3	6
142	но они	2	6
143	в одном	3	6
144	что она	3	6
145	после того	2	6
146	в качестве	13	6
147	чем в	6	6
148	тому что	14	6
149	и у	1	6
150	на этом	8	6
151	должны были	3	6
152	в этой	8	6
153	в нем	10	6
154	видели что	2	6
155	должен был	3	6
156	с ними	4	6
157	приводит к	10	6
158	и более	8	6
159	друг друга	1	6
160	эти представления	1	6
161	в первый	1	6
162	в их	4	6
163	на нее	2	6
164	все эти	9	6
165	связаны с	1	6
166	она не	2	6
167	но она	1	6
168	и их	4	6
169	и о	1	6
170	при изучении	1	6
171	и к	7	5
172	эта теория	5	5
173	нас к	6	5
174	стоит в	5	5
175	например в	1	5
176	только для	2	5
177	тогда как	3	5
178	с этим	9	5
179	вопрос о	15	5
180	входит в	1	5
181	с другой	11	5
182	к ним	2	5
183	как правило	1	5
184	по поводу	3	5
185	с целью	1	5
186	не было	1	5
187	как объяснить	1	5
188	в связи	6	5
189	такие же	1	5
190	в целях	2	5
191	мы уже	4	5
192	в тех	2	5
193	можно было	11	5
194	и др	1	5
195	там где	2	5
196	в то	5	5
197	прежде всего	5	5
198	нет никаких	2	5
199	тогда когда	10	5
200	с ним	6	5
201	к таким	2	5
