N	2gram	Bakhtin_Fr	Russkaja
1	не может	9	22
2	и не	23	19
3	в этом	27	17
4	в том	16	17
5	с другом	2	14
6	и в	67	14
7	друг с	2	14
8	то что	9	13
9	самим собой	2	12
10	таким образом	20	11
11	то же	18	11
12	точки зрения	7	11
13	но и	23	10
14	же время	14	10
15	в то	17	10
16	не только	23	9
17	с точки	5	9
18	том что	13	9
19	во всяком	1	9
20	может быть	4	9
21	церкви и	4	9
22	в себе	3	9
23	прежде всего	19	8
24	того чтобы	9	8
25	как на	6	8
26	не будет	2	7
27	самом деле	6	7
28	стремление к	1	7
29	к тому	4	7
30	о том	8	7
31	в данном	4	7
32	и если	3	7
33	и с	18	7
34	и к	7	6
35	для всех	4	6
36	если в	3	6
37	и при	2	6
38	для него	4	6
39	признать что	2	6
40	все это	15	6
41	на самом	8	6
42	в своих	1	6
43	если бы	2	6
44	и для	4	6
45	в россии	1	6
46	с тем	3	6
47	что он	7	6
48	для того	8	6
49	в своем	13	6
50	а потому	2	5
51	до сих	3	5
52	и на	12	5
53	только в	6	5
54	или иной	1	5
55	по существу	4	5
56	в своей	6	5
57	в последние	1	5
58	жизни в	3	5
59	себя и	2	5
60	во всех	20	5
61	сих пор	3	5
62	и только	2	5
63	хотя бы	2	5
64	потому что	8	5
65	в нем	20	5
66	между тем	3	5
67	он не	9	5
68	конечно не	5	5
69	а в	4	5
70	при этом	5	5
71	было бы	5	5
72	на то	2	5
73	он должен	2	5
74	никогда не	6	5
75	что в	14	4
76	во всем	1	4
77	и то	2	4
78	все что	3	4
79	когда они	2	4
80	так как	16	4
81	быть самим	2	4
82	тогда когда	3	4
83	в его	17	4
84	не могут	3	4
85	его в	10	4
86	более или	2	4
87	не в	8	4
88	в корне	2	4
89	вместе с	5	4
90	как и	19	4
91	на земле	2	4
92	в мире	1	4
93	все же	7	4
94	приводит к	1	4
95	в их	4	4
96	или менее	2	4
97	которой он	1	4
98	можно было	5	4
99	от того	3	4
100	и т.д	2	4
101	как бы	18	4
102	в этой	13	4
103	себя в	1	4
104	жизни и	11	4
105	но не	6	4
106	точку зрения	3	4
107	в другое	3	4
108	в самом	7	3
109	то в	3	3
110	что они	3	3
111	собой и	1	3
112	и этот	2	3
113	данном случае	4	3
114	и сейчас	2	3
115	несмотря на	3	3
116	что это	4	3
117	в качестве	5	3
118	для них	2	3
119	что и	8	3
120	в виде	1	3
121	не было	3	3
122	связи с	7	3
123	или в	3	3
124	тем что	3	3
125	именно в	5	3
126	в конце	12	3
127	и как	7	3
128	вряд ли	1	3
129	да и	2	3
130	о которых	1	3
131	о котором	1	3
132	но если	1	3
133	но мы	3	3
134	культуры в	1	3
135	той или	1	3
136	еще не	5	3
137	все они	7	3
138	и потому	1	3
139	то это	1	3
140	ко всем	1	3
141	в лучшем	1	3
142	мы говорили	2	3
143	одна из	1	3
144	в значительной	2	3
145	на том	2	3
146	и ни	3	3
147	в другом	4	3
148	лучшем случае	1	3
149	говорить о	5	3
150	приходит к	1	3
151	от церкви	1	3
152	можно ли	1	3
153	знаем что	1	3
154	в большинстве	6	3
155	лишь в	3	3
156	что для	1	3
157	и во	4	3
158	одной из	6	3
159	что все	4	3
160	из этого	5	3
161	и по	3	3
162	а следовательно	1	3
163	конце концов	1	3
164	друг друга	1	3
165	из этих	4	3
166	для этого	2	3
167	всех этих	9	3
168	признание что	1	3
169	из них	5	3
170	того что	4	3
171	от него	2	2
172	что с	1	2
173	именно на	3	2
174	и вот	4	2
175	должна быть	1	2
176	время в	1	2
177	проявляется в	1	2
178	из всех	1	2
179	же образом	1	2
180	с ним	6	2
181	видеть в	1	2
182	на которой	1	2
183	ни в	5	2
184	в результате	5	2
185	у него	4	2
186	их не	1	2
187	чтобы в	1	2
188	и даже	6	2
189	если не	1	2
190	от друга	1	2
191	ее в	1	2
192	отправной точкой	1	2
193	не о	1	2
194	себя на	1	2
195	на такой	1	2
196	все эти	12	2
197	в мировоззрении	1	2
198	том же	3	2
199	указывает на	1	2
200	в таком	2	2
201	принадлежат к	1	2
202	отношения к	1	2
203	тому что	1	2
204	этой культуры	1	2
205	ясно что	1	2
206	не подлежит	2	2
207	их в	2	2
208	большинстве случаев	6	2
209	является не	1	2
210	на эту	3	2
211	следовательно и	2	2
212	воплощать в	1	2
213	только для	4	2
214	нисколько не	4	2
215	так же	13	2
216	друг от	1	2
217	любовь к	1	2
218	в других	2	2
219	если же	2	2
220	уже не	1	2
221	к той	1	2
222	чтобы понять	1	2
223	другом случае	1	2
224	общественной жизни	1	2
225	с этим	6	2
226	его и	2	2
227	мы можем	5	2
228	на этой	3	2
229	а с	1	2
230	больше чем	2	2
231	и более	1	2
232	в котором	3	2
233	мы уже	13	2
234	в борьбе	1	2
235	даже и	1	2
236	в течение	3	2
237	всем этим	1	2
238	это только	1	2
239	в ней	10	2
240	весьма часто	1	2
241	и тогда	1	2
242	значительной мере	1	2
243	быть и	1	2
244	в частности	4	2
245	для нее	1	2
246	народа и	2	2
247	а не	6	2
248	но она	5	2
249	только на	1	2
250	есть и	8	2
251	в силу	1	2
252	и является	1	2
253	и что	3	2
254	не должен	1	2
255	время когда	1	2
256	и тот	2	2
257	людей и	1	2
258	в начале	2	2
259	по отношению	1	2
260	целый ряд	2	2
261	и те	1	2
262	этот вопрос	1	2
263	отметить что	3	2
264	на это	1	2
265	народа а	1	2
266	только с	1	2
267	друг другу	1	2
268	пути к	2	2
269	они принадлежат	1	2
270	приводят к	1	2
271	благодаря этому	3	2
272	в глазах	1	2
273	стоит только	1	2
274	и от	6	2
275	но в	20	2
276	и есть	5	2
277	по этому	1	2
278	место в	3	2
279	так что	1	2
280	и о	8	2
281	значило бы	1	2
282	если они	1	2
283	как будто	2	2
284	всех людей	1	2
285	нового мировоззрения	1	2
286	в области	2	2
287	это в	3	2
288	но это	10	2
289	во время	15	2
290	не просто	1	2
291	если только	1	2
292	не можем	1	2
293	и наконец	5	2
294	понять что	1	2
295	вся эта	1	2
296	к нему	5	2
297	такой взгляд	1	1
298	подход к	1	1
299	когда он	2	1
300	тем не	1	1
301	чуждый и	1	1
302	ближе к	1	1
303	в церкви	2	1
304	и весь	1	1
305	связан с	2	1
306	не вызывает	1	1
307	лишь тогда	1	1
308	ереси и	1	1
309	без особых	1	1
310	жизни но	1	1
311	как это	5	1
312	то они	1	1
313	ее и	1	1
314	один из	6	1
315	ни того	2	1
316	человеческой жизни	1	1
317	что у	2	1
318	и мы	1	1
319	сейчас в	1	1
320	ничем не	1	1
321	не поддается	1	1
