N	2gram	Voloshinov	RusskieA
1	и в	42	79
2	в том	3	64
3	том что	3	59
4	что в	1	57
5	не только	28	41
6	во время	1	38
7	так как	8	34
8	и другие	1	33
9	в этом	10	33
10	как бы	30	31
11	но и	16	31
12	как и	12	28
13	и на	7	28
14	может быть	13	28
15	одна из	1	24
16	о том	4	23
17	при этом	9	22
18	в поле	1	22
19	это не	3	20
20	а в	5	20
21	как мы	10	20
22	из них	3	19
23	все это	4	18
24	с тем	8	17
25	таким образом	8	17
26	то что	9	17
27	вместе с	5	17
28	об этом	3	17
29	потому что	7	17
30	мы не	9	16
31	или на	1	15
32	будто бы	1	15
33	один из	4	15
34	и с	5	14
35	не менее	1	14
36	тем не	1	14
37	как это	5	14
38	и что	1	14
39	мы видели	5	14
40	и не	14	14
41	для нас	3	14
42	у нас	4	14
43	уже не	4	13
44	к этому	2	13
45	так что	1	13
46	и по	1	13
47	как в	3	13
48	в которых	2	13
49	еще не	3	13
50	не может	13	13
51	тем что	2	12
52	между собой	2	12
53	этом случае	3	12
54	мы имеем	2	12
55	в виде	1	12
56	а затем	1	11
57	мы увидим	5	11
58	но это	2	11
59	а на	2	11
60	все же	9	10
61	так например	1	10
62	представляет собой	2	10
63	его в	4	10
64	между тем	3	10
65	что и	3	10
66	в течение	1	10
67	так и	7	10
68	или в	2	10
69	по существу	1	10
70	то же	16	9
71	о чем	2	9
72	с ней	2	9
73	и все	4	9
74	того как	1	9
75	том же	2	9
76	но в	5	9
77	в г	1	9
78	но не	2	9
79	одно из	1	8
80	в этих	2	8
81	так же	4	8
82	связи с	3	8
83	на себя	1	8
84	во всех	6	8
85	что это	4	8
86	их в	3	8
87	того чтобы	7	8
88	как например	2	8
89	того что	4	8
90	ее в	1	8
91	как уже	2	8
92	тому как	1	8
93	для того	9	8
94	же в	1	8
95	должна была	2	7
96	в своем	1	7
97	к нему	2	7
98	не в	6	7
99	а с	5	7
100	не совсем	1	7
101	было бы	7	7
102	главным образом	3	7
103	только в	7	7
104	еще в	1	7
105	связанные с	2	7
106	из этих	2	7
107	а не	7	7
108	до конца	2	7
109	ничего не	8	7
110	не можем	1	7
111	иногда и	1	7
112	и как	10	7
113	предположить что	1	7
114	мы должны	10	7
115	как будто	1	7
116	в эти	1	7
117	для этого	2	7
118	с собой	2	6
119	же как	1	6
120	к тому	4	6
121	что этот	1	6
122	и другой	1	6
123	не всегда	2	6
124	только на	3	6
125	но они	1	6
126	в одном	4	6
127	в качестве	4	6
128	в таком	1	6
129	тому что	5	6
130	должно было	3	6
131	на этом	1	6
132	должны были	2	6
133	в этой	6	6
134	в нем	6	6
135	видели что	3	6
136	должен был	1	6
137	с ними	1	6
138	друг друга	2	6
139	и пр	4	6
140	не будем	1	6
141	в их	2	6
142	все эти	3	6
143	связаны с	4	6
144	она не	1	6
145	и их	5	6
146	и о	1	6
147	и к	4	5
148	в разных	3	5
149	например в	1	5
150	с этим	2	5
151	вопрос о	2	5
152	с другой	1	5
153	связь между	3	5
154	к ним	1	5
155	не было	2	5
156	в связи	2	5
157	мы уже	11	5
158	в тех	3	5
159	можно было	4	5
160	будут рассмотрены	2	5
161	чаще всего	3	5
162	там где	1	5
163	в то	9	5
164	прежде всего	22	5
165	в особенности	1	5
166	его с	1	5
167	тогда когда	1	5
168	с ним	2	5
169	для них	2	5
170	к таким	1	5
171	что он	2	5
172	в свою	6	5
173	заметить что	3	5
174	но если	1	5
175	и для	3	5
176	тот же	2	5
177	в его	6	5
178	на самом	3	5
179	или даже	2	5
180	и потому	2	5
181	отнюдь не	10	5
182	на поле	1	5
183	не с	3	5
184	в целом	4	5
185	только тогда	2	4
186	кроме того	2	4
187	большое количество	1	4
188	как они	1	4
189	в своих	2	4
190	но все	5	4
191	именно в	1	4
192	на руси	1	4
193	всякого рода	1	4
194	в котором	3	4
195	не что	4	4
196	в глаза	1	4
197	во всей	1	4
198	не просто	4	4
199	влияние на	4	4
200	что у	3	4
201	что иное	2	4
202	несмотря на	3	4
203	как можно	1	4
204	так на	1	4
205	не был	1	4
206	в руки	1	4
207	нет но	1	4
208	здесь мы	3	4
209	тем и	2	4
210	этот вопрос	2	4
211	природы и	2	4
212	что для	1	4
213	и от	7	4
214	и здесь	3	4
215	та же	3	4
216	за ним	1	4
217	если в	1	4
218	в основном	1	4
219	и при	2	4
220	так называемый	1	4
221	вряд ли	3	4
222	бросается в	1	4
223	в основе	3	4
224	что сила	1	4
225	в середине	2	4
226	и до	1	4
227	связанных с	5	4
228	переход от	1	4
229	на две	1	4
230	этого слова	3	4
231	у них	3	4
