N	2gram	Bakhtin_Fr	Myslijsy
1	потому что	8	182
2	то есть	49	142
3	и в	67	121
4	может быть	4	107
5	в том	16	103
6	то что	9	83
7	что в	14	73
8	и не	23	73
9	только в	6	72
10	т с	1	71
11	не только	23	67
12	а не	6	67
13	таким образом	20	64
14	в языке	1	60
15	в этом	27	59
16	но и	23	59
17	том что	13	59
18	так как	16	59
19	то же	18	56
20	не в	8	54
21	если бы	2	53
22	в себе	3	53
23	не может	9	52
24	того что	4	47
25	в душе	1	45
26	было бы	5	45
27	в нем	20	45
28	как и	19	42
29	так что	1	39
30	вместе с	5	39
31	что и	8	38
32	мы не	6	38
33	при этом	5	37
34	как в	4	37
35	так и	14	37
36	тогда когда	3	36
37	тем что	3	33
38	и что	3	32
39	по отношению	1	30
40	а в	4	30
41	что не	4	29
42	между тем	3	29
43	но не	6	29
44	вовсе не	19	28
45	мы можем	5	28
46	для него	4	28
47	есть только	1	28
48	с этим	6	27
49	могут быть	1	27
50	не было	3	26
51	независимо от	3	26
52	отношению к	1	26
53	этого слова	1	25
54	между собою	6	24
55	в то	17	24
56	с тем	3	23
57	как бы	18	23
58	того как	1	23
59	от того	3	23
60	а потому	2	22
61	что слово	1	22
62	то это	1	22
63	с другой	3	22
64	не имеет	4	22
65	только тогда	1	22
66	но в	20	22
67	и потому	1	21
68	не менее	4	21
69	в одном	7	20
70	это не	5	20
71	в ней	10	20
72	мысли и	6	19
73	и как	7	19
74	но это	10	19
75	сказать что	12	19
76	с ним	6	19
77	того же	6	19
78	тем не	1	19
79	что это	4	19
80	и то	2	19
81	из этих	4	19
82	о том	8	19
83	есть не	1	19
84	в самом	7	18
85	в таком	2	18
86	там же	3	18
87	для того	8	18
88	по поводу	5	18
89	не могут	3	18
90	бы не	2	18
91	для меня	1	18
92	что я	1	18
93	еще не	5	18
94	точки зрения	7	17
95	слова и	2	17
96	заметить что	2	17
97	уже в	1	17
98	в его	17	17
99	во всяком	1	17
100	не можем	1	17
101	и на	12	16
102	к тому	4	16
103	так же	13	16
104	в своем	13	16
105	в которой	1	16
106	в них	12	16
107	или же	1	16
108	есть нечто	2	16
109	на то	2	16
110	уже не	1	15
111	с одной	2	15
112	с другими	3	15
113	и по	3	15
114	что он	7	15
115	в свою	1	15
116	прежде всего	19	15
117	думать что	2	15
118	тому как	2	15
119	все же	7	14
120	в одно	2	14
121	в природе	1	14
122	в котором	3	14
123	в действительности	1	14
124	свою очередь	1	14
125	то в	3	14
126	связи с	7	14
127	так сказать	2	14
128	во всех	20	14
129	столь же	1	14
130	там где	10	14
131	в истории	2	14
132	же время	14	14
133	и без	3	14
134	те же	1	13
135	например в	6	13
136	как на	6	13
137	из них	5	13
138	что все	4	13
139	в смысле	1	13
140	и все	18	13
141	образом в	4	13
142	и его	19	13
143	от него	2	12
144	одно из	2	12
145	другой стороны	2	12
146	до сих	3	12
147	более или	2	12
148	никогда не	6	12
149	и при	2	12
150	хотя и	6	12
151	в чем	6	12
152	под влиянием	1	12
153	сих пор	3	12
154	в каждом	3	12
155	все остальные	3	12
156	себе представить	1	12
157	относится к	3	12
158	друг друга	1	12
159	все это	15	12
160	есть в	5	12
161	или менее	2	12
162	тем более	3	12
163	человека и	1	12
164	как мы	16	12
165	что на	3	12
166	все что	3	11
167	и если	3	11
168	что человек	2	11
169	в первом	3	11
170	только для	4	11
171	из себя	1	11
172	только на	1	11
173	и это	5	11
174	к нему	5	11
175	души и	1	11
176	его в	10	11
177	и притом	2	11
178	подобно тому	2	11
179	для человека	1	11
180	в силу	1	11
181	речи и	1	11
182	мы видели	11	11
183	того чтобы	9	11
184	к ней	2	11
185	той же	6	11
186	со словом	2	11
187	что для	1	11
188	если не	1	11
189	и вообще	3	11
190	и только	2	11
191	другими словами	3	11
192	и их	6	11
193	указывает на	1	11
194	и с	18	10
195	хотя бы	2	10
196	одной стороны	2	10
197	одной и	1	10
198	находится в	2	10
199	мы видим	6	10
200	и мы	1	10
201	что при	1	10
202	это слово	1	10
203	не от	1	10
204	в других	2	10
205	бы в	5	10
206	если же	2	10
207	тем и	1	10
208	и от	6	10
209	и есть	5	10
210	он не	9	10
211	то время	4	10
212	образа и	2	10
213	мы говорим	1	10
214	в словах	1	10
215	том как	2	10
216	если мы	3	10
217	тем же	1	10
218	и для	4	10
219	слово в	1	10
220	так в	3	10
221	между прочим	1	10
222	тому что	1	10
223	и того	1	9
224	то не	1	9
225	ко всем	1	9
226	и даже	6	9
227	связь между	1	9
228	на него	2	9
229	что она	4	9
230	на язык	1	9
231	поэзии и	1	9
232	в нее	1	9
233	во время	15	9
234	одного и	1	9
235	для самого	1	9
236	не будет	2	9
237	один из	6	9
238	известно что	1	9
239	самом деле	6	9
240	никто не	1	9
241	но оно	4	9
242	с точки	5	9
243	это было	4	9
244	не все	2	9
245	и других	2	9
246	далеко не	6	9
247	но вместе	1	9
248	в целом	2	9
249	и о	8	9
250	можно сказать	4	9
251	во всем	1	8
252	по тому	2	8
253	говорить о	5	8
254	не как	3	8
255	но все	2	8
256	вслед за	1	8
257	слова с	1	8
258	именно в	5	8
259	что по	3	8
260	их в	2	8
261	в более	1	8
262	и слово	3	8
263	так например	3	8
264	перестает быть	3	8
265	что даже	2	8
266	что они	3	8
267	от них	1	8
268	одно и	1	8
269	с ними	1	8
270	в которых	3	8
271	между ними	4	8
272	и тогда	1	8
273	и той	1	8
274	удовольствия и	2	8
275	в глазах	1	8
276	нельзя сказать	1	8
277	не из	1	8
278	в самой	8	8
279	тот же	4	8
280	на вопрос	1	8
281	то мы	1	8
282	на самом	8	8
283	или в	3	8
284	и более	1	8
285	словом и	4	8
286	на все	4	8
287	по его	1	8
288	с этой	1	7
289	в разных	2	7
290	тем как	2	7
291	примыкает к	1	7
292	связь с	3	7
293	все эти	12	7
294	в жизни	4	7
295	но мы	3	7
296	в данном	4	7
297	не существует	1	7
298	было в	2	7
299	даже и	1	7
300	превращается в	5	7
301	самого начала	3	7
302	видно что	1	7
303	для понимания	1	7
304	что именно	1	7
305	к этому	4	7
306	на котором	2	7
307	что у	2	7
308	несмотря на	3	7
309	судить о	2	7
310	в эту	2	7
311	но как	1	7
312	в своих	1	7
313	не были	1	7
314	и та	2	7
315	и тот	2	7
316	за пределы	4	7
317	значение и	3	7
318	них не	1	7
319	а как	3	7
320	во втором	3	7
321	к одной	2	7
322	его с	1	7
323	в другой	1	7
324	в памяти	1	7
325	вряд ли	1	7
326	себя и	2	7
327	о котором	1	7
328	этот образ	5	7
329	бы и	2	7
330	развития и	1	7
331	только один	1	7
332	то все	1	7
333	и во	4	7
334	том же	3	7
335	из него	1	7
336	дает нам	2	7
337	которое мы	1	7
338	слова но	2	7
339	как она	1	7
340	один и	1	7
341	не имеют	1	7
342	его к	1	7
343	с самого	3	7
344	в искусстве	3	7
345	на это	1	7
346	место в	3	7
347	объективное значение	1	7
348	и к	7	6
349	для всех	4	6
350	же и	2	6
351	нас в	4	6
352	образом и	2	6
353	в виду	2	6
354	каким образом	1	6
355	его на	1	6
356	а именно	2	6
357	в своей	6	6
358	в зародыше	1	6
359	человеческой мысли	1	6
360	между двумя	1	6
361	как оно	1	6
362	себе в	1	6
363	из виду	1	6
364	к ним	2	6
365	к которому	1	6
366	связанное с	2	6
367	после того	1	6
368	эту минуту	1	6
369	в ее	2	6
370	у него	4	6
371	но он	5	6
372	в мире	1	6
373	эти последние	3	6
374	могло бы	1	6
375	к слову	1	6
376	мы уже	13	6
377	же самое	3	6
378	друг другу	1	6
379	таких же	1	6
380	и сами	1	6
381	и самое	1	6
382	должна быть	1	6
383	в сущности	13	6
384	никак не	3	6
385	от их	3	6
386	с таким	1	6
387	заключается в	1	6
388	да и	2	6
389	друг от	1	6
390	ничего общего	1	6
391	лишь в	3	6
392	не могло	3	6
393	в этой	13	6
394	и до	3	6
395	мог бы	1	6
396	в образе	9	6
397	слово и	1	6
398	но если	1	6
399	но на	3	6
400	что с	1	6
401	то он	2	6
402	у нас	3	6
403	в их	4	6
404	в виде	1	6
405	от друга	1	6
406	и слова	2	6
407	на нее	1	6
408	в стороне	1	6
409	на его	2	6
410	об этом	5	6
411	и неудовольствия	2	6
412	его не	5	6
413	как он	3	6
414	в один	2	6
415	жизни и	11	6
416	человек не	1	6
417	ни был	1	6
418	в той	2	5
419	человеческой жизни	1	5
420	даже в	5	5
421	формы в	1	5
422	не столько	5	5
423	и такое	1	5
424	по времени	1	5
425	времени и	4	5
426	но самое	1	5
427	и другим	2	5
428	уже и	3	5
429	когда в	2	5
430	но эти	1	5
431	значительной степени	1	5
432	конечно не	5	5
433	его содержание	1	5
434	на ней	1	5
435	вообще и	1	5
436	в нашем	3	5
437	лишь тогда	1	5
438	время и	2	5
439	на том	2	5
440	в произведении	1	5
441	из того	1	5
442	в живой	1	5
443	а с	1	5
444	чем в	1	5
445	образа как	1	5
446	одним из	7	5
447	которое в	1	5
448	без него	1	5
449	бы при	1	5
450	одна из	1	5
451	о которых	1	5
452	собою и	1	5
453	полагает что	1	5
454	и у	7	5
455	рядом с	6	5
456	время когда	1	5
457	можно было	5	5
458	но только	1	5
459	этот вопрос	1	5
460	к первому	1	5
461	есть еще	1	5
462	в процессе	1	5
463	если в	3	5
464	все то	6	5
465	то на	1	5
466	можно назвать	1	5
467	известной степени	4	5
468	перед нами	6	5
469	в течение	3	5
470	мы его	1	5
471	для нее	1	5
472	эта мысль	1	5
473	слов и	1	5
474	ее не	1	5
475	на этот	4	5
476	общего с	1	5
477	и здесь	6	5
478	они не	5	5
479	что одно	1	5
480	на которой	1	5
481	нет ничего	1	5
482	виду что	1	5
483	не подлежит	2	5
484	и языка	2	5
485	но уже	1	5
486	и таким	1	5
487	в области	2	5
488	человека в	1	5
489	и народа	1	5
490	такие же	1	5
491	бы только	1	5
492	здесь только	5	5
493	нужно было	1	5
494	как слово	1	5
495	в начале	2	5
496	не по	1	5
497	отношение к	1	5
498	такой взгляд	1	4
499	еще более	1	4
500	из нее	1	4
501	от всего	1	4
502	и стремления	1	4
503	имеет в	1	4
504	в другом	4	4
505	был бы	1	4
506	слова при	1	4
507	не вполне	1	4
508	не что	1	4
509	некоторое время	1	4
510	что иное	1	4
511	не мог	8	4
512	кажется нам	1	4
513	все признаки	1	4
514	видели что	2	4
515	все его	1	4
516	не противоречит	1	4
517	проявляется в	1	4
518	свободы и	2	4
519	говорит он	1	4
520	не знает	1	4
521	в связи	5	4
522	следовательно и	2	4
523	от этого	2	4
524	с его	11	4
525	связанная с	3	4
526	и быть	1	4
527	на этом	7	4
528	не дает	2	4
529	на другой	1	4
530	ту же	3	4
531	кажется что	2	4
532	в образы	1	4
533	чем больше	1	4
534	он в	4	4
535	его как	4	4
536	в поэзии	3	4
537	ничего не	5	4
538	из этого	5	4
539	и чем	1	4
540	чтобы не	2	4
541	та же	2	4
542	мысль не	1	4
543	было связано	1	4
544	ни в	5	4
545	и вполне	1	4
546	не на	1	4
547	мы чувствуем	1	4
548	в наших	1	4
549	ее с	1	4
550	и между	1	4
551	тела и	14	4
552	отношения к	1	4
553	и они	2	4
554	и так	1	4
555	эта последняя	1	4
556	все они	7	4
557	здесь как	4	4
558	более чем	1	4
559	с нами	1	4
560	между людьми	1	4
561	начиная с	2	4
562	он может	2	4
563	языка но	2	4
564	что во	1	4
565	только о	2	4
566	образы и	4	4
567	он должен	2	4
568	ему в	1	4
569	данном случае	4	4
570	не во	1	4
571	по этому	1	4
572	который бы	1	4
573	одна и	1	4
574	этом отношении	7	4
575	со своим	1	4
576	между этими	3	4
577	как нечто	1	4
578	но с	1	4
579	но эта	3	4
