N	2gram	Trubetskoy	slovoVRo
1	и в	14	92
2	и т	3	82
3	то есть	1	64
4	может быть	9	59
5	в нем	5	59
6	и не	19	51
7	не только	9	44
8	не может	22	41
9	но и	10	39
10	до конца	1	37
11	в этом	17	36
12	а не	2	34
13	во всех	5	32
14	точки зрения	11	30
15	так и	1	30
16	языка и	1	29
17	могут быть	1	29
18	в его	4	27
19	все это	6	25
20	как бы	4	24
21	то же	11	23
22	и на	5	22
23	в сущности	1	21
24	не в	4	21
25	вовсе не	1	21
26	в то	10	20
27	прежде всего	8	19
28	как мы	1	19
29	с ним	2	18
30	как и	4	18
31	язык и	1	18
32	же время	10	18
33	себя в	4	18
34	или иной	5	18
35	таким образом	11	17
36	и даже	2	17
37	все же	4	17
38	в основе	1	17
39	в истории	1	17
40	все эти	2	17
41	в большинстве	3	17
42	при этом	5	16
43	но в	2	16
44	и с	7	15
45	человек и	1	15
46	с точки	9	15
47	той или	3	15
48	только в	5	14
49	отношении к	2	13
50	это не	1	13
51	с другой	1	13
52	точка зрения	1	13
53	и для	6	13
54	и к	6	12
55	еще не	3	12
56	во всяком	9	12
57	никогда не	5	12
58	и потому	3	12
59	или в	3	12
60	а в	5	12
61	и наконец	2	12
62	один из	1	11
63	в этих	2	11
64	большинстве случаев	2	11
65	с ними	1	11
66	для него	6	11
67	на его	1	11
68	и их	1	10
69	и все	1	10
70	уже не	2	10
71	все они	3	10
72	лишь в	3	10
73	в своем	6	10
74	может не	3	10
75	в том	17	10
76	с другими	1	10
77	она не	2	10
78	в себе	9	10
79	всех этих	3	10
80	более или	4	9
81	в своей	5	9
82	конечно не	5	9
83	на почве	2	9
84	этом случае	3	9
85	так как	4	9
86	его в	4	9
87	одна из	3	9
88	в их	4	9
89	или менее	4	9
90	и других	1	9
91	он не	5	9
92	языком и	1	9
93	быть и	2	9
94	и от	2	9
95	но не	4	9
96	с ее	1	9
97	к нему	2	9
98	в самом	3	8
99	для нас	2	8
100	не на	1	8
101	не могут	4	8
102	в значительной	3	8
103	с этим	2	8
104	в зависимости	1	8
105	человека в	1	8
106	всяком случае	6	8
107	входит в	1	8
108	в одной	1	8
109	они могут	1	8
110	в ней	2	8
111	во всем	4	7
112	от него	2	7
113	же и	1	7
114	но все	1	7
115	том что	9	7
116	перед нами	1	7
117	известной степени	1	7
118	значительной степени	1	7
119	друг друга	3	7
120	того же	1	7
121	у него	2	7
122	не было	3	7
123	связи с	3	7
124	в таком	2	7
125	мы уже	2	7
126	также и	1	7
127	ту же	1	7
128	с которым	1	7
129	жизни и	4	7
130	что в	4	6
131	даже в	1	6
132	ни в	2	6
133	по себе	2	6
134	именно в	3	6
135	роль в	1	6
136	себя и	5	6
137	можно сказать	1	6
138	по своим	1	6
139	в свою	1	6
140	говорить о	3	6
141	связан с	1	6
142	в качестве	3	6
143	хотя бы	5	6
144	между тем	5	6
145	стороны и	1	6
146	точку зрения	4	6
147	и единственный	1	6
148	должна быть	2	5
149	и при	6	5
150	каждый данный	1	5
151	в результате	2	5
152	и форм	1	5
153	к его	1	5
154	они не	1	5
155	по отношению	2	5
156	вместе с	4	5
157	не менее	1	5
158	о том	7	5
159	его и	2	5
160	не является	1	5
161	в данном	7	5
162	и более	2	5
163	мы не	1	5
164	для того	6	5
165	только на	2	5
166	всех областях	1	5
167	отношению к	1	5
168	остается в	2	5
169	этом отношении	1	5
170	в каждый	1	5
171	или даже	1	5
172	и проч	1	5
173	должен быть	1	5
174	в других	2	5
175	данный момент	1	5
176	борьба с	1	5
177	оно может	1	5
178	и по	3	5
179	для этого	3	5
180	до сих	5	4
181	по существу	5	4
182	оно и	1	4
183	в некоторых	2	4
184	те же	1	4
185	не столько	1	4
186	влияние на	1	4
187	для всех	6	4
188	если бы	6	4
189	отношения к	2	4
190	что он	6	4
191	так же	2	4
192	как только	1	4
193	на первый	1	4
194	к тому	7	4
195	друг с	14	4
196	и политической	1	4
197	даже и	2	4
198	того чтобы	8	4
199	в другом	3	4
200	тогда когда	4	4
201	те или	1	4
202	именно на	2	4
203	с этой	1	4
204	в различных	1	4
205	свою очередь	1	4
206	и во	3	4
207	в известной	1	4
208	преимущественно в	1	4
209	он может	1	4
210	связано с	1	4
211	но это	2	4
212	как сказано	1	4
213	из них	3	4
214	того что	3	4
215	он должен	5	4
216	областях жизни	1	4
217	лишь тогда	1	4
218	что оно	3	4
219	одной из	3	4
220	том же	2	4
221	о себе	1	4
222	что и	3	4
223	они в	1	4
224	в виде	3	4
225	а на	1	4
226	в которой	1	4
227	и как	3	4
228	же как	1	4
229	следовательно и	2	4
230	в себя	1	4
231	с другом	14	4
232	из одного	1	4
233	сих пор	5	4
234	может иметь	1	4
235	выражение в	1	4
236	но как	1	4
237	в частности	2	4
238	и о	2	4
239	вообще не	1	4
240	в лучшем	3	4
241	образом в	1	4
242	не всегда	1	4
243	из этого	3	4
244	бы ни	2	4
245	лучшем случае	3	4
246	однако и	1	3
247	все что	4	3
248	в состав	1	3
249	от чисто	1	3
250	самого предмета	1	3
251	переходит в	1	3
252	эта идея	1	3
253	в разных	1	3
254	от нас	2	3
255	от этой	2	3
256	и то	4	3
257	глубоко и	1	3
258	в связи	1	3
259	борьбы с	1	3
260	в духе	1	3
261	с таким	1	3
262	ближайшим образом	1	3
263	тем что	3	3
264	в корне	4	3
265	в собственном	1	3
266	в одно	1	3
267	жизни в	5	3
268	от этого	1	3
269	отличается от	2	3
270	было бы	5	3
271	силы и	1	3
272	как это	1	3
273	которых мы	1	3
274	всем этим	2	3
275	и второй	1	3
276	не должны	1	3
277	не могло	1	3
278	или иных	1	3
279	в этой	4	3
280	людей и	2	3
281	целый ряд	2	3
282	и те	2	3
283	как оно	1	3
284	отметить что	2	3
285	а лишь	4	3
286	без всякого	1	3
287	если мы	1	3
288	на него	1	3
289	в сознании	3	3
290	мы говорили	3	3
291	этого слова	1	3
292	до известной	1	3
293	только с	2	3
294	движения и	1	3
295	они были	1	3
296	и следует	1	3
297	еще на	1	3
298	должно быть	3	3
299	время и	1	3
300	на том	3	3
301	ввести в	1	3
302	быть тем	1	3
303	от всякой	1	3
304	не знаем	1	3
305	не была	1	3
306	дело в	1	3
307	сама по	2	3
308	тому что	2	3
309	с одним	1	3
310	и без	1	3
311	возможно и	1	3
312	не есть	3	3
313	на все	1	3
314	того и	1	3
315	между собой	5	3
316	в свете	1	3
317	нисколько не	2	3
318	и это	1	3
319	не был	1	3
320	другом случае	2	3
321	основе его	1	3
322	тем чем	1	3
323	личности и	1	3
324	может и	1	3
325	в такой	1	3
326	потому что	5	3
327	и тем	2	3
328	из этих	3	3
329	на нем	1	3
330	но она	2	3
331	в чужих	1	3
332	подход к	1	3
333	к этому	1	3
334	данном случае	3	3
335	такой же	1	3
336	тех или	1	3
337	степени и	1	3
338	или иного	2	3
339	того или	2	3
340	к такому	2	2
341	никак нельзя	1	2
342	за ним	1	2
343	которая в	1	2
344	и вся	1	2
345	из всех	2	2
346	привело к	1	2
347	в последние	5	2
348	одному из	2	2
349	для них	3	2
350	от этих	1	2
351	том и	2	2
352	связь с	1	2
353	с ней	1	2
354	заключается в	1	2
355	но по	1	2
356	исторический момент	1	2
357	в жизни	1	2
358	и внутренне	1	2
359	на себе	1	2
360	приводит к	4	2
361	да и	3	2
362	но мы	3	2
363	себя от	3	2
364	по своему	1	2
365	это и	1	2
366	ни к	7	2
367	то что	13	2
368	в котором	2	2
369	он был	1	2
370	нас и	1	2
371	ибо в	3	2
372	то и	1	2
373	в течение	2	2
374	о которых	3	2
375	другом в	1	2
376	своим собственным	1	2
377	к своей	1	2
378	время в	2	2
379	в руках	1	2
380	возможностей и	1	2
381	может лишь	1	2
382	случае не	1	2
383	а между	5	2
384	ее с	1	2
385	совершенно не	2	2
386	тот факт	2	2
387	он есть	1	2
388	самого начала	1	2
389	точке зрения	3	2
