N	4gram	Bakhtin_Pr	Myshleni
1	заключается в том что	1	43
2	в то время как	2	20
3	одного и того же	1	17
4	с этой точки зрения	1	16
5	так же как и	3	16
6	одной и той же	1	15
7	в том числе и	1	10
8	как мы уже говорили	1	9
9	в том что он	4	8
10	заключается в том чтобы	1	7
11	в той мере в	1	5
12	совершенно так же как	2	5
13	друг с другом в	2	5
14	той мере в какой	1	4
15	в том что мы	1	4
16	подобно тому как в	2	4
17	как более или менее	1	4
18	но для того чтобы	1	3
19	мы имеем в виду	2	3
20	друг с другом но	1	3
21	до самого последнего времени	1	3
22	дело в том что	1	3
23	и во всяком случае	1	3
24	в том и другом	2	3
25	бы то ни было	2	3
26	то же самое слово	1	2
27	само по себе не	1	2
28	но тем не менее	1	2
29	друг к другу и	1	2
30	не потому что он	1	2
31	о котором мы говорили	1	2
32	в сущности ничего не	1	2
33	в зависимости от того	1	2
34	в то же время	10	2
35	и не могут быть	1	2
36	нет и не может	1	2
37	в том что это	1	2
38	в другом месте и	1	2
39	и в высшей степени	1	2
40	в той или иной	2	2
41	она не может быть	1	2
42	с таким же успехом	1	2
43	что в данном случае	1	2
44	и не может быть	1	2
45	но на самом деле	1	2
46	и по отношению к	1	2
47	что дело идет не	2	1
48	и в том что	1	1
49	как бы глубоки они	1	1
50	в том отношении что	1	1
51	бы глубоки они ни	1	1
52	с самого начала все	2	1
53	поэтому можно сказать что	1	1
54	во всяком случае не	1	1
55	бы там ни было	1	1
56	как бы рядом с	1	1
57	взаимно исключающих друг друга	1	1
58	можно было бы привести	1	1
59	сама по себе является	1	1
60	с интересующей нас точки	1	1
61	идея о том что	1	1
62	никогда не приводит к	1	1
63	полном смысле этого слова	2	1
64	интересующей нас точки зрения	1	1
65	лежащие в основе этого	1	1
66	отношении друг к другу	1	1
67	то что должно быть	1	1
68	которой можно было бы	1	1
69	которые могли бы быть	1	1
70	в этом отношении не	1	1
71	того что в сущности	1	1
72	мере в какой мы	1	1
73	не могли войти в	1	1
74	не только в смысле	1	1
75	лежит в самой основе	1	1
76	то же время не	3	1
77	ничем не отличается от	1	1
78	один из них не	1	1
79	но с таким же	1	1
80	так и со стороны	1	1
81	и в то же	3	1
82	то время как обычно	1	1
83	мы постараемся показать что	1	1
84	потому что у него	1	1
85	можно прямо сказать что	1	1
86	и в этом смысле	2	1
87	таким образом мы можем	1	1
88	по существу с точки	1	1
89	глубоки они ни были	1	1
90	мы можем сказать что	2	1
91	с точки зрения своей	1	1
92	и заключается в том	1	1
93	а потому что они	1	1
94	по отношению к себе	1	1
95	говорить о том что	1	1
96	по отношению к ним	1	1
97	на котором мы остановимся	1	1
98	раз и навсегда не	1	1
99	сама по себе она	1	1
100	в виду прежде всего	1	1
101	в отличие от этого	1	1
102	как бы он ни	1	1
103	по самой природе своей	1	1
104	ни один из них	1	1
105	не может быть понято	1	1
106	существу с точки зрения	1	1
107	в этот период не	1	1
108	в том что на	1	1
109	но с другой стороны	2	1
110	да и по существу	1	1
111	по себе не имеет	1	1
112	можно было бы сказать	1	1
113	но ни один из	1	1
114	которые сами по себе	1	1
115	свое последнее слово в	1	1
116	само по себе но	1	1
117	только и могут быть	1	1
118	в полном смысле этого	2	1
119	в той же плоскости	1	1
120	и в этом отношении	2	1
121	в этом смысле он	1	1
122	и не потому что	2	1
123	совершенно в той же	1	1
124	только в той мере	1	1
125	с точки зрения ее	1	1
