N	2gram	Bakhtin_Fr	VerxiiNi
1	и в	73	26
2	таким образом	34	22
3	с тем	2	18
4	в этом	21	15
5	вместе с	9	15
6	точки зрения	6	13
7	как бы	15	12
8	в том	13	11
9	не только	11	10
10	и с	17	10
11	может быть	5	10
12	из этих	1	10
13	что в	14	9
14	так как	9	9
15	связи с	5	9
16	но и	15	9
17	в области	3	9
18	и у	7	8
19	и не	13	8
20	в индии	5	8
21	как на	1	8
22	с другой	3	8
23	но не	1	8
24	с одной	3	7
25	но все	5	7
26	в эпоху	13	7
27	связанные с	4	7
28	том что	8	7
29	потому что	9	7
30	одной стороны	3	7
31	а с	1	7
32	то что	12	7
33	но в	12	7
34	из них	6	7
35	к нему	7	7
36	так и	13	6
37	в конце	9	6
38	несмотря на	3	6
39	все это	19	6
40	что и	6	6
41	в отношении	6	6
42	представление о	3	6
43	все эти	24	6
44	все же	2	6
45	к тому	2	6
46	о том	13	6
47	во всяком	2	6
48	и потому	6	6
49	всяком случае	1	6
50	и т.д	3	6
51	с точки	4	6
52	в себе	16	6
53	того же	7	6
54	и к	6	5
55	до сих	3	5
56	том числе	4	5
57	в его	18	5
58	к жизни	4	5
59	тому же	1	5
60	более или	3	5
61	в мире	3	5
62	не имеет	4	5
63	или менее	3	5
64	сих пор	3	5
65	того чтобы	2	5
66	так же	11	5
67	лишь в	2	5
68	отношение к	3	5
69	одной из	5	5
70	тем чтобы	1	5
71	образом в	2	5
72	в силу	1	5
73	а не	2	5
74	и для	8	5
75	никогда не	6	5
76	при жизни	1	4
77	в самом	9	4
78	ничем не	3	4
79	то есть	36	4
80	и по	4	4
81	то же	16	4
82	боги и	1	4
83	из которых	2	4
84	только в	7	4
85	в этих	6	4
86	должен был	1	4
87	целый ряд	4	4
88	учение о	2	4
89	что он	8	4
90	в которых	3	4
91	в котором	4	4
92	в течение	2	4
93	и тогда	1	4
94	он не	4	4
95	и что	5	4
96	далеко не	2	4
97	а в	10	4
98	в этой	18	4
99	числе и	2	4
100	бога и	1	4
101	и от	10	4
102	не может	4	4
103	что все	3	4
104	на этот	1	4
105	в виде	2	4
106	в то	14	4
107	в нем	18	4
108	во время	12	4
109	к сожалению	1	3
110	и другие	3	3
111	верхом и	2	3
112	с этой	4	3
113	и при	1	3
114	при этом	5	3
115	для него	7	3
116	из всех	2	3
117	что это	9	3
118	и если	1	3
119	в качестве	11	3
120	в результате	7	3
121	связывается с	1	3
122	и низом	1	3
123	и даже	4	3
124	в которой	3	3
125	в народных	2	3
126	с ней	1	3
127	на нее	1	3
128	с самого	2	3
129	в таком	1	3
130	в связи	3	3
131	и как	5	3
132	как о	5	3
133	но по	3	3
134	к концу	1	3
135	и таким	1	3
136	в других	2	3
137	а так	1	3
138	и нет	2	3
139	что эти	1	3
140	всю вселенную	1	3
141	друг за	2	3
142	но с	3	3
143	в значительной	5	3
144	так что	2	3
145	у них	3	3
146	в одном	5	3
147	оказывается что	3	3
148	и те	5	3
149	не вполне	1	3
150	к ним	1	3
151	и о	2	3
152	культуры и	1	3
153	отношению к	3	3
154	в своем	13	3
155	уже не	2	3
156	в народном	1	3
157	к этому	5	3
158	конце концов	5	3
159	того что	5	3
160	связан с	3	2
161	все что	5	2
162	поэтому что	1	2
163	для всех	3	2
164	один из	5	2
165	и здесь	5	2
166	ему в	2	2
167	и на	12	2
168	связанных с	5	2
169	смотреть на	1	2
170	на небе	3	2
171	благодаря этому	3	2
172	и сейчас	1	2
173	свидетельствует о	3	2
174	и заставляет	3	2
175	уже в	9	2
176	или по	1	2
177	мы имеем	2	2
178	не с	1	2
179	ни было	2	2
180	этом отношении	3	2
181	те же	3	2
182	не как	2	2
183	всем и	2	2
184	прежде всего	18	2
185	из своих	1	2
186	одно из	2	2
187	они в	3	2
188	как от	1	2
189	его от	1	2
190	исторического развития	1	2
191	не могут	3	2
192	когда же	1	2
193	различия между	1	2
194	со всеми	4	2
195	в них	14	2
196	связь с	2	2
197	из него	1	2
198	не было	4	2
199	к его	2	2
200	не потому	1	2
201	не в	12	2
202	у всех	2	2
203	а также	8	2
204	в виду	4	2
205	одним из	3	2
206	мысль о	1	2
207	с целью	1	2
208	по существу	8	2
209	именно в	4	2
210	и связанные	1	2
211	в процессе	3	2
212	очень много	1	2
213	с одним	2	2
214	к которым	1	2
215	лесах и	1	2
216	пор еще	3	2
217	связан и	2	2
218	и перед	1	2
219	живых существ	1	2
220	к другу	1	2
221	одновременно и	2	2
222	в одно	1	2
223	по своему	3	2
224	в тело	2	2
225	на все	2	2
226	только для	1	2
227	боги в	1	2
228	по своим	2	2
229	в новом	1	2
230	говорили о	3	2
231	о котором	5	2
232	ничего общего	1	2
233	в эту	2	2
234	так например	2	2
235	от тела	1	2
236	особенно в	2	2
237	явлений природы	1	2
238	связано с	3	2
239	еще не	3	2
240	во всех	13	2
241	начиная с	3	2
242	ко всему	1	2
243	выступает в	2	2
244	мы можем	1	2
245	некоторые из	1	2
246	людей и	3	2
247	что мы	2	2
248	его не	1	2
249	наконец в	1	2
250	между тем	2	2
251	в свою	3	2
252	не всегда	1	2
253	значительной мере	1	2
254	из себя	1	2
255	есть как	1	2
256	должна была	1	2
257	и больше	1	2
258	всех других	2	2
259	так чтобы	3	2
260	вслед за	1	2
261	и это	6	2
262	ее с	1	2
263	в начале	4	2
264	превращается в	2	2
265	конечно не	2	2
266	по своей	1	2
267	же время	12	2
268	самого начала	1	2
269	признать что	1	2
270	стихии и	1	2
271	же самое	1	2
272	среди них	1	2
273	он в	2	2
274	с именем	1	2
275	общего с	1	2
276	сказать что	4	2
277	этот путь	1	2
278	которые в	2	2
279	не могла	2	2
280	и другой	1	2
281	в образе	6	2
282	к которому	2	2
283	то после	1	2
284	или иной	1	2
285	те и	2	2
286	от бога	1	2
287	жизни и	6	2
288	но если	1	2
289	в разных	2	2
290	иной раз	2	2
291	что именно	2	2
292	из этого	2	2
293	с его	5	2
294	время он	1	2
295	от них	2	2
296	все существующее	2	2
297	от человека	1	2
298	и после	1	2
299	и все	19	2
300	для этого	2	2
301	для эпохи	1	2
302	и из	2	2
303	с телом	2	2
304	и особенно	3	2
305	и иной	1	2
306	мира его	2	2
307	тот же	3	2
308	и наконец	6	2
309	той или	1	2
310	в другое	5	2
311	мы видели	7	2
312	характер носят	4	2
313	из этой	1	2
314	грань между	1	2
315	в той	8	1
316	как основной	1	1
317	все в	1	1
318	мир не	2	1
319	и образ	6	1
320	люди которые	1	1
321	находим в	2	1
322	в большем	1	1
323	природы и	3	1
324	что один	1	1
325	не так	1	1
326	человек может	2	1
327	новое и	2	1
328	в творениях	1	1
329	связи и	3	1
330	в свое	2	1
331	смерть и	2	1
332	во втором	1	1
333	видели что	1	1
334	а другие	1	1
335	мы видим	13	1
336	зрения подлинной	1	1
337	рождение и	1	1
338	и всякий	2	1
339	собой и	1	1
340	мы подчеркиваем	1	1
341	которым он	4	1
342	та же	7	1
343	в прямом	1	1
344	значение в	2	1
345	этого в	1	1
346	свою очередь	3	1
347	друг к	1	1
348	к их	1	1
349	образы эти	2	1
350	уничтожения и	1	1
