N	4gram	Voloshinov	Vladivir
1	дело в том что	1	11
2	в то же время	7	9
3	не что иное как	1	4
4	не говоря уже о	1	4
5	на самом же деле	5	3
6	как мы уже сказали	1	3
7	в том что он	3	3
8	к этому нужно прибавить	3	3
9	и в том что	1	2
10	до тех пор пока	2	2
11	говоря уже о том	1	2
12	уже о том что	1	2
13	второй половины xix века	1	2
14	один и тот же	3	2
15	с одной стороны и	1	2
16	сводится к тому что	1	2
17	отчет в том что	1	2
18	одно и то же	3	2
19	в связи с этим	3	2
20	этому нужно прибавить что	1	2
21	бы то ни было	11	2
22	себе отчет в том	1	2
23	но в то же	6	2
24	до сих пор не	1	2
25	том что он как	1	2
26	далек от того чтобы	1	1
27	к ней как к	1	1
28	и в таком случае	1	1
29	с этой точки зрения	1	1
30	себе не может быть	1	1
31	относиться ко всякого рода	1	1
32	к тому что все	1	1
33	в самом деле ведь	2	1
34	уже с самого начала	2	1
35	не только не может	1	1
36	не выходит за пределы	1	1
37	не с точки зрения	1	1
38	но тем не менее	1	1
39	ней как к своему	1	1
40	с другой стороны оно	1	1
41	было конечно не в	1	1
42	он есть но он	1	1
43	выходит далеко за пределы	1	1
44	нет и не может	2	1
45	одной и той же	2	1
46	ни к чему не	1	1
47	в собственном смысле слова	2	1
48	в том что это	1	1
49	здесь как и везде	1	1
50	а может быть и	1	1
51	но во всяком случае	1	1
52	не будем здесь входить	1	1
53	не чем иным как	1	1
54	как мы уже знаем	2	1
55	их в настоящее время	1	1
56	будем здесь входить в	1	1
57	имеют никакого отношения к	1	1
58	это было не так	1	1
59	так а не иначе	1	1
60	тех пор пока не	1	1
61	какой бы то ни	3	1
62	так же как и	2	1
63	в самом деле если	2	1
64	мы не будем здесь	1	1
65	самом же деле это	1	1
66	не имеют никакого отношения	1	1
67	и не может быть	5	1
