N	2gram	Vygotskiy_	RusskieA
1	и в	55	79
2	в том	55	64
3	том что	30	59
4	что в	39	57
5	т е	3	54
6	не только	25	41
7	так как	28	34
8	и другие	5	33
9	в этом	21	33
10	состоит в	5	32
11	как бы	11	31
12	но и	12	31
13	в других	3	30
14	в и	1	30
15	п в	2	30
16	как и	25	28
17	и на	6	28
18	может быть	35	28
19	одна из	5	24
20	о том	11	23
21	с в	4	23
22	и т	36	23
23	при этом	28	22
24	в поле	1	22
25	т д	10	21
26	там же	2	20
27	это не	1	20
28	а в	10	20
29	как мы	2	20
30	из них	4	19
31	все это	11	18
32	с тем	11	17
33	таким образом	38	17
34	то что	47	17
35	вместе с	10	17
36	об этом	3	17
37	показывает что	6	17
38	потому что	27	17
39	во многих	1	16
40	мы не	15	16
41	будто бы	2	15
42	один из	6	15
43	в них	4	14
44	и с	5	14
45	не менее	9	14
46	тем не	6	14
47	в другие	1	14
48	как это	8	14
49	и что	28	14
50	мы видели	2	14
51	и не	24	14
52	для нас	5	14
53	у нас	4	14
54	уже не	3	13
55	к этому	5	13
56	так что	8	13
57	и по	7	13
58	как в	17	13
59	в которых	5	13
60	еще не	2	13
61	не может	30	13
62	тем что	7	12
63	между собой	1	12
64	полагает что	2	12
65	мы имеем	7	12
66	а затем	1	11
67	мы увидим	4	11
68	следующим образом	1	11
69	не имеет	3	11
70	но это	3	11
71	а на	4	11
72	далеко не	7	11
73	что на	4	11
74	все же	9	10
75	так например	1	10
76	представляет собой	2	10
77	том чтобы	9	10
78	его в	3	10
79	между тем	6	10
80	что и	27	10
81	так и	6	10
82	или в	2	10
83	а также	1	10
84	по существу	6	10
85	и других	4	10
86	то же	17	9
87	о чем	2	9
88	что они	7	9
89	к жизни	2	9
90	п с	1	9
91	и все	8	9
92	данном случае	1	9
93	того как	5	9
94	земли и	1	9
95	том же	4	9
96	но в	5	9
97	в русском	4	9
98	но не	5	9
99	одно из	2	8
100	в этих	6	8
101	представление о	6	8
102	что по	5	8
103	так же	29	8
104	связи с	2	8
105	во всех	4	8
106	что это	12	8
107	подобно тому	7	8
108	их в	4	8
109	в россии	1	8
110	того чтобы	13	8
111	как например	2	8
112	того что	15	8
113	в данном	1	8
114	как уже	1	8
115	тому как	10	8
116	для того	12	8
117	же в	1	8
118	в это	1	7
119	в руках	2	7
120	должна была	3	7
121	настоящее время	2	7
122	в своем	3	7
123	к нему	3	7
124	а и	1	7
125	не в	19	7
126	в свете	3	7
127	а с	2	7
128	было бы	14	7
129	главным образом	3	7
130	только в	18	7
131	с этого	2	7
132	еще в	1	7
133	это время	1	7
134	из этих	6	7
135	а не	18	7
136	до конца	9	7
137	в настоящее	2	7
138	ничего не	4	7
139	не можем	3	7
140	и как	9	7
141	предположить что	1	7
142	мы должны	4	7
143	по этому	3	7
144	как будто	10	7
145	для этого	1	7
146	с собой	1	6
147	же как	8	6
148	к тому	8	6
149	что этот	3	6
150	и другой	6	6
151	не всегда	2	6
152	только на	7	6
153	в одном	4	6
154	что она	11	6
155	после того	2	6
156	в качестве	3	6
157	чем в	2	6
158	в разные	2	6
159	в таком	5	6
160	тому что	7	6
161	также в	1	6
162	и у	6	6
163	на этом	3	6
164	многих случаях	1	6
165	должны были	2	6
166	в этой	5	6
167	в нем	5	6
168	видели что	2	6
169	должен был	1	6
170	с ними	2	6
171	приводит к	3	6
172	и более	3	6
173	что здесь	2	6
174	и пр	1	6
175	в первый	3	6
176	в их	4	6
177	на нее	1	6
178	все эти	7	6
179	так в	1	6
180	связаны с	1	6
181	она не	6	6
182	но она	1	6
183	и их	4	6
184	этому поводу	3	6
185	и о	4	6
186	при изучении	1	6
187	цветами и	1	6
188	и к	5	5
189	эта теория	7	5
190	в разных	1	5
191	нас к	1	5
192	стоит в	1	5
193	например в	5	5
194	тогда как	1	5
195	с этим	7	5
196	вопрос о	3	5
197	рассматриваться как	4	5
198	с другой	7	5
199	связь между	1	5
200	к ним	4	5
201	по поводу	3	5
202	что от	1	5
203	не было	5	5
204	эти песни	1	5
205	в связи	3	5
206	такие же	2	5
207	на новый	1	5
208	или же	2	5
209	в тех	2	5
210	можно было	4	5
211	и др	1	5
212	чаще всего	1	5
213	там где	5	5
214	в то	8	5
215	прежде всего	5	5
216	нет никаких	1	5
217	в особенности	3	5
218	его с	3	5
219	тогда когда	7	5
220	с ним	2	5
221	то на	2	5
222	к таким	1	5
223	что он	17	5
224	то и	2	5
225	в свою	3	5
226	с гор	1	5
227	заметить что	3	5
228	но если	2	5
229	и для	9	5
230	тот же	8	5
231	в его	8	5
232	вывод что	2	5
233	на самом	6	5
234	за этим	1	5
235	в русских	1	5
236	и потому	2	5
237	отнюдь не	11	5
238	в целом	8	5
239	вплоть до	3	5
240	во всем	5	4
241	только тогда	8	4
242	не столько	1	4
243	как они	2	4
244	в своих	12	4
245	но все	1	4
246	именно в	1	4
247	во всяком	9	4
248	в котором	5	4
249	чтобы вызвать	3	4
250	при рассмотрении	2	4
251	но эти	1	4
252	не что	2	4
253	в глаза	2	4
254	в отличие	4	4
255	во всей	1	4
256	и из	7	4
257	что у	8	4
258	что иное	2	4
259	она как	2	4
260	она в	2	4
261	несмотря на	8	4
262	как можно	3	4
263	но он	3	4
264	которое в	2	4
265	под именем	1	4
266	здесь мы	1	4
267	тем и	2	4
268	этот вопрос	2	4
269	что для	5	4
270	могут быть	15	4
271	рассматривается как	1	4
272	и от	4	4
273	показывают что	2	4
274	означает что	2	4
275	для объяснения	3	4
276	своего рода	1	4
277	и здесь	3	4
278	та же	4	4
279	за ним	2	4
280	они и	2	4
281	другие в	1	4
282	если в	2	4
283	и при	3	4
284	и другим	1	4
285	не на	2	4
286	так называемый	1	4
287	то время	6	4
288	бросается в	1	4
289	он же	3	4
290	в основе	13	4
291	в круг	1	4
292	на основе	2	4
293	совпадают с	3	4
294	и до	2	4
295	это имеет	3	4
296	связанных с	1	4
297	и потом	1	4
298	и там	2	4
299	на две	1	4
300	этого слова	5	4
301	всяком случае	7	4
302	у них	2	4
303	и многие	3	4
304	нас не	2	4
305	уже в	3	4
306	его и	4	4
307	в таких	2	4
308	приводит нас	1	4
309	такой же	9	4
310	по своему	2	4
311	а к	1	4
312	отличие от	6	4
313	в ней	3	4
314	дело не	1	4
315	связано с	1	4
316	к тем	1	4
317	которые в	3	4
318	и ее	4	4
319	и тогда	3	4
320	таким же	1	4
321	иное как	2	4
322	начиналось с	1	3
323	все что	4	3
324	и объяснить	3	3
325	к другу	1	3
326	же и	2	3
327	выводу что	2	3
328	которые не	3	3
329	судить о	1	3
330	совершенно очевидно	3	3
331	говорит о	4	3
332	в какой	6	3
333	и другими	4	3
334	в виду	6	3
335	более или	3	3
336	на которых	1	3
337	из самых	2	3
338	есть в	7	3
339	где они	1	3
340	имеет место	2	3
341	распущенными волосами	1	3
342	как только	3	3
343	на природу	1	3
344	еще далеко	1	3
345	и такие	1	3
346	восходит к	1	3
347	пор пока	2	3
348	представления о	2	3
349	только как	3	3
350	в изучении	2	3
351	увидим что	3	3
352	не имеем	1	3
353	в различных	1	3
354	женщины с	1	3
355	и те	5	3
356	свою очередь	3	3
357	и еще	1	3
358	как на	6	3
359	на которой	1	3
360	носит характер	1	3
361	к числу	3	3
362	находится в	1	3
363	что все	10	3
364	точки зрения	32	3
365	что именно	4	3
366	именно с	1	3
367	какой степени	2	3
368	для этой	1	3
369	никогда не	13	3
370	ее и	2	3
371	содержится в	1	3
372	данных для	1	3
373	с одной	6	3
374	мы знаем	8	3
375	на него	2	3
376	хотя и	3	3
377	в ее	7	3
378	тому же	4	3
379	или не	2	3
380	в которой	6	3
381	же значение	1	3
382	очевидно что	7	3
383	сходство с	3	3
384	в области	12	3
385	и это	6	3
386	в эту	1	3
387	сих пор	8	3
388	в русской	1	3
389	на другой	3	3
390	почему именно	2	3
391	сюда же	1	3
392	совсем не	3	3
393	можно сделать	1	3
394	с таким	18	3
395	возможно что	1	3
396	когда они	2	3
397	его к	2	3
398	до сих	8	3
399	друг к	1	3
400	то есть	44	3
401	живет в	2	3
402	из которых	5	3
403	к выводу	2	3
404	сводится к	3	3
405	независимо от	3	3
406	если бы	10	3
407	их и	1	3
408	в различные	1	3
409	в своей	6	3
410	относятся к	1	3
411	жизни в	1	3
412	том как	2	3
413	на каждом	1	3
414	так чтобы	1	3
415	с точки	12	3
416	и поэтому	3	3
417	тех пор	2	3
418	значение и	3	3
419	этот случай	1	3
420	с которой	1	3
421	представление будто	1	3
422	и наоборот	2	3
423	народной поэзии	1	3
424	нет и	1	3
425	и во	3	3
426	на этот	2	3
427	по происхождению	1	3
428	увидим ниже	1	3
429	сомнений в	1	3
430	и то	4	3
431	ее на	2	3
432	из основных	1	3
433	это и	3	3
434	такое же	3	3
435	что с	5	3
436	же не	1	3
437	с другими	2	3
438	этом не	2	3
439	между собою	1	3
440	с той	2	3
441	где говорится	1	3
442	можно предположить	1	3
443	на все	6	3
444	или менее	3	3
445	в одной	3	3
446	жизнь и	3	3
447	до тех	3	3
448	церкви и	1	3
449	теория не	1	3
450	когда он	11	3
451	как он	4	3
452	но вместе	1	3
453	думать что	3	3
454	в большинстве	1	3
455	на лошадь	1	3
456	на других	1	3
457	считает что	2	3
458	место в	1	3
459	на то	17	3
460	и его	14	3
461	это в	4	3
462	слова в	5	3
463	не к	2	3
464	такой взгляд	1	2
465	это на	1	2
466	от него	2	2
467	в игре	2	2
468	исходя из	4	2
469	к этой	2	2
470	с этой	8	2
471	женщин и	1	2
472	тем как	2	2
473	перед ней	1	2
474	не как	3	2
475	и лучше	1	2
476	нас в	2	2
477	его от	2	2
478	другой стороны	7	2
479	но что	3	2
480	и которые	2	2
481	по себе	21	2
482	на основании	7	2
483	воду с	1	2
484	этим объясняется	1	2
485	что чем	1	2
486	в духе	1	2
487	от одного	1	2
488	из нее	1	2
489	из всего	1	2
490	принадлежат к	4	2
491	в быт	1	2
492	на эту	1	2
493	когда в	1	2
494	и следовательно	4	2
495	по тому	4	2
496	но мы	3	2
497	полагают что	4	2
498	можно сказать	2	2
499	во все	2	2
500	в настоящей	1	2
501	что земля	1	2
502	в приведенных	1	2
503	но даже	4	2
504	одной стороны	7	2
505	другу и	1	2
506	всем этим	1	2
507	и должна	1	2
508	вот почему	1	2
509	в первые	1	2
510	а когда	1	2
511	о них	1	2
512	образом из	1	2
513	и когда	5	2
514	людей и	2	2
515	как оно	2	2
516	так называемых	1	2
517	пока еще	1	2
518	лошадь в	1	2
519	сказать что	12	2
520	он так	1	2
521	тех случаях	1	2
522	не весь	1	2
523	в нашем	1	2
524	части и	1	2
525	который в	3	2
526	к этим	1	2
527	точка зрения	6	2
528	но так	2	2
529	это объяснение	1	2
530	все в	2	2
531	не принадлежат	1	2
532	мы видим	8	2
533	собой и	1	2
534	не противоречит	1	2
535	происходило в	1	2
536	и всей	1	2
537	должно быть	2	2
538	время и	1	2
539	собой в	1	2
540	но еще	1	2
541	этой же	1	2
542	что при	8	2
543	что такое	2	2
544	и за	1	2
545	или иную	1	2
546	там и	1	2
547	по материалам	1	2
548	у него	4	2
549	что между	1	2
550	чтобы у	1	2
551	в несколько	1	2
552	ее от	4	2
553	как по	1	2
554	но совершенно	4	2
555	евгении онегине	3	2
556	тот кто	2	2
557	заключить что	1	2
558	быть только	1	2
559	говорить что	1	2
560	в конце	6	2
561	в евгении	2	2
562	между ними	2	2
563	следовательно и	1	2
564	в двух	1	2
565	в чем	5	2
566	имеет и	1	2
567	могло бы	5	2
568	под влиянием	4	2
569	мы указывали	1	2
570	в каждом	5	2
571	сами не	1	2
572	о происхождении	1	2
573	мы можем	6	2
574	не означает	2	2
575	не составляет	2	2
576	и даже	11	2
577	только с	2	2
578	две формы	1	2
579	не дает	3	2
580	ту же	6	2
581	xvii в	1	2
582	человека который	1	2
583	он не	8	2
584	и тем	5	2
585	что эта	4	2
586	и является	1	2
587	его жизнь	1	2
588	когда мы	4	2
589	которого в	1	2
590	т п	24	2
591	значение как	1	2
592	его как	1	2
593	в себе	6	2
594	по ним	3	2
595	не значит	2	2
596	он показывает	1	2
597	образом в	3	2
598	в силу	4	2
599	из этого	5	2
600	на место	3	2
601	значит что	1	2
602	для чего	1	2
603	остановиться на	2	2
604	в него	4	2
605	должны будем	2	2
606	в одну	2	2
607	и сами	1	2
608	не так	2	2
609	в состав	1	2
610	над ними	1	2
611	и должны	1	2
612	в самый	1	2
613	от людей	1	2
614	и затем	1	2
615	с и	17	2
616	в жизни	5	2
617	привело к	1	2
618	в другой	3	2
619	в область	3	2
620	такое толкование	1	2
621	интерес к	2	2
622	представления об	2	2
623	утверждает что	5	2
624	оно не	2	2
625	во что	1	2
626	все то	4	2
627	самом деле	19	2
628	можно согласиться	1	2
629	показать что	12	2
630	их к	1	2
631	если это	2	2
632	обращается к	2	2
633	и действительно	1	2
634	характер этого	2	2
635	относящиеся к	1	2
636	в одних	1	2
637	к самым	1	2
638	как не	2	2
639	и так	7	2
640	себя и	3	2
641	детскую игру	2	2
642	поэзии и	8	2
643	игры и	1	2
644	при всех	1	2
645	из своей	1	2
646	перед нами	1	2
647	но их	1	2
648	совершенно не	7	2
649	всем этом	1	2
650	не является	5	2
651	можно установить	1	2
652	что такие	3	2
653	и состоит	2	2
654	ясно и	1	2
655	не имеют	1	2
656	такую же	1	2
657	и если	4	2
658	относится к	4	2
659	этой работы	1	2
660	быть не	1	2
661	и теперь	2	2
662	что если	7	2
663	которые можно	1	2
664	целый ряд	12	2
665	он есть	1	2
666	к людям	1	2
667	к другому	1	2
668	в ряд	1	2
669	с его	3	2
670	так называемое	1	2
671	моментов в	2	2
672	подойти к	2	2
673	чтобы лучше	1	2
674	д и	1	2
675	он должен	1	2
676	что есть	3	2
677	ответ на	2	2
678	в более	1	2
679	что ему	1	2
680	только одно	1	2
681	значение в	2	2
682	они не	1	2
683	ряд других	1	2
684	на тех	3	2
685	или когда	1	2
686	и всем	1	2
687	и всегда	2	2
688	на что	1	2
689	для него	1	2
690	этом отношении	7	2
691	как у	1	2
692	состоят из	1	2
693	здесь в	1	2
