N	2gram	Bakhtin_Pr	VeschiIm
1	не есть	2	79
2	и не	66	57
3	не только	26	48
4	то что	21	48
5	не может	31	46
6	и в	59	45
7	и есть	6	40
8	может быть	38	39
9	а не	30	37
10	что я	2	26
11	общения с	1	25
12	потому что	20	25
13	было бы	10	24
14	только в	15	23
15	по себе	13	23
16	что она	6	23
17	в себе	9	23
18	сказать что	9	22
19	в смысле	4	22
20	и что	2	22
21	как бы	40	20
22	что такое	1	20
23	и следовательно	7	20
24	что это	1	19
25	что же	5	19
26	с нею	1	19
27	но и	22	19
28	и ее	5	19
29	в этом	40	18
30	все же	9	18
31	есть только	5	18
32	так как	11	17
33	что мы	2	17
34	прежде всего	17	17
35	и это	5	17
36	есть не	3	17
37	таким образом	22	16
38	оно есть	1	16
39	того что	4	16
40	как раз	9	16
41	как и	21	15
42	уже не	14	15
43	в том	17	15
44	вещи с	1	15
45	в ней	8	15
46	но это	7	14
47	и то	1	14
48	не в	10	14
49	в самом	19	13
50	не будет	1	13
51	том что	15	13
52	и больше	1	13
53	есть и	2	13
54	и для	5	13
55	а и	2	13
56	это и	10	13
57	в себя	3	13
58	то ни	3	13
59	что в	14	12
60	и с	10	12
61	бы то	3	12
62	то же	15	12
63	и даже	4	12
64	есть нечто	2	12
65	есть то	4	12
66	о том	5	12
67	еще не	11	12
68	если мы	1	12
69	точки зрения	36	12
70	но если	1	12
71	она есть	1	12
72	ничего не	8	12
73	что они	3	12
74	ни было	4	12
75	не значит	4	12
76	совершенно не	2	12
77	что и	10	12
78	между собою	1	12
79	и как	10	12
80	смысл и	2	12
81	если она	1	12
82	и их	7	11
83	не менее	3	11
84	себя в	5	11
85	и пр	3	11
86	тем не	1	11
87	ни в	5	11
88	что не	6	11
89	вовсе не	13	11
90	в то	15	11
91	и только	2	11
92	вещи не	1	11
93	по крайней	3	10
94	в чем	2	10
95	крайней мере	3	10
96	что оно	2	10
97	ясно что	1	10
98	с ее	5	10
99	я и	2	9
100	с ним	13	9
101	в результате	6	9
102	со стороны	6	9
103	бы и	6	9
104	то и	2	9
105	хотя бы	5	9
106	нисколько не	2	9
107	говорить о	3	9
108	в своем	12	9
109	ни с	1	9
110	должно быть	4	9
111	это не	13	9
112	у нас	2	9
113	бы в	7	9
114	если оно	1	9
115	она не	9	9
116	другими словами	2	9
117	так что	3	9
118	но не	13	9
119	и его	21	9
120	как с	1	8
121	должна быть	4	8
122	если бы	12	8
123	что он	16	8
124	себя и	4	8
125	отличается от	3	8
126	в свете	4	8
127	по сравнению	2	8
128	что тут	1	8
129	но в	7	8
130	тут не	2	8
131	мы не	3	8
132	что значит	2	8
133	мы имеем	2	8
134	для него	23	8
135	в ее	4	8
136	все это	12	8
137	со своим	4	8
138	с другими	11	8
139	в отношении	3	8
140	его в	6	8
141	только и	1	8
142	и потому	9	8
143	в философии	1	8
144	не с	1	8
145	даже не	1	8
146	с другой	3	8
147	можно сказать	3	8
148	с этой	1	7
149	не действительность	1	7
150	в сущности	11	7
151	оно не	2	7
152	самом деле	9	7
153	все эти	12	7
154	тем что	5	7
155	сравнению с	2	7
156	ни на	2	7
157	в действительности	1	7
158	относится к	2	7
159	и тогда	1	7
160	слова и	2	7
161	не потому	4	7
162	можно ли	1	7
163	без всякого	1	7
164	никак не	3	7
165	и тут	1	7
166	или не	2	7
167	вообще не	1	7
168	сама по	3	7
169	я не	7	7
170	есть именно	1	7
171	и тем	2	7
172	от того	4	7
173	а в	9	7
174	из них	8	7
175	можно только	1	7
176	в той	9	6
177	для себя	5	6
178	их в	8	6
179	в своей	17	6
180	с собою	3	6
181	в каком	2	6
182	в данном	3	6
183	в одном	14	6
184	и до	5	6
185	как только	2	6
186	одна из	4	6
187	вопрос о	4	6
188	в сфере	4	6
189	тут мы	1	6
190	на почве	5	6
191	она имеет	1	6
192	для всякого	1	6
193	несмотря на	7	6
194	с точки	21	6
195	эти две	1	6
196	все равно	3	6
197	как же	5	6
198	дело в	1	6
199	быть только	3	6
200	и другое	1	6
201	между ними	4	6
202	в нем	38	6
203	должны быть	1	6
204	одно и	1	6
205	можно было	5	6
206	этот вопрос	3	6
207	как мы	10	6
208	бытия и	1	6
209	жизни и	21	6
210	тех или	1	6
211	независимо от	1	6
212	и все	4	6
213	никогда не	19	6
214	она сама	1	5
215	все что	6	5
216	как это	2	5
217	в настоящем	4	5
218	один из	4	5
219	на себе	2	5
220	и здесь	5	5
221	даже и	2	5
222	со всем	2	5
223	как к	3	5
224	тогда когда	2	5
225	мысли и	5	5
226	а есть	3	5
227	подобно тому	5	5
228	в жизни	7	5
229	ничем не	2	5
230	вместе с	2	5
231	да и	3	5
232	себе в	1	5
233	чем же	2	5
234	в свою	1	5
235	и если	1	5
236	быть не	1	5
237	и когда	1	5
238	ее с	3	5
239	собою и	1	5
240	вообще и	1	5
241	нет и	4	5
242	о смысле	1	5
243	точка зрения	14	5
244	того же	1	5
245	понять и	3	5
246	только не	1	5
247	во всех	8	5
248	мы видим	5	5
249	что у	5	5
250	в его	44	5
251	хотя и	1	5
252	как можно	3	5
253	от всех	1	5
254	в которой	6	5
255	всегда есть	1	5
256	на себя	3	5
