N	4gram	Bakhtin_Fr	Marksizm
1	в то же время	5	15
2	но в то же	2	9
3	на самом же деле	3	5
4	и не может быть	2	5
5	и пр и пр	1	5
6	так как если бы	1	4
7	в том что он	1	4
8	в тесной связи с	1	3
9	и до настоящего времени	1	3
10	все более и более	1	3
11	одной и той же	1	3
12	в том числе и	7	3
13	в той или иной	5	3
14	и в том что	2	2
15	с точки зрения тех	1	2
16	за пределы нашей работы	2	2
17	одна и та же	1	2
18	не может быть ничего	1	2
19	нет и не может	1	2
20	на этот вопрос мы	2	2
21	и в большинстве случаев	1	2
22	той или иной степени	1	2
23	находит свое выражение в	1	2
24	то же время эти	1	1
25	нашей работы мы будем	1	1
26	и до сегодняшнего дня	1	1
27	в узком смысле а	1	1
28	к себе самому и	1	1
29	как мы уже сказали	4	1
30	той или иной форме	4	1
31	и вовсе не в	1	1
32	мы можем сказать что	1	1
33	или иной форме с	1	1
34	дело в том что	2	1
35	в большей или меньшей	7	1
36	взаимно дополняют друг друга	1	1
37	мы остановимся лишь на	1	1
38	выходит далеко за пределы	1	1
39	в нем нет ничего	1	1
40	в тех случаях когда	1	1
41	мы уже говорили что	3	1
42	свое яркое выражение в	1	1
43	второй половины xix века	1	1
44	лишь в тех случаях	1	1
45	в связи и с	1	1
46	не чем иным как	1	1
47	можно сказать что вся	1	1
48	на то или иное	1	1
49	вне всякой связи с	1	1
50	здесь в пределах одной	1	1
51	или во всяком случае	1	1
52	на первый план выдвигается	1	1
53	в пределах одной и	1	1
54	и т.п все эти	1	1
55	в этом случае происходит	1	1
56	она нашла свое наиболее	1	1
57	нашло свое яркое выражение	1	1
58	не только в пределах	1	1
59	рядом друг с другом	1	1
60	но здесь мы должны	1	1
61	и как мы видели	1	1
62	пределах одной и той	1	1
