N	3gram	Propp_Isto	Formalny
1	с точки зрения	1	40
2	не может быть	5	29
3	и т д	25	19
4	и т п	1	18
5	в связи с	1	16
6	во всяком случае	3	16
7	по отношению к	3	12
8	в самом деле	1	11
9	так и в	3	11
10	бы то ни	1	10
11	в зависимости от	3	10
12	в большинстве случаев	1	9
13	с другой стороны	17	9
14	и не может	1	9
15	для того чтобы	1	8
16	до сих пор	4	8
17	вместе с тем	6	8
18	как мы видели	3	8
19	с одной стороны	11	8
20	более или менее	3	7
21	сами по себе	1	7
22	то ни было	1	7
23	в том что	7	6
24	с тем что	2	6
25	в данном случае	7	6
26	смысле этого слова	1	6
27	одной стороны и	1	5
28	к тому чтобы	1	5
29	к тому что	1	5
30	и те же	1	5
31	мы не можем	2	5
32	и не в	1	4
33	тем не менее	4	4
34	не входит в	1	4
35	но все же	3	4
36	а не в	1	4
37	но и в	4	4
38	в нем и	1	4
39	сама по себе	1	4
40	и тот же	1	3
41	мы уже знаем	5	3
42	обстоит дело с	1	3
43	всяком случае в	1	3
44	так или иначе	2	3
45	друг с другом	1	3
46	не только на	1	3
47	то же что	2	3
48	уже знаем что	4	3
49	то же самое	1	3
50	только то что	1	3
51	на первый план	1	3
52	иначе обстоит дело	1	3
53	с тем и	1	3
54	в том чтобы	2	3
55	один и тот	1	3
56	мы увидим что	2	3
57	в своей работе	2	3
58	то и другое	2	3
59	и то и	2	3
60	как мы увидим	1	3
61	т е в	2	3
62	нам кажется что	4	3
63	между этими двумя	1	3
64	т е его	1	2
65	о том как	3	2
66	но все эти	1	2
67	в предыдущей главе	1	2
68	с этой точки	3	2
69	что в данном	1	2
70	она не может	1	2
71	совершенно очевидно что	1	2
72	и тем самым	1	2
73	что между ними	1	2
74	и в других	2	2
75	как если бы	1	2
76	что это не	2	2
77	по тем же	1	2
78	на то чтобы	2	2
79	не нуждается ни	1	2
80	мы видели что	4	2
81	всецело зависит от	1	2
82	от всех других	2	2
83	это не так	1	2
84	в связи со	2	2
85	не может и	1	2
86	этой точки зрения	3	2
87	как и в	3	2
88	на этот вопрос	3	2
89	т е с	1	2
90	со всех сторон	1	2
91	в одной из	2	2
92	но уже в	1	2
93	зависимости от того	1	2
94	таким образом оказывается	1	2
95	не только в	9	2
96	так же как	4	2
97	мы имеем в	7	2
98	ни в каких	1	2
99	в этом случае	4	2
100	что в нем	1	2
101	и в каждом	1	2
102	дело не в	3	2
103	лежит в основе	2	2
104	нуждается ни в	1	2
105	что и в	3	2
106	что он не	1	1
107	кажется что из	1	1
108	другую сторону и	1	1
109	она никогда не	1	1
110	в самом начале	1	1
111	вовсе не от	1	1
112	таким образом сама	1	1
113	тем более не	1	1
114	в более или	1	1
115	те случаи когда	1	1
116	но вместе с	2	1
117	есть еще одна	3	1
118	то что он	1	1
119	на задний план	1	1
120	как это делают	1	1
121	не в этом	1	1
122	тут-то и вступает	1	1
123	но и на	2	1
124	может быть наиболее	1	1
125	влечет за собой	1	1
126	ее так и	1	1
127	он не может	1	1
128	что они не	1	1
129	не значит что	1	1
130	мы еще не	1	1
131	т е предполагают	1	1
132	что мы знаем	1	1
133	так например в	1	1
134	они пришли к	2	1
135	если они не	1	1
136	нами в предыдущей	1	1
137	это происходит в	2	1
138	вместе с ними	1	1
139	говорит о том	1	1
140	друг на друга	2	1
141	это не значит	1	1
142	все новые и	2	1
143	может продолжаться до	1	1
144	на эти вопросы	1	1
145	мы знаем что	1	1
146	и в конце	1	1
147	в литературе нет	1	1
148	и должна быть	1	1
149	но в данном	1	1
150	с этой стороны	4	1
151	здесь не в	1	1
152	в книге о	1	1
153	можно думать что	1	1
154	к сыну а	1	1
155	увидим дальше что	1	1
156	и вместе с	3	1
157	каждого из этих	1	1
158	не в качестве	1	1
159	по себе не	1	1
160	а с другой	1	1
161	не могло быть	2	1
162	то же происходит	1	1
163	может быть понят	2	1
164	к отказу от	1	1
165	состоит в том	1	1
166	там где оно	1	1
167	все сводится к	1	1
168	в его движении	1	1
169	как это происходит	2	1
170	так как он	4	1
171	все это не	1	1
172	это значит что	2	1
173	еще одна область	1	1
174	мы видим что	4	1
175	в чистом виде	1	1
176	тоже может быть	1	1
177	так герой может	1	1
178	эта связь может	1	1
179	в этих случаях	12	1
180	следует отметить что	1	1
181	таким образом мы	3	1
182	но он не	1	1
183	в различных формах	1	1
