N	2gram	Voloshinov	Freidism
1	таким образом	9	34
2	и не	4	34
3	точки зрения	8	31
4	не может	8	30
5	и пр	12	29
6	в этом	9	28
7	может быть	17	28
8	и в	16	28
9	прежде всего	9	26
10	в его	4	25
11	и его	8	22
12	с помощью	2	20
13	мы можем	9	20
14	как бы	5	19
15	как мы	4	18
16	эдипова комплекса	2	17
17	то что	3	17
18	по фрейду	5	16
19	к отцу	6	16
20	вовсе не	1	16
21	с точки	6	15
22	жизни человека	4	15
23	все эти	5	15
24	так как	4	15
25	с ним	2	14
26	в своей	2	14
27	так и	4	14
28	в бессознательное	6	14
29	самом деле	6	14
30	в душе	2	13
31	и все	4	13
32	как и	2	13
33	к матери	8	13
34	но в	4	13
35	фрейд и	7	13
36	во всех	3	13
37	эдипов комплекс	8	13
38	субъективной психологии	4	12
39	в самом	2	12
40	то же	2	12
41	ни в	5	12
42	что он	2	12
43	том что	3	12
44	во внешнем	1	12
45	точку зрения	1	12
46	для него	6	12
47	все это	4	12
48	и потому	3	12
49	и наконец	4	12
50	влечение к	1	11
51	только в	4	11
52	мы знаем	3	11
53	сказать что	7	11
54	его в	4	11
55	все что	4	10
56	один из	2	10
57	не только	7	10
58	и с	8	10
59	но и	4	10
60	конечно не	6	10
61	что же	1	10
62	тот же	1	10
63	никогда не	2	10
64	в том	3	10
65	мы уже	2	10
66	в сознание	7	10
67	он не	2	10
68	за пределы	2	10
69	и на	4	9
70	те же	3	9
71	уже не	1	9
72	во всяком	3	9
73	совершенно не	8	9
74	мы не	2	9
75	человеческого поведения	2	9
76	с его	7	9
77	к этому	2	9
78	к нему	1	9
79	в чем	5	9
80	а не	1	9
81	культурного творчества	1	9
82	мы должны	1	9
83	и др	3	9
84	могут быть	3	9
85	фрейда и	1	9
86	при этом	6	8
87	все же	1	8
88	еще не	5	8
89	с этим	2	8
90	было бы	2	8
91	и вот	3	8
92	сам фрейд	2	8
93	знаем что	2	8
94	организма и	2	8
95	а в	3	8
96	по мнению	1	8
97	с другими	3	8
98	психической динамики	1	8
99	с бессознательным	1	8
100	на этом	3	8
101	в ней	1	8
102	оно и	2	8
103	всяком случае	3	8
104	что в	3	7
105	и к	6	7
106	не могут	2	7
107	связь с	1	7
108	в жизни	2	7
109	роль в	1	7
110	с сознанием	3	7
111	его жизни	1	7
112	хотя бы	4	7
113	сексуальное влечение	3	7
114	в каком	2	7
115	если мы	2	7
116	и для	2	7
117	на протяжении	2	7
118	сознания с	1	7
119	но не	1	7
120	я и	6	7
121	чувств и	3	7
122	с самого	4	7
123	в нем	4	7
124	фрейд не	1	7
125	травма рождения	1	7
126	в этой	4	7
127	отношение к	5	7
128	жизни и	3	7
129	и прежде	1	7
130	и ее	4	7
131	в человеке	1	6
132	учение о	3	6
133	нервных заболеваний	1	6
134	психических сил	1	6
135	в корне	1	6
136	не менее	2	6
137	объективная психология	1	6
138	но мы	4	6
139	к тому	1	6
140	для марксизма	1	6
141	можно сказать	4	6
142	в основе	3	6
143	желаний и	2	6
144	в свою	1	6
145	для того	1	6
146	из этих	2	6
147	о бессознательном	2	6
148	высшей степени	1	6
149	симптомы истерии	1	6
150	мы имеем	1	6
151	протяжении всей	2	6
152	как раз	1	6
153	что такое	5	6
154	во время	3	6
155	на самом	4	6
156	здесь в	1	6
157	сознания и	2	6
158	большинстве случаев	3	6
159	в психике	8	6
160	она не	1	6
