N	3gram	Bakhtin_Fr	TeoriaLi
1	в том что	8	10
2	по отношению к	1	10
3	в то же	14	8
4	то же время	14	8
5	в отличие от	3	7
6	в конечном счете	1	6
7	с другой стороны	2	6
8	более или менее	2	6
9	не может быть	4	5
10	для того чтобы	8	5
11	в данном случае	4	5
12	одного и того	1	4
13	и того же	1	4
14	в свою очередь	1	3
15	той или иной	1	3
16	с точки зрения	5	3
17	в том числе	6	3
18	тем не менее	1	3
19	можно сказать что	4	3
20	подобно тому как	2	3
21	в связи с	5	3
22	с одной стороны	2	3
23	в этой системе	1	2
24	но он не	1	2
25	до известной степени	4	2
26	и в самом	1	2
27	как и в	1	2
28	в самом деле	2	2
29	в коем случае	1	2
30	во внешнем мире	1	2
31	не могло быть	1	2
32	в самом начале	2	2
33	и то же	1	2
34	ни в коем	1	2
35	включает в себя	2	2
36	одно и то	1	2
37	но в то	6	2
38	том числе и	3	2
39	и в то	3	2
40	в соответствии с	1	2
41	а с другой	1	2
42	что в основе	1	2
43	это своего рода	2	2
44	в значительной степени	1	2
45	в основе своей	1	2
46	может быть и	1	2
47	что он не	1	1
48	в той или	1	1
49	века и в	1	1
50	вещами и ценностями	1	1
51	эту свободу и	1	1
52	не что иное	1	1
53	в одном и	1	1
54	все то что	5	1
55	то есть в	4	1
56	и строго отграниченная	1	1
57	и др в	2	1
58	и том же	1	1
59	есть в конечном	1	1
60	и прежде всего	4	1
61	между вещами и	2	1
62	никак не может	2	1
63	своей полноте и	1	1
64	и любые другие	1	1
65	в большинстве случаев	5	1
66	он не только	2	1
67	и для других	1	1
68	но дело в	1	1
69	ту же самую	1	1
70	в себя и	1	1
71	о том что	5	1
72	одной из своих	1	1
73	как бы в	2	1
74	в литературе в	1	1
75	это и есть	2	1
76	из этих двух	1	1
77	же точно и	1	1
78	на котором он	1	1
79	связи с этим	3	1
80	друг от друга	1	1
81	что он должен	1	1
82	мира и его	1	1
83	и как бы	2	1
84	одной стороны и	1	1
85	о мире и	1	1
86	в одной из	2	1
87	он оказывается в	1	1
88	как это ни	1	1
89	начало и конец	1	1
90	дело в том	4	1
91	в особенности в	1	1
92	у нее нет	2	1
93	именно потому что	1	1
94	и в частности	1	1
95	именно в этом	1	1
96	в первом случае	3	1
97	в то время	3	1
98	прежде всего к	1	1
99	он ни был	1	1
100	в лучшем случае	1	1
101	в зависимости от	1	1
102	только в искусстве	1	1
103	так же как	4	1
104	по ту сторону	1	1
105	можно говорить о	2	1
106	одним из древнейших	1	1
107	к тому же	3	1
108	жизни а также	1	1
109	так же точно	1	1
110	есть не что	1	1
111	том что в	1	1
112	но он в	1	1
113	также что в	1	1
114	самой жизни на	1	1
115	в своей жизни	1	1
116	на первый взгляд	1	1
117	то же самое	3	1
118	что иное как	1	1
119	только то что	1	1
120	нового времени в	2	1
121	в одном случае	1	1
122	одном и том	1	1
123	в следующей главе	1	1
124	таким образом и	2	1
125	является одним из	2	1
126	в виду что	1	1
127	в истории литературы	1	1
128	и в этой	2	1
129	в полной мере	1	1
