N	3gram	Propp_Isto	Russkaja
1	друг с другом	2	14
2	с точки зрения	1	9
3	в том что	8	7
4	на самом деле	1	6
5	во всяком случае	2	6
6	до сих пор	7	5
7	не может быть	4	4
8	на то что	4	4
9	к которой он	1	4
10	вместе с тем	1	3
11	можно было бы	2	3
12	в данном случае	6	3
13	в этом случае	8	3
14	и то что	4	3
15	и не может	1	3
16	что он не	1	2
17	и в том	1	2
18	точно так же	8	2
19	в большинстве случаев	2	2
20	совершенно таким же	1	2
21	и в другом	1	2
22	о том что	3	2
23	бы таким образом	1	2
24	к тому что	1	2
25	таким же образом	1	2
26	в другом случае	3	2
27	друг от друга	1	2
28	она не может	1	2
29	о том чтобы	1	2
30	и вместе с	1	2
31	оградить себя от	1	1
32	должны были бы	1	1
33	но для нас	1	1
34	друг друга в	1	1
35	нас слишком далеко	1	1
36	и должно было	1	1
37	еще на одну	1	1
38	указывает на то	1	1
39	за то что	1	1
40	смысле этого слова	3	1
41	всех этих случаях	1	1
42	что же это	1	1
43	мы уже знаем	3	1
44	это завело бы	1	1
45	уже знаем что	1	1
46	и на нем	1	1
47	именно так как	1	1
48	так же как	7	1
49	между собой и	1	1
50	по отношению к	2	1
51	во многих случаях	1	1
52	и прежде всего	1	1
53	создателей и носителей	1	1
54	во всех этих	1	1
55	в согласии с	1	1
56	заключается в том	1	1
57	и в других	3	1
58	несмотря на то	1	1
59	с самого начала	1	1
60	бы нас слишком	1	1
61	одной или нескольких	1	1
62	но мы уже	1	1
63	совершенно ясно что	1	1
64	в себе элементы	1	1
65	тем что он	1	1
66	в связи с	5	1
67	то же самое	1	1
68	и дать ему	1	1
69	только с этой	1	1
70	к которому принадлежит	1	1
71	в том числе	1	1
72	тем не менее	6	1
73	но все же	5	1
74	только то что	1	1
75	в другом месте	1	1
76	из всех этих	1	1
77	в себе черты	1	1
78	для нас важно	1	1
79	во всем мире	3	1
80	между прочим и	2	1
81	в свою очередь	1	1
82	не только часто	1	1
83	и не только	1	1
84	не просто в	2	1
85	это и есть	2	1
86	так же и	1	1
87	тем более что	1	1
88	народов и в	1	1
89	на этот вопрос	1	1
90	завело бы нас	1	1
91	состоит в том	2	1
92	к тому же	4	1
