N	3gram	Losev_Prob	Dialekti
1	и т д	12	75
2	это значит что	3	47
3	с точки зрения	3	46
4	сама по себе	6	26
5	по крайней мере	8	26
6	в том что	7	25
7	не есть ни	8	24
8	ни в каком	7	18
9	не может быть	5	18
10	не что иное	5	18
11	что иное как	5	18
12	тем не менее	25	16
13	сам по себе	7	16
14	само по себе	1	16
15	в то же	4	14
16	в таком случае	14	14
17	т д и	4	14
18	только тогда когда	4	13
19	д и т	3	12
20	и то же	1	12
21	с другой стороны	7	12
22	о том что	16	12
23	одно и то	1	12
24	ровно ничего не	1	12
25	есть то что	1	11
26	ничего не говорит	1	11
27	есть не что	5	11
28	на то что	12	11
29	субъекта и объекта	1	11
30	в самом деле	4	10
31	что она есть	2	10
32	той или другой	5	10
33	все на свете	1	9
34	иметь в виду	4	9
35	и в этом	5	9
36	содержит в себе	7	9
37	и не только	1	9
38	вовсе не есть	12	9
39	подобно тому как	2	9
40	то или иное	2	9
41	не есть просто	2	9
42	не значит что	1	8
43	не только не	4	8
44	только то что	6	8
45	тех или других	3	8
46	или по крайней	4	8
47	а не просто	5	8
48	в то время	2	8
49	то время как	2	8
50	та или иная	1	8
51	в этом смысле	8	8
52	от всего прочего	1	7
53	можно сказать что	6	7
54	говоря уже о	5	7
55	значит что он	1	7
56	так или иначе	7	7
57	сами по себе	5	7
58	в каком случае	6	7
59	точно так же	7	7
60	в связи с	7	7
61	той или иной	5	7
62	то это значит	2	7
63	не потому что	2	7
64	того что он	1	7
65	не говоря уже	6	7
66	и в частности	3	7
67	только потому что	3	6
68	для того чтобы	9	6
69	крайней мере в	2	6
70	более или менее	7	6
71	в зависимости от	1	6
72	и в то	1	6
73	значит что мы	1	6
74	случае не есть	1	6
75	она не есть	1	6
76	не имеет никакого	2	6
77	в каком смысле	1	6
78	то что мы	11	6
79	ни на что	1	6
80	что не есть	2	6
81	в сравнении с	1	6
82	во всяком случае	11	6
83	с одной стороны	4	6
84	может быть и	5	6
85	имеет ничего общего	4	5
86	тем более не	1	5
87	на самом деле	6	5
88	не говорит о	1	5
89	того или другого	2	5
90	не отличается от	1	5
91	несмотря на всю	2	5
92	потому что она	1	5
93	ничего общего с	9	5
94	в конце концов	11	5
95	не имеет ничего	4	5
96	ни от чего	2	5
97	тем или другим	4	5
98	по себе и	2	5
99	и тем не	8	5
100	к тому что	1	5
101	на первый план	3	5
102	то и другое	3	5
103	от того что	1	5
104	не есть только	5	5
105	до сих пор	6	5
106	одной и той	1	5
107	от чего не	1	5
108	есть прежде всего	3	5
109	что в нем	4	5
110	и той же	1	5
111	это было бы	2	5
112	одной стороны и	2	4
113	это не значит	1	4
114	и т п	1	4
115	то в чем	1	4
116	так же как	2	4
117	но даже и	1	4
118	уже по одному	1	4
119	может быть только	2	4
120	если иметь в	1	4
121	т д все	1	4
122	одному тому что	1	4
123	не больше как	1	4
124	в данном случае	10	4
125	и что такое	4	4
126	к тому же	1	4
127	то ясно что	1	4
128	не может не	1	4
129	как раз и	11	4
130	то же самое	9	4
131	а не только	2	4
132	но это не	1	4
133	может и не	1	4
134	тогда когда есть	2	4
135	и может быть	1	4
136	не есть нечто	1	4
137	как только мы	2	4
138	ничем не отличается	2	4
139	не есть ли	1	4
140	того и другого	1	4
141	и тем более	2	4
142	и ни в	2	4
143	связи с этим	2	4
144	она есть нечто	2	4
145	мы можем сказать	1	4
146	можно только тогда	1	4
147	можно было бы	4	4
148	да и то	2	4
149	по одному тому	1	4
150	не могут быть	1	4
151	никакого отношения к	1	4
152	в этом отношении	2	4
153	и нет ничего	2	4
154	не есть сама	1	4
155	в той или	1	3
156	тех или иных	2	3
157	и как бы	2	3
158	самом же деле	1	3
159	как будто бы	4	3
160	каком случае не	4	3
161	несмотря на то	1	3
162	один из видов	1	3
163	есть не только	1	3
164	есть абстрактное понятие	1	3
165	но уже и	1	3
166	он не может	1	3
167	что это за	1	3
168	когда мы говорим	2	3
169	и есть то	1	3
170	не может существовать	1	3
171	где же тут	1	3
172	если бы мы	1	3
173	нельзя сказать что	2	3
174	от всего иного	1	3
175	а потому что	1	3
176	даже больше того	1	3
177	точки зрения самого	1	3
178	которая хотя и	1	3
179	это вовсе не	2	3
180	но все же	1	3
181	не делится на	1	3
182	мы находим в	1	3
183	на самом же	1	3
184	все это не	1	3
185	есть не просто	1	3
186	так как будто	1	3
187	бы то ни	2	3
188	есть нечто совершенно	1	3
189	д все это	1	3
190	даже и не	4	3
191	уже о том	1	3
192	и не может	1	3
193	не просто как	3	3
194	того или иного	6	3
195	мы говорим что	2	3
196	в чем же	1	3
197	нет и ничего	1	3
198	ни в какой	1	3
199	не что-нибудь иное	1	3
200	в данный момент	1	3
201	как и в	1	3
202	каком смысле не	1	3
203	ведь это же	1	3
204	о том как	2	3
205	хотя и не	2	3
206	не было бы	1	3
207	но в то	1	3
208	мы отнюдь не	1	3
209	не только в	3	3
210	с самого начала	2	3
211	и должно быть	1	3
212	же как и	1	3
213	так что в	1	3
214	что законы природы	1	3
215	в каком-то смысле	3	3
216	что же такое	5	3
217	еще ничего не	1	3
218	но то что	1	2
219	но ведь это	1	2
220	ведь мы же	1	2
221	нет и никакого	1	2
222	что она не	1	2
223	том что все	1	2
224	и для этого	1	2
225	то тем самым	1	2
226	по себе но	3	2
227	существует и что	1	2
228	не существует без	1	2
229	ничего не знает	3	2
230	как же это	2	2
231	было бы в	1	2
232	том что в	2	2
233	прежде всего символ	1	2
234	ни в каких	1	2
235	в собственном смысле	1	2
236	оно ничем не	1	2
237	желтый цвет производит	1	2
238	хотя бы и	3	2
239	и ни на	1	2
240	что отнюдь не	2	2
241	что в данном	1	2
242	во что бы	2	2
243	друг от друга	1	2
244	в подлинном смысле	1	2
245	уже не есть	1	2
246	несет на себе	1	2
247	а что же	1	2
248	как это мы	2	2
249	в предыдущем изложении	1	2
250	здесь не просто	1	2
251	тут перед нами	1	2
252	даже если бы	3	2
253	но ясно что	1	2
254	и даже больше	1	2
255	у вас в	1	2
256	мы никогда не	3	2
257	это не просто	1	2
258	но для этого	1	2
259	смысл и свое	1	2
260	как мы это	1	2
261	в крайнем случае	2	2
262	не было и	1	2
263	можно говорить о	2	2
264	они вовсе не	2	2
265	этом смысле есть	1	2
266	так как это	1	2
267	мы должны сказать	2	2
268	нет никакой возможности	1	2
269	в последнее время	1	2
270	все что было	1	2
271	как таковой и	1	2
272	очень и очень	1	2
273	и с другой	1	2
274	так как он	2	2
275	сущность и явление	3	2
276	все это есть	3	2
277	перед нами не	1	2
278	а это значит	1	2
279	а не что-нибудь	1	2
280	это-то и есть	1	2
281	мы будем говорить	1	2
282	или хотя бы	2	2
283	что все на	1	2
284	в чистом виде	3	2
285	и не быть	1	2
286	только о пространстве	1	2
287	а именно в	1	2
288	с первого взгляда	2	2
289	говорить не о	1	2
290	сказать что она	1	2
291	друг к другу	2	2
292	это может быть	1	2
293	представим себе что	2	2
294	всегда так или	1	2
295	еще не есть	5	2
296	в это время	1	2
297	и в отношении	1	2
298	мы уже сказали	1	2
299	мы заговорили о	1	2
300	что нет ничего	2	2
301	как один из	1	2
302	к выводу что	1	2
303	дерево а не	1	2
304	это не только	1	2
305	должны сказать что	1	2
306	и что же	1	2
307	но никак не	2	2
308	и при условии	1	2
309	и можно ли	1	2
310	идеи и образа	1	2
311	свой смысл и	1	2
312	одна из самых	1	2
313	во всяком выражении	1	2
314	потому что и	1	2
315	и даже вообще	2	2
316	становится ясным что	2	2
317	тот или иной	3	2
318	что бы то	2	2
319	ли это что	1	2
320	за пределы этой	1	2
321	себе не содержит	2	2
322	и не просто	7	2
323	вовсе не обязательно	2	2
324	только на то	1	2
325	дело в том	3	2
326	отнюдь не есть	2	2
327	не существует но	1	2
328	тогда получится что	1	2
329	ни тем более	1	2
330	уже не просто	1	2
331	вопрос о том	2	2
332	что оно есть	1	2
333	значит ли это	1	2
334	в одно время	1	2
335	но о том	1	2
336	в себе не	3	2
337	по себе отнюдь	2	2
338	и то что	9	2
339	хотя бы в	1	2
340	и в том	1	2
341	самом деле что	1	2
342	и вовсе не	6	2
343	мы сказали что	1	2
344	же это может	1	2
345	на первый взгляд	2	2
346	ни с чем	1	2
347	никогда не может	2	2
348	а так как	1	2
349	есть так или	1	2
350	по себе вовсе	2	2
351	мы имеем дело	1	2
352	но как только	1	2
353	символ есть символ	1	2
354	и так как	1	2
355	то ни стало	2	2
356	потому что они	1	2
357	и даже чем	1	1
358	никак не могут	1	1
359	о котором уже	1	1
360	которых постоянно находишься	1	1
361	все больше и	1	1
362	и не очень	1	1
363	есть дерево а	1	1
364	сказать что отношения	1	1
365	одного из них	1	1
366	другими словами если	1	1
367	в некоторых случаях	1	1
368	или что оно	1	1
369	отнюдь не в	1	1
370	предмет который от	1	1
371	вещи не есть	1	1
372	от нас ускользает	1	1
373	в нашем случае	1	1
374	который от нас	1	1
375	возможна но и	1	1
376	в то или	1	1
377	о котором мы	1	1
378	есть ни то	1	1
379	нечто совсем другое	1	1
380	что же это	1	1
381	но еще и	1	1
382	потому что сначала	1	1
383	до известной степени	1	1
384	и независимо от	2	1
385	между тем и	1	1
386	то что он	3	1
387	тому и другому	1	1
388	в себе все	2	1
389	больше и больше	1	1
390	и хочет чтобы	1	1
391	и во всех	1	1
392	однако ясно что	1	1
393	иной раз даже	1	1
394	кажутся до известной	1	1
395	сливаются в одно	2	1
396	от самой вещи	1	1
397	в братьях карамазовых	1	1
398	минуту все эти	1	1
399	о чем мы	2	1
400	серые зимние дни	1	1
401	принимая во внимание	1	1
402	и та или	1	1
403	то что не	2	1
404	и в другом	1	1
405	она должна быть	1	1
406	интереснее всего то	1	1
407	в основе всякого	1	1
408	самое и в	1	1
409	оно не имеет	1	1
410	это возможно только	2	1
411	только потому и	1	1
412	понимать что такое	1	1
413	не был бы	4	1
414	отличается ясностью веселостью	1	1
415	ведь она есть	1	1
416	в отдельности и	1	1
417	об этом не	1	1
418	тот кто его	1	1
419	всегда содержит в	1	1
420	а то что	2	1
421	не есть какая-нибудь	1	1
422	уж тем более	6	1
423	уже вовсе не	1	1
424	здесь нет никакой	1	1
425	вот оказывается что	1	1
426	больше того как	1	1
427	так и от	1	1
428	но эта связь	1	1
429	а не потому	1	1
430	не могут не	1	1
431	уже перестает быть	1	1
432	светлой природой и	1	1
433	по своему объему	2	1
434	стороны и с	1	1
435	взятая сама по	6	1
436	не существует то	1	1
437	также и то	4	1
438	и без всякой	1	1
439	есть ли он	1	1
440	в учении о	1	1
441	только возможна но	1	1
442	мы еще не	3	1
443	что все это	1	1
444	было и не	1	1
445	все равно не	1	1
446	и что в	2	1
447	и пр но	1	1
448	сказать и о	3	1
449	помощи того или	1	1
450	содержащий в себе	1	1
451	возможно только потому	1	1
452	что она существует	1	1
453	с которой он	1	1
454	в науке или	1	1
455	никак не хотят	1	1
456	степени просторными но	1	1
457	бы не было	3	1
458	тем и другим	2	1
459	что к нему	1	1
460	уже тем более	1	1
461	станет утверждать что	2	1
462	и даже до	1	1
463	тот же самый	1	1
464	говорить о том	1	1
465	самом деле если	1	1
466	по себе по	1	1
467	он сам является	1	1
468	известной степени просторными	1	1
469	она сама и	1	1
470	не есть субъект	1	1
471	видим синими так	1	1
472	если мы хотим	2	1
473	есть нечто более	3	1
474	в другое время	1	1
475	и не имеет	1	1
476	и во многих	2	1
477	тем что его	1	1
478	уже и не	1	1
479	сих пор говорили	1	1
480	но это только	2	1
481	что не только	1	1
482	друг на друга	1	1
483	не только возможна	1	1
484	учения о символе	1	1
485	случае не может	3	1
486	математиков у которых	1	1
487	во многих отношениях	1	1
488	возможно только в	1	1
489	ее смысл то	1	1
490	то что она	1	1
491	ли сказать что	3	1
492	такая простая вещь	1	1
493	все это суть	1	1
494	есть также и	2	1
495	то что было	1	1
496	и уже тем	1	1
497	в том случае	2	1
498	мы впервые начинаем	1	1
499	из них в	1	1
500	себе отнюдь не	1	1
501	с тем или	1	1
502	вещи а не	1	1
503	это есть самое	1	1
504	бы оно было	1	1
505	всем известно что	1	1
506	весьма далек от	1	1
507	предыдущем изложении мы	1	1
508	в данном месте	1	1
509	может и должно	1	1
510	не есть сам	1	1
511	не чем иным	2	1
512	сказать только то	1	1
513	о том кто	1	1
514	хотя бы даже	2	1
515	ничего и не	1	1
516	мало ли что	1	1
517	в одной точке	1	1
518	что же мы	1	1
519	таким образом что	2	1
520	для комнат в	1	1
521	есть тоже результат	1	1
522	не только то	1	1
523	не есть последняя	1	1
524	также и свою	1	1
525	ничего не дает	1	1
526	бы ее ни	1	1
527	но в сущности	1	1
528	или не существует	2	1
529	только один из	1	1
530	то ни другое	1	1
531	со всем его	1	1
532	себе вовсе еще	1	1
533	нами во всей	1	1
534	и не вполне	1	1
535	не знает ни	1	1
536	не может считаться	2	1
537	по преимуществу к	1	1
538	что в них	1	1
539	пустыми и холодными	1	1
540	тем более ничего	1	1
541	но в силу	1	1
542	то или другое	1	1
543	а в том	1	1
544	будет в таком	1	1
545	приятный предмет который	1	1
546	даже и это	1	1
547	в символе и	1	1
548	то тем более	1	1
549	не только на	1	1
550	чем иным как	2	1
551	что существует и	1	1
552	хотя бы например	1	1
553	мере в том	1	1
554	многих отношениях даже	1	1
555	не имеет никаких	2	1
556	это должно быть	1	1
557	а пока только	1	1
558	возникает вопрос о	1	1
559	как мы уже	2	1
560	что мы получаем	2	1
561	ни то ни	1	1
562	того что в	1	1
563	дальше поэтому для	1	1
564	сказать что он	2	1
565	а именно с	1	1
566	внимание еще на	1	1
567	в виду и	2	1
568	и все прочие	1	1
569	на этот раз	2	1
570	видно что в	1	1
571	и не требует	1	1
572	если он не	1	1
573	имел в виду	2	1
574	и пр предметы	1	1
575	гораздо ближе к	1	1
576	символ указывает на	1	1
577	то что остается	1	1
578	будет существовать если	1	1
579	а с другой	1	1
580	и не есть	3	1
581	не есть в	1	1
582	он не был	1	1
583	уж говорить о	1	1
584	и делает его	1	1
585	допустим что мы	1	1
586	а именно как	1	1
587	виду и весь	1	1
588	да и не	1	1
589	то обстоятельство что	1	1
590	ясно что не	1	1
591	не просто в	1	1
592	он есть нечто	1	1
593	в них тоже	1	1
594	не то что	2	1
595	имея в виду	1	1
596	так же и	4	1
597	холодными синее стекло	1	1
598	и о том	3	1
599	рождение и смерть	1	1
600	могут и не	1	1
601	не существует и	1	1
602	ничего нового не	2	1
603	тоже не есть	3	1
604	те или иные	1	1
605	все эти элементы	1	1
606	и при всем	1	1
607	то чем он	1	1
608	тот смысл что	1	1
609	всегда обладает светлой	1	1
610	это то что	4	1
611	и что именно	1	1
612	существует целая наука	1	1
613	уж во всяком	1	1
614	том как он	1	1
615	и это есть	1	1
616	самое мы должны	1	1
617	на свете существует	1	1
618	себе вовсе не	1	1
619	в этих случаях	3	1
620	внимание на то	2	1
621	в том и	1	1
622	а только чисто	1	1
623	себе по своему	1	1
624	к нему и	1	1
625	и науки и	1	1
626	при всем этом	1	1
627	важно только то	1	1
628	и уж тем	5	1
629	действительно есть нечто	1	1
630	между собою и	1	1
631	ничего не сказано	1	1
632	говорит о разных	1	1
633	нами не просто	1	1
634	чего не отличается	1	1
635	а в конце	1	1
636	только самый принцип	1	1
637	отличаются друг от	1	1
638	в нас а	1	1
639	вместе с тем	2	1
640	такое положение дела	1	1
641	признать что в	1	1
642	говорить об его	1	1
643	т д это	1	1
644	и потому в	1	1
645	не есть также	1	1
646	этого понятия и	1	1
647	а не в	1	1
648	проникает в нас	1	1
649	том и в	1	1
650	что то что	1	1
651	он всегда будет	1	1
652	своей высшей чистоте	1	1
653	в какой мере	1	1
654	тому что например	1	1
655	ничего не говорим	1	1
656	ни о каких	1	1
657	не может нас	2	1
658	же это за	1	1
659	но только с	1	1
660	не говорим о	1	1
661	мы скажем что	2	1
662	но и в	3	1
663	требует для себя	3	1
664	обладает светлой природой	1	1
665	в том чтобы	1	1
666	да и сама	1	1
667	и является наиболее	1	1
668	в любой другой	1	1
669	заключается в том	2	1
670	речь может идти	1	1
671	не просто об	1	1
672	говорят только о	1	1
673	мы видим синими	1	1
674	ничего подобного нет	1	1
675	может быть даже	2	1
676	то оно не	1	1
677	и что он	1	1
678	и без всякого	1	1
679	на что другое	1	1
680	и холодными синее	1	1
681	более ничего не	1	1
682	что он вообще	1	1
683	предмета с его	1	1
684	имеем в виду	1	1
685	не существует никакого	1	1
686	комнат в которых	1	1
687	только есть нечто	1	1
688	это-то как раз	1	1
689	не есть она	1	1
690	только на одном	1	1
691	нет и никакой	1	1
692	том или ином	1	1
693	и покоя как	1	1
694	что же касается	3	1
695	вовсе не значит	1	1
696	которая ничего не	1	1
697	но пожалуй даже	1	1
698	может не быть	1	1
699	котором уже нельзя	1	1
700	не в их	1	1
701	перед нами как	1	1
702	а следовательно и	1	1
703	есть и вообще	1	1
704	что ни один	1	1
705	ясно что с	1	1
706	так как здесь	1	1
707	которое ничего не	1	1
708	здесь идет речь	2	1
709	только в том	4	1
710	есть ни просто	1	1
711	но если мы	4	1
712	как бы ее	1	1
713	уже много раз	1	1
714	связаны между собою	1	1
715	именно то что	4	1
716	частного к общему	1	1
717	не существует никакой	1	1
718	что понятие символа	3	1
719	не есть история	1	1
720	что сначала существует	1	1
721	может и должен	1	1
722	даже и вовсе	1	1
723	сейчас видно что	1	1
724	в течение всей	1	1
725	а между тем	1	1
726	до тех пор	4	1
727	таким образом ни	1	1
728	и возможно что	1	1
729	однако все эти	1	1
730	себе отнюдь еще	1	1
731	только в виде	1	1
732	можно ли сказать	3	1
733	можно сказать только	2	1
734	и даже вне	1	1
735	же в таком	2	1
736	мы вовсе не	2	1
737	во внимание их	1	1
738	но это будет	1	1
739	оно и должно	1	1
740	имеем дело не	1	1
741	природой и отличается	1	1
742	но в конце	1	1
743	одна из этих	1	1
744	а потом и	1	1
745	тоже не существует	1	1
746	необходимо иметь в	1	1
747	какой мере не	1	1
748	вовсе еще не	3	1
749	мы до сих	1	1
750	синими так и	1	1
751	если мы не	1	1
752	тоже нет ничего	2	1
753	если оно не	1	1
754	же самое мы	1	1
755	ни одна из	2	1
756	потому что все	1	1
757	если оно ничем	1	1
758	всего то что	1	1
759	пункте нашего исследования	1	1
760	и с точки	1	1
761	а на самом	1	1
762	что оба они	1	1
763	в других областях	1	1
764	именно в этом	2	1
765	много общего с	1	1
766	значит что данный	1	1
767	том что такое	1	1
768	сквозь желтое стекло	1	1
769	это совершенно неверно	2	1
770	значит не только	1	1
771	как раз в	1	1
772	нами раньше как	1	1
773	не будет существовать	1	1
774	нас ускользает так	1	1
775	и этот момент	1	1
776	поэтому для комнат	1	1
777	так как они	2	1
778	совсем на другом	1	1
779	часто и не	1	1
780	в чем именно	1	1
781	мы не знаем	1	1
782	и ничего не	2	1
783	но тогда значит	1	1
784	таком случае вы	1	1
785	как раз то	1	1
786	но и необходима	1	1
787	часто так и	1	1
788	не тем что	1	1
789	и в своей	3	1
790	сказать что здесь	1	1
791	не приходится но	1	1
792	отнюдь еще не	1	1
793	был бы выражением	1	1
794	к этой диалектике	1	1
795	в истории поэтому	1	1
796	не только потому	1	1
797	но как раз	2	1
798	не о чем	5	1
799	мы имеем в	1	1
800	во всех этих	2	1
801	так как иначе	2	1
802	во всей его	1	1
803	в этом случае	6	1
804	которую можно назвать	1	1
805	у нас не	2	1
806	предметы в печальном	1	1
807	кроме того если	1	1
808	то же только	1	1
809	в которых нет	1	1
810	мы тотчас же	1	1
811	но тем не	1	1
812	при помощи того	1	1
813	преследуем приятный предмет	1	1
814	отличаться от всего	1	1
815	и разные другие	1	1
816	отдельных и специальных	1	1
817	есть она сама	1	1
818	превращает их в	1	1
819	в первую очередь	1	1
820	с разных сторон	1	1
821	своими корнями в	1	1
822	сих пор мы	3	1
823	в нем только	2	1
824	с тем что	2	1
825	можно ли считать	1	1
826	будет ли она	1	1
827	думает что если	1	1
828	как мы увидим	2	1
829	можно ли будет	1	1
830	в которых постоянно	1	1
831	конце концов не	1	1
832	потому и является	1	1
833	вовсе даже не	1	1
834	ли будет в	1	1
835	предмет а не	1	1
836	том случае если	1	1
837	есть по преимуществу	1	1
838	взятые сами по	4	1
839	в своей высшей	1	1
840	имеет значение только	1	1
841	идти дальше поэтому	1	1
842	и в литературе	1	1
843	в понятие символа	1	1
844	обратим внимание на	1	1
845	тоже была бы	1	1
846	и в них	1	1
847	не есть вещь	1	1
848	не обязательно чтобы	1	1
849	лежащее в основе	1	1
850	чтобы можно было	1	1
851	на который мы	1	1
852	уходит своими корнями	1	1
853	дерево есть дерево	1	1
