N	2gram	Losev_Prob	NovoeSre
1	а не	7	17
2	не может	6	16
3	и в	48	16
4	совсем не	4	12
5	нового времени	4	12
6	и не	29	11
7	и есть	4	10
8	что в	12	9
9	истории и	1	9
10	в эпоху	5	9
11	в том	25	8
12	жизни и	7	8
13	он не	4	8
14	в этом	31	7
15	может быть	11	7
16	средние века	1	7
17	в новой	3	7
18	не будет	4	7
19	это есть	2	7
20	как и	10	7
21	к новому	1	7
22	ни в	17	6
23	не в	16	6
24	с его	3	6
25	но это	7	6
26	никогда не	7	6
27	и к	9	5
28	не только	28	5
29	в ней	4	5
30	все это	8	5
31	xix века	1	5
32	в жизни	4	5
33	в нем	8	5
34	с ее	1	5
35	должен быть	2	5
36	и общественной	1	5
37	и потому	4	4
38	и мы	1	4
39	по своему	3	4
40	должно быть	1	4
41	потому что	21	4
42	народные массы	1	4
43	это не	8	4
44	прежде всего	15	4
45	в них	5	4
46	то что	26	4
47	не было	4	4
48	новое время	3	4
49	и все	12	4
50	не менее	8	4
51	не имеет	3	4
52	значит что	3	4
53	и для	11	4
54	о том	17	4
55	наше время	1	4
56	верить в	1	3
57	во всех	2	3
58	вопрос о	2	3
59	в наше	1	3
60	она не	1	3
61	в ее	6	3
62	смысле слова	12	3
63	что такое	1	3
64	в прошлом	1	3
65	будут не	1	3
66	за пределы	1	3
67	старого мира	1	3
68	дня и	1	3
69	стремится к	1	3
70	конечно не	2	3
71	в истории	1	3
72	в новое	3	3
73	в духе	4	3
74	с другой	8	3
75	в средние	1	3
76	к ним	3	3
77	в россии	2	3
78	бога и	1	3
79	сказать что	13	3
80	наряду с	2	3
81	духа и	2	3
82	с тем	7	3
83	не значит	1	3
84	к жизни	1	3
85	к преодолению	2	3
86	не есть	3	3
87	в своей	29	3
88	в мире	1	3
89	как в	3	3
90	жизни в	7	3
91	перейти к	3	3
92	но и	21	3
93	это было	2	3
94	к тому	7	3
95	человека и	4	3
96	еще не	4	3
97	от всякого	1	2
98	с этим	3	2
99	и от	7	2
100	еще до	2	2
101	и весь	2	2
102	это и	4	2
103	ни к	2	2
104	стремиться к	1	2
105	силы и	2	2
106	и что	9	2
107	истинного бога	2	2
108	возвращается к	1	2
109	не могли	2	2
110	на путях	2	2
111	переходе от	1	2
112	что она	2	2
113	личность в	1	2
114	жизни должен	1	2
115	в религии	1	2
116	зависит от	1	2
117	эпоху когда	1	2
118	с одной	5	2
119	хотя бы	11	2
120	такого рода	4	2
121	мы не	7	2
122	того чтобы	3	2
123	вот почему	1	2
124	хотя и	10	2
125	природе и	1	2
126	так и	15	2
127	как это	5	2
128	самой жизни	1	2
129	этот мир	3	2
130	но она	1	2
131	сама жизнь	1	2
132	одной стороны	5	2
133	она порождает	1	2
134	силы над	1	2
135	можно было	4	2
136	и должно	1	2
137	каждого человека	1	2
138	другой стороны	8	2
139	времени и	1	2
140	с их	1	2
141	этом смысле	4	2
142	у него	13	2
143	самоутверждения и	1	2
144	к самой	1	2
145	и общества	1	2
146	свободы и	4	2
147	а в	8	2
148	в будущем	1	2
149	в обществе	1	2
150	все время	5	2
151	когда мы	1	2
152	и даже	24	2
153	в свои	2	2
154	и с	10	2
155	и начинается	1	2
156	по существу	2	2
157	жизни как	1	2
158	для этого	2	2
159	нет и	3	2
160	и ночи	1	2
161	xviii века	1	2
162	равно как	2	2
163	которую она	1	2
164	и начала	1	2
165	могут быть	2	2
166	в себе	7	2
167	том чтобы	3	2
168	и на	9	2
169	уже не	12	2
170	и творчества	1	2
171	я не	3	2
172	что все	1	2
173	время как	4	2
174	времени в	1	2
175	духа в	2	2
176	все эти	12	2
177	есть в	6	2
178	такой же	1	2
179	вместе с	15	2
180	но я	2	2
181	который в	10	2
182	стремление к	1	2
183	мира и	5	2
184	как будто	9	2
185	в природе	1	2
186	но не	12	2
187	из глубины	1	2
188	в то	6	2
189	истории все	1	2
190	должно было	1	2
191	в новом	1	2
192	том что	29	2
193	в мировой	3	2
194	ведь и	1	2
195	бытия в	1	2
196	мир и	2	2
197	так же	7	2
198	для нового	1	2
199	и это	3	2
200	можно назвать	2	2
201	в смысле	8	2
202	но для	2	2
203	но в	17	2
204	мысли в	2	2
205	не к	3	2
206	к более	1	2
207	к содержанию	1	2
208	в той	5	1
209	еще достаточно	1	1
210	женщины в	1	1
211	все в	3	1
212	в советской	2	1
213	своего рода	1	1
214	войне и	1	1
215	необходимой для	1	1
216	в самом	7	1
217	бог так	1	1
218	окончательно и	1	1
219	во всем	5	1
220	времени он	1	1
221	уже во	1	1
222	имеют уже	1	1
223	нет ничего	3	1
224	получает свое	2	1
225	от нее	2	1
226	перестала быть	1	1
227	сами не	1	1
228	и просвещения	1	1
229	шекспира и	1	1
230	философии и	1	1
231	и хочет	3	1
232	можно сказать	10	1
233	то он	2	1
234	все что	2	1
235	человека в	3	1
236	значение все	1	1
237	эпохи не	1	1
238	во все	3	1
239	заложенных в	1	1
240	эпоху падения	1	1
241	но оно	1	1
242	для всех	2	1
243	ночь и	2	1
244	и быть	1	1
245	в более	1	1
246	это конечно	2	1
247	до сих	3	1
248	и человека	3	1
249	существования и	1	1
250	а к	1	1
251	бы к	1	1
252	бога в	2	1
253	содержания жизни	1	1
254	и более	3	1
255	сами могут	1	1
256	и этот	1	1
257	в котором	5	1
258	по природе	1	1
259	по преимуществу	2	1
260	же стороны	1	1
261	значение в	1	1
262	и всех	2	1
263	тоже не	2	1
264	то это	1	1
265	сам человек	2	1
266	ничем не	1	1
267	что этот	6	1
268	рода и	2	1
269	от жизни	2	1
270	нет ни	4	1
271	же и	2	1
272	ни за	2	1
273	они не	3	1
274	из них	4	1
275	богов он	1	1
276	к ней	2	1
277	был уже	2	1
278	все еще	4	1
279	пришли к	1	1
280	будущее и	1	1
281	отпадения от	2	1
282	также что	1	1
283	и сейчас	2	1
284	который не	1	1
285	свидетельствует о	4	1
286	мы уже	2	1
287	нас и	4	1
288	жизни а	1	1
289	уже давно	2	1
